osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,ref,junction
223679692,False,2,Ulica Frana Galovića,tertiary,False,96.832,"LINESTRING (16.8292547 46.1661923, 16.8292152 46.1661299, 16.8291648 46.1660625, 16.8285859 46.1654563)",,,
"[857616699, 857616700]",False,"['2', '3']",Marofska ulica,secondary,True,142.123,"LINESTRING (16.8292547 46.1661923, 16.8293877 46.1661212, 16.8294209 46.1661049, 16.8295956 46.166019, 16.8299283 46.1658713, 16.8303643 46.1656907, 16.8308002 46.1654952)",50,,
"[82144060, 857616700]",False,"['2', '3']",Marofska ulica,secondary,False,239.87400000000002,"LINESTRING (16.8334644 46.1644024, 16.8333608 46.1644082, 16.8333038 46.164423, 16.8332545 46.1644411, 16.8327697 46.1646345, 16.831886 46.1649571, 16.831607 46.1650812, 16.8313021 46.1652411, 16.8308002 46.1654952)",50,,
"[149817940, 858277197]",False,3,Trg bana Josipa Jelačića,primary,False,65.437,"LINESTRING (16.8334644 46.1644024, 16.8334641 46.1643092, 16.8334634 46.1640168, 16.8334632 46.1639637, 16.8334628 46.1638139)",50,D41,
858277198,False,2,Ulica Mihovila P. Miškine,primary,True,244.07999999999998,"LINESTRING (16.8334644 46.1644024, 16.8334631 46.1645684, 16.8334442 46.1650317, 16.8334426 46.1651572, 16.8334329 46.1661743, 16.8334243 46.1665972)",50,D41,
133961991,False,2,Ulica hrvatske državnosti,tertiary,True,84.757,"LINESTRING (16.8261926 46.1603716, 16.8261677 46.160453, 16.8261571 46.1604936, 16.82611 46.160674, 16.8260654 46.160958, 16.8260581 46.1610494, 16.8260723 46.161126)",,,
149814330,False,,Ulica Hrvatske državnosti,residential,True,84.648,"LINESTRING (16.8261926 46.1603716, 16.826209 46.160306, 16.8262229 46.160257, 16.8263379 46.1596172)",,,
149814338,False,2,Križevačka ulica,secondary,False,112.652,"LINESTRING (16.8261926 46.1603716, 16.8263823 46.1604316, 16.8265477 46.1604796, 16.826721 46.1605143, 16.8269325 46.1605489, 16.8273536 46.1606106, 16.8275947 46.1606466)",50,,
858277192,True,1,Trg dr. Tomislava Bardeka,primary,False,44.23,"LINESTRING (16.8354436 46.1624132, 16.835577 46.1623327, 16.8356658 46.1622853, 16.8357318 46.1622463, 16.8357864 46.1622089, 16.8358246 46.162163, 16.8358336 46.1621323)",50,D41,
"[858277194, 858277195, 858277196, 356975858]",False,"['2', '3']",Trg dr. Tomislava Bardeka,primary,True,236.989,"LINESTRING (16.8354436 46.1624132, 16.8351731 46.1625218, 16.834858 46.1626361, 16.8346089 46.1627217, 16.8344027 46.1627959, 16.8341597 46.1628922, 16.834057 46.1629378, 16.8338677 46.1630227, 16.8337372 46.1630981, 16.8336671 46.163154, 16.8336174 46.1632012, 16.8335791 46.1632495, 16.8335407 46.1632978, 16.8335321 46.1633177, 16.8335145 46.1633798, 16.8334734 46.163647, 16.8334628 46.1638139)",50,D41,
149814023,False,2,Križevačka ulica,secondary,False,56.81699999999999,"LINESTRING (16.8275947 46.1606466, 16.8277114 46.1606732, 16.8278046 46.1606997, 16.8280931 46.1608003, 16.8281517 46.1608226, 16.8282008 46.160845, 16.82825 46.1608749)",50,,
149814338,False,2,Križevačka ulica,secondary,False,48.967,"LINESTRING (16.8275947 46.1606466, 16.8276937 46.1606491, 16.8277584 46.1606453, 16.8278267 46.1606344, 16.8279102 46.1606132, 16.8279996 46.1605849, 16.8280618 46.1605547, 16.8281056 46.1605247, 16.8281494 46.1604809)",50,,
149814338,False,2,Križevačka ulica,secondary,True,112.652,"LINESTRING (16.8275947 46.1606466, 16.8273536 46.1606106, 16.8269325 46.1605489, 16.826721 46.1605143, 16.8265477 46.1604796, 16.8263823 46.1604316, 16.8261926 46.1603716)",50,,
96925813,False,2,Trg mladosti,secondary,False,45.579,"LINESTRING (16.8281494 46.1604809, 16.8281356 46.1605351, 16.828134 46.1605986, 16.8281472 46.160676, 16.828166 46.1607449, 16.8281949 46.1608069, 16.8282198 46.1608428, 16.82825 46.1608749)",50,,
96925813,False,2,Trg mladosti,secondary,True,130.744,"LINESTRING (16.8281494 46.1604809, 16.8285976 46.1594321, 16.8286244 46.1593522)",50,,
149814338,False,2,Križevačka ulica,secondary,True,48.967,"LINESTRING (16.8281494 46.1604809, 16.8281056 46.1605247, 16.8280618 46.1605547, 16.8279996 46.1605849, 16.8279102 46.1606132, 16.8278267 46.1606344, 16.8277584 46.1606453, 16.8276937 46.1606491, 16.8275947 46.1606466)",50,,
162559153,False,,Svilarska ulica,residential,True,78.8,"LINESTRING (16.8296378 46.1635889, 16.8298167 46.1637129, 16.8299037 46.1637748, 16.8300564 46.1638623, 16.8302477 46.1639469, 16.8303586 46.1639883, 16.830446 46.1640127)",30,,
"[223675108, 858635271]",False,"['2', '3']",Florijanski trg,secondary,False,49.025,"LINESTRING (16.8296378 46.1635889, 16.8296043 46.1636126, 16.8295933 46.1636204, 16.8295188 46.1636678, 16.8292238 46.1638424, 16.8291613 46.163881)",30,,
223676838,True,1,Florijanski trg,residential,False,56.851,"LINESTRING (16.8296378 46.1635889, 16.8296228 46.1636338, 16.8296199 46.1636425, 16.8295912 46.1636931, 16.8295361 46.1637662, 16.8293037 46.1639428, 16.8292274 46.1640035)",40,,
"[300811482, 1269256819, 858635269, 1269256818]",False,2,"['Ulica Antuna Nemčića', 'Trg mladosti']",secondary,True,332.699,"LINESTRING (16.8296378 46.1635889, 16.8296586 46.1635658, 16.829674 46.1635263, 16.8296931 46.1634652, 16.8297112 46.1634033, 16.8297263 46.1633519, 16.8297314 46.1633026, 16.8297183 46.1632554, 16.8295234 46.1627229, 16.8291663 46.161866, 16.8290574 46.161629, 16.8289412 46.1614173, 16.828894 46.1613438, 16.8287893 46.1612312, 16.8286902 46.1611478, 16.8285397 46.1610521, 16.8283549 46.1609442, 16.8282951 46.1609082, 16.82825 46.1608749)",30,,
223694760,False,2,Basaričekova ulica,residential,False,10.575,"LINESTRING (16.824519 46.1634267, 16.8244342 46.1633519)",50,,
"[223694760, 1061146479]",False,"['2', '3']",Basaričekova ulica,residential,True,212.781,"LINESTRING (16.824519 46.1634267, 16.8258175 46.1646622, 16.8260464 46.1648825, 16.8260744 46.1649095, 16.8261442 46.1649742)",50,,
133961991,False,2,Ulica hrvatske državnosti,tertiary,False,296.83299999999997,"LINESTRING (16.8285545 46.1641651, 16.8284937 46.1640858, 16.8284725 46.1640601, 16.8277074 46.163133, 16.827616 46.163026, 16.827528 46.1629095, 16.8274685 46.1628389, 16.8272567 46.1625747, 16.8271293 46.162428, 16.8270917 46.1623815, 16.8270672 46.1623547, 16.8268431 46.1621087, 16.8267104 46.1619631, 16.8266696 46.1619184, 16.8266154 46.1618589)",,,
858635271,False,2,Florijanski trg,secondary,False,53.741,"LINESTRING (16.8285545 46.1641651, 16.828376 46.1642301, 16.827927 46.1643763)",30,,
858635271,False,2,Florijanski trg,secondary,True,56.565000000000005,"LINESTRING (16.8285545 46.1641651, 16.8287774 46.1640756, 16.8288911 46.1640294, 16.8289906 46.1639793, 16.8291613 46.163881)",30,,
858635270,False,2,Ulica Antuna Mihanovića,residential,False,60.009,"LINESTRING (16.824826 46.1580814, 16.8256024 46.1581264)",,,
858635270,False,2,Ulica Antuna Mihanovića,residential,True,60.009,"LINESTRING (16.8256024 46.1581264, 16.824826 46.1580814)",,,
858635270,False,2,Ulica Antuna Mihanovića,residential,False,231.56000000000003,"LINESTRING (16.8256024 46.1581264, 16.8258458 46.1581959, 16.8260376 46.1582627, 16.8267623 46.1585692, 16.8268462 46.1586119, 16.8274507 46.1589204, 16.8276747 46.1590232, 16.8278566 46.1590905, 16.8281711 46.1591961)",,,
858635262,True,1,Ulica Antuna Mihanovića,residential,False,10.223,"LINESTRING (16.8281711 46.1591961, 16.8283037 46.1592002)",,,
858635270,False,2,Ulica Antuna Mihanovića,residential,True,231.56,"LINESTRING (16.8281711 46.1591961, 16.8278566 46.1590905, 16.8276747 46.1590232, 16.8274507 46.1589204, 16.8268462 46.1586119, 16.8267623 46.1585692, 16.8260376 46.1582627, 16.8258458 46.1581959, 16.8256024 46.1581264)",,,
223675085,False,2,Starogradska ulica,secondary,False,3.191,"LINESTRING (16.8286244 46.1593522, 16.8286321 46.159324)",50,,
96925813,False,2,Trg mladosti,secondary,False,130.744,"LINESTRING (16.8286244 46.1593522, 16.8285976 46.1594321, 16.8281494 46.1604809)",50,,
320367979,True,1,Ulica Antuna Mihanovića,residential,False,39.036,"LINESTRING (16.8286244 46.1593522, 16.8284336 46.1592923, 16.8284196 46.1592877, 16.8282694 46.1592379, 16.8281711 46.1591961)",,,
"[858635222, 149815646]",False,"['2', '3']",Trg bana Josipa Jelačića,secondary,False,115.092,"LINESTRING (16.8347921 46.1642802, 16.8347125 46.1642697, 16.8346025 46.1642391, 16.8343542 46.1641546, 16.8340417 46.1640406, 16.8337151 46.1639127, 16.8336789 46.1638985, 16.8334628 46.1638139)",50,,
