osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,geometry,junction,width,access
5119626,True,Csokonai utca,residential,False,200.247,,,,"LINESTRING (17.8894012 46.9569591, 17.8916389 46.956005)",,,
1233847649,False,Petőfi Sándor utca,primary,True,35.149,4,71,50,"LINESTRING (17.8894012 46.9569591, 17.8896189 46.9572381)",,,
"[211732523, 265902525]",False,Petőfi Sándor utca,primary,False,46.85,"['4', '5']",71,50,"LINESTRING (17.8894012 46.9569591, 17.8891649 46.9566695, 17.8891276 46.9566183, 17.889099 46.9565921)",,,
1233847649,False,Petőfi Sándor utca,primary,False,35.149,4,71,50,"LINESTRING (17.8896189 46.9572381, 17.8894012 46.9569591)",,,
1233847649,False,Petőfi Sándor utca,primary,True,37.501,4,71,50,"LINESTRING (17.8896189 46.9572381, 17.8898435 46.9575385)",,,
293768774,False,Csók utca,residential,True,78.319,,,,"LINESTRING (17.8896189 46.9572381, 17.8895367 46.9572778, 17.8893891 46.9573382, 17.8890577 46.957481, 17.8887561 46.957624)",,,
1192512657,False,,primary,False,3.081,2,,,"LINESTRING (17.8888681 46.9564267, 17.8888691 46.956399)",circular,,
1192512663,False,,primary,True,10.108,2,,,"LINESTRING (17.8888681 46.9564267, 17.8888987 46.9564715, 17.8889333 46.9565056)",circular,,
1233847649,False,Petőfi Sándor utca,primary,False,37.501,4,71,50,"LINESTRING (17.8898435 46.9575385, 17.8896189 46.9572381)",,,
1233847649,False,Petőfi Sándor utca,primary,True,76.328,4,71,50,"LINESTRING (17.8898435 46.9575385, 17.8903323 46.9581384)",,,
5119628,False,Zsigmond utca,residential,False,207.76100000000002,,,,"LINESTRING (17.8898435 46.9575385, 17.8904726 46.9572684, 17.891257 46.9569316, 17.8921606 46.9565436)",,,
281028442,False,Jókai Mór utca,tertiary,False,14.97,2,,,"LINESTRING (17.8923317 46.9550239, 17.8924217 46.9549041)",,,
"[1166077593, 281028442]",False,Jókai Mór utca,tertiary,True,258.379,2,,,"LINESTRING (17.8923317 46.9550239, 17.892212 46.9551084, 17.8915356 46.9553838, 17.8896899 46.9561354, 17.8894262 46.9562261)",,,
5119629,False,Fészek köz,residential,True,71.795,,,,"LINESTRING (17.8916389 46.956005, 17.8921606 46.9565436)",,,
"[5119626, 368106814]",True,Csokonai utca,residential,False,152.245,,,,"LINESTRING (17.8916389 46.956005, 17.8916882 46.955983, 17.8923439 46.9556899, 17.8930261 46.9550468)",,,
368106813,True,Blaha Lujza utca,residential,False,53.475,,,30,"LINESTRING (17.8930261 46.9550468, 17.8928668 46.9550134, 17.892704 46.9550047, 17.8923928 46.9550129, 17.8923317 46.9550239)",,,
5119629,False,Fészek köz,residential,False,71.795,,,,"LINESTRING (17.8921606 46.9565436, 17.8916389 46.956005)",,,
5119628,False,Zsigmond utca,residential,True,207.76100000000002,,,,"LINESTRING (17.8921606 46.9565436, 17.891257 46.9569316, 17.8904726 46.9572684, 17.8898435 46.9575385)",,,
"[368106821, 368106822]",False,Zsigmond utca,residential,False,160.48000000000002,,,30,"LINESTRING (17.8921606 46.9565436, 17.8924062 46.9563115, 17.8928332 46.9558955, 17.8933786 46.9553639)",,5,
225575599,False,Jókai Mór utca,tertiary,True,66.622,,,,"LINESTRING (17.8928549 46.954383, 17.8924217 46.9549041)",,,
"[108553760, 368106817, 368106818, 368106819, 368106820, 5119627]",True,"['Blaha Lujza utca', 'Kisfaludy utca']",residential,False,382.079,,,"['30', '5']","LINESTRING (17.8928549 46.954383, 17.8931368 46.9545323, 17.8931864 46.9545586, 17.8934997 46.9546859, 17.8938846 46.9548421, 17.8940541 46.9549163, 17.8942409 46.954984, 17.8949851 46.9552538, 17.8950841 46.9553789, 17.8951016 46.9553988, 17.8950811 46.9554879, 17.8950693 46.9555397, 17.8948043 46.9558493, 17.8947804 46.9558392, 17.8943641 46.9556641, 17.8936508 46.9553445, 17.8934872 46.9552664)",,,
337630350,False,Ady Endre utca,secondary,False,190.704,,7303,50,"LINESTRING (17.8824237 46.9592198, 17.8825453 46.9591692, 17.8844013 46.9583651, 17.8845482 46.958304)",,,
337630349,False,Ady Endre utca,secondary,False,33.285,,7303,50,"LINESTRING (17.8845482 46.958304, 17.8849226 46.9581481)",,,
51070317,False,Nádor utca,residential,False,106.758,,,,"LINESTRING (17.8845482 46.958304, 17.884591 46.9583526, 17.8846104 46.9583746, 17.8852731 46.9591268)",,,
337630350,False,Ady Endre utca,secondary,True,190.704,,7303,50,"LINESTRING (17.8845482 46.958304, 17.8844013 46.9583651, 17.8825453 46.9591692, 17.8824237 46.9592198)",,,
"[5119625, 337630349]",False,"['Ady Endre utca', 'Jókai Mór utca']",secondary,True,230.821,,7303,50,"LINESTRING (17.8875055 46.9570522, 17.8872872 46.9571487, 17.8864532 46.9575012, 17.8854216 46.9579372, 17.8853898 46.9579506, 17.8853185 46.9579808, 17.8849226 46.9581481)",,,
