osmid,oneway,name,highway,reversed,length,ref,maxspeed,junction,geometry,access,bridge
173183286,False,Sport utca,residential,False,124.464,,,,"LINESTRING (17.5549086 47.105445, 17.5541702 47.1062134, 17.554009 47.106382)",,
173183286,False,Sport utca,residential,True,142.89700000000002,,,,"LINESTRING (17.5549086 47.105445, 17.5557384 47.1045779, 17.55577 47.1045287, 17.5557885 47.104485, 17.5558113 47.104416, 17.5558227 47.104336)",,
173183286,False,Sport utca,residential,False,91.356,,,,"LINESTRING (17.5535421 47.1068704, 17.5528839 47.1075591)",,
173183286,False,Sport utca,residential,True,64.792,,,,"LINESTRING (17.5535421 47.1068704, 17.554009 47.106382)",,
80675936,False,Óvoda utca,residential,False,116.60499999999999,,,,"LINESTRING (17.5549619 47.1078166, 17.5545897 47.107721, 17.5544701 47.1077022, 17.5534561 47.1076261)",,
173191698,False,Újélet utca,residential,False,46.37,,,,"LINESTRING (17.5549619 47.1078166, 17.5550345 47.1077036, 17.5552073 47.1074345)",,
173191698,False,Újélet utca,residential,True,207.504,,,,"LINESTRING (17.5549619 47.1078166, 17.5545537 47.1084519, 17.5542804 47.1088772, 17.553999 47.1093153, 17.5539849 47.1093372, 17.5538634 47.1095264)",,
44518492,True,Petőfi Sándor utca,secondary,False,21.172000000000004,7339,50,roundabout,"LINESTRING (17.5556198 47.1039217, 17.5556575 47.1038803, 17.5557137 47.1038501, 17.5557817 47.1038349, 17.5558467 47.1038356)",,
172548167,False,Petőfi Sándor utca,secondary,False,102.01299999999999,7339,50,,"LINESTRING (17.5556198 47.1039217, 17.5547032 47.1035751, 17.5544265 47.1034975)",,
172554489,False,Kohász utca,residential,True,112.558,,,,"LINESTRING (17.5561071 47.1090776, 17.5554861 47.1099974)",,
80675812,False,Ifjúság utca,residential,True,36.235,,,,"LINESTRING (17.5554861 47.1099974, 17.5559247 47.1101281)",,
172554489,False,Kohász utca,residential,False,112.558,,,,"LINESTRING (17.5554861 47.1099974, 17.5561071 47.1090776)",,
80675812,False,Ifjúság utca,residential,False,133.518,,,,"LINESTRING (17.5554861 47.1099974, 17.5554027 47.1099716, 17.5551172 47.1098831, 17.5538634 47.1095264)",,
44518492,True,Petőfi Sándor utca,secondary,False,13.758000000000001,7339,50,roundabout,"LINESTRING (17.5559688 47.1038834, 17.5560047 47.1039256, 17.5560172 47.1039735, 17.5560136 47.1039997)",,
44518492,True,Petőfi Sándor utca,secondary,False,10.775,7339,50,roundabout,"LINESTRING (17.5558793 47.1041061, 17.5558087 47.104114, 17.5557391 47.1041051)",,
284570962,True,Sport utca,residential,False,26.084,,,,"LINESTRING (17.5558793 47.1041061, 17.5558685 47.1041865, 17.5558658 47.1042066, 17.5558545 47.1042769, 17.5558227 47.104336)",,
172548167,False,Petőfi Sándor utca,secondary,False,56.387,7339,50,,"LINESTRING (17.5544265 47.1034975, 17.5537765 47.1033152, 17.5537377 47.1033043)",,
172548167,False,Petőfi Sándor utca,secondary,True,102.01299999999999,7339,50,,"LINESTRING (17.5544265 47.1034975, 17.5547032 47.1035751, 17.5556198 47.1039217)",,
173188387,True,Petőfi Sándor utca,residential,False,160.476,,,,"LINESTRING (17.5544265 47.1034975, 17.5543882 47.1035541, 17.5541952 47.1037896, 17.5541121 47.1038279, 17.5533181 47.1037457, 17.5527307 47.1036946, 17.5526073 47.1036543)",,
119508071,False,Semmelweis utca,residential,True,155.072,,,,"LINESTRING (17.5587291 47.1069436, 17.5579191 47.1082246)",,
119508071,False,Semmelweis utca,residential,False,163.34,,,,"LINESTRING (17.5587291 47.1069436, 17.5592048 47.1062155, 17.559353 47.1059887, 17.5595002 47.1057634, 17.5596061 47.1056014)",,
173231157,True,Mikes Kelemen utca,residential,False,245.863,,,,"LINESTRING (17.5587291 47.1069436, 17.5575733 47.1065746, 17.5566247 47.1062718, 17.5566999 47.1061152, 17.5566555 47.1060407, 17.5561631 47.1058535)",,
173191698,False,Újélet utca,residential,False,190.101,,,,"LINESTRING (17.5552073 47.1074345, 17.5561631 47.1058535)",,
173191698,False,Újélet utca,residential,True,46.37,,,,"LINESTRING (17.5552073 47.1074345, 17.5550345 47.1077036, 17.5549619 47.1078166)",,
173231158,False,Eötvös utca,residential,False,223.247,,30,,"LINESTRING (17.5552073 47.1074345, 17.556248 47.1077377, 17.5565109 47.1078143, 17.5567948 47.107897, 17.5579191 47.1082246)",,
119508071,False,Semmelweis utca,residential,False,155.072,,,,"LINESTRING (17.5579191 47.1082246, 17.5587291 47.1069436)",,
"[119508057, 119508071]",False,"['Semmelweis utca', 'Eötvös utca']",residential,True,71.521,,,,"LINESTRING (17.5579191 47.1082246, 17.5583644 47.108359, 17.5587439 47.1085334)",,
173231158,False,Eötvös utca,residential,True,223.247,,30,,"LINESTRING (17.5579191 47.1082246, 17.5567948 47.107897, 17.5565109 47.1078143, 17.556248 47.1077377, 17.5552073 47.1074345)",,
674075382,True,,residential,False,93.77199999999999,,,,"LINESTRING (17.5579191 47.1082246, 17.5577143 47.1086634, 17.5582162 47.1088364)",,
173183286,False,Sport utca,residential,False,64.792,,,,"LINESTRING (17.554009 47.106382, 17.5535421 47.1068704)",,
173183286,False,Sport utca,residential,True,124.464,,,,"LINESTRING (17.554009 47.106382, 17.5541702 47.1062134, 17.5549086 47.105445)",,
190279938,True,,residential,False,4.405,,,,"LINESTRING (17.5529946 47.1059918, 17.5530401 47.1060165)",,
674075379,False,,residential,False,79.395,,,,"LINESTRING (17.5529946 47.1059918, 17.5529821 47.1059568, 17.5530655 47.1057542, 17.5530862 47.1057306, 17.5531232 47.1057218, 17.553658 47.1057979, 17.5537168 47.1057867)",,
119508043,False,Gyár utca,residential,True,46.538,,,,"LINESTRING (17.5562038 47.1035289, 17.5565692 47.1031923)",,
261462002,False,Deák Ferenc utca,residential,False,145.111,,,,"LINESTRING (17.5562038 47.1035289, 17.5579199 47.1041108)",,
119508043,False,Gyár utca,residential,False,22.862000000000002,,,,"LINESTRING (17.5562038 47.1035289, 17.5561033 47.1036068, 17.5560211 47.103692)",,
261462002,False,Deák Ferenc utca,residential,True,226.159,,,,"LINESTRING (17.564262 47.1047231, 17.5612759 47.1046485)",,
261462002,False,Deák Ferenc utca,residential,False,68.393,,,,"LINESTRING (17.564262 47.1047231, 17.5644894 47.1047352, 17.5651629 47.1047709)",,
261462004,False,Rákóczi Ferenc utca,residential,False,163.389,,,,"LINESTRING (17.564262 47.1047231, 17.5642668 47.1046817, 17.5642778 47.1045872, 17.5642919 47.1044652, 17.5643039 47.1041986, 17.56426 47.1040177, 17.5641523 47.1037446, 17.5639703 47.1032831)",,
269170169,False,Csokonai utca,residential,False,212.78599999999997,,,,"LINESTRING (17.5644189 47.1071599, 17.5641463 47.107365, 17.5629878 47.1082228, 17.5625185 47.1085702)",,
330378054,False,Béke utca,residential,False,51.459,,50,,"LINESTRING (17.5644189 47.1071599, 17.564026 47.1070342, 17.5638137 47.1069499)",,
330378054,False,Béke utca,residential,True,62.334,,50,,"LINESTRING (17.5644189 47.1071599, 17.5647651 47.1072707, 17.5649579 47.1073324, 17.5651642 47.1073985)",,
269170161,False,Béke utca,residential,True,40.229,,,,"LINESTRING (17.5651642 47.1073985, 17.5648971 47.1077113)",,
330378054,False,Béke utca,residential,False,62.334,,50,,"LINESTRING (17.5651642 47.1073985, 17.5649579 47.1073324, 17.5647651 47.1072707, 17.5644189 47.1071599)",,
269170162,False,Béke utca,residential,False,38.509,,,,"LINESTRING (17.5644616 47.1075322, 17.5648971 47.1077113)",,
269170161,False,Béke utca,residential,False,40.229,,,,"LINESTRING (17.5648971 47.1077113, 17.5651642 47.1073985)",,
269170162,False,Béke utca,residential,True,38.509,,,,"LINESTRING (17.5648971 47.1077113, 17.5644616 47.1075322)",,
269170169,False,Csokonai utca,residential,True,212.786,,,,"LINESTRING (17.5625185 47.1085702, 17.5629878 47.1082228, 17.5641463 47.107365, 17.5644189 47.1071599)",,
269544332,False,Szondi György utca,residential,True,160.595,,,,"LINESTRING (17.5648888 47.1012779, 17.5638155 47.1023666, 17.5637197 47.1024158, 17.5636523 47.1024391)",,
269544249,False,Berzsenyi Dániel utca,residential,False,53.006,,,,"LINESTRING (17.5585281 47.1013622, 17.5590956 47.1016415)",,
119508043,False,Gyár utca,residential,False,251.788,,,,"LINESTRING (17.5585281 47.1013622, 17.5577958 47.1020578, 17.5565692 47.1031923)",,
269544249,False,Berzsenyi Dániel utca,residential,False,36.312,,,,"LINESTRING (17.5590956 47.1016415, 17.5595323 47.1017767)",,
269544249,False,Berzsenyi Dániel utca,residential,True,53.006,,,,"LINESTRING (17.5590956 47.1016415, 17.5585281 47.1013622)",,
269544272,False,Juhász Gyula utca,residential,False,319.717,,,,"LINESTRING (17.5590956 47.1016415, 17.5572988 47.1033137, 17.5582774 47.1037631)",,
269544214,False,Babits Mihály utca,residential,True,215.963,,,,"LINESTRING (17.5571395 47.101714, 17.5559614 47.1028232, 17.5559934 47.1029125, 17.5565692 47.1031923)",,
261462004,False,Rákóczi Ferenc utca,residential,True,85.033,,,,"LINESTRING (17.5633442 47.1017037, 17.5636523 47.1024391)",,
269544341,False,Zöldfa utca,residential,True,175.32500000000002,,,,"LINESTRING (17.5633442 47.1017037, 17.5617757 47.1028133, 17.5617348 47.1028375)",,
269544249,False,Berzsenyi Dániel utca,residential,False,51.007,,,,"LINESTRING (17.5595323 47.1017767, 17.5600893 47.1020349)",,
269544249,False,Berzsenyi Dániel utca,residential,True,36.312,,,,"LINESTRING (17.5595323 47.1017767, 17.5590956 47.1016415)",,
269544249,False,Berzsenyi Dániel utca,residential,False,30.708,,,,"LINESTRING (17.5600893 47.1020349, 17.5604184 47.1021964)",,
269544249,False,Berzsenyi Dániel utca,residential,True,51.007,,,,"LINESTRING (17.5600893 47.1020349, 17.5595323 47.1017767)",,
269544249,False,Berzsenyi Dániel utca,residential,False,42.878,,,,"LINESTRING (17.5604184 47.1021964, 17.5608792 47.1024207)",,
269544249,False,Berzsenyi Dániel utca,residential,True,30.708,,,,"LINESTRING (17.5604184 47.1021964, 17.5600893 47.1020349)",,
269544249,False,Berzsenyi Dániel utca,residential,False,19.69,,,,"LINESTRING (17.5608792 47.1024207, 17.5611028 47.1025112)",,
269544249,False,Berzsenyi Dániel utca,residential,True,42.878,,,,"LINESTRING (17.5608792 47.1024207, 17.5604184 47.1021964)",,
261462004,False,Rákóczi Ferenc utca,residential,False,7.232,,,,"LINESTRING (17.5636807 47.1025012, 17.5636523 47.1024391)",,
269544323,False,Rózsa utca,residential,True,117.888,,30,,"LINESTRING (17.5636807 47.1025012, 17.5626022 47.1032661)",,
261462004,False,Rákóczi Ferenc utca,residential,True,85.018,,,,"LINESTRING (17.5636807 47.1025012, 17.5637929 47.1028109, 17.5639534 47.1032429)",,
269544249,False,Berzsenyi Dániel utca,residential,False,60.039,,,,"LINESTRING (17.5611028 47.1025112, 17.5617348 47.1028375)",,
269544249,False,Berzsenyi Dániel utca,residential,True,19.69,,,,"LINESTRING (17.5611028 47.1025112, 17.5608792 47.1024207)",,
269544265,False,Hét vezér utca,residential,True,64.282,,,,"LINESTRING (17.563945 47.1026205, 17.5646256 47.1029663)",,
269544249,False,Berzsenyi Dániel utca,residential,True,60.039,,,,"LINESTRING (17.5617348 47.1028375, 17.5611028 47.1025112)",,
269544249,False,Berzsenyi Dániel utca,residential,False,81.126,,,,"LINESTRING (17.5617348 47.1028375, 17.5619855 47.102962, 17.5626022 47.1032661)",,
269544341,False,Zöldfa utca,residential,False,175.32500000000002,,,,"LINESTRING (17.5617348 47.1028375, 17.5617757 47.1028133, 17.5633442 47.1017037)",,
269544265,False,Hét vezér utca,residential,False,64.282,,,,"LINESTRING (17.5646256 47.1029663, 17.563945 47.1026205)",,
269544265,False,Hét vezér utca,residential,True,12.464,,,,"LINESTRING (17.5646256 47.1029663, 17.5647608 47.1030303)",,
269544265,False,Hét vezér utca,residential,False,12.464,,,,"LINESTRING (17.5647608 47.1030303, 17.5646256 47.1029663)",,
269544269,False,Hét vezér utca,residential,True,66.944,,,,"LINESTRING (17.5647608 47.1030303, 17.564657 47.10309, 17.5644874 47.1031641, 17.564164 47.1032207, 17.564097 47.1032278, 17.5639534 47.1032429)",,
119508043,False,Gyár utca,residential,False,46.538,,,,"LINESTRING (17.5565692 47.1031923, 17.5562038 47.1035289)",,
119508043,False,Gyár utca,residential,True,251.788,,,,"LINESTRING (17.5565692 47.1031923, 17.5577958 47.1020578, 17.5585281 47.1013622)",,
269544214,False,Babits Mihály utca,residential,False,215.963,,,,"LINESTRING (17.5565692 47.1031923, 17.5559934 47.1029125, 17.5559614 47.1028232, 17.5571395 47.101714)",,
261462004,False,Rákóczi Ferenc utca,residential,True,4.649,,,,"LINESTRING (17.5639534 47.1032429, 17.5639703 47.1032831)",,
261462004,False,Rákóczi Ferenc utca,residential,False,85.018,,,,"LINESTRING (17.5639534 47.1032429, 17.5637929 47.1028109, 17.5636807 47.1025012)",,
269544269,False,Hét vezér utca,residential,False,66.94399999999999,,,,"LINESTRING (17.5639534 47.1032429, 17.564097 47.1032278, 17.564164 47.1032207, 17.5644874 47.1031641, 17.564657 47.10309, 17.5647608 47.1030303)",,
261462004,False,Rákóczi Ferenc utca,residential,False,4.649,,,,"LINESTRING (17.5639703 47.1032831, 17.5639534 47.1032429)",,
269544252,True,Berzsenyi Dániel utca,residential,False,57.324,,,,"LINESTRING (17.5639703 47.1032831, 17.5634831 47.1036778)",,
261462004,False,Rákóczi Ferenc utca,residential,True,163.389,,,,"LINESTRING (17.5639703 47.1032831, 17.5641523 47.1037446, 17.56426 47.1040177, 17.5643039 47.1041986, 17.5642919 47.1044652, 17.5642778 47.1045872, 17.5642668 47.1046817, 17.564262 47.1047231)",,
269544323,False,Rózsa utca,residential,False,117.888,,30,,"LINESTRING (17.5626022 47.1032661, 17.5636807 47.1025012)",,
269544249,False,Berzsenyi Dániel utca,residential,False,80.88,,,,"LINESTRING (17.5626022 47.1032661, 17.5626594 47.1032947, 17.5634831 47.1036778)",,
269544249,False,Berzsenyi Dániel utca,residential,True,81.126,,,,"LINESTRING (17.5626022 47.1032661, 17.5619855 47.102962, 17.5617348 47.1028375)",,
269544249,False,Berzsenyi Dániel utca,residential,False,40.736,,,,"LINESTRING (17.5634831 47.1036778, 17.5631614 47.1039715)",,
269544249,False,Berzsenyi Dániel utca,residential,True,80.88,,,,"LINESTRING (17.5634831 47.1036778, 17.5626594 47.1032947, 17.5626022 47.1032661)",,
269544306,True,Madách Imre utca,residential,False,236.084,,,,"LINESTRING (17.5582774 47.1037631, 17.5600893 47.1020349)",,
269544272,False,Juhász Gyula utca,residential,True,319.717,,,,"LINESTRING (17.5582774 47.1037631, 17.5572988 47.1033137, 17.5590956 47.1016415)",,
269544249,False,Berzsenyi Dániel utca,residential,True,40.736,,,,"LINESTRING (17.5631614 47.1039715, 17.5634831 47.1036778)",,
261462002,False,Deák Ferenc utca,residential,False,73.968,,,,"LINESTRING (17.5579199 47.1041108, 17.5587946 47.1044075)",,
261462002,False,Deák Ferenc utca,residential,True,145.111,,,,"LINESTRING (17.5579199 47.1041108, 17.5562038 47.1035289)",,
269544306,True,Madách Imre utca,residential,False,47.19,,,,"LINESTRING (17.5579199 47.1041108, 17.5582774 47.1037631)",,
261462002,False,Deák Ferenc utca,residential,True,73.968,,,,"LINESTRING (17.5587946 47.1044075, 17.5579199 47.1041108)",,
261462002,False,Deák Ferenc utca,residential,False,190.88699999999997,,,,"LINESTRING (17.5587946 47.1044075, 17.5590369 47.1044896, 17.5611734 47.1046464, 17.5612759 47.1046485)",,
269544228,True,Bródy Imre utca,residential,False,271.498,,30,,"LINESTRING (17.5587946 47.1044075, 17.5597115 47.1035094, 17.5608792 47.1024207)",,
269544235,False,Deák Ferenc utca,residential,True,30.814,,,,"LINESTRING (17.5647886 47.1044203, 17.5651951 47.1044356)",,
269544239,False,Deák Ferenc utca,residential,True,6.567,,,,"LINESTRING (17.5652816 47.104431, 17.5651951 47.1044356)",,
269544239,False,Deák Ferenc utca,residential,False,87.007,,,,"LINESTRING (17.5652816 47.104431, 17.5655695 47.1043971, 17.5655792 47.104308, 17.5654604 47.1042429, 17.5653158 47.1041663, 17.5652816 47.104431)",,
269544239,False,Deák Ferenc utca,residential,True,87.007,,,,"LINESTRING (17.5652816 47.104431, 17.5653158 47.1041663, 17.5654604 47.1042429, 17.5655792 47.104308, 17.5655695 47.1043971, 17.5652816 47.104431)",,
269544235,False,Deák Ferenc utca,residential,False,30.814,,,,"LINESTRING (17.5651951 47.1044356, 17.5647886 47.1044203)",,
269544239,False,Deák Ferenc utca,residential,False,6.567,,,,"LINESTRING (17.5651951 47.1044356, 17.5652816 47.104431)",,
269544239,False,Deák Ferenc utca,residential,True,37.363,,,,"LINESTRING (17.5651951 47.1044356, 17.5651629 47.1047709)",,
269544239,False,Deák Ferenc utca,residential,False,37.363,,,,"LINESTRING (17.5651629 47.1047709, 17.5651951 47.1044356)",,
261462002,False,Deák Ferenc utca,residential,True,68.393,,,,"LINESTRING (17.5651629 47.1047709, 17.5644894 47.1047352, 17.564262 47.1047231)",,
276220357,False,Bercsényi utca,residential,False,224.688,,,,"LINESTRING (17.5568738 47.1048112, 17.5594863 47.1055667, 17.5596061 47.1056014)",,
713149099,False,Újélet utca,residential,False,56.608,,,,"LINESTRING (17.5568738 47.1048112, 17.5571559 47.1043954, 17.5571679 47.1043776, 17.5571873 47.104349)",,
"[173191698, 713149100]",False,Újélet utca,residential,True,127.773,,,,"LINESTRING (17.5568738 47.1048112, 17.5567692 47.1049646, 17.5565115 47.1053426, 17.5564875 47.1053777, 17.5563699 47.1055502, 17.5562713 47.1056948, 17.5561631 47.1058535)",destination,
119508071,False,Semmelweis utca,residential,False,54.309,,,,"LINESTRING (17.5596061 47.1056014, 17.5598279 47.10522, 17.5598556 47.1051725, 17.5598703 47.1051473)",,
119508071,False,Semmelweis utca,residential,True,163.34,,,,"LINESTRING (17.5596061 47.1056014, 17.5595002 47.1057634, 17.559353 47.1059887, 17.5592048 47.1062155, 17.5587291 47.1069436)",,
276220357,False,Bercsényi utca,residential,True,224.688,,,,"LINESTRING (17.5596061 47.1056014, 17.5594863 47.1055667, 17.5568738 47.1048112)",,
276220359,False,Fő út,residential,True,73.392,,,,"LINESTRING (17.5626838 47.1070646, 17.5625103 47.1073093, 17.562221 47.107644)",,
276220369,False,Mikes Kelemen utca,residential,True,27.663,,,,"LINESTRING (17.5601372 47.1071397, 17.559993 47.1073683)",,
276220369,False,Mikes Kelemen utca,residential,False,27.663,,,,"LINESTRING (17.559993 47.1073683, 17.5601372 47.1071397)",,
276220370,False,Mikes Kelemen utca,residential,True,48.267,,,,"LINESTRING (17.559993 47.1073683, 17.5605752 47.1075455)",,
276220370,False,Mikes Kelemen utca,residential,False,40.655,,,,"LINESTRING (17.559993 47.1073683, 17.5598872 47.1073338, 17.5597136 47.107594)",,
276220370,False,Mikes Kelemen utca,residential,False,48.267,,,,"LINESTRING (17.5605752 47.1075455, 17.559993 47.1073683)",,
80676098,False,Kossuth Lajos utca,residential,False,192.02499999999998,,,,"LINESTRING (17.5605752 47.1075455, 17.5608079 47.1072733, 17.5614494 47.1065073, 17.5615171 47.1064265, 17.561575 47.1063495, 17.5617889 47.1060648, 17.5618097 47.1060372)",,
80676098,False,Kossuth Lajos utca,residential,True,178.092,,,,"LINESTRING (17.5605752 47.1075455, 17.560415 47.1076989, 17.5602625 47.1078023, 17.560183 47.107844, 17.5596347 47.1081317, 17.5589285 47.1084443, 17.5587439 47.1085334)",,
276220370,False,Mikes Kelemen utca,residential,True,40.655,,,,"LINESTRING (17.5597136 47.107594, 17.5598872 47.1073338, 17.559993 47.1073683)",,
276220360,False,Fő út,residential,True,36.645,,,,"LINESTRING (17.562221 47.107644, 17.5626007 47.1078485)",,
276220359,False,Fő út,residential,False,73.392,,,,"LINESTRING (17.562221 47.107644, 17.5625103 47.1073093, 17.5626838 47.1070646)",,
276220360,False,Fő út,residential,False,95.36,,,,"LINESTRING (17.562221 47.107644, 17.5618439 47.1078078, 17.5611588 47.1081053)",,
276220360,False,Fő út,residential,False,36.645,,,,"LINESTRING (17.5626007 47.1078485, 17.562221 47.107644)",,
895048067,False,Fő út,secondary,False,135.721,7308,50,,"LINESTRING (17.5626007 47.1078485, 17.5631347 47.1074673, 17.5635211 47.1071698, 17.5637457 47.1069959, 17.5638137 47.1069499)",,
895048067,False,Fő út,secondary,True,160.073,7308,50,,"LINESTRING (17.5626007 47.1078485, 17.5621547 47.1081576, 17.5616927 47.1084779, 17.5611623 47.1087985, 17.5610816 47.1088491)",,
