osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction,bridge,tunnel
19203981,True,1,6231,secondary,50,False,33.394999999999996,"LINESTRING (18.8552205 46.6217663, 18.8553614 46.6218166, 18.855452 46.6218544, 18.8554618 46.6218585, 18.8555332 46.6218818, 18.8556072 46.621906)",,,,
"[1066355873, 26415491]",False,"['2', '3']",6231,secondary,50,True,231.094,"LINESTRING (18.8552205 46.6217663, 18.8550057 46.6216673, 18.8541964 46.6211693, 18.8537058 46.6207939, 18.8532682 46.6204364, 18.8531996 46.6203742, 18.853122 46.620284)",Dózsa György út,,,
19203601,False,2,6231,secondary,50,False,76.223,"LINESTRING (18.859222 46.6241106, 18.8589146 46.6240108, 18.8586639 46.6239227, 18.8583428 46.6237877)",Dózsa György út,,,
19203601,False,2,6231,secondary,50,True,150.593,"LINESTRING (18.859222 46.6241106, 18.8601144 46.6243673, 18.8604043 46.6244488, 18.8607513 46.6245562, 18.8610228 46.6246598)",Dózsa György út,,,
117808205,False,,,residential,,True,90.945,"LINESTRING (18.859222 46.6241106, 18.8591527 46.6241884, 18.8587308 46.6246315, 18.8585661 46.6247931)",Rosthy utca,,,
1066355874,False,3,6231,secondary,50,False,12.678,"LINESTRING (18.8621239 46.6250909, 18.8619822 46.6250315)",Dózsa György út,,,
26415521,False,2,6231,secondary,50,False,336.87,"LINESTRING (18.8621239 46.6250909, 18.8620562 46.6251604, 18.8620468 46.625173, 18.8618555 46.6253789, 18.8616759 46.6255345, 18.8614482 46.6257206, 18.8609761 46.6261156, 18.8604783 46.6264869, 18.8592271 46.6273672)",Kereszt utca,,,
"[327836330, 28715899]",False,,,residential,50,False,116.205,"LINESTRING (18.8621239 46.6250909, 18.8622736 46.6251467, 18.8634583 46.6255932)",Dózsa György út,,,
898161677,True,,6231,secondary,50,False,3.068,"LINESTRING (18.8556401 46.6221002, 18.8556004 46.622096)",,roundabout,,
19204139,True,1,6231,secondary,50,False,33.294,"LINESTRING (18.8554983 46.6219967, 18.8554037 46.6219084, 18.8553912 46.6218987, 18.8552205 46.6217663)",,,,
614438687,True,1,6231,secondary,50,False,13.955,"LINESTRING (18.8554983 46.6219967, 18.8555078 46.621966, 18.8555308 46.6219389, 18.8555651 46.6219182, 18.8556072 46.621906)",,roundabout,,
19204235,True,1,6231,secondary,50,False,32.812,"LINESTRING (18.8557765 46.6220351, 18.8558194 46.62214, 18.8559023 46.6223172)",,,,
614438686,True,1,6231,secondary,50,False,13.468,"LINESTRING (18.8557765 46.6220351, 18.8557553 46.6220616, 18.8557234 46.6220825, 18.8556838 46.6220958, 18.8556401 46.6221002)",,roundabout,,
898161676,True,,6231,secondary,50,False,3.858,"LINESTRING (18.8556072 46.621906, 18.8556322 46.6219033, 18.8556574 46.6219037)",,roundabout,,
995230098,False,2,6231,secondary,50,True,41.025,"LINESTRING (18.8559023 46.6223172, 18.8562111 46.6226191)",Dózsa György út,,,
19204282,True,1,6231,secondary,50,False,31.380000000000003,"LINESTRING (18.8559023 46.6223172, 18.8557397 46.6221744, 18.8556799 46.6221298, 18.8556401 46.6221002)",,,,
614438688,True,1,6231,secondary,50,False,4.504,"LINESTRING (18.8555074 46.6220365, 18.8554998 46.6220169, 18.8554983 46.6219967)",,roundabout,,
1212360693,False,,,residential,,False,110.536,"LINESTRING (18.8534228 46.6229729, 18.8544154 46.6236964)",Hajnal utca,,,
327836333,False,,,residential,50,False,175.88100000000003,"LINESTRING (18.8534228 46.6229729, 18.8535344 46.6229304, 18.8549216 46.6224015, 18.8553819 46.6221493)",Kápolna utca,,,
898161682,True,1,6231,secondary,50,False,4.87,"LINESTRING (18.8557843 46.6219919, 18.8557839 46.6220138, 18.8557765 46.6220351)",,roundabout,,
327836342,False,2,,residential,50,True,46.693,"LINESTRING (18.856581 46.6215516, 18.856075 46.6217873)",Táncsics Mihály utca,,,
327836342,False,2,,residential,50,False,138.732,"LINESTRING (18.856581 46.6215516, 18.856726 46.6214667, 18.8568709 46.6213698, 18.8570041 46.6212554, 18.8571001 46.6211601, 18.8575885 46.6205281)",Táncsics Mihály utca,,,
"[310226801, 373598620]",False,,,residential,50,"[False, True]",77.25399999999999,"LINESTRING (18.856581 46.6215516, 18.8566313 46.6216275, 18.8566588 46.621664, 18.8566747 46.6216973, 18.8566819 46.6217264, 18.8566839 46.6217822, 18.856412 46.6221915)",Táncsics Mihály utca,,,
898161685,False,3,6231,secondary,50,False,69.746,"LINESTRING (18.8528226 46.6196941, 18.852967 46.6200513, 18.85301 46.6201349, 18.8530541 46.6201995, 18.853122 46.620284)",Dózsa György út,,,
117810502,False,,,residential,,False,42.299,"LINESTRING (18.85899 46.6190952, 18.859174 46.6190638, 18.8592657 46.6190223, 18.8594783 46.6189263)",Árvíz utca,,,
"[1066355866, 898161683, 898161674]",False,"['2', '3']",,residential,50,True,125.97099999999999,"LINESTRING (18.85899 46.6190952, 18.8588185 46.6192115, 18.8583978 46.6194968, 18.8583348 46.6195736, 18.8581816 46.6197748, 18.8581472 46.61982, 18.8580453 46.6199428, 18.8580066 46.6199895)",Táncsics Mihály utca,,,
"[1066355873, 26415491]",False,"['2', '3']",6231,secondary,50,False,231.09400000000002,"LINESTRING (18.853122 46.620284, 18.8531996 46.6203742, 18.8532682 46.6204364, 18.8537058 46.6207939, 18.8541964 46.6211693, 18.8550057 46.6216673, 18.8552205 46.6217663)",Dózsa György út,,,
