osmid,oneway,ref,highway,reversed,length,name,geometry,junction,lanes,bridge,tunnel
122650939,False,,residential,False,203.35900000000004,,"LINESTRING (18.3200737 47.4927268, 18.3192247 47.4914432, 18.3189745 47.4915735, 18.3189514 47.4916597, 18.3188608 47.4917075, 18.3188066 47.4917322)",,,,
201376252,False,,residential,False,297.041,Haraszthegyi utca,"LINESTRING (18.3203844 47.4863054, 18.318184 47.4871777, 18.3177119 47.4874314, 18.317087 47.4877677)",,,,
42798150,False,,residential,True,100.859,Fő tér,"LINESTRING (18.317087 47.4877677, 18.3167189 47.4880075, 18.3161496 47.4883404, 18.3160892 47.4883739)",,,,
"[122650928, 445068684]",False,,residential,False,181.624,,"LINESTRING (18.317087 47.4877677, 18.3170816 47.4878474, 18.3169823 47.4883431, 18.3171306 47.4885651, 18.3178079 47.4889621, 18.3180372 47.4890947)",,,,
201376252,False,,residential,True,297.041,Haraszthegyi utca,"LINESTRING (18.317087 47.4877677, 18.3177119 47.4874314, 18.318184 47.4871777, 18.3203844 47.4863054)",,,,
122650937,False,,residential,False,28.1,,"LINESTRING (18.3192019 47.4895484, 18.3190476 47.4893182)",,,,
"[122650938, 122651540]",False,,residential,False,285.82800000000003,,"LINESTRING (18.3192019 47.4895484, 18.3199158 47.4905498, 18.3199353 47.490623, 18.3199199 47.4906987, 18.3197704 47.4907849, 18.3192376 47.4909557, 18.3190927 47.49099, 18.318979 47.491005, 18.3188632 47.4909851, 18.3187965 47.4909195, 18.3185542 47.4910071, 18.3184862 47.4910329, 18.3182806 47.4910752, 18.3182187 47.4911043)",,,,
331014343,False,8143,secondary,False,78.729,Rákóczi Ferenc út,"LINESTRING (18.3182187 47.4911043, 18.3176328 47.4905173)",,,,
"[122650938, 122651540]",False,,residential,True,285.82800000000003,,"LINESTRING (18.3182187 47.4911043, 18.3182806 47.4910752, 18.3184862 47.4910329, 18.3185542 47.4910071, 18.3187965 47.4909195, 18.3188632 47.4909851, 18.318979 47.491005, 18.3190927 47.49099, 18.3192376 47.4909557, 18.3197704 47.4907849, 18.3199199 47.4906987, 18.3199353 47.490623, 18.3199158 47.4905498, 18.3192019 47.4895484)",,,,
"[716595211, 331014342, 331014343]",False,8143,secondary,True,82.693,Rákóczi Ferenc út,"LINESTRING (18.3182187 47.4911043, 18.3187047 47.4916001, 18.3187846 47.4917018, 18.3188066 47.4917322)",,,yes,
716595211,False,8143,secondary,True,25.132,Rákóczi Ferenc út,"LINESTRING (18.3188066 47.4917322, 18.3189649 47.4919313)",,,,
122650939,False,,residential,True,203.359,,"LINESTRING (18.3188066 47.4917322, 18.3188608 47.4917075, 18.3189514 47.4916597, 18.3189745 47.4915735, 18.3192247 47.4914432, 18.3200737 47.4927268)",,,,
"[716595211, 331014342, 331014343]",False,8143,secondary,False,82.693,Rákóczi Ferenc út,"LINESTRING (18.3188066 47.4917322, 18.3187846 47.4917018, 18.3187047 47.4916001, 18.3182187 47.4911043)",,,yes,
539648201,False,,residential,False,90.829,Takács Imre utca,"LINESTRING (18.31878 47.4937308, 18.3179587 47.4931314)",,,,
122650940,False,,residential,False,111.17799999999998,Takács Imre utca,"LINESTRING (18.31878 47.4937308, 18.3189055 47.4935825, 18.3190971 47.4934354, 18.3194108 47.4931543, 18.3196386 47.4929192)",,,,
122650944,False,,residential,True,49.073,,"LINESTRING (18.3179587 47.4931314, 18.3185756 47.4929864)",,,,
122650947,False,,residential,False,11.403,Tópart utca,"LINESTRING (18.3179587 47.4931314, 18.3178518 47.4930586)",,,,
122651531,False,,residential,False,59.045,Takács Imre utca,"LINESTRING (18.3179587 47.4931314, 18.3171961 47.4932597)",,,,
539648201,False,,residential,True,90.829,Takács Imre utca,"LINESTRING (18.3179587 47.4931314, 18.31878 47.4937308)",,,,
122650943,False,,residential,True,60.294,Takács Imre utca,"LINESTRING (18.3171961 47.4932597, 18.3177119 47.4936751)",,,,
122651531,False,,residential,True,59.045,Takács Imre utca,"LINESTRING (18.3171961 47.4932597, 18.3179587 47.4931314)",,,,
122650943,False,,residential,False,60.294,Takács Imre utca,"LINESTRING (18.3177119 47.4936751, 18.3171961 47.4932597)",,,,
122650944,False,,residential,False,49.073,,"LINESTRING (18.3185756 47.4929864, 18.3179587 47.4931314)",,,,
716595211,False,8143,secondary,False,25.132,Rákóczi Ferenc út,"LINESTRING (18.3189649 47.4919313, 18.3188066 47.4917322)",,,,
122650946,True,,residential,False,154.37900000000002,,"LINESTRING (18.3189649 47.4919313, 18.318889 47.4919427, 18.3188009 47.4919589, 18.3187677 47.4919811, 18.3178518 47.4930586)",,,,
716595211,False,8143,secondary,True,98.85000000000001,Rákóczi Ferenc út,"LINESTRING (18.3189649 47.4919313, 18.319492 47.4924951, 18.319675 47.4926796)",,,,
122650947,False,,residential,False,45.054,Tópart utca,"LINESTRING (18.3172667 47.4926602, 18.3166683 47.492634)",,,,
122650947,False,,residential,True,62.41,Tópart utca,"LINESTRING (18.3172667 47.4926602, 18.3178518 47.4930586)",,,,
122651539,False,,residential,False,57.268,,"LINESTRING (18.3172667 47.4926602, 18.3172935 47.4921455)",,,,
122651539,False,,residential,True,57.268,,"LINESTRING (18.3172935 47.4921455, 18.3172667 47.4926602)",,,,
122650947,False,,residential,True,45.054,Tópart utca,"LINESTRING (18.3166683 47.492634, 18.3172667 47.4926602)",,,,
122650955,False,,residential,True,28.752,Kertalja utca,"LINESTRING (18.3166683 47.492634, 18.3166249 47.4928909)",,,,
122650947,False,,residential,False,206.019,Tópart utca,"LINESTRING (18.3166683 47.492634, 18.3160355 47.4926116, 18.31393 47.492537)",,,,
122650955,False,,residential,False,266.414,Kertalja utca,"LINESTRING (18.3166683 47.492634, 18.3167636 47.4915646, 18.3167922 47.4912437, 18.3168283 47.4908382, 18.3168361 47.4907512, 18.3168399 47.4902415)",,,,
122650947,False,,residential,False,28.885,Tópart utca,"LINESTRING (18.31393 47.492537, 18.313907 47.4927963)",,,,
122651541,False,,residential,False,57.867,Népekbarátsága utca,"LINESTRING (18.31393 47.492537, 18.3139703 47.4920173)",,,,
122650947,False,,residential,True,206.019,Tópart utca,"LINESTRING (18.31393 47.492537, 18.3160355 47.4926116, 18.3166683 47.492634)",,,,
122651541,False,,residential,True,57.867,Népekbarátsága utca,"LINESTRING (18.3139703 47.4920173, 18.31393 47.492537)",,,,
"[122650957, 122650951]",False,,residential,"[False, True]",395.37199999999996,Bánki Donát utca,"LINESTRING (18.3139703 47.4920173, 18.3120757 47.4919368, 18.3115267 47.4919135, 18.3116673 47.4900146)",,2,,
122651541,False,,residential,False,209.90800000000002,Népekbarátsága utca,"LINESTRING (18.3139703 47.4920173, 18.3139888 47.4918534, 18.3140909 47.4909318, 18.3141213 47.4906764, 18.3141822 47.490135)",,,,
122650962,True,,residential,False,72.813,Népekbarátsága utca,"LINESTRING (18.3141822 47.490135, 18.3142504 47.4894818)",,,,
176240930,False,8155,secondary,False,159.852,Dózsa György utca,"LINESTRING (18.3141822 47.490135, 18.3120604 47.4900299)",,2,,
122651541,False,,residential,True,209.908,Népekbarátsága utca,"LINESTRING (18.3141822 47.490135, 18.3141213 47.4906764, 18.3140909 47.4909318, 18.3139888 47.4918534, 18.3139703 47.4920173)",,,,
176240930,False,8155,secondary,True,200.08700000000002,Dózsa György utca,"LINESTRING (18.3141822 47.490135, 18.3159652 47.4901884, 18.3164232 47.4902174, 18.3168399 47.4902415)",,2,,
122650955,False,,residential,False,28.752,Kertalja utca,"LINESTRING (18.3166249 47.4928909, 18.3166683 47.492634)",,,,
176240930,False,8155,secondary,True,6.502,Dózsa György utca,"LINESTRING (18.3168399 47.4902415, 18.3169263 47.4902447)",,2,,
122650955,False,,residential,True,266.414,Kertalja utca,"LINESTRING (18.3168399 47.4902415, 18.3168361 47.4907512, 18.3168283 47.4908382, 18.3167922 47.4912437, 18.3167636 47.4915646, 18.3166683 47.492634)",,,,
176240930,False,8155,secondary,False,200.087,Dózsa György utca,"LINESTRING (18.3168399 47.4902415, 18.3164232 47.4902174, 18.3159652 47.4901884, 18.3141822 47.490135)",,2,,
176240930,False,8155,secondary,True,190.831,Dózsa György utca,"LINESTRING (18.3091463 47.4902072, 18.3096496 47.4901866, 18.3102247 47.4901284, 18.3109781 47.4900524, 18.3114539 47.4900156, 18.3116673 47.4900146)",,2,,
122650962,True,,residential,False,20.238,Népekbarátsága utca,"LINESTRING (18.3142504 47.4894818, 18.3142411 47.4892999)",,,,
224393286,False,,residential,False,96.352,Április utca,"LINESTRING (18.3142504 47.4894818, 18.3154311 47.4891437)",,,,
122650962,True,,residential,False,202.553,Népekbarátsága utca,"LINESTRING (18.3142411 47.4892999, 18.314207 47.4890318, 18.3141946 47.4889429, 18.3141722 47.4887857, 18.3141516 47.4885955, 18.3140793 47.4883968, 18.314006 47.4882363, 18.3138871 47.4880068, 18.3137014 47.4876918, 18.3136561 47.4876292, 18.3135889 47.4875514)",,,,
224393285,True,,residential,False,205.321,Április utca,"LINESTRING (18.3142411 47.4892999, 18.3134601 47.489297, 18.3123909 47.4895105, 18.3120604 47.4900299)",,,,
234871180,True,,residential,False,15.265,Havasi Márton utca,"LINESTRING (18.3135889 47.4875514, 18.3133997 47.4876014)",,,,
42798395,False,,residential,True,104.46600000000001,Havasi Márton utca,"LINESTRING (18.3135889 47.4875514, 18.3138421 47.4874507, 18.3142298 47.4872938, 18.3146596 47.4870344, 18.3147106 47.4870037)",,,,
224389936,False,,residential,False,10.062,Fő tér,"LINESTRING (18.3151317 47.4872357, 18.3150257 47.487291)",,,,
"[224389936, 177820505]",False,,residential,True,113.559,"['Fő tér', 'Mészáros Lajos utca']","LINESTRING (18.3151317 47.4872357, 18.3152242 47.4871958, 18.31567 47.4869251, 18.3158913 47.4867541, 18.315992 47.486641, 18.3161216 47.4864804)",,,,
240375176,True,8143,secondary,False,145.86599999999999,Rákóczi Ferenc út,"LINESTRING (18.3151317 47.4872357, 18.31542 47.4875139, 18.3156762 47.4878103, 18.3160892 47.4883739)",,1,,
122650968,False,,residential,False,67.096,Gárdonyi Géza utca,"LINESTRING (18.3161216 47.4864804, 18.3158972 47.4863274, 18.3154973 47.486049)",,,,
"[224389936, 177820505]",False,,residential,False,113.559,"['Fő tér', 'Mészáros Lajos utca']","LINESTRING (18.3161216 47.4864804, 18.315992 47.486641, 18.3158913 47.4867541, 18.31567 47.4869251, 18.3152242 47.4871958, 18.3151317 47.4872357)",,,,
"[122650968, 776605198, 776605199]",False,,residential,False,153.284,Gárdonyi Géza utca,"LINESTRING (18.3154973 47.486049, 18.3149768 47.4857014, 18.3147066 47.485521, 18.3145677 47.4854933, 18.3144826 47.4854764, 18.3142909 47.4854419, 18.3141557 47.4854233, 18.3138053 47.4853724)",,,,building_passage
122650968,False,,residential,True,67.096,Gárdonyi Géza utca,"LINESTRING (18.3154973 47.486049, 18.3158972 47.4863274, 18.3161216 47.4864804)",,,,
"[122650968, 776605198, 776605199]",False,,residential,True,153.284,Gárdonyi Géza utca,"LINESTRING (18.3138053 47.4853724, 18.3141557 47.4854233, 18.3142909 47.4854419, 18.3144826 47.4854764, 18.3145677 47.4854933, 18.3147066 47.485521, 18.3149768 47.4857014, 18.3154973 47.486049)",,,,building_passage
334471098,False,,residential,True,73.285,Fürst Sándor utca,"LINESTRING (18.3112919 47.4865117, 18.3122521 47.4863962)",,,,
334471073,False,,residential,False,154.355,Bánki Donát utca,"LINESTRING (18.3112919 47.4865117, 18.3116284 47.4871399, 18.3118818 47.4878393)",,,,
"[334471097, 29265675]",False,,residential,"[False, True]",153.351,Fürst Sándor utca,"LINESTRING (18.3112919 47.4865117, 18.310365 47.4866522, 18.3092921 47.4867856)",,,,
334471098,False,,residential,False,73.285,Fürst Sándor utca,"LINESTRING (18.3122521 47.4863962, 18.3112919 47.4865117)",,,,
334471098,False,,residential,True,76.67099999999999,Fürst Sándor utca,"LINESTRING (18.3122521 47.4863962, 18.3124127 47.4863425, 18.3129762 47.4859647, 18.3130074 47.4859406)",,,,
224389188,False,,residential,True,116.929,Népekbarátsága utca,"LINESTRING (18.3154595 47.4928697, 18.313907 47.4927963)",,,,
224389188,False,,residential,False,78.352,Népekbarátsága utca,"LINESTRING (18.3128651 47.4927663, 18.313907 47.4927963)",,,,
122650947,False,,residential,True,28.885,Tópart utca,"LINESTRING (18.313907 47.4927963, 18.31393 47.492537)",,,,
224389188,False,,residential,False,116.929,Népekbarátsága utca,"LINESTRING (18.313907 47.4927963, 18.3154595 47.4928697)",,,,
224389188,False,,residential,True,78.352,Népekbarátsága utca,"LINESTRING (18.313907 47.4927963, 18.3128651 47.4927663)",,,,
224393286,False,,residential,True,96.352,Április utca,"LINESTRING (18.3154311 47.4891437, 18.3142504 47.4894818)",,,,
122650989,False,,residential,True,11.117,Fürst Sándor utca,"LINESTRING (18.3130074 47.4859406, 18.313116 47.4858727)",,,,
334471098,False,,residential,False,76.671,Fürst Sándor utca,"LINESTRING (18.3130074 47.4859406, 18.3129762 47.4859647, 18.3124127 47.4863425, 18.3122521 47.4863962)",,,,
42798395,False,,residential,True,8.79,Havasi Márton utca,"LINESTRING (18.3147106 47.4870037, 18.3147991 47.486952)",,,,
42798395,False,,residential,False,104.46600000000001,Havasi Márton utca,"LINESTRING (18.3147106 47.4870037, 18.3146596 47.4870344, 18.3142298 47.4872938, 18.3138421 47.4874507, 18.3135889 47.4875514)",,,,
256784398,True,8143,secondary,False,174.267,Rákóczi Ferenc út,"LINESTRING (18.3147106 47.4870037, 18.3142506 47.4866947, 18.3130074 47.4859406)",,1,,
224389936,False,,residential,True,10.062,Fő tér,"LINESTRING (18.3150257 47.487291, 18.3151317 47.4872357)",,,,
256784398,True,8143,secondary,False,39.764,Rákóczi Ferenc út,"LINESTRING (18.3150257 47.487291, 18.3147106 47.4870037)",,1,,
42798150,False,,residential,False,10.141,Fő tér,"LINESTRING (18.3159685 47.4884147, 18.3160892 47.4883739)",,,,
256784398,True,8143,secondary,False,143.96499999999997,Rákóczi Ferenc út,"LINESTRING (18.3159685 47.4884147, 18.3155863 47.4878737, 18.315302 47.4875629, 18.3150257 47.487291)",,1,,
256784416,False,,residential,True,72.49000000000001,,"LINESTRING (18.3158407 47.4889284, 18.3160173 47.4892722, 18.3161139 47.4892945, 18.3163615 47.4892475, 18.3164258 47.4892349)",,,,
256784416,False,,residential,False,10.461,,"LINESTRING (18.3165573 47.489204, 18.3164258 47.4892349)",,,,
240375176,True,8143,secondary,False,109.691,Rákóczi Ferenc út,"LINESTRING (18.3165573 47.489204, 18.3167343 47.4894759, 18.3170401 47.4898792, 18.3172318 47.4900768)",,1,,
256784416,False,,residential,True,10.461,,"LINESTRING (18.3164258 47.4892349, 18.3165573 47.489204)",,,,
256784398,True,8143,secondary,False,97.46600000000001,Rákóczi Ferenc út,"LINESTRING (18.3164258 47.4892349, 18.316391 47.4891678, 18.3160181 47.4885099, 18.3159685 47.4884147)",,1,,
256784416,False,,residential,False,72.49000000000001,,"LINESTRING (18.3164258 47.4892349, 18.3163615 47.4892475, 18.3161139 47.4892945, 18.3160173 47.4892722, 18.3158407 47.4889284)",,,,
256784398,True,8143,secondary,False,111.90899999999999,Rákóczi Ferenc út,"LINESTRING (18.3171115 47.4901276, 18.3170253 47.4900314, 18.3167075 47.4896372, 18.3164258 47.4892349)",,1,,
334471173,True,8143,secondary,False,11.029,Rákóczi Ferenc út,"LINESTRING (18.3171115 47.4901276, 18.3171591 47.4900925, 18.3172318 47.4900768)",roundabout,,,
201376259,False,,residential,True,4.21,Takács Imre utca,"LINESTRING (18.3200263 47.492747, 18.3200737 47.4927268)",,,,
716595219,True,,residential,False,8.767,,"LINESTRING (18.3200263 47.492747, 18.3199531 47.4928084)",,,,
122650947,False,,residential,False,62.41,Tópart utca,"LINESTRING (18.3178518 47.4930586, 18.3172667 47.4926602)",,,,
122650947,False,,residential,True,11.403,Tópart utca,"LINESTRING (18.3178518 47.4930586, 18.3179587 47.4931314)",,,,
"[122650928, 445068684]",False,,residential,True,181.62400000000002,,"LINESTRING (18.3180372 47.4890947, 18.3178079 47.4889621, 18.3171306 47.4885651, 18.3169823 47.4883431, 18.3170816 47.4878474, 18.317087 47.4877677)",,,,
539674344,False,,residential,True,64.851,Óvoda köz,"LINESTRING (18.3133997 47.4876014, 18.3133024 47.4870219)",,,,
234871180,True,,residential,False,45.62,Havasi Márton utca,"LINESTRING (18.3133997 47.4876014, 18.3132077 47.4876522, 18.3128181 47.4877162)",,,,
539674344,False,,residential,False,64.851,Óvoda köz,"LINESTRING (18.3133024 47.4870219, 18.3133997 47.4876014)",,,,
716595213,True,8143,secondary,False,10.053,,"LINESTRING (18.319675 47.4926796, 18.3197804 47.4927353)",,,,
716595211,False,8143,secondary,False,98.85000000000001,Rákóczi Ferenc út,"LINESTRING (18.319675 47.4926796, 18.319492 47.4924951, 18.3189649 47.4919313)",,,,
716595217,True,,residential,False,8.774,,"LINESTRING (18.3196386 47.4929192, 18.3196925 47.4928492)",,,,
122650940,False,,residential,True,111.178,Takács Imre utca,"LINESTRING (18.3196386 47.4929192, 18.3194108 47.4931543, 18.3190971 47.4934354, 18.3189055 47.4935825, 18.31878 47.4937308)",,,,
716595212,True,8143,secondary,False,10.383,,"LINESTRING (18.3197804 47.4927353, 18.3198261 47.4927312, 18.3198711 47.4927379, 18.3199101 47.4927544)",,,,
716595220,True,,residential,False,8.769,,"LINESTRING (18.3199101 47.4927544, 18.3200263 47.492747)",,,,
716595222,True,8143,secondary,False,6.920999999999999,,"LINESTRING (18.3199101 47.4927544, 18.3199385 47.4927788, 18.3199531 47.4928084)",,,,
716595223,True,8143,secondary,False,6.914,,"LINESTRING (18.3199531 47.4928084, 18.319952 47.4928395, 18.3199355 47.4928685)",,,,
716595216,True,8143,secondary,False,9.429,,"LINESTRING (18.3199355 47.4928685, 18.3199663 47.4929507)",,,,
716595225,True,8143,secondary,False,6.916,,"LINESTRING (18.3199355 47.4928685, 18.3199054 47.492892, 18.3198653 47.4929073)",,,,
716595218,True,,residential,False,8.147,,"LINESTRING (18.3197409 47.4928949, 18.3196386 47.4929192)",,,,
716595221,True,8143,secondary,False,6.329000000000001,,"LINESTRING (18.3197409 47.4928949, 18.3197113 47.4928747, 18.3196925 47.4928492)",,,,
716595221,True,8143,secondary,False,9.489,,"LINESTRING (18.3196925 47.4928492, 18.3196862 47.4928211, 18.3196931 47.492793, 18.3197126 47.4927678)",,,,
716595214,True,8143,secondary,False,10.206,,"LINESTRING (18.3197126 47.4927678, 18.319675 47.4926796)",,,,
716595224,True,8143,secondary,False,6.324,,"LINESTRING (18.3197126 47.4927678, 18.3197427 47.4927479, 18.3197804 47.4927353)",,,,
716595221,True,8143,secondary,False,9.786999999999999,,"LINESTRING (18.3198653 47.4929073, 18.3198199 47.4929125, 18.3197783 47.4929079, 18.3197409 47.4928949)",,,,
240375174,True,8143,secondary,False,15.104,Rákóczi Ferenc út,"LINESTRING (18.3146596 47.4868542, 18.3147991 47.486952)",,1,,
978726047,False,,residential,False,173.28699999999998,,"LINESTRING (18.3146596 47.4868542, 18.3147401 47.4868152, 18.315185 47.48653, 18.315239 47.4864531, 18.3141766 47.4857686)",,,,
978726047,False,,residential,True,173.287,,"LINESTRING (18.3141766 47.4857686, 18.315239 47.4864531, 18.315185 47.48653, 18.3147401 47.4868152, 18.3146596 47.4868542)",,,,
