osmid,ref,highway,oneway,reversed,length,geometry,name,maxspeed,junction
102141101,7327,secondary,False,False,79.40700000000001,"LINESTRING (17.2769363 46.9756835, 17.2768952 46.9756401, 17.276866 46.9755888, 17.2768452 46.9755235, 17.2768076 46.9753814, 17.2767812 46.9752526, 17.2767597 46.9751665, 17.2767298 46.9750861, 17.2766731 46.9749984)",,,
102141111,,residential,False,True,70.0,"LINESTRING (17.2769363 46.9756835, 17.2767561 46.9756774, 17.2760495 46.9755224)",,,
102141113,,residential,False,False,93.672,"LINESTRING (17.2769363 46.9756835, 17.2768609 46.9759672, 17.2768412 46.9760933, 17.2768177 46.9762621, 17.2767931 46.9763734, 17.2767444 46.9765147)",Kinizsi Pál utca,,
768784481,7327,secondary,False,True,91.35799999999999,"LINESTRING (17.2769363 46.9756835, 17.2770283 46.9757335, 17.2771782 46.9758042, 17.2780002 46.9760614)",Árpád utca,,
175762937,7327,secondary,False,True,77.824,"LINESTRING (17.2759008 46.9745413, 17.2759935 46.9746118, 17.2761028 46.9746834, 17.2762164 46.9747425, 17.2763757 46.9748229, 17.2765013 46.974894, 17.2765975 46.9749419, 17.2766731 46.9749984)",Tátika utca,,
969659277,,residential,False,True,56.342,"LINESTRING (17.2759008 46.9745413, 17.2758259 46.9745523, 17.2755571 46.9744771, 17.275182 46.9744657)",Baross utca,,
598072092,,tertiary,False,False,29.741,"LINESTRING (17.2784817 46.9814977, 17.2784225 46.9817621)",Millenniumi park,,
175771769,,tertiary,False,True,131.109,"LINESTRING (17.2784817 46.9814977, 17.2785172 46.981435, 17.2791736 46.9804173)",Kossuth Lajos utca,,
598072091,,residential,False,True,37.292,"LINESTRING (17.2784817 46.9814977, 17.2783823 46.9816221, 17.2782009 46.9817711)",Millenniumi park,,
"[901504203, 34496733, 242576302]",,residential,False,"[False, True]",496.994,"LINESTRING (17.2844696 46.9810969, 17.2844833 46.9812075, 17.2845037 46.9812843, 17.284546 46.9814336, 17.2845907 46.9816063, 17.2846043 46.9817507, 17.2845932 46.9818851, 17.284571 46.9819958, 17.2845003 46.9822672, 17.2844319 46.9824645, 17.2843985 46.9825364, 17.284385 46.9825654, 17.28525 46.9828522, 17.2866951 46.9832673, 17.2874772 46.9821347)","['Vároldal utca', 'Baglyasszél utca', 'Vársétány']",,
55097145,,residential,False,True,73.93799999999999,"LINESTRING (17.2844696 46.9810969, 17.2843756 46.9810468, 17.2837384 46.9806575)",Bem utca,,
460213978,,residential,False,False,126.679,"LINESTRING (17.2844696 46.9810969, 17.2847061 46.9811636, 17.2848791 46.9811993, 17.2850632 46.9812221, 17.2852562 46.9812367, 17.2854563 46.9812392, 17.2856833 46.9812226, 17.2858608 46.9812236, 17.2859921 46.981231, 17.2861024 46.9812513)",Bem utca,,
43681341,,residential,False,False,165.009,"LINESTRING (17.2765001 46.9826924, 17.2766588 46.9825803, 17.2767627 46.9825143, 17.2780011 46.9818881, 17.2782009 46.9817711)",Szegedy Róza utca,,
175653609,,residential,False,False,133.672,"LINESTRING (17.2765001 46.9826924, 17.2764042 46.9826938, 17.2747466 46.982809)",Mihályfai utca,,
43681341,,residential,False,True,165.00900000000001,"LINESTRING (17.2782009 46.9817711, 17.2780011 46.9818881, 17.2767627 46.9825143, 17.2766588 46.9825803, 17.2765001 46.9826924)",Szegedy Róza utca,,
175772103,,residential,False,False,16.887999999999998,"LINESTRING (17.2782009 46.9817711, 17.2783265 46.9817919, 17.2784168 46.9817757)",Millenniumi park,,
598072091,,residential,False,False,37.292,"LINESTRING (17.2782009 46.9817711, 17.2783823 46.9816221, 17.2784817 46.9814977)",Millenniumi park,,
175737488,,tertiary,False,False,1.573,"LINESTRING (17.2784225 46.9817621, 17.2784168 46.9817757)",Jókai utca,,
598072092,,tertiary,False,True,29.741,"LINESTRING (17.2784225 46.9817621, 17.2784817 46.9814977)",Millenniumi park,,
