osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,width,bridge
15134435,2,Tisza utca,residential,30,False,False,17.884,"LINESTRING (18.9392054 47.4099357, 18.9393953 47.4100324)",,,,
14811414,,Kossuth Lajos utca,tertiary,30,False,False,118.438,"LINESTRING (18.9470926 47.4083934, 18.9472163 47.4084287, 18.947329 47.4084661, 18.9474477 47.4085193, 18.9474662 47.4085288, 18.947539 47.408566, 18.9475482 47.4085707, 18.9476488 47.4086221, 18.9477431 47.4086704, 18.9478805 47.4087407, 18.9479021 47.4087517, 18.9480177 47.4088109, 18.9482127 47.4089106, 18.9482911 47.4089507, 18.9483836 47.4089964)",,,,
14811414,,Kossuth Lajos utca,tertiary,30,False,True,48.593,"LINESTRING (18.9470926 47.4083934, 18.9469842 47.4083641, 18.9467966 47.4082523, 18.9465975 47.40812)",,,,
14814123,1,Dózsa György utca,residential,50,True,False,112.45400000000001,"LINESTRING (18.9470926 47.4083934, 18.9479671 47.4076557, 18.9479944 47.4076348, 18.9480311 47.4076065)",,,,
14811414,,Kossuth Lajos utca,tertiary,30,False,True,118.438,"LINESTRING (18.9483836 47.4089964, 18.9482911 47.4089507, 18.9482127 47.4089106, 18.9480177 47.4088109, 18.9479021 47.4087517, 18.9478805 47.4087407, 18.9477431 47.4086704, 18.9476488 47.4086221, 18.9475482 47.4085707, 18.947539 47.408566, 18.9474662 47.4085288, 18.9474477 47.4085193, 18.947329 47.4084661, 18.9472163 47.4084287, 18.9470926 47.4083934)",,,,
632291315,2,Sashegyi út,tertiary,,False,True,58.92,"LINESTRING (18.9483836 47.4089964, 18.9484845 47.4089518, 18.9485204 47.4089356, 18.9489307 47.4087502, 18.9489725 47.4087224, 18.9490114 47.4086852)",,,,
"[732359708, 732359709, 14820580]",2,Kossuth Lajos utca,residential,"['15', '30']",False,True,154.644,"LINESTRING (18.9483836 47.4089964, 18.9484596 47.4090362, 18.9484928 47.4090547, 18.9486019 47.4091132, 18.9486724 47.4091515, 18.9487422 47.4091894, 18.9488381 47.4092416, 18.9489759 47.4093162, 18.9490881 47.4093769, 18.949314 47.4094966, 18.9493865 47.4095345, 18.9494184 47.4095511, 18.9494337 47.4095592, 18.9494538 47.4095699, 18.9496613 47.4096801, 18.9498424 47.4097681, 18.9499925 47.4098383, 18.9500089 47.4098469)",,,,
697240076,1,Alsbach Hähnlein tér,residential,30,True,False,10.575,"LINESTRING (18.9508564 47.4101396, 18.9508616 47.4101517, 18.9508604 47.4101705, 18.9508505 47.4101881, 18.9508329 47.4102026, 18.9508094 47.4102126, 18.9507989 47.4102143)",,,,
14811414,,Kossuth Lajos utca,tertiary,30,False,False,76.357,"LINESTRING (18.9458608 47.4076478, 18.9460086 47.4077422, 18.9461377 47.4078246, 18.9463409 47.4079544, 18.9465975 47.40812)",,,,
52871098,2,Petőfi Sándor utca,tertiary,30,False,True,87.162,"LINESTRING (18.9458608 47.4076478, 18.9454776 47.407406, 18.9452659 47.4072728, 18.9450102 47.4071158)",,,,
247324663,,Bajcsy-Zsilinszky utca,residential,,False,False,133.127,"LINESTRING (18.9458608 47.4076478, 18.9457882 47.4077007, 18.945746 47.4077314, 18.9446551 47.4085239)",,,,
331367097,1,,primary,50,True,False,3.394,"LINESTRING (18.9458008 47.4042902, 18.9457616 47.4043053)",7,roundabout,,
331367097,1,,primary,50,True,False,2.54,"LINESTRING (18.9455568 47.4042916, 18.9455316 47.4042764)",7,roundabout,,
326733115,,Mikszáth Kálmán utca,residential,40,False,True,3.568,"LINESTRING (18.9456306 47.4044536, 18.9456434 47.4044227)",,,,
14813700,,Gárdonyi Géza utca,residential,30,False,False,394.44,"LINESTRING (18.9456306 47.4044536, 18.9456658 47.4044896, 18.9456705 47.4044944, 18.9456927 47.4045228, 18.9462065 47.4051993, 18.9468383 47.4060337, 18.9469587 47.4061966, 18.9474417 47.4068504, 18.9480311 47.4076065)",,,,
326733115,,Mikszáth Kálmán utca,residential,40,False,False,249.504,"LINESTRING (18.9456306 47.4044536, 18.9455473 47.4045144, 18.9453213 47.4047045, 18.943645 47.4061703, 18.9435877 47.4062204)",,,,
52871098,2,Petőfi Sándor utca,tertiary,30,False,False,146.198,"LINESTRING (18.9435877 47.4062204, 18.9436527 47.4062607, 18.9442098 47.4066062, 18.9443018 47.4066647, 18.9444672 47.40677, 18.9446854 47.406909, 18.9447276 47.4069358, 18.9449598 47.4070837, 18.9450102 47.4071158)",,,,
52871098,2,Petőfi Sándor utca,tertiary,30,False,True,31.522999999999996,"LINESTRING (18.9435877 47.4062204, 18.9434249 47.4061145, 18.9432862 47.4060236)",,,,
326733115,,Mikszáth Kálmán utca,residential,40,False,True,249.504,"LINESTRING (18.9435877 47.4062204, 18.943645 47.4061703, 18.9453213 47.4047045, 18.9455473 47.4045144, 18.9456306 47.4044536)",,,,
326733116,,Gárdonyi Géza köz,residential,30,False,False,238.35100000000003,"LINESTRING (18.9451771 47.4041547, 18.9449117 47.4039808, 18.9444759 47.4037029, 18.9444197 47.4036704, 18.9443489 47.4036506, 18.9442791 47.4036389, 18.9442147 47.403641, 18.9441569 47.4036594, 18.9440994 47.403681, 18.9440485 47.4037099, 18.9433376 47.4043134, 18.942965 47.4046103)",,,,
326733117,1,Gárdonyi Géza köz,residential,30,True,False,25.034,"LINESTRING (18.9451771 47.4041547, 18.9452728 47.4041987, 18.945314 47.4042069, 18.9453526 47.4042079, 18.9454205 47.404191, 18.9454723 47.4041667)",,,,
326733116,,Gárdonyi Géza köz,residential,30,False,True,238.35099999999994,"LINESTRING (18.942965 47.4046103, 18.9433376 47.4043134, 18.9440485 47.4037099, 18.9440994 47.403681, 18.9441569 47.4036594, 18.9442147 47.403641, 18.9442791 47.4036389, 18.9443489 47.4036506, 18.9444197 47.4036704, 18.9444759 47.4037029, 18.9449117 47.4039808, 18.9451771 47.4041547)",,,,
"[52871108, 14813503]",,Gyár utca,residential,,False,False,141.45499999999998,"LINESTRING (18.9407895 47.4044526, 18.9409168 47.4043581, 18.9410401 47.4042616, 18.9413812 47.403963, 18.9419612 47.4034585)",,,,
52871104,2,Petőfi Sándor utca,tertiary,30,False,False,257.162,"LINESTRING (18.9407895 47.4044526, 18.9408078 47.404475, 18.9408603 47.4045394, 18.9412519 47.4047888, 18.9413878 47.4048683, 18.9421446 47.4053133, 18.9423021 47.4054115, 18.9427243 47.4056744, 18.9431317 47.4059276, 18.9432862 47.4060236)",,,,
52871108,,Gyár utca,residential,,False,True,110.401,"LINESTRING (18.943724 47.401969, 18.9436249 47.4020441, 18.9436066 47.4020551, 18.9435666 47.4020804, 18.9434358 47.402163, 18.94306 47.4024936, 18.9427884 47.4027311)",,,,
545958875,2,Balatoni út,primary,50,False,True,205.84099999999998,"LINESTRING (18.943724 47.401969, 18.9438183 47.4020682, 18.9439533 47.4022438, 18.9441931 47.4025619, 18.9442748 47.4026694, 18.9445432 47.4030226, 18.9446207 47.4031172, 18.9448639 47.4034153, 18.9450335 47.4035928)",7,,,
14813700,,Gárdonyi Géza utca,residential,30,False,True,46.8,"LINESTRING (18.9490114 47.4086852, 18.9489634 47.4086357, 18.9489559 47.408628, 18.9488808 47.4085451, 18.9488229 47.4084774, 18.9487499 47.4083923, 18.9486917 47.4083243)",,,,
"[15389505, 292305661]",,Szent István tér,residential,30,False,"[False, True]",43.189,"LINESTRING (18.9490114 47.4086852, 18.9490377 47.4087173, 18.9490844 47.4087742, 18.949163 47.40887, 18.949188 47.4088975, 18.9491934 47.4089035, 18.9492779 47.4090156, 18.9492872 47.4090257)",,,3,
419234791,2,Sashegyi út,tertiary,,False,True,19.824,"LINESTRING (18.9490114 47.4086852, 18.9490552 47.4086273, 18.9491142 47.408585, 18.9491802 47.4085528)",,,,
632291315,2,Sashegyi út,tertiary,,False,False,58.92,"LINESTRING (18.9490114 47.4086852, 18.9489725 47.4087224, 18.9489307 47.4087502, 18.9485204 47.4089356, 18.9484845 47.4089518, 18.9483836 47.4089964)",,,,
14813700,,Gárdonyi Géza utca,residential,30,False,False,94.031,"LINESTRING (18.9480311 47.4076065, 18.9486917 47.4083243)",,,,
14813700,,Gárdonyi Géza utca,residential,30,False,True,394.43999999999994,"LINESTRING (18.9480311 47.4076065, 18.9474417 47.4068504, 18.9469587 47.4061966, 18.9468383 47.4060337, 18.9462065 47.4051993, 18.9456927 47.4045228, 18.9456705 47.4044944, 18.9456658 47.4044896, 18.9456306 47.4044536)",,,,
14814189,1,Dózsa György utca,residential,50,False,False,29.345,"LINESTRING (18.9480311 47.4076065, 18.9480676 47.4075785, 18.9480909 47.4075606, 18.9482889 47.4074085)",,,,
"[14813850, 419234795]",,Baross utca,residential,30,False,False,170.886,"LINESTRING (18.9484325 47.4056656, 18.9484173 47.4057256, 18.9484067 47.4057489, 18.9484002 47.4057634, 18.9482934 47.4060269, 18.9482833 47.4060519, 18.9482471 47.4061413, 18.9482196 47.406209, 18.9482002 47.4062562, 18.9481619 47.4063604, 18.9481765 47.406506, 18.9483457 47.4070929, 18.9483754 47.4071642)",,,,
14821802,,Diófasor utca,residential,30,False,False,146.14100000000002,"LINESTRING (18.9484325 47.4056656, 18.9484498 47.4055983, 18.9484732 47.4055322, 18.9486268 47.4050045, 18.9487589 47.4044823, 18.9487853 47.4043734)",,,,
"[598413667, 545958885, 545958886]",2,Balatoni út,primary,50,False,True,186.616,"LINESTRING (18.9484325 47.4056656, 18.9482542 47.4055761, 18.9481587 47.4055277, 18.9480874 47.4054898, 18.947762 47.4053194, 18.9470605 47.4049574, 18.946465 47.4046442)",7,,,
1150482970,2,Balatoni út,primary,50,False,False,187.212,"LINESTRING (18.9484325 47.4056656, 18.9502494 47.4066096, 18.9504051 47.4066914)",7,,,
14814189,1,Dózsa György utca,residential,50,False,True,15.099,"LINESTRING (18.9484649 47.4073433, 18.9482889 47.4074085)",,,,
419234795,,Baross utca,residential,30,False,True,21.023,"LINESTRING (18.9484649 47.4073433, 18.9483754 47.4071642)",,,,
419234795,,Baross utca,residential,30,False,False,104.515,"LINESTRING (18.9484649 47.4073433, 18.94862 47.4076405, 18.948963 47.4082205)",,,,
419234791,2,Sashegyi út,tertiary,,False,False,19.824,"LINESTRING (18.9491802 47.4085528, 18.9491142 47.408585, 18.9490552 47.4086273, 18.9490114 47.4086852)",,,,
"[325417426, 419234788, 419234791]",2,Sashegyi út,tertiary,,False,True,89.697,"LINESTRING (18.9491802 47.4085528, 18.9492619 47.4085153, 18.9494138 47.4084503, 18.9497245 47.4083118, 18.9498036 47.4082707, 18.9499211 47.4082074, 18.9499902 47.4081662, 18.9499949 47.4081631, 18.9500192 47.4081458, 18.9500604 47.4081116, 18.9500761 47.4080983, 18.9501184 47.4080629)",,,,yes
419234795,,Baross utca,residential,30,False,True,40.471000000000004,"LINESTRING (18.9491802 47.4085528, 18.9490899 47.4084393, 18.9490532 47.4083736, 18.948963 47.4082205)",,,,
325417426,2,Sashegyi út,tertiary,,False,True,50.101,"LINESTRING (18.9501184 47.4080629, 18.9504601 47.4076762)",,,,
15135350,,Bartók Béla utca,residential,,False,False,58.132000000000005,"LINESTRING (18.9501184 47.4080629, 18.9502041 47.4080996, 18.9502187 47.4081058, 18.9506842 47.4083169, 18.9507586 47.4083552)",,,,
"[325417426, 419234788, 419234791]",2,Sashegyi út,tertiary,,False,False,89.697,"LINESTRING (18.9501184 47.4080629, 18.9500761 47.4080983, 18.9500604 47.4081116, 18.9500192 47.4081458, 18.9499949 47.4081631, 18.9499902 47.4081662, 18.9499211 47.4082074, 18.9498036 47.4082707, 18.9497245 47.4083118, 18.9494138 47.4084503, 18.9492619 47.4085153, 18.9491802 47.4085528)",,,,yes
325417426,2,Sashegyi út,tertiary,,False,True,4.602,"LINESTRING (18.9507437 47.4073931, 18.9507808 47.4073602)",,,,
325417426,2,Sashegyi út,tertiary,,False,False,38.033,"LINESTRING (18.9507437 47.4073931, 18.9505098 47.4076254, 18.9504601 47.4076762)",,,,
292525105,,Eötvös utca,residential,30,False,True,7.689,"LINESTRING (18.9507556 47.4106603, 18.9507242 47.4107261)",,,,
"[292525105, 440954323]",2,Eötvös utca,residential,30,False,False,51.084,"LINESTRING (18.9507556 47.4106603, 18.9507685 47.4106285, 18.9508321 47.4104483, 18.9508416 47.4104221, 18.950853 47.4103874, 18.9508524 47.4103589, 18.9508517 47.410327, 18.9508127 47.4102447, 18.9508097 47.410238, 18.9507989 47.4102143)",,,,
15389858,,Erkel Ferenc utca,residential,30,False,False,87.718,"LINESTRING (18.9476337 47.4098894, 18.947027 47.410563)",,,,
