osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,access,junction
80228060,4,Szent István tér,residential,False,True,20.483,"LINESTRING (18.7033919 46.3483727, 18.7036541 46.3483384)",,,
19787254,,Arany János utca,residential,True,False,119.25900000000001,"LINESTRING (18.7033919 46.3483727, 18.7033741 46.3482934, 18.703351 46.3481629, 18.7032318 46.3474867, 18.7031981 46.3473086)",,,
"[808567354, 80228060, 1016688519]","['4', '3']",Szent István tér,residential,False,False,117.689,"LINESTRING (18.7033919 46.3483727, 18.7030594 46.3484166, 18.7021911 46.3485312, 18.7018849 46.3485678)",,,
"[322862233, 161996263]",4,Széchenyi utca,tertiary,False,False,177.168,"LINESTRING (18.7018849 46.3485678, 18.7018788 46.3487853, 18.7018781 46.3489639, 18.70188 46.3492288, 18.7018881 46.3496916, 18.7018995 46.3500089, 18.7019041 46.3501609)",50,,
361760981,4,Széchenyi utca,tertiary,False,True,263.282,"LINESTRING (18.7018849 46.3485678, 18.7018929 46.3484541, 18.7018976 46.3483812, 18.701916 46.3479512, 18.7018785 46.3472958, 18.7018678 46.3471542, 18.7017784 46.3467908, 18.7017176 46.3466518, 18.7016194 46.3464885, 18.7015008 46.3463159, 18.7014583 46.3462508)",50,,
"[808567354, 80228060, 1016688519]","['4', '3']",Szent István tér,residential,False,True,117.689,"LINESTRING (18.7018849 46.3485678, 18.7021911 46.3485312, 18.7030594 46.3484166, 18.7033919 46.3483727)",,,
"[1026403685, 19787341]","['2', '3']",Wesselényi utca,residential,False,False,126.237,"LINESTRING (18.7029014 46.3445103, 18.7020271 46.3446195, 18.7014037 46.3446974, 18.7012841 46.3447158)",,,
19787341,2,Wesselényi utca,residential,False,True,163.54799999999997,"LINESTRING (18.7029014 46.3445103, 18.7030433 46.3444981, 18.704084 46.3444084, 18.7045581 46.3443662, 18.7047988 46.3443479, 18.7050161 46.344331)",,,
262350757,2,Arany János utca,residential,False,True,156.117,"LINESTRING (18.7029014 46.3445103, 18.7029074 46.3445838, 18.7029158 46.3446873, 18.7029505 46.3451128, 18.7029826 46.3454862, 18.7030135 46.3458622, 18.7030195 46.3459119)",,,
19787341,2,Wesselényi utca,residential,False,False,30.497,"LINESTRING (18.7080524 46.3442206, 18.7079471 46.3442231, 18.7078368 46.3442257, 18.7076554 46.3442311)",,,
305232653,4,Béri Balogh Ádám utca,tertiary,False,False,100.22,"LINESTRING (18.7012841 46.3447158, 18.701265 46.345617)",50,,
"[19787341, 1026403685]","['2', '3']",Wesselényi utca,residential,False,True,126.237,"LINESTRING (18.7012841 46.3447158, 18.7014037 46.3446974, 18.7020271 46.3446195, 18.7029014 46.3445103)",,,
"[80228056, 757511319]","['4', '3']",Mészáros Lázár utca,residential,False,False,114.05099999999999,"LINESTRING (18.7077954 46.3477825, 18.7078168 46.3479706, 18.7078651 46.3483938, 18.7078972 46.3488057)",50,,
757511300,4,Holub József utca,residential,False,True,82.31700000000001,"LINESTRING (18.7077954 46.3477825, 18.7077774 46.3476535, 18.7076929 46.3470456)",,,
"[80228060, 1026403694]",4,Szent István tér,residential,False,False,143.58100000000002,"LINESTRING (18.7077954 46.3477825, 18.7076087 46.3478065, 18.7068804 46.3479001, 18.7059557 46.3480163)",,,
148243500,2,Csokonai utca,residential,False,True,59.223,"LINESTRING (18.7076929 46.3470456, 18.7069376 46.3471544)",,,
757511299,4,Holub József utca,residential,False,True,153.344,"LINESTRING (18.7076929 46.3470456, 18.7079047 46.3461818, 18.7080476 46.3456886)",,,
757511300,4,Holub József utca,residential,False,False,82.31700000000001,"LINESTRING (18.7076929 46.3470456, 18.7077774 46.3476535, 18.7077954 46.3477825)",,,
139965228,5,Rákóczi utca,tertiary,False,False,130.13099999999997,"LINESTRING (18.7021641 46.3516568, 18.7022388 46.3518005, 18.702326 46.3519264, 18.7025101 46.3521835, 18.7028849 46.3527152)",50,,
