osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,access
"[40748313, 219197245]",Eötvös tér,tertiary,40,False,False,88.57,"LINESTRING (16.9953485 46.4552648, 16.9955916 46.4553213, 16.9962757 46.4555009, 16.9964335 46.4555397)",,,,
165260875,Hunyadi utca,living_street,30,True,False,120.194,"LINESTRING (16.9953485 46.4552648, 16.99532 46.4553013, 16.9953131 46.4553242, 16.9953083 46.4553575, 16.9952865 46.4555186, 16.9952581 46.4557472, 16.9951789 46.4563007, 16.995178 46.4563359)",,,,
"[218567529, 165260885]",Fő út,tertiary,40,False,False,131.661,"LINESTRING (16.9953485 46.4552648, 16.9952542 46.4552495, 16.9951792 46.4552365, 16.9938936 46.4551047, 16.9936507 46.4550841)",,,,
185759389,Sugár út,residential,30,True,False,203.78799999999995,"LINESTRING (16.9918534 46.4548652, 16.9918621 46.4549913, 16.9919242 46.4556776, 16.9919489 46.4560789, 16.9919682 46.4564067, 16.9919703 46.4564307, 16.9919756 46.4566157, 16.9919764 46.4566623, 16.9919773 46.4566957)",,,,
199635306,Deák tér,tertiary,40,False,False,49.338,"LINESTRING (16.9918534 46.4548652, 16.9920018 46.4548858, 16.9924874 46.4549431)",,,,
"[241697067, 199661300]",Fő út,tertiary,40,False,True,110.60300000000001,"LINESTRING (16.9918534 46.4548652, 16.9916653 46.4548513, 16.9915547 46.4548431, 16.9914504 46.4548394, 16.9912977 46.454842, 16.9911367 46.454856, 16.9909338 46.4548784, 16.9906945 46.4549074, 16.9904254 46.454948)",2,,,
"[165260897, 976994402]",Erzsébet tér,residential,30,True,False,95.662,"LINESTRING (16.9880087 46.4574061, 16.9879383 46.4573667, 16.9878901 46.4573407, 16.9878677 46.4573168, 16.9878616 46.4572853, 16.9878962 46.4567303, 16.9878853 46.4566727, 16.9878603 46.45663, 16.987855 46.4565944)",1,,,
"[4293312, 1022513050, 1022513055]","['Erzsébet tér', 'Magyar utca']",tertiary,30,False,False,159.741,"LINESTRING (16.9880087 46.4574061, 16.9879334 46.4574684, 16.9878382 46.4575602, 16.9876959 46.457739, 16.9876718 46.4577693, 16.9872179 46.4583317, 16.9870489 46.4585982, 16.9870288 46.4586242, 16.9870031 46.4586606)",2,,,
976070676,Magyar utca,tertiary,,True,False,9.43,"LINESTRING (16.9868572 46.4589062, 16.9868498 46.4588631, 16.9868318 46.4588236)",1,,,
40748226,Kisfaludy Sándor utca,residential,,False,False,139.728,"LINESTRING (16.9881078 46.451499, 16.9881466 46.4514808, 16.9881877 46.4514711, 16.9899212 46.4514732)",,,,
160746927,Ady Endre utca,secondary,50,False,True,163.869,"LINESTRING (16.9881078 46.451499, 16.9885912 46.4522418, 16.9890289 46.4528285)",,6804,,
199661293,Ady Endre utca,secondary,50,False,False,67.369,"LINESTRING (16.9881078 46.451499, 16.9880575 46.4514277, 16.9878313 46.4509247)",,6804,,
40748226,Kisfaludy Sándor utca,residential,,False,True,131.693,"LINESTRING (16.9916402 46.4514732, 16.9915992 46.4514735, 16.9915382 46.451474, 16.9906468 46.4514732, 16.9899212 46.4514732)",,,,
165934428,Csengery út,tertiary,50,True,False,146.388,"LINESTRING (16.9916402 46.4514732, 16.9916776 46.4523314, 16.9916818 46.4527893)",,,,
199661308,Kisfaludy Sándor utca,residential,,False,False,185.501,"LINESTRING (16.9916402 46.4514732, 16.9917633 46.451473, 16.992173 46.4514694, 16.9927663 46.4514701, 16.9933557 46.4514769, 16.9940614 46.4514824)",,,,
40748227,Batthyány utca,residential,,False,True,67.019,"LINESTRING (16.9940614 46.4514824, 16.9940545 46.4520851)",,,,
199661308,Kisfaludy Sándor utca,residential,,False,False,205.774,"LINESTRING (16.9940614 46.4514824, 16.9967474 46.4514814)",,,,
199661308,Kisfaludy Sándor utca,residential,,False,True,185.501,"LINESTRING (16.9940614 46.4514824, 16.9933557 46.4514769, 16.9927663 46.4514701, 16.992173 46.4514694, 16.9917633 46.451473, 16.9916402 46.4514732)",,,,
40748227,Batthyány utca,residential,,False,False,70.78999999999999,"LINESTRING (16.9940367 46.4537742, 16.9940424 46.4537595, 16.9940473 46.4531381)",,,,
243458630,Zrínyi Miklós utca,residential,,False,False,61.99,"LINESTRING (16.9940367 46.4537742, 16.9946342 46.4538042, 16.99469 46.4538169, 16.9947276 46.4538278, 16.9947544 46.4538462, 16.9947832 46.4538922)",,,,
204153056,,residential,,True,False,14.456,"LINESTRING (16.9947832 46.4538922, 16.9948083 46.4538791, 16.9948381 46.4538722, 16.9948695 46.4538723, 16.9948993 46.4538793, 16.9949242 46.4538926, 16.9949416 46.4539106)",,,roundabout,
243458630,Zrínyi Miklós utca,residential,,False,True,61.989999999999995,"LINESTRING (16.9947832 46.4538922, 16.9947544 46.4538462, 16.9947276 46.4538278, 16.99469 46.4538169, 16.9946342 46.4538042, 16.9940367 46.4537742)",,,,
185759370,Erzsébet tér,tertiary,,True,False,97.828,"LINESTRING (16.9887371 46.456697, 16.9886726 46.4568481, 16.9886236 46.4569007, 16.9884921 46.4570227, 16.9880087 46.4574061)",1,,,
"[4293313, 653770053]",Erzsébet tér,tertiary,,False,True,153.69899999999998,"LINESTRING (16.9887371 46.456697, 16.9887509 46.456554, 16.9887859 46.4562745, 16.9889192 46.455351, 16.9889235 46.4553208)",2,,,
153253316,Vásár utca,residential,50,False,False,59.085,"LINESTRING (16.987855 46.4565944, 16.987702 46.4565657, 16.9871107 46.456455)",,,,
160741625,Erzsébet tér,residential,30,True,False,152.366,"LINESTRING (16.987855 46.4565944, 16.9878827 46.4565231, 16.9878906 46.4563586, 16.9879001 46.4562357, 16.9879524 46.4559786, 16.9879897 46.4557786, 16.9880683 46.4554257, 16.9880749 46.4553386, 16.9880764 46.4553178, 16.9880548 46.4552367)",1,,,
199618776,Eötvös tér,tertiary,50,False,True,31.312,"LINESTRING (16.9982305 46.4551968, 16.99829 46.4554754)",,,,
199618783,Platán sor,residential,,True,False,29.75,"LINESTRING (16.9982305 46.4551968, 16.9982858 46.4552363, 16.9983286 46.4552595, 16.9983935 46.4552875, 16.9984704 46.4553099, 16.9985545 46.4553391)",,,,
217880375,Eötvös tér,tertiary,50,False,False,43.489,"LINESTRING (16.9982305 46.4551968, 16.998216 46.4551488, 16.9981576 46.4548091)",,,,
40748238,Arany János utca,residential,30,True,False,190.06799999999996,"LINESTRING (16.9896742 46.4587939, 16.9902463 46.4588001, 16.9903132 46.4588022, 16.9903854 46.4588073, 16.9913295 46.4589025, 16.991429 46.4589017, 16.99202 46.4588917, 16.9921445 46.4588861)",,,,
153253296,Kinizsi utca,residential,,True,False,253.892,"LINESTRING (16.9896742 46.4587939, 16.9896441 46.458647, 16.9896272 46.4585098, 16.9896633 46.4578364, 16.9896689 46.4577961, 16.9896785 46.4575137, 16.9896759 46.4574769, 16.9896602 46.4574021, 16.9896455 46.4573603, 16.9895975 46.4572156, 16.9894911 46.457064, 16.9893765 46.456957, 16.9891745 46.456815, 16.9891498 46.45679, 16.9891281 46.4567637, 16.9891056 46.4567357, 16.9890755 46.4567094, 16.9890372 46.4566849, 16.9889931 46.4566688)",,,,
160746927,Ady Endre utca,secondary,50,False,False,89.292,"LINESTRING (16.9895276 46.4535539, 16.989488 46.4534794, 16.9890289 46.4528285)",,6804,,
160746930,Zrínyi Miklós utca,tertiary,,True,False,168.24,"LINESTRING (16.9895276 46.4535539, 16.9911535 46.4536329, 16.9915188 46.4536445, 16.99163 46.4536496, 16.9917185 46.4536565)",,,,
