osmid,name,highway,oneway,reversed,length,ref,lanes,geometry,maxspeed
178768008,Hősök tere,residential,False,False,17.002,,,"LINESTRING (22.682676 47.8352472, 22.6828317 47.8353588)",
415871808,Ady Endre út,secondary,False,False,0.728,4924,,"LINESTRING (22.682676 47.8352472, 22.6826772 47.8352407)",
274171087,Ady Endre út,secondary,False,True,74.771,4924,2,"LINESTRING (22.682676 47.8352472, 22.6825259 47.835329, 22.6818793 47.8356547)",
182507760,Honvéd utca,residential,False,False,116.442,,,"LINESTRING (22.6780853 47.8344271, 22.6769693 47.8336954)",
182507760,Honvéd utca,residential,False,True,41.78,,,"LINESTRING (22.6780853 47.8344271, 22.6784994 47.8346799)",
582029875,Arany János utca,residential,False,True,198.976,,,"LINESTRING (22.6780853 47.8344271, 22.677157 47.8347938, 22.6759055 47.8352835, 22.6757874 47.835334)",
178768060,Molnár József utca,residential,False,False,308.82099999999997,,,"LINESTRING (22.6728666 47.832274, 22.6732213 47.83265, 22.6746005 47.8340963, 22.6751151 47.8346051)",
182507766,Rákóczi út,secondary,False,True,309.70300000000003,4924,,"LINESTRING (22.6796571 47.8333309, 22.6801186 47.8336252, 22.6825346 47.8351528, 22.6826772 47.8352407)",
182507760,Honvéd utca,residential,False,True,116.442,,,"LINESTRING (22.6769693 47.8336954, 22.6780853 47.8344271)",
178768021,Fáy András utca,residential,False,False,171.428,,,"LINESTRING (22.6769693 47.8336954, 22.6757611 47.8342892, 22.6751151 47.8346051)",
178768060,Molnár József utca,residential,False,False,95.327,,,"LINESTRING (22.6751151 47.8346051, 22.6757874 47.835334)",
178768021,Fáy András utca,residential,False,True,171.428,,,"LINESTRING (22.6751151 47.8346051, 22.6757611 47.8342892, 22.6769693 47.8336954)",
178768060,Molnár József utca,residential,False,True,308.82099999999997,,,"LINESTRING (22.6751151 47.8346051, 22.6746005 47.8340963, 22.6732213 47.83265, 22.6728666 47.832274)",
415871808,Ady Endre út,secondary,False,True,0.728,4924,,"LINESTRING (22.6826772 47.8352407, 22.682676 47.8352472)",
182507766,Rákóczi út,secondary,False,False,309.70300000000003,4924,,"LINESTRING (22.6826772 47.8352407, 22.6825346 47.8351528, 22.6801186 47.8336252, 22.6796571 47.8333309)",
