osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge
38834346,1,2103;2104,Fő út,secondary,50,roundabout,True,False,13.966000000000001,"LINESTRING (19.2653462 47.680389, 19.2653612 47.680412, 19.2653679 47.6804367, 19.2653657 47.6804618, 19.2653549 47.6804858, 19.265336 47.6805075)",
225531064,,2103,Rákóczi Ferenc utca,secondary,,,True,False,30.095999999999997,"LINESTRING (19.2653462 47.680389, 19.2654634 47.6804179, 19.2656854 47.6804592, 19.2657297 47.6804695)",
"[74992969, 74993086]",,,"['Orgona utca', 'Árvácska utca']",residential,50,,False,"[False, True]",238.721,"LINESTRING (19.2605271 47.6848343, 19.2601439 47.6844342, 19.2598173 47.6840069, 19.2593912 47.6838052, 19.2583104 47.6842241)",
304753534,,,Tó utca,residential,,,False,False,92.603,"LINESTRING (19.2605271 47.6848343, 19.2607352 47.6848577, 19.2615579 47.6852705)",
304753534,,,Tó utca,residential,,,False,True,114.66900000000001,"LINESTRING (19.2605271 47.6848343, 19.2594846 47.6849987, 19.2592558 47.6850296, 19.2590405 47.6850796)",
"[74993187, 192217108, 304753527]",,,Ady Endre utca,residential,50,,False,True,402.96999999999997,"LINESTRING (19.2584806 47.6831824, 19.2593715 47.6825263, 19.2597633 47.682502, 19.2601531 47.6824825, 19.260751 47.6823787, 19.2610721 47.6824547, 19.2620458 47.6826853, 19.2626226 47.6827655, 19.2632569 47.6829636)",
74993029,,,Őrhegyi utca,residential,,,False,True,114.984,"LINESTRING (19.2611291 47.6858315, 19.2623153 47.6864885)",
222453750,,2104,Fő út,secondary,,,False,False,70.201,"LINESTRING (19.2611291 47.6858315, 19.2612701 47.685623, 19.2615579 47.6852705)",
74992961,,,Csap utca,residential,50,,False,True,612.341,"LINESTRING (19.2680943 47.6826309, 19.2677144 47.6829903, 19.2672058 47.6834715, 19.2668687 47.6837877, 19.2654636 47.6845797, 19.2623153 47.6864885)",
74993004,,,Major köz,residential,,,False,False,79.291,"LINESTRING (19.2680943 47.6826309, 19.2675895 47.6823448, 19.2672209 47.6822414)",
74993033,,,Árvácska utca,residential,,,False,True,109.71,"LINESTRING (19.2583104 47.6842241, 19.2590405 47.6850796)",
"[74992969, 74993086]",,,"['Orgona utca', 'Árvácska utca']",residential,50,,False,"[False, True]",238.721,"LINESTRING (19.2583104 47.6842241, 19.2593912 47.6838052, 19.2598173 47.6840069, 19.2601439 47.6844342, 19.2605271 47.6848343)",
74993042,,,Kertekalja utca,residential,,,False,True,240.293,"LINESTRING (19.2689679 47.6795956, 19.2658825 47.6790001)",
