osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,name,lanes,junction,width
23848147,R238,secondary,50,False,False,52.726,"LINESTRING (-7.4556102 55.1393973, -7.4556726 55.1393211, -7.4557068 55.1392696, -7.4557422 55.1391997, -7.4557846 55.1391103, -7.4558085 55.1390292, -7.4558349 55.1389432)",,,,
186915208,,unclassified,50,False,True,323.185,"LINESTRING (-7.4556102 55.1393973, -7.4554568 55.139377, -7.4544376 55.1392994, -7.4535519 55.1392419, -7.4523481 55.1391678, -7.4508053 55.1390587, -7.4505635 55.1390695)",,,,
23848147,R238,secondary,50,False,False,9.543,"LINESTRING (-7.455886 55.1385605, -7.455888 55.138516, -7.4558889 55.1384747)",,,,
23848147,R238,secondary,50,False,True,42.71,"LINESTRING (-7.455886 55.1385605, -7.4558811 55.1386805, -7.4558656 55.1387792, -7.4558396 55.1389279, -7.4558349 55.1389432)",,,,
1063564212,,residential,,False,True,114.21100000000001,"LINESTRING (-7.455886 55.1385605, -7.4554735 55.1385237, -7.4551356 55.1384256, -7.4544168 55.138263, -7.4542022 55.138306)",,,,
23848147,R238,secondary,50,False,True,68.856,"LINESTRING (-7.4558999 55.1368589, -7.4558967 55.1369103, -7.4558951 55.1370905, -7.4558951 55.1374781)",,,,
307098648,R238,secondary,50,True,False,27.903,"LINESTRING (-7.4558999 55.1368589, -7.4559081 55.1367002, -7.4559145 55.1366081)",,,,
131652788,R238,secondary,50,True,False,129.452,"LINESTRING (-7.456705 55.135481, -7.456738 55.135535, -7.45677 55.13559, -7.45678 55.13561, -7.456788 55.135631, -7.456791 55.135648, -7.456791 55.135665, -7.45679 55.135681, -7.456786 55.135698, -7.45678 55.135715, -7.456773 55.135731, -7.456765 55.135748, -7.456751 55.135766, -7.456731 55.135788, -7.45654 55.135976, -7.456353 55.136196, -7.45609 55.1365467)",Saint Marys Road,,,
201185098,,residential,,False,False,181.408,"LINESTRING (-7.456705 55.135481, -7.4567959 55.1354665, -7.4568954 55.1354696, -7.4588802 55.1359081, -7.4591804 55.1360154, -7.4592683 55.1361039)",St Columba's Avenue,,,
144943874,,residential,50,False,True,115.138,"LINESTRING (-7.4559251 55.1344874, -7.4575967 55.1340886)",Church Street,,,
131652788,R238,secondary,50,True,False,121.11500000000001,"LINESTRING (-7.4559251 55.1344874, -7.455998 55.134583, -7.45606 55.134661, -7.456135 55.134766, -7.456245 55.134905, -7.456266 55.134935, -7.45629 55.134963, -7.456311 55.134993, -7.456336 55.135025, -7.4566356 55.1353952, -7.456705 55.135481)",Saint Marys Road,,,
23848160,R238,secondary,50,False,False,66.112,"LINESTRING (-7.4559593 55.1318865, -7.4552252 55.1321027, -7.4550354 55.1321595)",Saint Oran's Road,,,
1063940089,,residential,,False,False,80.07000000000001,"LINESTRING (-7.4559593 55.1318865, -7.456289 55.1323232, -7.4564606 55.1325471)",,2,,
23848160,R238,secondary,50,False,True,48.901,"LINESTRING (-7.454354 55.1323636, -7.4550354 55.1321595)",Saint Oran's Road,,,
131652788,R238,secondary,50,True,False,38.949,"LINESTRING (-7.454354 55.1323636, -7.454523 55.13262, -7.4545756 55.1326901)",Saint Marys Road,,,
315102314,R238,secondary,50,False,False,111.589,"LINESTRING (-7.454354 55.1323636, -7.4537609 55.1325241, -7.4535372 55.1325846, -7.453189 55.1326821, -7.4529422 55.1327523, -7.4527878 55.132814)",Saint Oran's Road,,,
315102314,R238,secondary,50,False,True,111.589,"LINESTRING (-7.4527878 55.132814, -7.4529422 55.1327523, -7.453189 55.1326821, -7.4535372 55.1325846, -7.4537609 55.1325241, -7.454354 55.1323636)",Saint Oran's Road,,,
30727863,,unclassified,50,False,False,202.823,"LINESTRING (-7.4599924 55.133517, -7.4604789 55.1353197)",Cair O' Dohertaigh Avenue,,,
144943874,,residential,50,False,False,56.652,"LINESTRING (-7.4599924 55.133517, -7.4591699 55.1337132)",Church Street,,,
30727892,R238,secondary,50,True,False,156.883,"LINESTRING (-7.4533169 55.1344758, -7.4528278 55.1330929)",Lower Main Street,,,
186915217,,unclassified,50,False,False,173.811,"LINESTRING (-7.4533169 55.1344758, -7.4526053 55.1345086, -7.451999 55.1345357, -7.450591 55.1345988)",,,,
186915217,,unclassified,50,False,False,27.985,"LINESTRING (-7.450591 55.1345988, -7.4502655 55.1346073, -7.4501512 55.1346103)",,,,
186915217,,unclassified,50,False,True,173.81099999999998,"LINESTRING (-7.450591 55.1345988, -7.451999 55.1345357, -7.4526053 55.1345086, -7.4533169 55.1344758)",,,,
"[672988004, 186915237]",,unclassified,50,False,False,188.696,"LINESTRING (-7.450591 55.1345988, -7.4505779 55.1343694, -7.4505376 55.1336624, -7.4505281 55.1335877, -7.4504931 55.1333562, -7.4503513 55.1329926, -7.4503035 55.1329171)",,2,,
186915228,,unclassified,50,False,False,120.789,"LINESTRING (-7.4453857 55.1383626, -7.4455868 55.1382909, -7.4469601 55.1379536, -7.4471066 55.1379058)",,,,
1193171761,L1781,unclassified,50,False,False,328.39,"LINESTRING (-7.4453857 55.1383626, -7.4457067 55.1385494, -7.4459985 55.1386615, -7.446223 55.1387082, -7.4467429 55.1387541, -7.4474762 55.1388043, -7.4483326 55.1388615, -7.4489989 55.1389178, -7.4499147 55.1390063, -7.4502957 55.1390513)",,1,,
186915246,,unclassified,50,True,False,13.844999999999999,"LINESTRING (-7.4502957 55.1390513, -7.4503115 55.1390281, -7.4503394 55.139009, -7.4503765 55.1389959, -7.4504189 55.1389902, -7.4504623 55.1389925)",,,roundabout,
1193171761,L1781,unclassified,50,False,True,328.39000000000004,"LINESTRING (-7.4502957 55.1390513, -7.4499147 55.1390063, -7.4489989 55.1389178, -7.4483326 55.1388615, -7.4474762 55.1388043, -7.4467429 55.1387541, -7.446223 55.1387082, -7.4459985 55.1386615, -7.4457067 55.1385494, -7.4453857 55.1383626)",,1,,
672988001,,unclassified,50,False,False,3.719,"LINESTRING (-7.4508364 55.1376983, -7.4508269 55.1377313)",,,,
672988001,,unclassified,50,False,True,31.849,"LINESTRING (-7.4508364 55.1376983, -7.450872 55.1374126)",,,,
201185107,,residential,30,False,True,35.583,"LINESTRING (-7.4508364 55.1376983, -7.4508824 55.1377073, -7.4509889 55.1377165, -7.4512008 55.1376958, -7.4513054 55.1376904, -7.4513845 55.1377057)",Sliabh Sneachta,,,
186915228,,unclassified,50,False,False,266.74600000000004,"LINESTRING (-7.4506984 55.1366152, -7.4524235 55.1360304, -7.4537515 55.1355802, -7.4542855 55.1353714)",,,,
186915228,,unclassified,50,False,True,134.523,"LINESTRING (-7.4506984 55.1366152, -7.4495029 55.1370889, -7.4489477 55.1372948)",,,,
"[672988001, 186915236]",,unclassified,50,False,False,51.151999999999994,"LINESTRING (-7.4506984 55.1366152, -7.4507348 55.136658, -7.4508006 55.1367353, -7.4508574 55.1368403, -7.450903 55.1369905, -7.4509008 55.1370546)",,,,
201185074,,residential,30,False,True,95.481,"LINESTRING (-7.4506984 55.1366152, -7.4505958 55.1365152, -7.4505707 55.1364907, -7.4502969 55.1361319, -7.450104 55.1358284)",,,,
186915217,,unclassified,50,False,True,53.444,"LINESTRING (-7.4467746 55.1346987, -7.4476145 55.1346767)",,,,
201185075,,residential,,False,True,108.351,"LINESTRING (-7.4467746 55.1346987, -7.4467244 55.1337247)",,,,
186915233,,unclassified,50,False,False,145.95999999999998,"LINESTRING (-7.4467746 55.1346987, -7.4467022 55.1347592, -7.4466402 55.1348356, -7.4462628 55.1358131, -7.4461934 55.135962)",,,,
30727891,R238,secondary,50,True,False,41.425,"LINESTRING (-7.4542855 55.1353714, -7.45389 55.1350753)",Upper Main Street,,,
186915228,,unclassified,50,False,True,266.746,"LINESTRING (-7.4542855 55.1353714, -7.4537515 55.1355802, -7.4524235 55.1360304, -7.4506984 55.1366152)",,,,
30727891,R238,secondary,50,True,False,167.30700000000002,"LINESTRING (-7.4559433 55.1365394, -7.4553195 55.1361259, -7.4551829 55.1360354, -7.454618 55.1356174, -7.4542855 55.1353714)",Upper Main Street,,,
186915216,,secondary,50,True,False,10.324,"LINESTRING (-7.4559433 55.1365394, -7.4559746 55.1365291, -7.4560045 55.1365255, -7.4560538 55.1365309, -7.45609 55.1365467)",,,roundabout,
186915246,,unclassified,50,True,False,14.631999999999998,"LINESTRING (-7.4504178 55.1391449, -7.4503879 55.1391414, -7.4503519 55.1391315, -7.4503226 55.139116, -7.4503024 55.1390963, -7.4502932 55.1390741, -7.4502957 55.1390513)",,,roundabout,
186915208,,unclassified,50,False,False,323.185,"LINESTRING (-7.4505635 55.1390695, -7.4508053 55.1390587, -7.4523481 55.1391678, -7.4535519 55.1392419, -7.4544376 55.1392994, -7.4554568 55.139377, -7.4556102 55.1393973)",,,,
186915246,,unclassified,50,True,False,13.891,"LINESTRING (-7.4505635 55.1390695, -7.450556 55.139093, -7.4505362 55.1391141, -7.4505062 55.1391307, -7.4504687 55.1391413, -7.4504178 55.1391449)",,,roundabout,
"[186915216, 1137419770]",,secondary,50,True,False,6.273,"LINESTRING (-7.45609 55.1365467, -7.4561114 55.1365709, -7.4561109 55.1366002)",,,roundabout,
30727865,,residential,50,False,True,167.273,"LINESTRING (-7.4561109 55.1366002, -7.4568304 55.1366991, -7.4574423 55.1367918, -7.4586437 55.1370063)",Castle Avenue,,,
1137419770,,secondary,50,True,False,5.461,"LINESTRING (-7.4561109 55.1366002, -7.456087 55.1366252, -7.4560583 55.1366377)",,,roundabout,
307098649,R238,secondary,50,True,False,26.641999999999996,"LINESTRING (-7.4560583 55.1366377, -7.4559869 55.1367162, -7.4558999 55.1368589)",,,,
1137419770,,secondary,50,True,False,10.850000000000001,"LINESTRING (-7.4560583 55.1366377, -7.4560073 55.1366444, -7.4559861 55.1366428, -7.455953 55.1366346, -7.4559341 55.1366255, -7.4559145 55.1366081)",,,roundabout,
672988001,,unclassified,50,False,True,80.177,"LINESTRING (-7.4504623 55.1389925, -7.450668 55.1382811)",,,,
186915246,,unclassified,50,True,False,11.499999999999998,"LINESTRING (-7.4504623 55.1389925, -7.4505035 55.1390032, -7.4505364 55.1390209, -7.4505571 55.1390439, -7.4505635 55.1390695)",,,roundabout,
1137419771,,secondary,50,True,False,8.375,"LINESTRING (-7.4559145 55.1366081, -7.4559063 55.1365877, -7.455911 55.1365672, -7.4559233 55.1365523, -7.4559433 55.1365394)",,,roundabout,
314280273,,residential,,False,False,16.759,"LINESTRING (-7.4588899 55.1328702, -7.4588317 55.1327232)",Grianan Park,,,
201143068,,residential,,False,False,95.418,"LINESTRING (-7.4588899 55.1328702, -7.4589802 55.1331658, -7.4591699 55.1337132)",Grianan Park,,,
144943874,,residential,50,False,False,115.138,"LINESTRING (-7.4575967 55.1340886, -7.4559251 55.1344874)",Church Street,,,
144943874,,residential,50,False,True,108.364,"LINESTRING (-7.4575967 55.1340886, -7.4591699 55.1337132)",Church Street,,,
201143061,,residential,50,False,True,180.178,"LINESTRING (-7.4575967 55.1340886, -7.4575062 55.1339576, -7.4572117 55.1335683, -7.456922 55.1331328, -7.4565781 55.1326972, -7.4564991 55.1325952)",,2,,
201185085,,residential,50,False,False,181.788,"LINESTRING (-7.4575967 55.1340886, -7.4579412 55.1343779, -7.4585956 55.1348409, -7.4588848 55.1350032, -7.4592107 55.1351271, -7.4595753 55.135234)",,,,
144943874,,residential,50,False,False,108.364,"LINESTRING (-7.4591699 55.1337132, -7.4575967 55.1340886)",Church Street,,,
144943874,,residential,50,False,True,56.652,"LINESTRING (-7.4591699 55.1337132, -7.4599924 55.133517)",Church Street,,,
201143068,,residential,,False,True,95.418,"LINESTRING (-7.4591699 55.1337132, -7.4589802 55.1331658, -7.4588899 55.1328702)",Grianan Park,,,
30727892,R238,secondary,50,True,False,31.504,"LINESTRING (-7.4528278 55.1330929, -7.4527647 55.1329093, -7.4527878 55.132814)",Lower Main Street,,,
201143070,,unclassified,50,False,True,162.636,"LINESTRING (-7.4528278 55.1330929, -7.4525955 55.1331006, -7.4523086 55.1330807, -7.4509436 55.132937, -7.4505276 55.1328967, -7.4503833 55.1329098, -7.4503035 55.1329171)",Dr. Denis McLaughlin Road,2,,
201143070,,unclassified,50,False,False,162.636,"LINESTRING (-7.4503035 55.1329171, -7.4503833 55.1329098, -7.4505276 55.1328967, -7.4509436 55.132937, -7.4523086 55.1330807, -7.4525955 55.1331006, -7.4528278 55.1330929)",Dr. Denis McLaughlin Road,2,,
672988004,,unclassified,50,False,False,140.732,"LINESTRING (-7.4503035 55.1329171, -7.4500763 55.1325582, -7.4498239 55.1321169, -7.4497717 55.1319149, -7.4497467 55.1318179, -7.449734 55.1317007)",,2,,
"[672988004, 186915237]",,unclassified,50,False,True,188.69599999999997,"LINESTRING (-7.4503035 55.1329171, -7.4503513 55.1329926, -7.4504931 55.1333562, -7.4505281 55.1335877, -7.4505376 55.1336624, -7.4505779 55.1343694, -7.450591 55.1345988)",,2,,
30727863,,unclassified,50,False,True,202.823,"LINESTRING (-7.4604789 55.1353197, -7.4599924 55.133517)",Cair O' Dohertaigh Avenue,,,
201185085,,residential,50,False,True,59.108999999999995,"LINESTRING (-7.4604789 55.1353197, -7.4604037 55.1353316, -7.4600818 55.1353224, -7.4595753 55.135234)",,,,
201185075,,residential,,False,False,108.351,"LINESTRING (-7.4467244 55.1337247, -7.4467746 55.1346987)",,,,
672988001,,unclassified,50,False,False,80.177,"LINESTRING (-7.450668 55.1382811, -7.4504623 55.1389925)",,,,
672988001,,unclassified,50,False,True,61.964,"LINESTRING (-7.450668 55.1382811, -7.4508269 55.1377313)",,,,
201185073,,residential,30,False,True,143.295,"LINESTRING (-7.450668 55.1382811, -7.4511176 55.1382968, -7.4521691 55.1383397, -7.4523246 55.1383213, -7.4524751 55.1382293, -7.4525714 55.1382508, -7.4526199 55.1384011)",Pairc Mor,,,
186915228,,unclassified,50,False,False,134.523,"LINESTRING (-7.4489477 55.1372948, -7.4495029 55.1370889, -7.4506984 55.1366152)",,,,
186915228,,unclassified,50,False,True,135.338,"LINESTRING (-7.4489477 55.1372948, -7.4487089 55.1373833, -7.4471066 55.1379058)",,,,
201185100,,residential,30,False,True,19.211,"LINESTRING (-7.4489477 55.1372948, -7.4489215 55.1372621, -7.4488219 55.1371377)",,,,
201185108,,residential,30,False,False,81.274,"LINESTRING (-7.4577054 55.1392473, -7.4577483 55.1385168)",Castle Park,,,
201185072,,residential,,False,False,56.81,"LINESTRING (-7.4472287 55.1371255, -7.4480586 55.1369358)",,,,
186915233,,unclassified,50,False,True,55.812,"LINESTRING (-7.4457462 55.1363929, -7.4458391 55.136319, -7.4459677 55.1362056, -7.446067 55.1361074, -7.4461934 55.135962)",,,,
201185092,,residential,30,False,False,83.47300000000001,"LINESTRING (-7.4457462 55.1363929, -7.4458769 55.1364662, -7.4460378 55.1365612, -7.4462309 55.136598, -7.4464348 55.1366072, -7.446644 55.1365704, -7.4468961 55.1365122)",,,,
201185095,,residential,30,False,False,100.057,"LINESTRING (-7.4476149 55.1355953, -7.4476737 55.136086, -7.4476951 55.1364938)",,,,
