osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,bridge,name,geometry,junction,access,tunnel
"[895089536, 29697762, 4247123, 29697763]","['1', '2']",R125,secondary,"['60', '50']",False,"[False, True]",395.87600000000003,yes,"['Meath Bridge', 'The Square']","LINESTRING (-6.6615883 53.4020091, -6.6618673 53.401927, -6.6624442 53.4017575, -6.6634335 53.4014497, -6.6641954 53.4012012, -6.6643237 53.4011594, -6.6646065 53.4010753, -6.6646655 53.4010578, -6.6647159 53.4010428, -6.6650495 53.400958, -6.6653443 53.400878, -6.6655533 53.4008216, -6.6658135 53.4007408, -6.6661233 53.4006496, -6.6664214 53.4005608, -6.6665255 53.400527, -6.6666336 53.4004943, -6.6666725 53.4004825, -6.6668854 53.400377)",,,
32928773,1,R125,secondary,,True,False,15.866000000000001,,,"LINESTRING (-6.6752291 53.3968815, -6.6752469 53.3969156, -6.6752478 53.3969512, -6.675232 53.3969856, -6.6752006 53.397016)",roundabout,,
4942596,2,R125,secondary,,False,True,69.17,,,"LINESTRING (-6.6752006 53.397016, -6.6753592 53.3970679, -6.6756383 53.3971518, -6.675942 53.3972086, -6.6761675 53.3972398)",,,
32928773,1,R125,secondary,,True,False,26.721000000000004,,,"LINESTRING (-6.6752006 53.397016, -6.67515 53.3970423, -6.675088 53.3970577, -6.6750211 53.3970608, -6.6749559 53.3970512, -6.674899 53.3970299, -6.6748563 53.3969989)",roundabout,,
4942596,2,R125,secondary,,False,False,69.17,,,"LINESTRING (-6.6761675 53.3972398, -6.675942 53.3972086, -6.6756383 53.3971518, -6.6753592 53.3970679, -6.6752006 53.397016)",,,
4258573,2,R125,secondary,50,False,False,118.395,,Molly Ware Street,"LINESTRING (-6.6740826 53.3972506, -6.6730266 53.397536, -6.6725873 53.3976372, -6.6724424 53.3976706)",,,
4258573,2,R125,secondary,50,False,True,58.454,,Molly Ware Street,"LINESTRING (-6.6740826 53.3972506, -6.6745848 53.3970876, -6.6746904 53.3970488, -6.6748563 53.3969989)",,,
32932541,,,residential,,False,True,76.736,,Molly Ware Street,"LINESTRING (-6.6740826 53.3972506, -6.6741378 53.3973124, -6.6741778 53.3973571, -6.6743009 53.397445, -6.6744633 53.3974907, -6.674566 53.3974967, -6.6746331 53.3975007, -6.6750131 53.3974047)",,,
4247125,2,R148,secondary,50,False,True,0.734,,Church Street,"LINESTRING (-6.6687967 53.4008074, -6.6688055 53.4008114)",,,
4570346,1,R148,secondary,50,True,False,9.192,,New Lane,"LINESTRING (-6.6687967 53.4008074, -6.6686789 53.4007638)",,,
29696285,,,residential,,False,False,88.95,,Mill Lane,"LINESTRING (-6.6683386 53.4012424, -6.6683151 53.4012633, -6.6681056 53.401449, -6.6679792 53.4015425, -6.667959 53.4015535, -6.6677545 53.4016299, -6.66768 53.401663, -6.6675777 53.4016909, -6.6673588 53.4017612)",,,
29696285,,,residential,,False,True,57.32599999999999,,Mill Lane,"LINESTRING (-6.6683386 53.4012424, -6.6685063 53.4010678, -6.6686291 53.4009322, -6.6687056 53.4008763, -6.6687498 53.4008476, -6.6688055 53.4008114)",,,
29697929,,,residential,,True,False,154.75699999999998,,Church Lane,"LINESTRING (-6.6683386 53.4012424, -6.66831 53.4012348, -6.6682138 53.4012094, -6.6679781 53.4011525, -6.6677688 53.4010962, -6.667629 53.4010337, -6.6675627 53.401004, -6.6672293 53.4008419, -6.6673598 53.4006673, -6.6673318 53.4006043, -6.6673072 53.4005666, -6.6671769 53.4005066, -6.666943 53.4004026, -6.6668854 53.400377)",,,
29696285,,,residential,,False,True,88.95,,Mill Lane,"LINESTRING (-6.6673588 53.4017612, -6.6675777 53.4016909, -6.66768 53.401663, -6.6677545 53.4016299, -6.667959 53.4015535, -6.6679792 53.4015425, -6.6681056 53.401449, -6.6683151 53.4012633, -6.6683386 53.4012424)",,,
4247125,2,R148,secondary,50,False,False,0.734,,Church Street,"LINESTRING (-6.6688055 53.4008114, -6.6687967 53.4008074)",,,
4247125,2,R148,secondary,50,False,True,105.932,,Church Street,"LINESTRING (-6.6688055 53.4008114, -6.6689965 53.4009442, -6.6692814 53.4012218, -6.6693655 53.4013001, -6.6696517 53.4016163)",,,
29696285,,,residential,,False,False,57.32600000000001,,Mill Lane,"LINESTRING (-6.6688055 53.4008114, -6.6687498 53.4008476, -6.6687056 53.4008763, -6.6686291 53.4009322, -6.6685063 53.4010678, -6.6683386 53.4012424)",,,
4247125,2,R148,secondary,50,False,False,105.932,,Church Street,"LINESTRING (-6.6696517 53.4016163, -6.6693655 53.4013001, -6.6692814 53.4012218, -6.6689965 53.4009442, -6.6688055 53.4008114)",,,
4247125,2,R148,secondary,50,False,True,44.845,,Church Street,"LINESTRING (-6.6696517 53.4016163, -6.6699423 53.4019498, -6.6699577 53.4019757)",,,
29698297,,,residential,,False,True,33.802,,The Courtyard,"LINESTRING (-6.6696517 53.4016163, -6.6697022 53.4016027, -6.6697882 53.4015782, -6.6699438 53.4015356, -6.6701316 53.4015316)",,,
4247125,2,R148,secondary,50,False,False,34.91,,Church Street,"LINESTRING (-6.6702065 53.4022524, -6.6699577 53.4019757)",,,
4247125,2,R148,secondary,50,False,True,38.745,,Church Street,"LINESTRING (-6.6702065 53.4022524, -6.6702377 53.4022881, -6.6702664 53.402321, -6.6704578 53.4025403, -6.6704778 53.402561)",,,
29698299,2,,residential,,False,True,108.42000000000002,,Church Street,"LINESTRING (-6.6702065 53.4022524, -6.6702689 53.4022277, -6.6703094 53.4022117, -6.6705406 53.4020904, -6.6707643 53.4019354, -6.6708724 53.4018071, -6.6708882 53.4017318, -6.6709805 53.4016599, -6.6712072 53.401508)",,,
29698321,,,residential,,False,False,32.822,,,"LINESTRING (-6.6712531 53.4025131, -6.6710607 53.402468, -6.6709274 53.4024369, -6.6708119 53.4023844)",,,
29698320,,,residential,,False,False,29.982000000000003,,Royal Canal Court,"LINESTRING (-6.6708119 53.4023844, -6.6707815 53.4024164, -6.6706597 53.402489, -6.6705482 53.4025328, -6.6704778 53.402561)",,,
29698320,,,residential,,False,True,117.989,,Royal Canal Court,"LINESTRING (-6.6708119 53.4023844, -6.6709274 53.4022629, -6.6710017 53.402145, -6.6711259 53.4019557, -6.6712364 53.4017716, -6.6714424 53.4015311, -6.6715857 53.4014376)",,,
29698321,,,residential,,False,True,32.822,,,"LINESTRING (-6.6708119 53.4023844, -6.6709274 53.4024369, -6.6710607 53.402468, -6.6712531 53.4025131)",,,
29698325,,,residential,,False,False,60.811,,Royal Canal Court,"LINESTRING (-6.6721376 53.401874, -6.671923 53.4016898, -6.6716913 53.4015209, -6.6716139 53.4014598, -6.6715857 53.4014376)",,,
29698325,,,residential,,False,True,23.324,,Royal Canal Court,"LINESTRING (-6.6713737 53.4012702, -6.6715857 53.4014376)",,,
29698325,,,residential,,False,False,23.324,,Royal Canal Court,"LINESTRING (-6.6715857 53.4014376, -6.6713737 53.4012702)",,,
29698320,,,residential,,False,False,117.98899999999999,,Royal Canal Court,"LINESTRING (-6.6715857 53.4014376, -6.6714424 53.4015311, -6.6712364 53.4017716, -6.6711259 53.4019557, -6.6710017 53.402145, -6.6709274 53.4022629, -6.6708119 53.4023844)",,,
29698325,,,residential,,False,True,60.81099999999999,,Royal Canal Court,"LINESTRING (-6.6715857 53.4014376, -6.6716139 53.4014598, -6.6716913 53.4015209, -6.671923 53.4016898, -6.6721376 53.401874)",,,
"[29699880, 29699822]",,,residential,,False,"[False, True]",95.70899999999999,,Dins Court,"LINESTRING (-6.669148 53.4023655, -6.6689619 53.4022751, -6.6689967 53.4022244, -6.669055 53.4021518, -6.669108 53.4021121, -6.669255 53.4020795, -6.6694942 53.4020715, -6.6695846 53.4020683, -6.669721 53.4020279, -6.6698978 53.4019886, -6.6699577 53.4019757)",,permissive,
4247125,2,R148,secondary,50,False,True,34.91,,Church Street,"LINESTRING (-6.6699577 53.4019757, -6.6702065 53.4022524)",,,
4247125,2,R148,secondary,50,False,False,44.845,,Church Street,"LINESTRING (-6.6699577 53.4019757, -6.6699423 53.4019498, -6.6696517 53.4016163)",,,
