osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,bridge,name,access,tunnel
24357384,False,2,N59,primary,50,False,242.164,"LINESTRING (-9.1580985 54.1150953, -9.1581542 54.1150093, -9.1583155 54.1147674, -9.1584297 54.1145649, -9.1585023 54.1144361, -9.1587016 54.1139993, -9.1587872 54.1138163, -9.1589257 54.1135202, -9.1590484 54.1131413, -9.1590937 54.1130012)",,Teeling Street,,
"[879055300, 23843183]",False,2,N26,trunk,50,False,196.55,"LINESTRING (-9.1590937 54.1130012, -9.1591278 54.1128552, -9.1593043 54.1120991, -9.1593501 54.1119026, -9.1595108 54.1114217, -9.1595661 54.1112561)",,Kevin Barry Street,yes,
24357384,False,2,N59,primary,50,True,242.164,"LINESTRING (-9.1590937 54.1130012, -9.1590484 54.1131413, -9.1589257 54.1135202, -9.1587872 54.1138163, -9.1587016 54.1139993, -9.1585023 54.1144361, -9.1584297 54.1145649, -9.1583155 54.1147674, -9.1581542 54.1150093, -9.1580985 54.1150953)",,Teeling Street,,
23949015,True,,R294,secondary,50,False,100.358,"LINESTRING (-9.155135 54.1134108, -9.1560847 54.1127004)",,O'Rahilly Street,,
24357394,False,,R294,secondary,50,False,57.766,"LINESTRING (-9.155135 54.1134108, -9.154852 54.1132236, -9.1545229 54.1130356)",,Tolan Street,,
24357378,True,,R294,secondary,50,False,199.024,"LINESTRING (-9.1560847 54.1127004, -9.156166 54.11271, -9.1562885 54.1127245, -9.1563022 54.1127261, -9.1565451 54.1127608, -9.1568335 54.1127888, -9.1569514 54.1127986, -9.1579825 54.1128909, -9.158126 54.1129061, -9.1588908 54.1129807, -9.1590937 54.1130012)",,Bury Street,,
24357391,True,1,R294,secondary,50,False,143.971,"LINESTRING (-9.1563865 54.1144736, -9.1563039 54.1144007, -9.1561858 54.1142901, -9.1560294 54.1141436, -9.1559996 54.1141119, -9.1558396 54.1139413, -9.1555609 54.1137062, -9.155135 54.1134108)",,Tone Street,,
"[80183651, 24439703]",False,,,tertiary,50,False,286.52299999999997,"LINESTRING (-9.1563865 54.1144736, -9.1560764 54.1147098, -9.1557591 54.1149879, -9.1552408 54.1154322, -9.1547596 54.1158403, -9.1539772 54.1166261)",,Market Street,,
80183622,False,2,R294,secondary,50,True,71.64699999999999,"LINESTRING (-9.150815 54.1117974, -9.1513879 54.1119733, -9.1514673 54.1119977, -9.1517818 54.1121037)",,Abbey Street,,
"[374539465, 374539463]",False,2,,tertiary,50,True,77.624,"LINESTRING (-9.150815 54.1117974, -9.151036 54.1115722, -9.1510998 54.1115329, -9.1515514 54.1112547)",,Plunkett Road,,
1235508349,False,2,L1124,tertiary,50,False,36.156,"LINESTRING (-9.1521175 54.1109249, -9.1517227 54.1111533)",,Plunkett Road,,
1235508349,False,2,L1124,tertiary,50,True,6.049,"LINESTRING (-9.1521175 54.1109249, -9.1521822 54.1108859)",,Plunkett Road,,
24436285,False,2,,residential,50,False,95.12400000000001,"LINESTRING (-9.1521175 54.1109249, -9.152995 54.1115104, -9.153031 54.1115344, -9.1530976 54.111555)",,,,
24436285,False,2,,residential,50,True,95.12400000000001,"LINESTRING (-9.1530976 54.111555, -9.153031 54.1115344, -9.152995 54.1115104, -9.1521175 54.1109249)",,,,
24436286,False,,,residential,,False,184.902,"LINESTRING (-9.1530976 54.111555, -9.1536133 54.1109908, -9.1538898 54.1107692, -9.1541845 54.1105959, -9.1544684 54.1104681, -9.1548083 54.1103626, -9.1549066 54.1103261)",,,,
1241667309,False,2,,residential,50,False,92.89099999999999,"LINESTRING (-9.1530976 54.111555, -9.1529413 54.1117345, -9.1524829 54.1122611, -9.1524498 54.1122991)",,,,
80183622,False,2,R294,secondary,50,False,32.402,"LINESTRING (-9.1522233 54.1122376, -9.1517818 54.1121037)",,Abbey Street,,
139016739,True,1,R294,secondary,50,False,16.271,"LINESTRING (-9.1522233 54.1122376, -9.1523693 54.1122773, -9.1524498 54.1122991)",,Abbey Street,,
"[374875750, 139016742, 152219304, 374875751, 80183626]",True,2,N59,primary,50,False,69.852,"LINESTRING (-9.1524945 54.1123322, -9.1525269 54.1123408, -9.1525619 54.112351, -9.1533789 54.1125887, -9.1534241 54.1126018, -9.1534529 54.1126129)",yes,"['Upper Bridge', 'Abbey Street']",,
152219305,True,1,N59,primary,50,False,8.521,"LINESTRING (-9.1500744 54.1148031, -9.1499818 54.114749)",,,,
948267787,False,2,N59,primary,50,True,16.963,"LINESTRING (-9.1500744 54.1148031, -9.1502696 54.114904)",,Pearse Street,,
287825134,False,,,residential,,True,122.382,"LINESTRING (-9.1500744 54.1148031, -9.1500154 54.1148363, -9.1492063 54.1153129, -9.1488986 54.1154924, -9.1487514 54.115584)",,Bachelors Walk,,
80183630,True,,R294,secondary,50,False,16.846,"LINESTRING (-9.1534529 54.1126129, -9.1536894 54.112674)",,Bridge Street,,
139016741,True,1,N59,primary,50,False,17.225,"LINESTRING (-9.1534529 54.1126129, -9.1534711 54.1126422, -9.1534681 54.112695, -9.1534085 54.1127567)",,Emmet Street,,
24436289,False,,,unclassified,50,False,121.873,"LINESTRING (-9.1500437 54.1166279, -9.1490881 54.11757)",,Castle Street,,
24436289,False,,,unclassified,50,True,160.477,"LINESTRING (-9.1500437 54.1166279, -9.1505548 54.1161294, -9.1507944 54.1158897, -9.1511167 54.1156635, -9.1514253 54.115438)",,Castle Street,,
24436291,False,,,residential,50,False,261.71700000000004,"LINESTRING (-9.1500437 54.1166279, -9.1501094 54.1166469, -9.1504991 54.1168242, -9.1506069 54.1168514, -9.1507365 54.1168545, -9.1508406 54.116833, -9.1509095 54.1167992, -9.1509589 54.1167522, -9.1512201 54.1164686, -9.1512644 54.1164231, -9.151357 54.11633, -9.151497 54.11623, -9.1516013 54.1162033, -9.1517448 54.1161931, -9.1518883 54.1162072, -9.152119 54.11625, -9.1522423 54.1162701, -9.1523295 54.116278, -9.1524287 54.1162804, -9.1526 54.11626, -9.1528458 54.116212, -9.1532531 54.1160763)",,Brook Street,,
24436289,False,,,unclassified,50,True,3.72,"LINESTRING (-9.1490566 54.1175979, -9.1490881 54.11757)",,Castle Street,,
"[24436290, 287825134]",False,,,residential,,False,307.351,"LINESTRING (-9.1490566 54.1175979, -9.148423 54.1174775, -9.1470069 54.1172084, -9.1468982 54.1171872, -9.1468734 54.1171824, -9.14692 54.1171079, -9.1470238 54.1169862, -9.1472653 54.116754, -9.147384 54.1166497, -9.1481106 54.1160636, -9.1481437 54.1160372, -9.148193 54.115998)",,"['Arbuckle Row', 'Bachelors Walk']",,
24357415,False,2,N59,primary,50,False,77.86499999999998,"LINESTRING (-9.1532531 54.1160763, -9.1533871 54.1162108, -9.153473 54.1163004, -9.1535534 54.1163632, -9.1536393 54.1164309, -9.1537245 54.1164882, -9.1537305 54.1164922, -9.1538525 54.1165669, -9.1538967 54.1165893, -9.1539772 54.1166261)",,Humbert Street,,
24357415,False,2,N59,primary,50,True,103.58000000000001,"LINESTRING (-9.1532531 54.1160763, -9.1527223 54.1154373, -9.1525212 54.1152506)",,Humbert Street,,
24436291,False,,,residential,50,True,261.7169999999999,"LINESTRING (-9.1532531 54.1160763, -9.1528458 54.116212, -9.1526 54.11626, -9.1524287 54.1162804, -9.1523295 54.116278, -9.1522423 54.1162701, -9.152119 54.11625, -9.1518883 54.1162072, -9.1517448 54.1161931, -9.1516013 54.1162033, -9.151497 54.11623, -9.151357 54.11633, -9.1512644 54.1164231, -9.1512201 54.1164686, -9.1509589 54.1167522, -9.1509095 54.1167992, -9.1508406 54.116833, -9.1507365 54.1168545, -9.1506069 54.1168514, -9.1504991 54.1168242, -9.1501094 54.1166469, -9.1500437 54.1166279)",,Brook Street,,
24357415,False,2,N59,primary,50,True,77.865,"LINESTRING (-9.1539772 54.1166261, -9.1538967 54.1165893, -9.1538525 54.1165669, -9.1537305 54.1164922, -9.1537245 54.1164882, -9.1536393 54.1164309, -9.1535534 54.1163632, -9.153473 54.1163004, -9.1533871 54.1162108, -9.1532531 54.1160763)",,Humbert Street,,
31059174,False,2,N59,primary,50,False,15.094000000000001,"LINESTRING (-9.1539772 54.1166261, -9.154038 54.116643, -9.1541873 54.1166832)",,Circular Road,,
"[80183651, 24439703]",False,,,tertiary,50,True,286.52299999999997,"LINESTRING (-9.1539772 54.1166261, -9.1547596 54.1158403, -9.1552408 54.1154322, -9.1557591 54.1149879, -9.1560764 54.1147098, -9.1563865 54.1144736)",,Market Street,,
437726123,False,,L1130,residential,50,False,49.438,"LINESTRING (-9.1539772 54.1166261, -9.1538664 54.116736, -9.1538436 54.1167803, -9.1538449 54.116833, -9.1539989 54.1170314)",,Bohernasup,,
437726122,True,,L1130,residential,50,False,120.702,"LINESTRING (-9.1539989 54.1170314, -9.1541272 54.1171155, -9.1544169 54.1175345, -9.1546462 54.1179173, -9.1546395 54.1180321)",,Bohernasup,,
437726123,False,,L1130,residential,50,True,49.437999999999995,"LINESTRING (-9.1539989 54.1170314, -9.1538449 54.116833, -9.1538436 54.1167803, -9.1538664 54.116736, -9.1539772 54.1166261)",,Bohernasup,,
24436294,False,,,tertiary,50,False,144.594,"LINESTRING (-9.1595661 54.1112561, -9.1594716 54.1112457, -9.1592774 54.1112334, -9.1591768 54.1112293, -9.1591177 54.1112443, -9.1590637 54.111258, -9.1588905 54.1113046, -9.1587606 54.1113226, -9.1585609 54.1113333, -9.1583639 54.1113186, -9.1581991 54.1112924, -9.1580036 54.1112457, -9.1577815 54.1111548, -9.1575396 54.111026)",,James Road,,
"[879055300, 23843183]",False,2,N26,trunk,50,True,196.54999999999998,"LINESTRING (-9.1595661 54.1112561, -9.1595108 54.1114217, -9.1593501 54.1119026, -9.1593043 54.1120991, -9.1591278 54.1128552, -9.1590937 54.1130012)",,Kevin Barry Street,yes,
24436295,True,,,tertiary,,False,84.879,"LINESTRING (-9.1575396 54.111026, -9.1565718 54.1115367)",,Hill Street,,
24436294,False,,,tertiary,50,True,144.594,"LINESTRING (-9.1575396 54.111026, -9.1577815 54.1111548, -9.1580036 54.1112457, -9.1581991 54.1112924, -9.1583639 54.1113186, -9.1585609 54.1113333, -9.1587606 54.1113226, -9.1588905 54.1113046, -9.1590637 54.111258, -9.1591177 54.1112443, -9.1591768 54.1112293, -9.1592774 54.1112334, -9.1594716 54.1112457, -9.1595661 54.1112561)",,James Road,,
230393784,False,,,tertiary,50,False,58.256,"LINESTRING (-9.1575396 54.111026, -9.1570239 54.1107438, -9.1568666 54.1106832)",,Water Lane,,
230393784,False,,,tertiary,50,True,58.256,"LINESTRING (-9.1568666 54.1106832, -9.1570239 54.1107438, -9.1575396 54.111026)",,Water Lane,,
24357394,False,,R294,secondary,50,True,57.766,"LINESTRING (-9.1545229 54.1130356, -9.154852 54.1132236, -9.155135 54.1134108)",,Tolan Street,,
80183654,False,,R294,secondary,50,False,45.593999999999994,"LINESTRING (-9.1545229 54.1130356, -9.1542174 54.1128834, -9.1539955 54.1127663)",,Tolan Street,,
80183660,False,,,tertiary,,False,86.99000000000001,"LINESTRING (-9.1545229 54.1130356, -9.1547825 54.1128201, -9.1552926 54.1123965)",,Hill Street,,
"[24436299, 374539446, 374539447]",True,1,,tertiary,50,False,302.357,"LINESTRING (-9.1539955 54.1127663, -9.1541827 54.1125736, -9.1547229 54.1120174, -9.1550858 54.1116761, -9.1553287 54.1114817, -9.1556067 54.1112881, -9.1558161 54.1111521, -9.1561026 54.110986, -9.1565321 54.110795, -9.1568666 54.1106832)",,Barret Street,,
80183654,False,,R294,secondary,50,True,45.593999999999994,"LINESTRING (-9.1539955 54.1127663, -9.1542174 54.1128834, -9.1545229 54.1130356)",,Tolan Street,,
139016740,False,2,R294,secondary,50,False,22.438000000000002,"LINESTRING (-9.1539955 54.1127663, -9.1538357 54.1127174, -9.1536894 54.112674)",,Bridge Street,,
24570190,True,,,tertiary,50,False,61.934,"LINESTRING (-9.1552926 54.1123965, -9.1559465 54.1126665, -9.1559749 54.112676, -9.1560186 54.1126879, -9.1560847 54.1127004)",,Casement Street,,
80183660,False,,,tertiary,,True,86.99000000000001,"LINESTRING (-9.1552926 54.1123965, -9.1547825 54.1128201, -9.1545229 54.1130356)",,Hill Street,,
80183629,True,,R294,secondary,50,False,20.884,"LINESTRING (-9.1536894 54.112674, -9.1535776 54.1126897, -9.1535041 54.1127108, -9.1534085 54.1127567)",,,,
139016740,False,2,R294,secondary,50,True,22.438000000000002,"LINESTRING (-9.1536894 54.112674, -9.1538357 54.1127174, -9.1539955 54.1127663)",,Bridge Street,,
306469857,True,2,N59,primary,50,False,300.673,"LINESTRING (-9.1534085 54.1127567, -9.152771 54.1131353, -9.1522004 54.1134743, -9.1507146 54.1143996, -9.1506465 54.1144418, -9.1502795 54.1146692, -9.1502162 54.1147084)",,Emmet Street,,
80183639,True,1,N59,primary,50,False,16.507,"LINESTRING (-9.1502162 54.1147084, -9.1501373 54.1147379, -9.1500636 54.1147523, -9.1499818 54.114749)",,,,
80183655,True,1,N59,primary,50,False,22.622,"LINESTRING (-9.1502162 54.1147084, -9.150202 54.1147773, -9.1502123 54.1148266, -9.1502696 54.114904)",,,,
80183645,True,1,N59,primary,50,False,30.955,"LINESTRING (-9.1490845 54.1144027, -9.1494346 54.1142146)",,,,
132578785,True,2,N59,primary,50,False,10.276,"LINESTRING (-9.1494346 54.1142146, -9.1495595 54.1141582)",,Cathedral Road,,
80183647,True,1,R294,secondary,50,False,16.422,"LINESTRING (-9.1522771 54.1123815, -9.1522566 54.1123023, -9.1522233 54.1122376)",,Abbey Street,,
1077506555,True,1,N59,primary,50,False,15.495999999999999,"LINESTRING (-9.1522771 54.1123815, -9.1523868 54.112342, -9.1524945 54.1123322)",,Cathedral Road,,
948267787,False,2,N59,primary,50,False,16.963,"LINESTRING (-9.1502696 54.114904, -9.1500744 54.1148031)",,Pearse Street,,
863277741,False,2,N59,primary,50,True,96.351,"LINESTRING (-9.1502696 54.114904, -9.1503266 54.1149309, -9.1504553 54.1149962, -9.1509915 54.1152702, -9.1511268 54.1153421, -9.1512725 54.1153951, -9.1514253 54.115438)",,Pearse Street,,
1235508349,False,2,L1124,tertiary,50,False,6.049,"LINESTRING (-9.1521822 54.1108859, -9.1521175 54.1109249)",,Plunkett Road,,
119685189,False,,,residential,30,False,100.475,"LINESTRING (-9.1510051 54.1109391, -9.1498158 54.1103643)",,Amana Estate,,
119685188,False,,,residential,30,False,118.05300000000003,"LINESTRING (-9.1510051 54.1109391, -9.1508587 54.1109492, -9.1505147 54.1108313, -9.150385 54.110791, -9.1502756 54.1107574, -9.1501027 54.1106993, -9.1499372 54.11066, -9.1498464 54.110627, -9.1497601 54.1105765, -9.1497318 54.1105304, -9.1497386 54.1104852, -9.1497505 54.1104197, -9.1498158 54.1103643)",,Amana Estate,,
119685189,False,,,residential,30,True,49.996,"LINESTRING (-9.1510051 54.1109391, -9.1515514 54.1112547)",,Amana Estate,,
119685189,False,,,residential,30,True,50.059000000000005,"LINESTRING (-9.1493896 54.1100579, -9.1493221 54.1101059, -9.1498158 54.1103643)",,Amana Estate,,
119685189,False,,,residential,30,True,100.475,"LINESTRING (-9.1498158 54.1103643, -9.1510051 54.1109391)",,Amana Estate,,
119685188,False,,,residential,30,True,118.05300000000001,"LINESTRING (-9.1498158 54.1103643, -9.1497505 54.1104197, -9.1497386 54.1104852, -9.1497318 54.1105304, -9.1497601 54.1105765, -9.1498464 54.110627, -9.1499372 54.11066, -9.1501027 54.1106993, -9.1502756 54.1107574, -9.150385 54.110791, -9.1505147 54.1108313, -9.1508587 54.1109492, -9.1510051 54.1109391)",,Amana Estate,,
119685189,False,,,residential,30,False,50.059000000000005,"LINESTRING (-9.1498158 54.1103643, -9.1493221 54.1101059, -9.1493896 54.1100579)",,Amana Estate,,
119685189,False,,,residential,30,False,49.996,"LINESTRING (-9.1515514 54.1112547, -9.1510051 54.1109391)",,Amana Estate,,
374539463,False,2,,tertiary,50,True,15.869,"LINESTRING (-9.1515514 54.1112547, -9.1517227 54.1111533)",,Plunkett Road,,
"[374539465, 374539463]",False,2,,tertiary,50,False,77.624,"LINESTRING (-9.1515514 54.1112547, -9.1510998 54.1115329, -9.151036 54.1115722, -9.150815 54.1117974)",,Plunkett Road,,
122866253,False,,,unclassified,,False,87.929,"LINESTRING (-9.1523808 54.1142015, -9.1534172 54.1147077)",,Walsh Street,,
80183652,False,,R928,secondary,50,False,26.666,"LINESTRING (-9.1534172 54.1147077, -9.1536834 54.1145256)",,Pearse Street,,
122866253,False,,,unclassified,,True,87.929,"LINESTRING (-9.1534172 54.1147077, -9.1523808 54.1142015)",,Walsh Street,,
"[23843259, 80183652]",False,,R928,secondary,50,True,84.02399999999999,"LINESTRING (-9.1534172 54.1147077, -9.1533028 54.1147834, -9.1529587 54.1149826, -9.152765 54.1150948, -9.1525212 54.1152506)",,Pearse Street,,
374539463,False,2,,tertiary,50,False,15.869,"LINESTRING (-9.1517227 54.1111533, -9.1515514 54.1112547)",,Plunkett Road,,
1235508349,False,2,L1124,tertiary,50,True,36.156,"LINESTRING (-9.1517227 54.1111533, -9.1521175 54.1109249)",,Plunkett Road,,
"[122886793, 374539461]",False,,,residential,,False,126.04899999999999,"LINESTRING (-9.1517227 54.1111533, -9.1517975 54.1111914, -9.1519882 54.1113351, -9.1520593 54.1113887, -9.1522679 54.1115479, -9.1520238 54.1118444, -9.1517818 54.1121037)",,,,
80183622,False,2,R294,secondary,50,True,32.402,"LINESTRING (-9.1517818 54.1121037, -9.1522233 54.1122376)",,Abbey Street,,
80183622,False,2,R294,secondary,50,False,71.64699999999999,"LINESTRING (-9.1517818 54.1121037, -9.1514673 54.1119977, -9.1513879 54.1119733, -9.150815 54.1117974)",,Abbey Street,,
"[122886793, 374539461]",False,,,residential,,True,126.04899999999999,"LINESTRING (-9.1517818 54.1121037, -9.1520238 54.1118444, -9.1522679 54.1115479, -9.1520593 54.1113887, -9.1519882 54.1113351, -9.1517975 54.1111914, -9.1517227 54.1111533)",,,,
31059174,False,2,N59,primary,50,False,64.282,"LINESTRING (-9.1569071 54.1170124, -9.1572077 54.1170143, -9.1575117 54.1170082, -9.1577409 54.1169912, -9.1578902 54.1169802)",,Circular Road,,
31059174,False,2,N59,primary,50,True,90.264,"LINESTRING (-9.1569071 54.1170124, -9.1559264 54.1170004, -9.1557278 54.1169911, -9.155588 54.1169796, -9.1555255 54.1169726)",,Circular Road,,
122886790,False,,L6130,residential,30,True,33.222,"LINESTRING (-9.1569071 54.1170124, -9.1569082 54.1171386, -9.1569811 54.1173058)",,Marian Crescent,,
122886790,False,,L6130,residential,30,False,33.222,"LINESTRING (-9.1569811 54.1173058, -9.1569082 54.1171386, -9.1569071 54.1170124)",,Marian Crescent,,
122886790,False,,L6130,residential,30,True,98.48,"LINESTRING (-9.1569811 54.1173058, -9.1574016 54.1175273, -9.1578769 54.1177397, -9.1582248 54.1177355)",,Marian Crescent,,
"[146845253, 1266295021, 1266295022]",False,,,residential,,False,41.949999999999996,"LINESTRING (-9.1569811 54.1173058, -9.1568507 54.1173397, -9.1567411 54.1173647, -9.156579 54.1174017, -9.1564007 54.1174661)",,,,building_passage
122886789,False,,L11208,residential,30,True,33.306999999999995,"LINESTRING (-9.1505139 54.117321, -9.1504273 54.117419, -9.1503929 54.1174648, -9.1503684 54.1175171, -9.1503442 54.1176008)",,Castle Court,,
24436289,False,,,unclassified,50,False,3.72,"LINESTRING (-9.1490881 54.11757, -9.1490566 54.1175979)",,Castle Street,,
24436289,False,,,unclassified,50,True,121.873,"LINESTRING (-9.1490881 54.11757, -9.1500437 54.1166279)",,Castle Street,,
122886788,False,,L11208,residential,30,False,58.994,"LINESTRING (-9.1490881 54.11757, -9.1499287 54.1177668)",,Castle Court,,
122886785,False,,L11208,residential,30,True,31.551,"LINESTRING (-9.1522953 54.1175879, -9.1521062 54.1178491)",,Castle Court,,
122886788,False,,L11208,residential,30,False,99.067,"LINESTRING (-9.1503442 54.1176008, -9.1504484 54.1175799, -9.1505526 54.1175904, -9.1506619 54.1176112, -9.1518114 54.1177899)",,Castle Court,,
122886788,False,,L11208,residential,30,True,35.829,"LINESTRING (-9.1503442 54.1176008, -9.1502713 54.1176424, -9.150214 54.1176997, -9.1501255 54.117757, -9.1500422 54.1177726, -9.1499536 54.1177726, -9.1499287 54.1177668)",,Castle Court,,
122886789,False,,L11208,residential,30,False,33.307,"LINESTRING (-9.1503442 54.1176008, -9.1503684 54.1175171, -9.1503929 54.1174648, -9.1504273 54.117419, -9.1505139 54.117321)",,Castle Court,,
122886790,False,,L6130,residential,30,False,16.081,"LINESTRING (-9.1584715 54.1177327, -9.1582248 54.1177355)",,Marian Crescent,,
23843285,False,2,R314,secondary,50,False,58.891000000000005,"LINESTRING (-9.1584715 54.1177327, -9.1586923 54.1180522, -9.1588119 54.1182233)",,Killala Road,,
23843285,False,2,R314,secondary,50,True,91.859,"LINESTRING (-9.1584715 54.1177327, -9.1583883 54.1176258, -9.1579622 54.1170653, -9.1578902 54.1169802)",,Killala Road,,
122886788,False,,L11208,residential,30,True,58.994,"LINESTRING (-9.1499287 54.1177668, -9.1490881 54.11757)",,Castle Court,,
122886788,False,,L11208,residential,30,False,35.829,"LINESTRING (-9.1499287 54.1177668, -9.1499536 54.1177726, -9.1500422 54.1177726, -9.1501255 54.117757, -9.150214 54.1176997, -9.1502713 54.1176424, -9.1503442 54.1176008)",,Castle Court,,
122886788,False,,L11208,residential,30,True,131.63500000000002,"LINESTRING (-9.1499287 54.1177668, -9.1500316 54.1179131, -9.1501231 54.1179834, -9.150213 54.1180553, -9.1503046 54.1181158, -9.1503781 54.1181485, -9.151553 54.1183335)",,Castle Court,,
122886784,False,,,residential,30,False,14.007,"LINESTRING (-9.1518114 54.1177899, -9.1517613 54.1179124)",,Castle Court,,
122886788,False,,L11208,residential,30,False,20.34,"LINESTRING (-9.1518114 54.1177899, -9.1519015 54.1178039, -9.1519849 54.1178247, -9.1521062 54.1178491)",,Castle Court,,
122886788,False,,L11208,residential,30,True,99.067,"LINESTRING (-9.1518114 54.1177899, -9.1506619 54.1176112, -9.1505526 54.1175904, -9.1504484 54.1175799, -9.1503442 54.1176008)",,Castle Court,,
122886785,False,,L11208,residential,30,False,31.551,"LINESTRING (-9.1521062 54.1178491, -9.1522953 54.1175879)",,Castle Court,,
122886788,False,,L11208,residential,30,False,58.803,"LINESTRING (-9.1521062 54.1178491, -9.1517505 54.1183351)",,Castle Court,,
122886788,False,,L11208,residential,30,True,20.34,"LINESTRING (-9.1521062 54.1178491, -9.1519849 54.1178247, -9.1519015 54.1178039, -9.1518114 54.1177899)",,Castle Court,,
122886784,False,,,residential,30,True,14.007,"LINESTRING (-9.1517613 54.1179124, -9.1518114 54.1177899)",,Castle Court,,
24436293,False,,L1130,residential,50,True,2.924,"LINESTRING (-9.1546529 54.1180572, -9.1546395 54.1180321)",,Bohernasup,,
122886792,False,,L11301,residential,30,False,148.603,"LINESTRING (-9.1546529 54.1180572, -9.1545499 54.118077, -9.1536553 54.1182406, -9.1535354 54.1182494, -9.1532805 54.118249, -9.1531131 54.1182531, -9.1529817 54.1182802, -9.1527961 54.118297, -9.1526147 54.1183012, -9.1524333 54.1182886)",,,,
122886786,False,,,residential,30,True,20.616,"LINESTRING (-9.1516274 54.1181533, -9.151553 54.1183335)",,Castle Court,,
122886792,False,,L11301,residential,30,True,148.603,"LINESTRING (-9.1524333 54.1182886, -9.1526147 54.1183012, -9.1527961 54.118297, -9.1529817 54.1182802, -9.1531131 54.1182531, -9.1532805 54.118249, -9.1535354 54.1182494, -9.1536553 54.1182406, -9.1545499 54.118077, -9.1546529 54.1180572)",,,,
122886786,False,,,residential,30,False,20.616,"LINESTRING (-9.151553 54.1183335, -9.1516274 54.1181533)",,Castle Court,,
122886788,False,,L11208,residential,30,False,131.63500000000002,"LINESTRING (-9.151553 54.1183335, -9.1503781 54.1181485, -9.1503046 54.1181158, -9.150213 54.1180553, -9.1501231 54.1179834, -9.1500316 54.1179131, -9.1499287 54.1177668)",,Castle Court,,
122886788,False,,L11208,residential,30,True,13.189,"LINESTRING (-9.151553 54.1183335, -9.1515925 54.1183397, -9.1516562 54.118343, -9.1516984 54.1183456, -9.1517505 54.1183351)",,Castle Court,,
122886787,False,,L11208,residential,30,True,28.132,"LINESTRING (-9.1517505 54.1183351, -9.1516055 54.1185734)",,Castle Court,,
