osmid,highway,maxspeed,oneway,reversed,length,lanes,geometry
200665344,unclassified,80,False,True,24.815,,"LINESTRING (-6.6058907 52.4581207, -6.605846 52.4583422)"
200668642,tertiary,80,False,False,25.402,2,"LINESTRING (-6.6058907 52.4581207, -6.6061505 52.4582854)"
200668642,tertiary,80,False,True,174.17000000000002,2,"LINESTRING (-6.6058907 52.4581207, -6.6058682 52.4580944, -6.6058283 52.4580338, -6.6057068 52.4577566, -6.6055529 52.4575063, -6.6053504 52.4572719, -6.6048664 52.4566901)"
200668642,tertiary,80,False,False,174.17,2,"LINESTRING (-6.6048664 52.4566901, -6.6053504 52.4572719, -6.6055529 52.4575063, -6.6057068 52.4577566, -6.6058283 52.4580338, -6.6058682 52.4580944, -6.6058907 52.4581207)"
35022816,unclassified,80,False,False,21.577,,"LINESTRING (-6.605846 52.4583422, -6.6061505 52.4582854)"
200665344,unclassified,80,False,False,24.815,,"LINESTRING (-6.605846 52.4583422, -6.6058907 52.4581207)"
35022816,unclassified,80,False,True,21.577,,"LINESTRING (-6.6061505 52.4582854, -6.605846 52.4583422)"
200668642,tertiary,80,False,True,25.402,2,"LINESTRING (-6.6061505 52.4582854, -6.6058907 52.4581207)"
200668642,tertiary,80,False,False,761.8050000000001,2,"LINESTRING (-6.6061505 52.4582854, -6.6064925 52.4584687, -6.6068256 52.4585731, -6.6072369 52.4586371, -6.6076067 52.4587209, -6.6077772 52.4587648, -6.607955 52.4588058, -6.6081951 52.4588614, -6.6084665 52.4589697, -6.6087432 52.4590739, -6.6089624 52.4592567, -6.6094783 52.4598969, -6.6098254 52.4604057, -6.6102523 52.4609715, -6.6107589 52.4615631, -6.6110262 52.461929, -6.6115469 52.4623548, -6.611833 52.4624634, -6.6121567 52.4625005, -6.6123959 52.4624634, -6.6129728 52.4623205, -6.6133031 52.4622528, -6.6136198 52.462184)"
200668642,tertiary,80,False,True,761.8050000000001,2,"LINESTRING (-6.6136198 52.462184, -6.6133031 52.4622528, -6.6129728 52.4623205, -6.6123959 52.4624634, -6.6121567 52.4625005, -6.611833 52.4624634, -6.6115469 52.4623548, -6.6110262 52.461929, -6.6107589 52.4615631, -6.6102523 52.4609715, -6.6098254 52.4604057, -6.6094783 52.4598969, -6.6089624 52.4592567, -6.6087432 52.4590739, -6.6084665 52.4589697, -6.6081951 52.4588614, -6.607955 52.4588058, -6.6077772 52.4587648, -6.6076067 52.4587209, -6.6072369 52.4586371, -6.6068256 52.4585731, -6.6064925 52.4584687, -6.6061505 52.4582854)"
