osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,lanes,name,bridge,tunnel
27651864,True,R416,secondary,50,False,52.025999999999996,"LINESTRING (-6.7937635 53.1821403, -6.7940537 53.1823162, -6.7944119 53.1823667)",,,,
88748239,False,R445,secondary,50,False,53.649,"LINESTRING (-6.7937635 53.1821403, -6.7938408 53.1823973, -6.7938152 53.1826181)",2,Athgarvan Road,,
88748239,False,R445,secondary,50,True,520.1490000000001,"LINESTRING (-6.7937635 53.1821403, -6.7936841 53.1820105, -6.7934266 53.1813008, -6.7934034 53.1812177, -6.7933836 53.1811427, -6.7932356 53.1806297, -6.7929345 53.1795116, -6.7929082 53.1792566, -6.7929381 53.1790875, -6.792982 53.1789941, -6.7930994 53.1788708, -6.7932404 53.1787712, -6.7934207 53.1786731, -6.7940707 53.1783193, -6.7943104 53.1781777, -6.7946956 53.1779407)",2,Athgarvan Road,,
"[25976577, 27681138, 25976578]",False,R445,secondary,50,False,123.374,"LINESTRING (-6.7938152 53.1826181, -6.7936085 53.1826373, -6.79354 53.1826461, -6.7926825 53.1827899, -6.7925958 53.182819, -6.7920872 53.1829891)",2,Saint Conleth's Bridge,yes,
27681140,False,R416,secondary,50,True,48.652,"LINESTRING (-6.7938152 53.1826181, -6.7939703 53.1825629, -6.7944119 53.1823667)",,Main Street,,
"[82318275, 30099047]",False,,tertiary,50,True,92.84899999999999,"LINESTRING (-6.7938152 53.1826181, -6.7937626 53.1828574, -6.7937726 53.1831295, -6.7938202 53.1834497)",,"['Sexs Road', 'Rickardstown']",,
88748239,False,R445,secondary,50,True,53.649,"LINESTRING (-6.7938152 53.1826181, -6.7938408 53.1823973, -6.7937635 53.1821403)",2,Athgarvan Road,,
88748239,False,R445,secondary,50,False,15.226,"LINESTRING (-6.7951164 53.1777468, -6.7949415 53.1778349)",2,Athgarvan Road,,
377951202,False,R416,secondary,50,True,38.008,"LINESTRING (-6.7951164 53.1777468, -6.7948547 53.1774431)",2,Athgarvan Road,,
23500971,False,R445,secondary,50,True,64.986,"LINESTRING (-6.7951164 53.1777468, -6.7954928 53.1775367, -6.7957974 53.1773295)",2,Athgarvan Road,,
23500912,False,R416,secondary,50,False,97.323,"LINESTRING (-6.7982851 53.1801685, -6.7993523 53.180766)",,Charlotte Street,,
112216753,False,L4079,tertiary,50,True,93.79400000000001,"LINESTRING (-6.7982851 53.1801685, -6.7984623 53.1800475, -6.7987986 53.1798085, -6.7991492 53.1795041)",,Edward Street,,
"[27681140, 891267067, 891267068]",False,R416,secondary,50,False,169.93099999999998,"LINESTRING (-6.7982851 53.1801685, -6.7978913 53.1804078, -6.7977733 53.1804771, -6.7976039 53.1805766, -6.797217 53.1808039, -6.7971222 53.1808588, -6.7964724 53.1812433)",,Main Street,,
23500912,False,R416,secondary,50,True,28.891,"LINESTRING (-6.8003626 53.1812579, -6.8000214 53.1810976)",,Charlotte Street,,
38716007,False,R416,secondary,50,False,5.983,"LINESTRING (-6.8003626 53.1812579, -6.8004412 53.1812839)",,Station Road,,
39700079,False,,residential,,False,290.776,"LINESTRING (-6.8003626 53.1812579, -6.8000921 53.1814749, -6.7995882 53.1817828, -6.7993227 53.1819765, -6.7987775 53.182478, -6.7985511 53.1827064, -6.7982851 53.1829645, -6.7978515 53.1833854)",,College Park,,
27681140,False,R416,secondary,50,True,4.497,"LINESTRING (-6.7944119 53.1823667, -6.7944623 53.1823398)",,Main Street,,
27681140,False,R416,secondary,50,False,48.652,"LINESTRING (-6.7944119 53.1823667, -6.7939703 53.1825629, -6.7938152 53.1826181)",,Main Street,,
27681140,False,R416,secondary,50,True,17.753,"LINESTRING (-6.7961727 53.1814162, -6.7963599 53.1813026)",,Main Street,,
49809188,False,,unclassified,,False,84.426,"LINESTRING (-6.7961727 53.1814162, -6.7969903 53.1819962)",,Anne Street,,
27681140,False,R416,secondary,50,False,73.61500000000001,"LINESTRING (-6.7961727 53.1814162, -6.7961123 53.1814492, -6.7956069 53.1817253, -6.7953563 53.1818622)",,Main Street,,
112216753,False,L4079,tertiary,50,True,67.546,"LINESTRING (-6.7991492 53.1795041, -6.7997453 53.1790128)",,Edward Street,,
112216753,False,L4079,tertiary,50,False,93.794,"LINESTRING (-6.7991492 53.1795041, -6.7987986 53.1798085, -6.7984623 53.1800475, -6.7982851 53.1801685)",,Edward Street,,
23500971,False,R445,secondary,50,False,64.986,"LINESTRING (-6.7957974 53.1773295, -6.7954928 53.1775367, -6.7951164 53.1777468)",2,Athgarvan Road,,
27681136,True,L70419,tertiary,50,False,330.236,"LINESTRING (-6.7957974 53.1773295, -6.7960226 53.1774651, -6.7963329 53.1776734, -6.7974892 53.1784461, -6.797521 53.1784613, -6.7985043 53.1791459, -6.7988155 53.179376, -6.7991492 53.1795041)",,Cutlery Road,,
88748239,False,R445,secondary,50,True,20.173,"LINESTRING (-6.7946956 53.1779407, -6.7949415 53.1778349)",2,Athgarvan Road,,
27681141,True,R416,secondary,50,False,57.015,"LINESTRING (-6.7946956 53.1779407, -6.7948141 53.1777511, -6.7948581 53.1775988, -6.7948547 53.1774431)",1,,,
88748239,False,R445,secondary,50,False,520.149,"LINESTRING (-6.7946956 53.1779407, -6.7943104 53.1781777, -6.7940707 53.1783193, -6.7934207 53.1786731, -6.7932404 53.1787712, -6.7930994 53.1788708, -6.792982 53.1789941, -6.7929381 53.1790875, -6.7929082 53.1792566, -6.7929345 53.1795116, -6.7932356 53.1806297, -6.7933836 53.1811427, -6.7934034 53.1812177, -6.7934266 53.1813008, -6.7936841 53.1820105, -6.7937635 53.1821403)",2,Athgarvan Road,,
377951202,False,R416,secondary,50,False,38.008,"LINESTRING (-6.7948547 53.1774431, -6.7951164 53.1777468)",2,Athgarvan Road,,
"[27652072, 377951203]",False,R416,secondary,50,True,163.58100000000002,"LINESTRING (-6.7948547 53.1774431, -6.7943862 53.1769144, -6.7942038 53.1765498, -6.7941413 53.1764249, -6.7939636 53.1760795)",2,Athgarvan Road,,
82318275,False,,tertiary,50,True,38.932,"LINESTRING (-6.7938202 53.1834497, -6.7938981 53.1837967)",,Sexs Road,,
38283643,False,,tertiary,50,False,84.28999999999999,"LINESTRING (-6.7938202 53.1834497, -6.7943646 53.18341, -6.7945093 53.1833879, -6.7950523 53.1832896)",,Eyre Street,,
"[82318275, 30099047]",False,,tertiary,50,False,92.849,"LINESTRING (-6.7938202 53.1834497, -6.7937726 53.1831295, -6.7937626 53.1828574, -6.7938152 53.1826181)",,"['Sexs Road', 'Rickardstown']",,
57731430,False,,unclassified,,False,31.369,"LINESTRING (-6.7950523 53.1832896, -6.7949369 53.1830161)",,Francis Street,,
38283643,False,,tertiary,50,False,76.868,"LINESTRING (-6.7950523 53.1832896, -6.7955784 53.1831336, -6.7960562 53.1829511)",,Eyre Street,,
38283643,False,,tertiary,50,True,84.28999999999999,"LINESTRING (-6.7950523 53.1832896, -6.7945093 53.1833879, -6.7943646 53.18341, -6.7938202 53.1834497)",,Eyre Street,,
38283643,False,,tertiary,50,False,33.091,"LINESTRING (-6.797277 53.182191, -6.7975878 53.1819589)",,Eyre Street,,
38283643,False,,tertiary,50,True,76.019,"LINESTRING (-6.797277 53.182191, -6.7965117 53.182698)",,Eyre Street,,
49809188,False,,unclassified,,True,28.882,"LINESTRING (-6.797277 53.182191, -6.7969903 53.1819962)",,Anne Street,,
81769054,False,,unclassified,,False,50.77,"LINESTRING (-6.797277 53.182191, -6.7978279 53.1825064)",,Powerscourt,,
38283643,False,,tertiary,50,True,33.091,"LINESTRING (-6.7975878 53.1819589, -6.797277 53.182191)",,Eyre Street,,
38283643,False,,tertiary,50,False,115.57199999999999,"LINESTRING (-6.7975878 53.1819589, -6.798057 53.1816288, -6.7980809 53.1816134, -6.7981135 53.1815925, -6.7982486 53.1815057, -6.798258 53.1814995, -6.798429 53.1813849, -6.7987378 53.1811811)",,Eyre Street,,
27681140,False,R416,secondary,50,False,43.949,"LINESTRING (-6.7953163 53.1818859, -6.7948222 53.1821477)",,Main Street,,
27681140,False,R416,secondary,50,True,3.748,"LINESTRING (-6.7953163 53.1818859, -6.7953563 53.1818622)",,Main Street,,
38716003,True,,unclassified,,False,78.597,"LINESTRING (-6.7953163 53.1818859, -6.7960948 53.1824169)",,John Street,,
27681140,False,R416,secondary,50,True,43.949,"LINESTRING (-6.7948222 53.1821477, -6.7953163 53.1818859)",,Main Street,,
27681140,False,R416,secondary,50,False,32.116,"LINESTRING (-6.7948222 53.1821477, -6.7945706 53.182282, -6.7944623 53.1823398)",,Main Street,,
"[680628920, 680628922, 38716013]",False,,unclassified,,False,32.931999999999995,"LINESTRING (-6.7948222 53.1821477, -6.7948915 53.1822017, -6.7950978 53.1823625, -6.7951234 53.1823825)",,,,building_passage
27681140,False,R416,secondary,50,False,9.984,"LINESTRING (-6.7964724 53.1812433, -6.7963599 53.1813026)",,Main Street,,
38716006,True,,unclassified,,False,108.886,"LINESTRING (-6.7964724 53.1812433, -6.7975878 53.1819589)",,Robert Street,,
"[891267067, 27681140, 891267068]",False,R416,secondary,50,True,169.93099999999998,"LINESTRING (-6.7964724 53.1812433, -6.7971222 53.1808588, -6.797217 53.1808039, -6.7976039 53.1805766, -6.7977733 53.1804771, -6.7978913 53.1804078, -6.7982851 53.1801685)",,Main Street,,
38283643,False,,tertiary,50,False,61.703,"LINESTRING (-6.7987378 53.1811811, -6.7993523 53.180766)",,Eyre Street,,
81756696,False,,unclassified,,False,53.794,"LINESTRING (-6.7987378 53.1811811, -6.7981791 53.1808319)",,Eyre Court,,
38283643,False,,tertiary,50,True,115.57199999999999,"LINESTRING (-6.7987378 53.1811811, -6.798429 53.1813849, -6.798258 53.1814995, -6.7982486 53.1815057, -6.7981135 53.1815925, -6.7980809 53.1816134, -6.798057 53.1816288, -6.7975878 53.1819589)",,Eyre Street,,
23500912,False,R416,secondary,50,True,97.323,"LINESTRING (-6.7993523 53.180766, -6.7982851 53.1801685)",,Charlotte Street,,
38283643,False,,tertiary,50,True,61.703,"LINESTRING (-6.7993523 53.180766, -6.7987378 53.1811811)",,Eyre Street,,
38716009,False,,tertiary,50,False,54.186,"LINESTRING (-6.7993523 53.180766, -6.7999104 53.1804116)",,Henry Street,,
23500912,False,R416,secondary,50,False,57.873000000000005,"LINESTRING (-6.7993523 53.180766, -6.7995958 53.1808897, -6.7997715 53.1809796, -6.7998735 53.1810252, -6.8000214 53.1810976)",,Charlotte Street,,
38716009,False,,tertiary,50,False,51.208,"LINESTRING (-6.801013 53.1796323, -6.8004323 53.1793307)",,Henry Street,,
38716009,False,,tertiary,50,True,115.131,"LINESTRING (-6.801013 53.1796323, -6.8010094 53.1796889, -6.8009744 53.1797248, -6.8005737 53.1799802, -6.7999104 53.1804116)",,Henry Street,,
39367195,False,L70691,residential,50,False,32.796,"LINESTRING (-6.801013 53.1796323, -6.8010928 53.1796232, -6.8013814 53.1794479)",2,Páirc Mhuire,,
38716009,False,,tertiary,50,True,57.841,"LINESTRING (-6.7997453 53.1790128, -6.8004323 53.1793307)",,Henry Street,,
112216753,False,L4079,tertiary,50,False,67.546,"LINESTRING (-6.7997453 53.1790128, -6.7991492 53.1795041)",,Edward Street,,
"[112216753, 28928602]",False,L4079,tertiary,50,True,410.589,"LINESTRING (-6.7997453 53.1790128, -6.800065 53.1787832, -6.8002567 53.1786331, -6.8004414 53.1784915, -6.8008471 53.1781806, -6.8009345 53.1781136, -6.8012554 53.1778677, -6.8013537 53.1777924, -6.8019391 53.1773437, -6.8023847 53.1770021, -6.8025914 53.1768437, -6.8031164 53.1764292, -6.8033748 53.1762433, -6.80355 53.1761089)",2,"['Moorefield Road', 'Edward Street']",,
