osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,geometry,junction
9532442,2,R178,secondary,50,False,False,13.23,,"LINESTRING (-6.9688707 53.9158903, -6.9689783 53.915991)",
24874292,2,R178,secondary,50,False,True,148.481,Barrack Street,"LINESTRING (-6.9688707 53.9158903, -6.9692488 53.9156056, -6.969398 53.9154933, -6.9701715 53.9149111, -6.9702363 53.9148623, -6.9702677 53.9148386)",
886298874,2,L3529,tertiary,50,False,False,211.28899999999996,Market Square,"LINESTRING (-6.9688707 53.9158903, -6.9687848 53.9158635, -6.9686273 53.9157847, -6.9683154 53.9156456, -6.9682116 53.9156313, -6.967994 53.9156034, -6.9677626 53.9155043, -6.9674108 53.9153434, -6.9668479 53.9150877, -6.9668263 53.9150779, -6.9666975 53.9150289, -6.9664535 53.9149362, -6.9662 53.9148551)",
24874294,2,R178,secondary,50,False,False,35.441,Virginia Road,"LINESTRING (-6.9705593 53.9145701, -6.9702677 53.9148386)",
24874294,2,R178,secondary,50,False,True,103.31700000000001,Virginia Road,"LINESTRING (-6.9705593 53.9145701, -6.9708508 53.9143143, -6.9713599 53.9138675, -6.9714384 53.9137986)",
886264940,2,R191,secondary,50,False,True,12.097999999999999,Kells Road,"LINESTRING (-6.9705593 53.9145701, -6.970483 53.9145373, -6.97046 53.9144859)",
9533270,1,L3553,residential,50,True,False,93.855,Anne Street,"LINESTRING (-6.9708896 53.9168744, -6.971234 53.9166261, -6.9714208 53.9164914, -6.971761 53.9162461, -6.9717962 53.9162207)",
9533975,2,R165,secondary,50,False,False,103.93,Main Street,"LINESTRING (-6.9708896 53.9168744, -6.9710483 53.9169472, -6.9712706 53.9170492, -6.9715151 53.9171614, -6.9716863 53.9172399, -6.9716954 53.9172442, -6.9721356 53.9174532)",
24874295,2,R165,secondary,50,False,True,159.113,Main Street,"LINESTRING (-6.9708896 53.9168744, -6.9704192 53.916657, -6.9702008 53.9165561, -6.9700915 53.9165056, -6.9697004 53.9163248, -6.9695687 53.9162639, -6.9692555 53.9161191, -6.9689783 53.915991)",
9533269,2,L3553,residential,50,False,True,50.127,Anne Street,"LINESTRING (-6.9717962 53.9162207, -6.9722811 53.9158719)",
9550901,2,L7618,residential,50,False,True,90.077,New Road,"LINESTRING (-6.9717962 53.9162207, -6.9728405 53.9167479)",
24874294,2,R178,secondary,50,False,True,35.441,Virginia Road,"LINESTRING (-6.9702677 53.9148386, -6.9705593 53.9145701)",
9532444,2,,residential,50,False,False,174.89600000000002,Henry Street,"LINESTRING (-6.9702677 53.9148386, -6.9709485 53.915188, -6.9722811 53.9158719)",
24874292,2,R178,secondary,50,False,False,148.481,Barrack Street,"LINESTRING (-6.9702677 53.9148386, -6.9702363 53.9148623, -6.9701715 53.9149111, -6.969398 53.9154933, -6.9692488 53.9156056, -6.9688707 53.9158903)",
9533269,2,L3553,residential,50,False,False,50.127,Anne Street,"LINESTRING (-6.9722811 53.9158719, -6.9717962 53.9162207)",
1240797552,2,L3553,residential,50,False,True,25.154,,"LINESTRING (-6.9722811 53.9158719, -6.9725108 53.9156906)",
9532444,2,,residential,50,False,True,174.89600000000002,Henry Street,"LINESTRING (-6.9722811 53.9158719, -6.9709485 53.915188, -6.9702677 53.9148386)",
886264940,2,R191,secondary,50,False,False,12.097999999999999,Kells Road,"LINESTRING (-6.97046 53.9144859, -6.970483 53.9145373, -6.9705593 53.9145701)",
1192032963,,,residential,,False,False,64.905,,"LINESTRING (-6.97046 53.9144859, -6.9702432 53.9144841, -6.9702758 53.9140285)",
"[383194025, 886276998]",2,L3553,residential,50,False,False,65.721,Chapel Road,"LINESTRING (-6.9773359 53.9130491, -6.977174 53.913052, -6.9769304 53.9131384, -6.9768315 53.9131878, -6.9766646 53.9132712, -6.9765056 53.9133507)",
9550901,2,L7618,residential,50,False,False,95.824,New Road,"LINESTRING (-6.9738359 53.9173625, -6.9738039 53.9172825, -6.9737431 53.9172488, -6.9728405 53.9167479)",
"[383195050, 24874157]",2,R165,secondary,50,False,True,145.143,Church Street,"LINESTRING (-6.9738359 53.9173625, -6.9737597 53.9173781, -6.9736136 53.9174182, -6.9734186 53.9175217, -6.973265 53.9176608, -6.9730946 53.9177841, -6.973026 53.9178026, -6.9729511 53.9178019, -6.9727547 53.917736, -6.9726139 53.9176638, -6.9721356 53.9174532)",
383195051,2,R165,secondary,50,False,True,105.19899999999998,Cavan Road,"LINESTRING (-6.9738359 53.9173625, -6.9739715 53.917363, -6.9741438 53.9173946, -6.9745434 53.9174927, -6.9745903 53.9175042, -6.9747261 53.9175383, -6.9748892 53.9175793, -6.9753322 53.9176906)",
264366980,,,residential,,False,True,89.346,Hillside View,"LINESTRING (-6.976164 53.9178928, -6.9761414 53.9180187, -6.9766 53.918123, -6.9771362 53.9182361, -6.9771687 53.9181878)",
383195051,2,R165,secondary,50,False,False,58.977000000000004,Cavan Road,"LINESTRING (-6.976164 53.9178928, -6.9760569 53.9178695, -6.9757227 53.9177969, -6.9755575 53.9177519, -6.9753322 53.9176906)",
"[383195051, 24872324]",2,R165,secondary,50,False,True,92.328,Cavan Road,"LINESTRING (-6.976164 53.9178928, -6.9765837 53.9179439, -6.976744 53.917977, -6.9769179 53.9180129, -6.9772165 53.9180947, -6.9774708 53.918186)",
9532442,2,R178,secondary,50,False,True,13.23,,"LINESTRING (-6.9689783 53.915991, -6.9688707 53.9158903)",
"[9536636, 383195054]",2,R165,secondary,50,False,False,182.397,Thomas Street,"LINESTRING (-6.9689783 53.915991, -6.968561 53.9162976, -6.9682989 53.9164901, -6.968203 53.9165605, -6.9679655 53.9167363, -6.9679091 53.916767, -6.967766 53.9168207, -6.9675969 53.9168731, -6.9674512 53.9169156, -6.967353 53.9169442, -6.9669468 53.9170644)",
24874295,2,R165,secondary,50,False,False,159.113,Main Street,"LINESTRING (-6.9689783 53.915991, -6.9692555 53.9161191, -6.9695687 53.9162639, -6.9697004 53.9163248, -6.9700915 53.9165056, -6.9702008 53.9165561, -6.9704192 53.916657, -6.9708896 53.9168744)",
