osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,junction,tunnel
312035969,2,R446,secondary,50,False,False,76.231,"LINESTRING (-7.7191705 53.3950659, -7.7189416 53.3950191, -7.7187621 53.3949988, -7.7186371 53.3949919, -7.7185283 53.3949964, -7.7182978 53.3950187, -7.7180442 53.3950432)",,,
"[312035968, 312035969]",2,R446,secondary,50,False,True,178.99599999999998,"LINESTRING (-7.7191705 53.3950659, -7.7192494 53.3950831, -7.7193167 53.3951014, -7.7194059 53.3951257, -7.7196414 53.3951897, -7.7197296 53.3952137, -7.7198798 53.3952546, -7.7199276 53.3952676, -7.7200992 53.3953143, -7.7202893 53.3953687, -7.720498 53.3954254, -7.7205113 53.3954297, -7.7206415 53.3954644, -7.7206928 53.3954788, -7.7208298 53.3955173, -7.7210027 53.3955631, -7.7216229 53.3957383)",Main Street,,
312035967,2,R446,secondary,50,False,False,3.561,"LINESTRING (-7.7275936 53.3963909, -7.72754 53.3963888)",,,
829452082,2,R446,secondary,50,False,True,36.304,"LINESTRING (-7.7275936 53.3963909, -7.7281404 53.3963738)",Athlone Road,,
155458025,1,,residential,50,True,False,8.212,"LINESTRING (-7.7231774 53.3978294, -7.7231907 53.3978155, -7.7232055 53.3978074, -7.7232298 53.3978005, -7.7232528 53.3977989, -7.7232791 53.3978022)",,roundabout,
155458348,2,,residential,50,False,True,60.5,"LINESTRING (-7.7231774 53.3978294, -7.7231125 53.3978155, -7.7229865 53.3977868, -7.7227638 53.3977708, -7.722627 53.397782, -7.72245 53.3977947, -7.722283 53.3978056)",Saint Patrick's Villas,,
175267592,,,residential,,False,True,90.507,"LINESTRING (-7.7234754 53.3988227, -7.7233943 53.3988254, -7.7229051 53.3988416, -7.7225337 53.3988601, -7.7221165 53.3988949)",Cois na hAbhainn,,
"[312035970, 312035971]",2,,residential,50,False,False,105.38600000000001,"LINESTRING (-7.7234754 53.3988227, -7.7234127 53.3984095, -7.7233595 53.3980074, -7.723319 53.3979291, -7.7232894 53.3978849)",Station Road,,
"[312035971, 155458028]",2,,residential,50,False,True,56.455999999999996,"LINESTRING (-7.7234754 53.3988227, -7.7235372 53.3991343, -7.7235434 53.3991659, -7.7235613 53.3992561, -7.7235754 53.3993269)",Station Road,,
155458025,1,,residential,50,True,False,11.389999999999999,"LINESTRING (-7.7232791 53.3978022, -7.7232938 53.3978069, -7.723313 53.3978181, -7.7233246 53.3978322, -7.7233275 53.3978481, -7.7233231 53.3978606, -7.7233098 53.3978745, -7.7232894 53.3978849)",,roundabout,
"[1083552882, 312035972, 155458343]",2,,residential,50,False,False,196.905,"LINESTRING (-7.7232791 53.3978022, -7.7232977 53.3977437, -7.7232819 53.3975289, -7.7231353 53.3966149, -7.7231021 53.3962336, -7.7231155 53.3961789, -7.7231363 53.3960938, -7.7231497 53.3960394)",Station Road,,
"[312035971, 155458028]",2,,residential,50,False,False,56.456,"LINESTRING (-7.7235754 53.3993269, -7.7235613 53.3992561, -7.7235434 53.3991659, -7.7235372 53.3991343, -7.7234754 53.3988227)",Station Road,,
