osmid,highway,oneway,reversed,length,bridge,geometry,tunnel
129344857,tertiary,False,False,12.932,,"LINESTRING (135.6170904 34.3278312, 135.617091 34.3279475)",
"[129339609, 109850443]",tertiary,False,True,59.587999999999994,yes,"LINESTRING (135.6170904 34.3278312, 135.6171268 34.3276177, 135.6172078 34.3273431, 135.617223 34.3273076)",
109850443,tertiary,False,False,188.472,,"LINESTRING (135.6172684 34.3234674, 135.6173097 34.3236635, 135.6175135 34.3241451, 135.6177742 34.324631, 135.6179135 34.3249187, 135.6179492 34.3250601)",
109850443,tertiary,False,True,100.55199999999999,,"LINESTRING (135.6172684 34.3234674, 135.6172684 34.3232095, 135.61732 34.3229581, 135.6173252 34.3227044, 135.6173001 34.3225683)",
129340470,unclassified,False,True,61.397000000000006,,"LINESTRING (135.6172684 34.3234674, 135.617539 34.323442, 135.617716 34.323435, 135.617932 34.323465)",
109850443,tertiary,False,False,75.36,,"LINESTRING (135.6170774 34.321577, 135.6170749 34.3217134, 135.6170903 34.3219372, 135.6171058 34.3220033, 135.6171954 34.3222419)",
109850443,tertiary,False,True,26.762,,"LINESTRING (135.6170774 34.321577, 135.6171291 34.3214044, 135.6171498 34.3213439)",
129340965,unclassified,False,True,62.982,,"LINESTRING (135.6170774 34.321577, 135.61744 34.321629, 135.617571 34.321681, 135.617682 34.32179)",
"[129339552, 129340681, 129336090]","['unclassified', 'tertiary']",False,"[False, True]",188.049,,"LINESTRING (135.6169132 34.3284562, 135.6169946 34.3285473, 135.6170087 34.3287009, 135.6170165 34.3288564, 135.6170103 34.3289871, 135.6170092 34.3291118, 135.6169942 34.3295158, 135.617092 34.329899, 135.617142 34.330112)",
129338053,unclassified,False,False,135.78500000000003,,"LINESTRING (135.6169132 34.3284562, 135.6170702 34.3284873, 135.6173058 34.3284987, 135.618378 34.3286139)",
129344857,tertiary,False,False,102.107,,"LINESTRING (135.6169132 34.3284562, 135.6167961 34.3285373, 135.6166206 34.3285995, 135.6164258 34.3286092, 135.616261 34.3285794, 135.6161047 34.3285177, 135.6159197 34.3284034)",
129344857,tertiary,False,True,59.29,,"LINESTRING (135.6169132 34.3284562, 135.6169974 34.3283157, 135.6170465 34.3281537, 135.617091 34.3279475)",
109850443,tertiary,False,False,26.762,,"LINESTRING (135.6171498 34.3213439, 135.6171291 34.3214044, 135.6170774 34.321577)",
589904875,residential,False,True,8.669,,"LINESTRING (135.6200336 34.3213992, 135.6199498 34.3213633)",
129344986,unclassified,False,False,196.529,,"LINESTRING (135.6200336 34.3213992, 135.621039 34.321496, 135.621145 34.321518, 135.621339 34.321661, 135.62148 34.321721, 135.621605 34.321712, 135.621896 34.321588, 135.622039 34.32156)",
129345005,unclassified,False,True,174.13,,"LINESTRING (135.6200336 34.3213992, 135.620399 34.321604, 135.620535 34.321749, 135.620735 34.3219, 135.620872 34.321969, 135.621145 34.322003, 135.621464 34.321993, 135.621669 34.322007)",
129340799,unclassified,False,False,37.574,,"LINESTRING (135.622039 34.32156, 135.622049 34.321668, 135.622012 34.321805, 135.621945 34.321875)",
129344986,unclassified,False,True,196.529,,"LINESTRING (135.622039 34.32156, 135.621896 34.321588, 135.621605 34.321712, 135.62148 34.321721, 135.621339 34.321661, 135.621145 34.321518, 135.621039 34.321496, 135.6200336 34.3213992)",
129339676,unclassified,False,False,90.267,,"LINESTRING (135.617682 34.32179, 135.618102 34.321912, 135.618632 34.321987)",
129340965,unclassified,False,False,62.982,,"LINESTRING (135.617682 34.32179, 135.617571 34.321681, 135.61744 34.321629, 135.6170774 34.321577)",
129342894,unclassified,False,True,94.075,,"LINESTRING (135.617682 34.32179, 135.617772 34.321912, 135.617827 34.322032, 135.617925 34.322314, 135.617945 34.322595)",
"[129340474, 129338668]",unclassified,False,"[False, True]",39.642,,"LINESTRING (135.622349 34.32181, 135.622186 34.321885, 135.622096 34.321894, 135.622029 34.321895, 135.621945 34.321875)",
