osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,bridge,maxspeed
58209117,residential,False,False,157.595,"LINESTRING (139.8175084 35.6743628, 139.8173486 35.6757322, 139.8173443 35.6757738)",,,,,
743631282,residential,True,False,298.381,"LINESTRING (139.8175084 35.6743628, 139.8188552 35.6745141, 139.8191616 35.6745523, 139.8192112 35.6745585, 139.8190668 35.6757959, 139.8190618 35.6758391)",,,,,
190552057,secondary,True,False,121.298,"LINESTRING (139.8190543 35.6759153, 139.8203963 35.6759548)",2,475,葛西橋通り,,
746533321,tertiary,False,True,133.312,"LINESTRING (139.819637 35.6721776, 139.8196363 35.6709787)",,,,,
58209119,unclassified,True,False,182.629,"LINESTRING (139.819637 35.6721776, 139.8195424 35.6721743, 139.8194344 35.6721704, 139.8192282 35.6721523, 139.8190934 35.6721647, 139.818905 35.6721579, 139.8188581 35.672139, 139.8186056 35.67213, 139.8185664 35.6721458, 139.8182857 35.6721358, 139.8182203 35.6721163, 139.817993 35.6721082, 139.817932 35.6721232, 139.8176999 35.6721149, 139.8176374 35.6721027)",,,,,
746533321,tertiary,False,False,241.818,"LINESTRING (139.819637 35.6721776, 139.8196367 35.6722334, 139.8196257 35.6742877, 139.8196254 35.6743523)",,,,,
58209110,tertiary,False,True,9.994,"LINESTRING (139.8161281 35.6739222, 139.8162375 35.6739356)",,,,,
"[1057050905, 1057050903, 744266431]",secondary,True,False,29.339000000000002,"LINESTRING (139.8161281 35.6739222, 139.8161257 35.6739482, 139.8161062 35.6741579, 139.8161036 35.6741853)",,465,四ツ目通り,yes,
136506336,residential,False,False,8.705,"LINESTRING (139.8161036 35.6741853, 139.816199 35.6741964)",,,,,
58209112,unclassified,True,False,393.228,"LINESTRING (139.8161036 35.6741853, 139.8160031 35.6741722, 139.8141573 35.6739396, 139.8129283 35.6737831, 139.8119028 35.673667, 139.8117996 35.6736553)",,,,,
1057050905,secondary,True,False,170.56,"LINESTRING (139.8161036 35.6741853, 139.8160918 35.6743292, 139.8160375 35.6748442, 139.8159562 35.6756161, 139.8159459 35.6757138)",,465,四ツ目通り,,
58209110,tertiary,False,False,309.515,"LINESTRING (139.8196254 35.6743523, 139.8195311 35.6743407, 139.8163333 35.6739459, 139.8162375 35.6739356)",,,,,
58209110,tertiary,False,True,203.812,"LINESTRING (139.8196254 35.6743523, 139.82023 35.674433, 139.8203335 35.6744695, 139.8204138 35.6745174, 139.8204764 35.6745934, 139.8205073 35.6746514, 139.8205073 35.6747001, 139.8204226 35.6756569)",,,,,
746533321,tertiary,False,True,241.818,"LINESTRING (139.8196254 35.6743523, 139.8196257 35.6742877, 139.8196367 35.6722334, 139.819637 35.6721776)",,,,,
1057050909,secondary,True,False,9.605,"LINESTRING (139.8160421 35.6758038, 139.8160506 35.6757177)",,465,四ツ目通り,,
190552057,secondary,True,False,272.366,"LINESTRING (139.8160421 35.6758038, 139.8161578 35.6758079, 139.8173408 35.6758497, 139.8189263 35.6759104, 139.8190543 35.6759153)",2,475,葛西橋通り,,
749869679,unclassified,False,False,7.316,"LINESTRING (139.8215895 35.6758584, 139.8215819 35.6757929)",,,,,30
31035836,tertiary,False,True,10.41,"LINESTRING (139.821935 35.6698329, 139.8219429 35.6697395)",,,,,
746533321,tertiary,False,True,10.998,"LINESTRING (139.8196421 35.6697414, 139.8196438 35.6696425)",,,,,
286703487,primary,True,False,117.69,"LINESTRING (139.8196421 35.6697414, 139.8197707 35.6697461, 139.8202719 35.6697642, 139.8208138 35.6697837, 139.8208602 35.6697854, 139.8209436 35.6697891)",2,10,永代通り,,
746533321,tertiary,False,False,137.582,"LINESTRING (139.8196421 35.6697414, 139.8196417 35.6698371, 139.8196363 35.6709787)",,,,,
115591852,unclassified,True,False,53.932,"LINESTRING (139.811575 35.6706507, 139.8117037 35.6706559, 139.812121 35.6706729, 139.8121713 35.6706749)",,,,,
115591857,residential,False,True,65.791,"LINESTRING (139.811575 35.6706507, 139.8115382 35.6702854, 139.8115156 35.670061)",,,,,
115591853,residential,True,False,53.949,"LINESTRING (139.8121122 35.6700831, 139.8115156 35.670061)",,,,,20
115591837,residential,False,False,73.03800000000001,"LINESTRING (139.8121122 35.6700831, 139.812054 35.6695001, 139.8120469 35.6694284)",,,,,
115591837,residential,False,True,66.02199999999999,"LINESTRING (139.8121122 35.6700831, 139.8121687 35.6706485, 139.8121713 35.6706749)",,,,,
228076698,tertiary,False,True,46.541000000000004,"LINESTRING (139.8114967 35.6723302, 139.8115059 35.6723715, 139.8115882 35.6727421)",2,,大門通り,,
58209119,unclassified,True,False,16.527,"LINESTRING (139.81402 35.6720741, 139.8139391 35.6720818, 139.8138383 35.6720915)",,,,,
115591848,residential,False,True,41.681,"LINESTRING (139.81402 35.6720741, 139.8140213 35.6720524, 139.8140425 35.6716997)",,,,,
115591851,residential,True,False,71.094,"LINESTRING (139.8115882 35.6727421, 139.8116435 35.672737, 139.8123703 35.6726705)",,,,,
228076698,tertiary,False,False,46.541000000000004,"LINESTRING (139.8115882 35.6727421, 139.8115059 35.6723715, 139.8114967 35.6723302)",2,,大門通り,,
228076698,tertiary,False,True,70.276,"LINESTRING (139.8115882 35.6727421, 139.8117058 35.6732468, 139.811734 35.6733629)",2,,大門通り,,
115591848,residential,False,False,25.116000000000003,"LINESTRING (139.8140654 35.6713185, 139.8140639 35.671343, 139.8140518 35.6715441)",,,,,
115591848,residential,False,True,62.31,"LINESTRING (139.8140654 35.6713185, 139.8140666 35.6712983, 139.8140969 35.6707934, 139.814099 35.6707588)",,,,,
115591850,residential,True,False,88.94,"LINESTRING (139.8140654 35.6713185, 139.8140232 35.6713167, 139.8130821 35.6712776)",,,,,
747094230,residential,True,False,132.799,"LINESTRING (139.8164572 35.6691488, 139.816351 35.6691445, 139.8149889 35.66909)",,,,,
747094231,residential,False,False,288.67100000000005,"LINESTRING (139.8164572 35.6691488, 139.8165508 35.6691516, 139.8195979 35.6692431, 139.8196506 35.6692447)",,,,,
1028619490,tertiary,False,True,40.146,"LINESTRING (139.8164572 35.6691488, 139.8164434 35.6694054, 139.8164378 35.6695095)",,,,,
115591848,residential,False,True,17.322,"LINESTRING (139.8140425 35.6716997, 139.8140518 35.6715441)",,,,,
115591848,residential,False,False,41.681,"LINESTRING (139.8140425 35.6716997, 139.8140213 35.6720524, 139.81402 35.6720741)",,,,,
115591849,residential,False,False,35.2,"LINESTRING (139.8131148 35.6707201, 139.8131013 35.6709498, 139.8130963 35.6710363)",,,,,
115591849,residential,False,True,67.049,"LINESTRING (139.8131148 35.6707201, 139.8131163 35.6706948, 139.8131329 35.6704111, 139.8131501 35.6701178)",,,,,
115591852,unclassified,True,False,89.01,"LINESTRING (139.8131148 35.6707201, 139.8140158 35.6707555, 139.814099 35.6707588)",,,,,
58209114,unclassified,False,False,107.42999999999999,"LINESTRING (139.8196864 35.668279, 139.8196828 35.6683776, 139.8196553 35.6691311, 139.8196531 35.66919, 139.8196506 35.6692447)",,,,,
58209119,unclassified,True,False,75.707,"LINESTRING (139.8123274 35.6722402, 139.8122787 35.6722437, 139.8115682 35.6723224, 139.8114967 35.6723302)",,,,,
115591837,residential,False,False,33.379,"LINESTRING (139.8123274 35.6722402, 139.8123253 35.6722189, 139.8122975 35.671941)",,,,,
115591837,residential,False,True,48.004000000000005,"LINESTRING (139.8123274 35.6722402, 139.8123297 35.6722634, 139.8123533 35.6724998, 139.8123703 35.6726705)",,,,,
"[168663976, 1255617397]",residential,False,False,39.913,"LINESTRING (139.8149889 35.66909, 139.8149862 35.6691339, 139.8149797 35.6692412, 139.8149739 35.6693375, 139.8149711 35.669384, 139.8149672 35.6694485)",,,,,
1255617399,residential,True,False,265.826,"LINESTRING (139.8149889 35.66909, 139.8133095 35.6690111, 139.8132577 35.6690088, 139.8120536 35.6689242)",,,,,
58209119,unclassified,True,False,72.437,"LINESTRING (139.814816 35.6719952, 139.8147197 35.6720048, 139.81402 35.6720741)",,,,,
154806084,residential,False,False,132.18,"LINESTRING (139.814816 35.6719952, 139.8148127 35.6720411, 139.8147308 35.6731819)",,,,,
154806084,residential,False,True,47.61,"LINESTRING (139.814816 35.6719952, 139.8148177 35.671965, 139.8148404 35.6715675)",,,,,
168663961,primary,True,False,53.989,"LINESTRING (139.8114498 35.6694075, 139.8120469 35.6694284)",2,10,永代通り,,
115591857,residential,False,False,38.323,"LINESTRING (139.8114498 35.6694075, 139.8114768 35.6696757, 139.8114844 35.669751)",,,,,
115591852,unclassified,True,False,39.935,"LINESTRING (139.8191946 35.6709637, 139.8195473 35.6709757, 139.8196363 35.6709787)",,,,,
115591853,residential,True,False,93.837,"LINESTRING (139.8131501 35.6701178, 139.8121122 35.6700831)",,,,,20
115591849,residential,False,False,67.049,"LINESTRING (139.8131501 35.6701178, 139.8131329 35.6704111, 139.8131163 35.6706948, 139.8131148 35.6707201)",,,,,
115591849,residential,False,True,72.00200000000001,"LINESTRING (139.8131501 35.6701178, 139.8131833 35.6695513, 139.813188 35.669471)",,,,,
746533321,tertiary,False,False,133.312,"LINESTRING (139.8196363 35.6709787, 139.819637 35.6721776)",,,,,
746533321,tertiary,False,True,137.582,"LINESTRING (139.8196363 35.6709787, 139.8196417 35.6698371, 139.8196421 35.6697414)",,,,,
115591852,unclassified,True,False,129.882,"LINESTRING (139.8148814 35.6707974, 139.8149575 35.6708001, 139.816233 35.6708459, 139.8163177 35.6708506)",,,,,
154806084,residential,False,False,62.177,"LINESTRING (139.8148814 35.6707974, 139.8148793 35.6708388, 139.814853 35.6713561)",,,,,
154806084,residential,False,True,66.905,"LINESTRING (139.8148814 35.6707974, 139.8148839 35.6707511, 139.814906 35.6703487, 139.8149144 35.6701963)",,,,,
154806084,residential,False,True,25.64,"LINESTRING (139.8149144 35.6701963, 139.8149286 35.669966)",,,,,
115591853,residential,True,False,159.615,"LINESTRING (139.8149144 35.6701963, 139.8148686 35.6701944, 139.8145807 35.6701824, 139.8143507 35.6701728, 139.8140731 35.6701612, 139.8131501 35.6701178)",,,,,20
154806084,residential,False,False,66.905,"LINESTRING (139.8149144 35.6701963, 139.814906 35.6703487, 139.8148839 35.6707511, 139.8148814 35.6707974)",,,,,
115591849,residential,False,True,48.001,"LINESTRING (139.8130569 35.6717088, 139.8130821 35.6712776)",,,,,
115591849,residential,False,False,51.82,"LINESTRING (139.8130569 35.6717088, 139.813031 35.6721509, 139.8130296 35.6721743)",,,,,
115591856,residential,True,False,89.03699999999999,"LINESTRING (139.8130569 35.6717088, 139.8132854 35.6717067, 139.8140425 35.6716997)",,,,,
168663961,primary,True,False,103.189,"LINESTRING (139.8120469 35.6694284, 139.813188 35.669471)",2,10,永代通り,,
115591837,residential,False,True,73.03800000000001,"LINESTRING (139.8120469 35.6694284, 139.812054 35.6695001, 139.8121122 35.6700831)",,,,,
58209119,unclassified,True,False,63.852,"LINESTRING (139.8130296 35.6721743, 139.8123452 35.6722385, 139.8123274 35.6722402)",,,,,
115591849,residential,False,True,51.82,"LINESTRING (139.8130296 35.6721743, 139.813031 35.6721509, 139.8130569 35.6717088)",,,,,
228511424,unclassified,True,False,106.992,"LINESTRING (139.8135325 35.6736022, 139.8147036 35.6737463)",,,,,
154806077,residential,False,False,170.238,"LINESTRING (139.8135325 35.6736022, 139.8138342 35.6721116, 139.8138383 35.6720915)",,,,,
115591848,residential,False,False,62.31,"LINESTRING (139.814099 35.6707588, 139.8140969 35.6707934, 139.8140666 35.6712983, 139.8140654 35.6713185)",,,,,
115591852,unclassified,True,False,70.81,"LINESTRING (139.814099 35.6707588, 139.814302 35.6707662, 139.814806 35.6707937, 139.8148814 35.6707974)",,,,,
115591837,residential,False,False,52.99,"LINESTRING (139.8122752 35.6717173, 139.8122279 35.6712423)",,,,,
115591837,residential,False,True,24.956,"LINESTRING (139.8122752 35.6717173, 139.8122975 35.671941)",,,,,
115591856,residential,True,False,70.619,"LINESTRING (139.8122752 35.6717173, 139.8130569 35.6717088)",,,,,
154806084,residential,False,False,23.534,"LINESTRING (139.814853 35.6713561, 139.8148404 35.6715675)",,,,,
115591850,residential,True,False,71.268,"LINESTRING (139.814853 35.6713561, 139.8148051 35.6713538, 139.8140872 35.6713195, 139.8140654 35.6713185)",,,,,
154806084,residential,False,True,62.177,"LINESTRING (139.814853 35.6713561, 139.8148793 35.6708388, 139.8148814 35.6707974)",,,,,
115591837,residential,False,False,48.004,"LINESTRING (139.8123703 35.6726705, 139.8123533 35.6724998, 139.8123297 35.6722634, 139.8123274 35.6722402)",,,,,
115591837,residential,False,True,87.70700000000001,"LINESTRING (139.8123703 35.6726705, 139.812447 35.673426, 139.8124501 35.6734566)",,,,,
115591849,residential,False,False,48.001,"LINESTRING (139.8130821 35.6712776, 139.8130569 35.6717088)",,,,,
115591849,residential,False,True,26.862,"LINESTRING (139.8130821 35.6712776, 139.8130963 35.6710363)",,,,,
115591850,residential,True,False,77.262,"LINESTRING (139.8130821 35.6712776, 139.8122279 35.6712423)",,,,,
58209119,unclassified,True,False,73.629,"LINESTRING (139.8138383 35.6720915, 139.8130499 35.6721722, 139.8130296 35.6721743)",,,,,
154806077,residential,False,True,170.238,"LINESTRING (139.8138383 35.6720915, 139.8138342 35.6721116, 139.8135325 35.6736022)",,,,,
228511424,unclassified,True,False,99.104,"LINESTRING (139.8124501 35.6734566, 139.8135325 35.6736022)",,,,,
115591837,residential,False,False,87.70700000000001,"LINESTRING (139.8124501 35.6734566, 139.812447 35.673426, 139.8123703 35.6726705)",,,,,
168663986,residential,False,True,45.769000000000005,"LINESTRING (139.8120536 35.6689242, 139.812051 35.6692671, 139.8120505 35.6693358)",,,,,
115591837,residential,False,True,52.99,"LINESTRING (139.8122279 35.6712423, 139.8122752 35.6717173)",,,,,
115591837,residential,False,False,63.29900000000001,"LINESTRING (139.8122279 35.6712423, 139.8122075 35.6710381, 139.8121956 35.6709194, 139.8121747 35.6707093, 139.8121713 35.6706749)",,,,,
115591837,residential,False,False,66.02199999999999,"LINESTRING (139.8121713 35.6706749, 139.8121687 35.6706485, 139.8121122 35.6700831)",,,,,
115591837,residential,False,True,63.299,"LINESTRING (139.8121713 35.6706749, 139.8121747 35.6707093, 139.8121956 35.6709194, 139.8122075 35.6710381, 139.8122279 35.6712423)",,,,,
115591852,unclassified,True,False,85.37700000000001,"LINESTRING (139.8121713 35.6706749, 139.8130396 35.6707165, 139.8131148 35.6707201)",,,,,
115591849,residential,False,True,9.908,"LINESTRING (139.813188 35.669471, 139.8131932 35.669382)",,,,,
115591849,residential,False,False,72.00200000000001,"LINESTRING (139.813188 35.669471, 139.8131833 35.6695513, 139.8131501 35.6701178)",,,,,
168663961,primary,True,False,159.78,"LINESTRING (139.813188 35.669471, 139.8132352 35.6694729, 139.8139879 35.6695032, 139.8147338 35.6695333, 139.8149546 35.6695422)",2,10,永代通り,,
58209114,unclassified,False,False,44.238,"LINESTRING (139.8196506 35.6692447, 139.8196498 35.6692937, 139.8196452 35.6695589, 139.8196438 35.6696425)",,,,,
58209114,unclassified,False,True,107.42999999999999,"LINESTRING (139.8196506 35.6692447, 139.8196531 35.66919, 139.8196553 35.6691311, 139.8196828 35.6683776, 139.8196864 35.668279)",,,,,
747094231,residential,False,False,210.359,"LINESTRING (139.8196506 35.6692447, 139.8196996 35.6692464, 139.8202904 35.6692717, 139.8203316 35.6692639, 139.8203547 35.6692595, 139.8219143 35.6693311, 139.8219741 35.6693338)",,,,,
747094231,residential,False,True,288.67100000000005,"LINESTRING (139.8196506 35.6692447, 139.8195979 35.6692431, 139.8165508 35.6691516, 139.8164572 35.6691488)",,,,,
120588503,tertiary,False,True,44.237,"LINESTRING (139.8116807 35.676382, 139.8121695 35.6764067)",,,,,
120588461,residential,False,True,80.194,"LINESTRING (139.813735 35.6764702, 139.8136476 35.6771879)",,,,,
120588503,tertiary,False,False,25.508,"LINESTRING (139.813735 35.6764702, 139.813453 35.6764581)",,,,,
