osmid,lanes,highway,oneway,reversed,length,geometry,ref,name,maxspeed
478028865,2,tertiary,False,False,108.719,"LINESTRING (139.3322211 36.4017837, 139.3321563 36.4018597, 139.3315329 36.4025894)",,,
478028865,2,tertiary,False,True,109.228,"LINESTRING (139.3322211 36.4017837, 139.3322946 36.4017188, 139.3323403 36.4016761, 139.3326406 36.4014498, 139.3331007 36.4011035)",,,
667338941,2,primary,False,False,84.38499999999999,"LINESTRING (139.3322211 36.4017837, 139.332113 36.4017361, 139.3317486 36.4015709, 139.3314026 36.4014071)",68,桐生伊勢崎線,
667338941,2,primary,False,True,138.674,"LINESTRING (139.3322211 36.4017837, 139.3323501 36.4018566, 139.3324072 36.4018889, 139.332557 36.4019919, 139.3327061 36.4021162, 139.3328124 36.4022079, 139.3330943 36.4024834, 139.3332907 36.4026776)",68,桐生伊勢崎線,
"[42306320, 667338937]",2,tertiary,False,False,71.765,"LINESTRING (139.3345047 36.4044213, 139.3344138 36.4044992, 139.3343368 36.4045648, 139.3340493 36.4048337, 139.3339728 36.4049041)",,,
"[138279611, 667338941]",2,primary,False,False,69.934,"LINESTRING (139.3345047 36.4044213, 139.334448 36.4043384, 139.3343922 36.4042567, 139.3341353 36.4038671)",68,桐生伊勢崎線,
"[138279612, 674368454]","['2', '3']",primary,False,True,90.318,"LINESTRING (139.3345047 36.4044213, 139.3345706 36.4045049, 139.3346321 36.4045858, 139.3349438 36.4049831, 139.3350423 36.4051087)",68,桐生伊勢崎線,40
"[667338939, 211187948]",2,primary,False,False,91.109,"LINESTRING (139.3345047 36.4044213, 139.3345896 36.4043431, 139.3346618 36.4042811, 139.3351294 36.4038865, 139.3352017 36.4038242)",67,桐生岩舟線,40
42306461,,tertiary,False,False,7.616,"LINESTRING (139.3292106 36.4031848, 139.3292732 36.4032312)",,,
138241656,,unclassified,False,True,71.834,"LINESTRING (139.3292106 36.4031848, 139.3291552 36.403137, 139.3287622 36.4028335, 139.3286283 36.4027406)",,,
238216058,2,tertiary,True,False,72.226,"LINESTRING (139.3292106 36.4031848, 139.3291282 36.4033317, 139.3290545 36.4034604, 139.3289974 36.4035514, 139.3288703 36.4037737)",,,
42306461,,tertiary,False,False,34.910000000000004,"LINESTRING (139.3324236 36.4063044, 139.3324874 36.4063699, 139.3326672 36.4065496)",,,
42306461,,tertiary,False,True,55.813,"LINESTRING (139.3324236 36.4063044, 139.3323461 36.4062259, 139.3320355 36.4059115)",,,
