osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,maxspeed,tunnel
1015258494,きらりかま小通り,residential,False,True,62.900000000000006,"LINESTRING (140.0017543 35.7722783, 140.0019164 35.7726526, 140.0019238 35.7726725, 140.0019763 35.7728144)",,,,,
"[635921826, 635921827, 1007660261, 1007660262]","['新鎌ヶ谷橋', '新鎌ヶ谷南線']",tertiary,False,False,84.39200000000001,"LINESTRING (140.0003556 35.7773852, 140.0001854 35.7773815, 140.0000775 35.7773838, 139.9999068 35.7773819, 139.9996329 35.777379, 139.9994994 35.7773774, 139.9994203 35.7773757)","['2', '3']",43,yes,,
"[40836722, 1007660263]",新鎌ヶ谷南線,tertiary,False,True,120.16699999999999,"LINESTRING (140.0003556 35.7773852, 140.000518 35.7773871, 140.0011136 35.7773948, 140.0011504 35.7773953, 140.0015446 35.7774004, 140.0016875 35.7774017)",3,43,,,
40836722,新鎌ヶ谷南線,tertiary,False,False,6.484,"LINESTRING (140.0017593 35.7774043, 140.0016875 35.7774017)",3,43,,,
166318120,新鎌ヶ谷南線,unclassified,True,False,125.05,"LINESTRING (140.0017593 35.7774043, 140.0019398 35.7774346, 140.0021866 35.7774369, 140.0023053 35.7774384, 140.0023395 35.777455, 140.0023728 35.7774594, 140.0023978 35.7774519, 140.002414 35.7774343, 140.0024135 35.7774018, 140.0024057 35.7773906, 140.0023832 35.7773791, 140.0019388 35.7773794, 140.0017593 35.7774043)",,48,,,
"[1009125544, 1009125546]",国道464号,trunk,True,False,149.10899999999998,"LINESTRING (140.0017593 35.7774043, 140.0017456 35.7772809, 140.0017227 35.7771227, 140.0017041 35.7769948, 140.0016898 35.7768963, 140.0016734 35.7767829, 140.0015523 35.7761844, 140.001533 35.7760764)","['1', '2']",464,,40,
319527081,道野辺新鎌ヶ谷線,tertiary,False,False,232.603,"LINESTRING (139.9992699 35.7721734, 139.9992959 35.7722281, 139.9994211 35.7728022, 139.9994926 35.7732757, 139.9994997 35.7733153, 139.9995084 35.7733918, 139.9995263 35.773613, 139.9995313 35.7739884, 139.9995347 35.7742476)",2,54,,,
1032594855,国道464号,trunk,False,False,12.131,"LINESTRING (139.995867 35.7746715, 139.9959736 35.774605)",2,464,,40,
482045336,,residential,False,False,91.983,"LINESTRING (139.995867 35.7746715, 139.9961791 35.7749553, 139.9965211 35.7753056)",,,,,
40846108,,residential,False,False,144.99099999999999,"LINESTRING (140.0037837 35.7766776, 140.0028407 35.7768025, 140.0031653 35.777261)",,,,,
