osmid,highway,oneway,reversed,length,geometry,bridge,name,lanes,ref
178283388,unclassified,False,False,43.115,"LINESTRING (143.7391277 43.7207797, 143.7385964 43.7208336)",,,,
225249464,residential,False,False,346.2,"LINESTRING (143.7391277 43.7207797, 143.739938 43.72069, 143.740261 43.720678, 143.740664 43.720685, 143.740912 43.720698, 143.741154 43.720719, 143.741373 43.720745, 143.741627 43.72078, 143.741977 43.720844, 143.742472 43.720955, 143.743324 43.721185)",,,,
178283388,unclassified,False,True,43.115,"LINESTRING (143.7385964 43.7208336, 143.7391277 43.7207797)",,,,
178283388,unclassified,False,False,43.047,"LINESTRING (143.7385964 43.7208336, 143.7384044 43.7208737, 143.7380809 43.7209388)",,,,
"[466406932, 466406933, 225249479]",tertiary,False,True,171.98199999999997,"LINESTRING (143.7385964 43.7208336, 143.7386001 43.7208835, 143.7386501 43.7222972, 143.738653 43.7223797)",yes,叶橋,,
178283388,unclassified,False,True,43.047,"LINESTRING (143.7380809 43.7209388, 143.7384044 43.7208737, 143.7385964 43.7208336)",,,,
178283420,unclassified,False,False,35.743,"LINESTRING (143.7414622 43.7223699, 143.7413982 43.722688)",,,,
178283200,unclassified,False,False,110.632,"LINESTRING (143.7407841 43.7226432, 143.7406457 43.7236331)",,,,
178283274,unclassified,False,False,49.6,"LINESTRING (143.7407841 43.7226432, 143.7413982 43.722688)",,,,
"[178283416, 178283274]",unclassified,False,"[False, True]",162.185,"LINESTRING (143.7407841 43.7226432, 143.7401391 43.722601, 143.7400098 43.7235871)",,,,
178283274,unclassified,False,True,49.6,"LINESTRING (143.7413982 43.722688, 143.7407841 43.7226432)",,,,
178283420,unclassified,False,False,109.948,"LINESTRING (143.7413982 43.722688, 143.7412624 43.7236719)",,,,
178283420,unclassified,False,True,35.743,"LINESTRING (143.7413982 43.722688, 143.7414622 43.7223699)",,,,
225250004,residential,False,True,150.017,"LINESTRING (143.7368398 43.7227007, 143.738653 43.7223797)",,,,
178283378,unclassified,False,False,142.631,"LINESTRING (143.7368398 43.7227007, 143.7367698 43.7231121, 143.7366978 43.7232663, 143.7366017 43.7237941, 143.7366869 43.7239559)",,,,
178283270,unclassified,False,False,51.355,"LINESTRING (143.7400098 43.7235871, 143.7406457 43.7236331)",,,,
178283416,unclassified,False,False,49.62,"LINESTRING (143.7400098 43.7235871, 143.7399493 43.7240312)",,,,
"[178283416, 178283274]",unclassified,False,"[False, True]",162.185,"LINESTRING (143.7400098 43.7235871, 143.7401391 43.722601, 143.7407841 43.7226432)",,,,
178283200,unclassified,False,True,110.632,"LINESTRING (143.7406457 43.7236331, 143.7407841 43.7226432)",,,,
178283270,unclassified,False,False,49.745,"LINESTRING (143.7406457 43.7236331, 143.7412624 43.7236719)",,,,
178283270,unclassified,False,True,51.355,"LINESTRING (143.7406457 43.7236331, 143.7400098 43.7235871)",,,,
178283270,unclassified,False,True,49.745,"LINESTRING (143.7412624 43.7236719, 143.7406457 43.7236331)",,,,
178283420,unclassified,False,False,50.719,"LINESTRING (143.7412624 43.7236719, 143.7412091 43.7241264)",,,,
178283420,unclassified,False,True,109.948,"LINESTRING (143.7412624 43.7236719, 143.7413982 43.722688)",,,,
178283287,unclassified,False,True,105.753,"LINESTRING (143.7386402 43.7239338, 143.7399493 43.7240312)",,,,
225249479,tertiary,False,False,172.811,"LINESTRING (143.7386402 43.7239338, 143.738653 43.7223797)",,,,
225249479,tertiary,False,True,65.18100000000001,"LINESTRING (143.7386402 43.7239338, 143.7386087 43.7242367, 143.738589 43.7244265, 143.7385787 43.7245183)",,,,
178283178,unclassified,False,True,148.141,"LINESTRING (143.7366869 43.7239559, 143.7355782 43.723879, 143.7356358 43.7233533)",,,,
"[178283378, 178283370]",unclassified,False,"[False, True]",59.814,"LINESTRING (143.7366869 43.7239559, 143.7366363 43.7243874, 143.7364924 43.7243739)",,,,
178283378,unclassified,False,True,142.631,"LINESTRING (143.7366869 43.7239559, 143.7366017 43.7237941, 143.7366978 43.7232663, 143.7367698 43.7231121, 143.7368398 43.7227007)",,,,
178283287,unclassified,False,False,105.753,"LINESTRING (143.7399493 43.7240312, 143.7386402 43.7239338)",,,,
178283287,unclassified,False,True,101.787,"LINESTRING (143.7399493 43.7240312, 143.7412091 43.7241264)",,,,
178283416,unclassified,False,False,64.271,"LINESTRING (143.7399493 43.7240312, 143.739872 43.7246065)",,,,
178283416,unclassified,False,True,49.62,"LINESTRING (143.7399493 43.7240312, 143.7400098 43.7235871)",,,,
178283287,unclassified,False,False,101.787,"LINESTRING (143.7412091 43.7241264, 143.7399493 43.7240312)",,,,
178283420,unclassified,False,True,50.719,"LINESTRING (143.7412091 43.7241264, 143.7412624 43.7236719)",,,,
178283420,unclassified,False,False,63.249,"LINESTRING (143.7412091 43.7241264, 143.7411389 43.7246016, 143.7411256 43.724692)",,,,
178283210,unclassified,False,True,89.861,"LINESTRING (143.735731 43.7243249, 143.735625 43.7251294)",,,,
178283370,unclassified,False,False,61.427,"LINESTRING (143.735731 43.7243249, 143.7364924 43.7243739)",,,,
178283370,unclassified,False,True,61.427,"LINESTRING (143.7364924 43.7243739, 143.735731 43.7243249)",,,,
178283402,unclassified,False,True,89.269,"LINESTRING (143.7364924 43.7243739, 143.7364028 43.7251741)",,,,
"[178283370, 178283378]",unclassified,False,"[False, True]",59.814,"LINESTRING (143.7364924 43.7243739, 143.7366363 43.7243874, 143.7366869 43.7239559)",,,,
656885735,tertiary,False,False,104.388,"LINESTRING (143.7385787 43.7245183, 143.739872 43.7246065)",,,,
225249479,tertiary,False,False,65.18100000000001,"LINESTRING (143.7385787 43.7245183, 143.738589 43.7244265, 143.7386087 43.7242367, 143.7386402 43.7239338)",,,,
225249479,tertiary,False,True,153.713,"LINESTRING (143.7385787 43.7245183, 143.7384544 43.7258012, 143.7384451 43.7258973)",,,,
178283416,unclassified,False,True,64.271,"LINESTRING (143.739872 43.7246065, 143.7399493 43.7240312)",,,,
656885735,tertiary,False,True,104.388,"LINESTRING (143.739872 43.7246065, 143.7385787 43.7245183)",,,,
178283416,unclassified,False,False,219.832,"LINESTRING (143.739872 43.7246065, 143.7397047 43.7260007, 143.739634 43.726576)",,,,
656885735,tertiary,False,False,101.183,"LINESTRING (143.739872 43.7246065, 143.7410236 43.724685, 143.7411256 43.724692)",,,,
178283420,unclassified,False,False,152.928,"LINESTRING (143.7411256 43.724692, 143.7411157 43.7247703, 143.7409523 43.7260616)",,,,
178283420,unclassified,False,True,63.249,"LINESTRING (143.7411256 43.724692, 143.7411389 43.7246016, 143.7412091 43.7241264)",,,,
656885735,tertiary,False,False,238.512,"LINESTRING (143.7411256 43.724692, 143.7412497 43.7247, 143.7432033 43.7248267, 143.7440816 43.7248858)",,,,
656885735,tertiary,False,True,101.183,"LINESTRING (143.7411256 43.724692, 143.7410236 43.724685, 143.739872 43.7246065)",,,,
178283377,unclassified,False,True,148.848,"LINESTRING (143.7440816 43.7248858, 143.7439312 43.72622)",,,,
656885735,tertiary,False,True,238.512,"LINESTRING (143.7440816 43.7248858, 143.7432033 43.7248267, 143.7412497 43.7247, 143.7411256 43.724692)",,,,
178283210,unclassified,False,False,89.861,"LINESTRING (143.735625 43.7251294, 143.735731 43.7243249)",,,,
178283333,unclassified,False,False,62.699,"LINESTRING (143.735625 43.7251294, 143.7364028 43.7251741)",,,,
178283333,unclassified,False,True,62.699,"LINESTRING (143.7364028 43.7251741, 143.735625 43.7251294)",,,,
178283402,unclassified,False,False,89.269,"LINESTRING (143.7364028 43.7251741, 143.7364924 43.7243739)",,,,
178283402,unclassified,False,True,46.317,"LINESTRING (143.7364028 43.7251741, 143.7363473 43.7255887)",,,,
178283402,unclassified,False,False,46.317,"LINESTRING (143.7363473 43.7255887, 143.7364028 43.7251741)",,,,
178283402,unclassified,False,True,19.917,"LINESTRING (143.7363473 43.7255887, 143.7363284 43.7257673)",,,,
178283408,unclassified,False,False,89.94300000000001,"LINESTRING (143.7363473 43.7255887, 143.737196 43.7256345, 143.73718 43.725828)",,,,
178283402,unclassified,False,False,19.917,"LINESTRING (143.7363284 43.7257673, 143.7363473 43.7255887)",,,,
178283402,unclassified,False,True,69.238,"LINESTRING (143.7363284 43.7257673, 143.7362487 43.7263873)",,,,
178283408,unclassified,False,False,67.149,"LINESTRING (143.73718 43.725828, 143.7371277 43.7264307)",,,,
178283170,unclassified,False,False,101.949,"LINESTRING (143.73718 43.725828, 143.7378129 43.7258627, 143.7384451 43.7258973)",,,,
178283408,unclassified,False,True,89.94300000000001,"LINESTRING (143.73718 43.725828, 143.737196 43.7256345, 143.7363473 43.7255887)",,,,
225249479,tertiary,False,True,67.377,"LINESTRING (143.7384451 43.7258973, 143.7383782 43.7265013)",,,,
178283170,unclassified,False,True,101.949,"LINESTRING (143.7384451 43.7258973, 143.7378129 43.7258627, 143.73718 43.725828)",,,,
225249479,tertiary,False,False,153.713,"LINESTRING (143.7384451 43.7258973, 143.7384544 43.7258012, 143.7385787 43.7245183)",,,,
178283150,unclassified,False,True,240.018,"LINESTRING (143.7409523 43.7260616, 143.7439312 43.72622)",,,,
178283420,unclassified,False,False,31.29,"LINESTRING (143.7409523 43.7260616, 143.7409179 43.7263419)",,,,
178283420,unclassified,False,True,152.928,"LINESTRING (143.7409523 43.7260616, 143.7411157 43.7247703, 143.7411256 43.724692)",,,,
