osmid,ref,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,bridge,width
91875298,,,unclassified,False,True,20.694,,"LINESTRING (131.4955946 33.2838569, 131.4955928 33.2836708)",,,
216598784,,,unclassified,False,True,24.594,,"LINESTRING (131.4955946 33.2838569, 131.4958026 33.2837202)",,,
216598784,,,unclassified,False,False,91.981,,"LINESTRING (131.4955946 33.2838569, 131.4954024 33.2840585, 131.4952711 33.2841393, 131.4951451 33.2841842, 131.4949159 33.2842373, 131.4947864 33.2842886)",,,
91875298,,,unclassified,False,False,67.594,,"LINESTRING (131.4960594 33.2804993, 131.4959543 33.2811008)",,,
374914280,,,tertiary,False,True,224.484,4,"LINESTRING (131.4960594 33.2804993, 131.4936591 33.2802778)",40,,
91875298,,,unclassified,False,False,71.182,,"LINESTRING (131.4959543 33.2811008, 131.4959083 33.2817398)",,,
91875298,,,unclassified,False,True,67.594,,"LINESTRING (131.4959543 33.2811008, 131.4960594 33.2804993)",,,
158827873,,,unclassified,False,True,140.841,,"LINESTRING (131.4959543 33.2811008, 131.494448 33.2809644)",,,
91875298,,,unclassified,False,False,68.811,,"LINESTRING (131.4959045 33.2817925, 131.4958223 33.2824075)",,,
91875298,,,unclassified,False,True,5.871,,"LINESTRING (131.4959045 33.2817925, 131.4959083 33.2817398)",,,
158900816,,,unclassified,False,False,9.316,,"LINESTRING (131.4962652 33.2887453, 131.4961651 33.2887411)",,,
"[52494626, 216598794, 216598782]",645,亀川別府線,secondary,True,False,113.30799999999999,,"LINESTRING (131.4962652 33.2887453, 131.4962725 33.2886667, 131.4963129 33.2882933, 131.4963769 33.2878057, 131.4963819 33.2877311)",,yes,
91875296,,,unclassified,False,False,70.951,,"LINESTRING (131.4878057 33.2810282, 131.4870463 33.2809641)",,,
91875296,,,unclassified,False,True,96.96,,"LINESTRING (131.4878057 33.2810282, 131.4888444 33.2811078)",,,
92197482,,,residential,False,False,225.324,,"LINESTRING (131.4878057 33.2810282, 131.4877142 33.281869, 131.4863062 33.2817599)",,,
91875320,,,residential,False,False,95.646,,"LINESTRING (131.4863062 33.2817599, 131.4864166 33.2809047)",,,
91875320,,,residential,False,True,50.809,,"LINESTRING (131.4863062 33.2817599, 131.4862476 33.2822142)",,,
92197482,,,residential,False,True,225.324,,"LINESTRING (131.4863062 33.2817599, 131.4877142 33.281869, 131.4878057 33.2810282)",,,
91875320,,,residential,False,False,73.893,,"LINESTRING (131.4864166 33.2809047, 131.4865019 33.280244)",,,
91875320,,,residential,False,True,95.646,,"LINESTRING (131.4864166 33.2809047, 131.4863062 33.2817599)",,,
92197483,,,unclassified,False,True,58.907,,"LINESTRING (131.4864166 33.2809047, 131.4870463 33.2809641)",,,
48845447,,,tertiary,False,False,22.982,2,"LINESTRING (131.4878787 33.2887346, 131.4877846 33.2887842, 131.4876651 33.2888385)",40,,
48845447,,,tertiary,False,True,85.378,2,"LINESTRING (131.4878787 33.2887346, 131.4879865 33.288667, 131.4880846 33.2885715, 131.4881566 33.2884951, 131.4884767 33.2881559)",40,,
"[182451368, 182451361, 182451373]",,,residential,False,True,93.47699999999999,,"LINESTRING (131.4878787 33.2887346, 131.4879174 33.2888036, 131.4879986 33.2889358, 131.488023 33.2889537, 131.4880565 33.2889634, 131.4880877 33.2889549, 131.4881176 33.2889385, 131.4882688 33.2888094, 131.4883048 33.2887814, 131.4883436 33.2887534, 131.4883846 33.2887345, 131.4886089 33.2886709)",,yes,
158827887,,,tertiary,False,False,6.23,2,"LINESTRING (131.4885095 33.2836814, 131.4885012 33.283737)",,,
158827887,,,tertiary,False,True,256.012,2,"LINESTRING (131.4885095 33.2836814, 131.4887535 33.2817968, 131.4888059 33.2813924)",,,
48845447,,,tertiary,False,False,158.64700000000002,2,"LINESTRING (131.4903244 33.2858126, 131.4902544 33.2858656, 131.4901994 33.2859129, 131.4901445 33.2859739, 131.4900932 33.2860448, 131.4900585 33.2861122, 131.4900279 33.2861973, 131.4899683 33.2864055, 131.4899458 33.2864842, 131.4899183 33.2865619, 131.4898853 33.2866346, 131.4898363 33.2867125, 131.489697 33.2868626, 131.4895276 33.2870421)",40,,
48845447,,,tertiary,False,True,24.853,2,"LINESTRING (131.4903244 33.2858126, 131.4904284 33.2857465, 131.4905402 33.2856807)",40,,
415288628,,,tertiary,False,False,104.202,,"LINESTRING (131.4903659 33.288842, 131.4892638 33.2890136)",,,
"[158827852, 216601934, 216601919]",,,unclassified,False,True,122.63499999999999,,"LINESTRING (131.4903659 33.288842, 131.4911136 33.288689, 131.4912301 33.2885059, 131.4913636 33.2883249, 131.4914008 33.2883007)",,yes,
216598795,645,亀川別府線,secondary,True,False,60.942,,"LINESTRING (131.4966385 33.2845571, 131.4966039 33.2851044)",,,
158827905,,,unclassified,True,False,9.206,,"LINESTRING (131.4955697 33.2844473, 131.4955878 33.2843659)",,,
216598786,,,tertiary,True,False,100.097,2,"LINESTRING (131.4955697 33.2844473, 131.4966385 33.2845571)",40,,
48845443,,,tertiary,False,False,7.216,2,"LINESTRING (131.4931248 33.2841937, 131.4931369 33.2841296)",40,,
48845443,,,tertiary,False,True,32.25,2,"LINESTRING (131.4931248 33.2841937, 131.4930809 33.2844814)",40,,
216598786,,,tertiary,True,False,89.337,2,"LINESTRING (131.4931248 33.2841937, 131.4940336 33.2842917, 131.494078 33.2842964)",40,,
216598784,,,unclassified,False,True,12.969,,"LINESTRING (131.4946758 33.2843597, 131.4947864 33.2842886)",,,
216598786,,,tertiary,True,False,83.661,2,"LINESTRING (131.4946758 33.2843597, 131.4955697 33.2844473)",40,,
216598786,,,tertiary,True,False,8.393,2,"LINESTRING (131.4906587 33.2839588, 131.4907483 33.2839681)",40,,
99152379,,,tertiary,True,False,145.969,2,"LINESTRING (131.4906587 33.2839588, 131.4906051 33.2844374, 131.4905496 33.2849341, 131.4905363 33.2850531, 131.4905122 33.2852658)",,,
91875320,,,residential,False,True,73.893,,"LINESTRING (131.4865019 33.280244, 131.4864166 33.2809047)",,,
158827873,,,unclassified,False,False,140.841,,"LINESTRING (131.494448 33.2809644, 131.4959543 33.2811008)",,,
158827867,,,unclassified,False,False,111.563,,"LINESTRING (131.4947123 33.2816564, 131.4959083 33.2817398)",,,
91875320,,,residential,False,False,50.809,,"LINESTRING (131.4862476 33.2822142, 131.4863062 33.2817599)",,,
91875320,,,residential,False,True,61.748,,"LINESTRING (131.4862476 33.2822142, 131.4861763 33.2827663)",,,
158827888,,,unclassified,False,True,103.788,,"LINESTRING (131.4862476 33.2822142, 131.4873588 33.2823052)",,,
158827868,,,unclassified,False,False,111.716,,"LINESTRING (131.4946276 33.2822984, 131.4958223 33.2824075)",,,
158827888,,,unclassified,False,False,103.788,,"LINESTRING (131.4873588 33.2823052, 131.4862476 33.2822142)",,,
216598764,52,別府庄内線,primary,False,True,121.291,,"LINESTRING (131.4873588 33.2823052, 131.4861763 33.2827663)",,,
216598764,52,別府庄内線,primary,False,False,176.55799999999996,,"LINESTRING (131.4873588 33.2823052, 131.4883605 33.2819146, 131.4884516 33.2818692, 131.4885043 33.2818349, 131.4885633 33.2817912, 131.4886084 33.2817504, 131.4886511 33.2817075, 131.4886853 33.2816636, 131.4887125 33.2816161, 131.488759 33.2815137, 131.4888059 33.2813924)",,,
158827883,,,unclassified,False,False,160.143,,"LINESTRING (131.4939693 33.2828987, 131.4956828 33.283048)",,,
91875298,,,unclassified,False,False,69.756,,"LINESTRING (131.4956828 33.283048, 131.4955928 33.2836708)",,,
91875298,,,unclassified,False,True,72.391,,"LINESTRING (131.4956828 33.283048, 131.4958223 33.2824075)",,,
158827883,,,unclassified,False,False,35.523,,"LINESTRING (131.4956828 33.283048, 131.4960637 33.2830738)",,,
158827883,,,unclassified,False,True,160.143,,"LINESTRING (131.4956828 33.283048, 131.4939693 33.2828987)",,,
158827883,,,unclassified,False,True,35.523,,"LINESTRING (131.4960637 33.2830738, 131.4956828 33.283048)",,,
158827872,,,unclassified,False,False,118.869,,"LINESTRING (131.4943184 33.2835824, 131.4955928 33.2836708)",,,
91875298,,,unclassified,False,False,20.694,,"LINESTRING (131.4955928 33.2836708, 131.4955946 33.2838569)",,,
91875298,,,unclassified,False,True,69.756,,"LINESTRING (131.4955928 33.2836708, 131.4956828 33.283048)",,,
158827872,,,unclassified,False,True,118.869,,"LINESTRING (131.4955928 33.2836708, 131.4943184 33.2835824)",,,
158827872,,,unclassified,False,False,20.315,,"LINESTRING (131.4955928 33.2836708, 131.4957378 33.2837113, 131.4958026 33.2837202)",,,
216598784,,,unclassified,False,False,24.594,,"LINESTRING (131.4958026 33.2837202, 131.4955946 33.2838569)",,,
158827872,,,unclassified,False,True,20.315,,"LINESTRING (131.4958026 33.2837202, 131.4957378 33.2837113, 131.4955928 33.2836708)",,,
158827887,,,tertiary,False,True,6.23,2,"LINESTRING (131.4885012 33.283737, 131.4885095 33.2836814)",,,
216598786,,,tertiary,True,False,202.061,2,"LINESTRING (131.4885012 33.283737, 131.4906587 33.2839588)",40,,
158827891,,,tertiary,False,False,293.078,,"LINESTRING (131.4885012 33.283737, 131.488377 33.2848073, 131.4883488 33.2850503, 131.4882884 33.2851161, 131.4868413 33.2853562)",,,
158827851,,,unclassified,True,False,8.406,,"LINESTRING (131.4940919 33.2842217, 131.494078 33.2842964)",,,
553050399,,富士見通り,tertiary,True,False,89.36,2,"LINESTRING (131.4940919 33.2842217, 131.4931369 33.2841296)",40,,
216598786,,,tertiary,True,False,56.012,2,"LINESTRING (131.494078 33.2842964, 131.4946758 33.2843597)",40,,
158827851,,,unclassified,True,False,62.391000000000005,,"LINESTRING (131.494078 33.2842964, 131.4940689 33.2843466, 131.4940465 33.2844697, 131.493977 33.2848511)",,,
158827905,,,unclassified,True,False,56.602,,"LINESTRING (131.4955878 33.2843659, 131.4955946 33.2838569)",,,
553050399,,富士見通り,tertiary,True,False,74.988,2,"LINESTRING (131.4955878 33.2843659, 131.4947864 33.2842886)",40,,
158827855,,,unclassified,True,False,32.96,,"LINESTRING (131.493977 33.2848511, 131.494329 33.2848868)",,,
158827851,,,unclassified,True,False,86.99000000000001,,"LINESTRING (131.493977 33.2848511, 131.4936583 33.2851931, 131.4933914 33.2854612)",,,
158827852,,,unclassified,False,False,72.821,,"LINESTRING (131.494329 33.2848868, 131.4942459 33.285538)",,,
158827855,,,unclassified,True,False,109.451,,"LINESTRING (131.494329 33.2848868, 131.4954979 33.2850054)",,,
158827905,,,unclassified,True,False,62.416,,"LINESTRING (131.4954979 33.2850054, 131.4955697 33.2844473)",,,
158827855,,,unclassified,True,False,103.395,,"LINESTRING (131.4954979 33.2850054, 131.4962199 33.28507, 131.4966039 33.2851044)",,,
216598795,645,亀川別府線,secondary,True,False,73.094,,"LINESTRING (131.4966039 33.2851044, 131.4965258 33.2857585)",,,
158827891,,,tertiary,False,True,293.078,,"LINESTRING (131.4868413 33.2853562, 131.4882884 33.2851161, 131.4883488 33.2850503, 131.488377 33.2848073, 131.4885012 33.283737)",,,
158827851,,,unclassified,True,False,80.056,,"LINESTRING (131.4933914 33.2854612, 131.4932419 33.285626, 131.4931948 33.2857108, 131.4931586 33.2858591, 131.4930427 33.2860316, 131.4930065 33.2860952)",,,
158827852,,,unclassified,False,False,72.897,,"LINESTRING (131.4942459 33.285538, 131.4941544 33.2861891)",,,
158827852,,,unclassified,False,True,72.821,,"LINESTRING (131.4942459 33.285538, 131.494329 33.2848868)",,,
158827857,,,unclassified,True,False,79.886,,"LINESTRING (131.4942459 33.285538, 131.4933914 33.2854612)",,,
158827857,,,unclassified,True,False,108.492,,"LINESTRING (131.4954045 33.285656, 131.4950958 33.2856245, 131.4942459 33.285538)",,,
158827905,,,unclassified,True,False,72.862,,"LINESTRING (131.4954045 33.285656, 131.4954566 33.2852932, 131.4954979 33.2850054)",,,
158827857,,,unclassified,True,False,104.849,,"LINESTRING (131.4965258 33.2857585, 131.4954045 33.285656)",,,
216598795,645,亀川別府線,secondary,True,False,73.121,,"LINESTRING (131.4965258 33.2857585, 131.4964472 33.2864128)",,,
158827857,,,unclassified,True,False,7.983,,"LINESTRING (131.4966109 33.2857682, 131.4965258 33.2857585)",,,
158827859,,,unclassified,True,False,107.21,,"LINESTRING (131.4930065 33.2860952, 131.4941544 33.2861891)",,,
158827852,,,unclassified,False,False,74.816,,"LINESTRING (131.4941544 33.2861891, 131.4940675 33.286858)",,,
158827852,,,unclassified,False,True,72.897,,"LINESTRING (131.4941544 33.2861891, 131.4942459 33.285538)",,,
158827859,,,unclassified,True,False,109.143,,"LINESTRING (131.4941544 33.2861891, 131.4953205 33.2863041)",,,
158827859,,,unclassified,True,False,105.424,,"LINESTRING (131.4953205 33.2863041, 131.4964472 33.2864128)",,,
158827905,,,unclassified,True,False,72.487,,"LINESTRING (131.4953205 33.2863041, 131.4954045 33.285656)",,,
158827859,,,unclassified,True,False,8.288,,"LINESTRING (131.4964472 33.2864128, 131.4965358 33.2864212)",,,
216598795,645,亀川別府線,secondary,True,False,72.903,,"LINESTRING (131.4964472 33.2864128, 131.4963694 33.2870652)",,,
216598794,645,亀川別府線,secondary,True,False,72.945,,"LINESTRING (131.4965358 33.2864212, 131.4966109 33.2857682)",,,
209132408,,,tertiary,False,False,77.092,,"LINESTRING (131.4928417 33.2867462, 131.4927621 33.2874363)",,,
209132408,,,tertiary,False,True,73.093,,"LINESTRING (131.4928417 33.2867462, 131.492853 33.2866485, 131.4928742 33.2864608, 131.492916 33.2860918)",,,
158827852,,,unclassified,False,False,79.93,,"LINESTRING (131.4940675 33.286858, 131.4939812 33.2875732)",,,
158827852,,,unclassified,False,True,74.816,,"LINESTRING (131.4940675 33.286858, 131.4941544 33.2861891)",,,
216598770,,,unclassified,True,False,114.616,,"LINESTRING (131.4940675 33.286858, 131.4928417 33.2867462)",,,
158827905,,,unclassified,True,False,73.785,,"LINESTRING (131.4952372 33.286964, 131.4953205 33.2863041)",,,
216598770,,,unclassified,True,False,109.363,,"LINESTRING (131.4952372 33.286964, 131.4940675 33.286858)",,,
216598795,645,亀川別府線,secondary,True,False,72.363,,"LINESTRING (131.4963694 33.2870652, 131.4962857 33.2877122)",,,
216598770,,,unclassified,True,False,105.84,,"LINESTRING (131.4963694 33.2870652, 131.4963073 33.2870597, 131.4952372 33.286964)",,,
216598770,,,unclassified,True,False,8.652,,"LINESTRING (131.4964618 33.2870746, 131.4963694 33.2870652)",,,
216598794,645,亀川別府線,secondary,True,False,72.98,,"LINESTRING (131.4964618 33.2870746, 131.4965358 33.2864212)",,,
158827907,,,unclassified,False,False,53.852,,"LINESTRING (131.4927621 33.2874363, 131.4933379 33.2874899)",,,
209132408,,,tertiary,False,False,5.831,,"LINESTRING (131.4927621 33.2874363, 131.4927561 33.2874885)",,,
209132408,,,tertiary,False,True,77.092,,"LINESTRING (131.4927621 33.2874363, 131.4928417 33.2867462)",,,
158827877,,,residential,False,True,42.149,,"LINESTRING (131.4933379 33.2874899, 131.4933011 33.2878677)",,,
158827907,,,unclassified,False,False,31.802,,"LINESTRING (131.4933379 33.2874899, 131.493676 33.2875337)",,,
158827907,,,unclassified,False,True,53.852,,"LINESTRING (131.4933379 33.2874899, 131.4927621 33.2874363)",,,
158827882,,,residential,False,True,38.672,,"LINESTRING (131.493676 33.2875337, 131.4936447 33.2878805)",,,
158827907,,,unclassified,False,False,28.707,,"LINESTRING (131.493676 33.2875337, 131.4939812 33.2875732)",,,
158827907,,,unclassified,False,True,31.802,,"LINESTRING (131.493676 33.2875337, 131.4933379 33.2874899)",,,
158827852,,,unclassified,False,False,35.783,,"LINESTRING (131.4939812 33.2875732, 131.4939416 33.2878933)",,,
158827852,,,unclassified,False,True,79.93,,"LINESTRING (131.4939812 33.2875732, 131.4940675 33.286858)",,,
158827907,,,unclassified,False,True,28.707,,"LINESTRING (131.4939812 33.2875732, 131.493676 33.2875337)",,,
158827907,,,unclassified,False,False,107.59100000000001,,"LINESTRING (131.4939812 33.2875732, 131.4945297 33.2876358, 131.4951331 33.2876566)",,,
158827905,,,unclassified,True,False,77.619,,"LINESTRING (131.4951331 33.2876566, 131.4952372 33.286964)",,,
158827907,,,unclassified,False,False,110.72400000000002,,"LINESTRING (131.4951331 33.2876566, 131.4955401 33.2875999, 131.4957239 33.2875808, 131.4958811 33.2875774, 131.4959143 33.2875831, 131.4962857 33.2877122)",,,
158827907,,,unclassified,False,True,107.59100000000001,,"LINESTRING (131.4951331 33.2876566, 131.4945297 33.2876358, 131.4939812 33.2875732)",,,
158827907,,,unclassified,False,False,9.186,,"LINESTRING (131.4962857 33.2877122, 131.4963819 33.2877311)",,,
158827907,,,unclassified,False,True,110.72400000000002,,"LINESTRING (131.4962857 33.2877122, 131.4959143 33.2875831, 131.4958811 33.2875774, 131.4957239 33.2875808, 131.4955401 33.2875999, 131.4951331 33.2876566)",,,
"[216598783, 216598795, 216598775]",645,亀川別府線,secondary,True,False,114.959,,"LINESTRING (131.4962857 33.2877122, 131.4962165 33.2882931, 131.4961714 33.2886732, 131.4961651 33.2887411)",,yes,
158827907,,,unclassified,False,True,9.186,,"LINESTRING (131.4963819 33.2877311, 131.4962857 33.2877122)",,,
216598794,645,亀川別府線,secondary,True,False,73.376,,"LINESTRING (131.4963819 33.2877311, 131.4964618 33.2870746)",,,
158827877,,,residential,False,False,42.149,,"LINESTRING (131.4933011 33.2878677, 131.4933379 33.2874899)",,,
158827877,,,residential,False,True,45.941,,"LINESTRING (131.4933011 33.2878677, 131.4932779 33.2882804)",,,
158827881,,,residential,False,False,31.97,,"LINESTRING (131.4933011 33.2878677, 131.4936447 33.2878805)",,,
158827881,,,residential,False,False,27.634,,"LINESTRING (131.4936447 33.2878805, 131.4939416 33.2878933)",,,
158827881,,,residential,False,True,31.97,,"LINESTRING (131.4936447 33.2878805, 131.4933011 33.2878677)",,,
158827882,,,residential,False,False,38.672,,"LINESTRING (131.4936447 33.2878805, 131.493676 33.2875337)",,,
158827882,,,residential,False,True,41.85,,"LINESTRING (131.4936447 33.2878805, 131.4936108 33.2882558)",,,
158827852,,,unclassified,False,True,35.783,,"LINESTRING (131.4939416 33.2878933, 131.4939812 33.2875732)",,,
158827881,,,residential,False,True,27.634,,"LINESTRING (131.4939416 33.2878933, 131.4936447 33.2878805)",,,
158827852,,,unclassified,False,False,65.08,,"LINESTRING (131.4939416 33.2878933, 131.4938995 33.2882345, 131.4936108 33.2882558)",,,
158827852,,,unclassified,False,False,31.064,,"LINESTRING (131.4936108 33.2882558, 131.4932779 33.2882804)",,,
158827882,,,residential,False,False,41.85,,"LINESTRING (131.4936108 33.2882558, 131.4936447 33.2878805)",,,
158827852,,,unclassified,False,True,65.08,,"LINESTRING (131.4936108 33.2882558, 131.4938995 33.2882345, 131.4939416 33.2878933)",,,
158827852,,,unclassified,False,False,59.318,,"LINESTRING (131.4932779 33.2882804, 131.492641 33.288314)",,,
158827852,,,unclassified,False,True,31.064,,"LINESTRING (131.4932779 33.2882804, 131.4936108 33.2882558)",,,
158827877,,,residential,False,False,45.941,,"LINESTRING (131.4932779 33.2882804, 131.4933011 33.2878677)",,,
158827852,,,unclassified,False,False,44.778,,"LINESTRING (131.492641 33.288314, 131.4921593 33.2883088)",,,
158827852,,,unclassified,False,True,59.318,,"LINESTRING (131.492641 33.288314, 131.4932779 33.2882804)",,,
209132408,,,tertiary,False,True,45.123,,"LINESTRING (131.492641 33.288314, 131.4927073 33.287912)",,,
158900816,,,unclassified,False,True,9.316,,"LINESTRING (131.4961651 33.2887411, 131.4962652 33.2887453)",,,
216598783,645,亀川別府線,secondary,True,False,33.037,,"LINESTRING (131.4961651 33.2887411, 131.4961373 33.2890373)",,,
158900816,,,unclassified,False,False,85.98500000000001,,"LINESTRING (131.4961651 33.2887411, 131.4959232 33.2887362, 131.4957944 33.2887384, 131.4955866 33.2887362, 131.4952508 33.2888075)",,,
158900816,,,unclassified,False,False,55.561,,"LINESTRING (131.4952508 33.2888075, 131.4946676 33.2889171)",,,
158900816,,,unclassified,False,True,85.985,,"LINESTRING (131.4952508 33.2888075, 131.4955866 33.2887362, 131.4957944 33.2887384, 131.4959232 33.2887362, 131.4961651 33.2887411)",,,
158900816,,,unclassified,False,True,55.561,,"LINESTRING (131.4946676 33.2889171, 131.4952508 33.2888075)",,,
160943005,,,unclassified,False,False,133.756,,"LINESTRING (131.4898903 33.2871126, 131.4903398 33.2871165, 131.4907429 33.2870158, 131.490815 33.2874874)",,,
160943097,,,unclassified,False,True,129.305,,"LINESTRING (131.4898903 33.2871126, 131.4899784 33.2875658, 131.4906873 33.2874999, 131.490815 33.2874874)",,,
160943097,,,unclassified,False,False,35.168,,"LINESTRING (131.4898903 33.2871126, 131.4896205 33.2870817, 131.489585 33.2870751, 131.4895276 33.2870421)",,,
160942964,,,residential,False,False,48.263,,"LINESTRING (131.4913849 33.2874806, 131.4914055 33.2879143)",,,
160943097,,,unclassified,False,False,53.788,,"LINESTRING (131.4913849 33.2874806, 131.4912387 33.2874457, 131.490815 33.2874874)",,,
160943097,,,unclassified,False,True,127.636,,"LINESTRING (131.4913849 33.2874806, 131.4914333 33.2874922, 131.4927561 33.2874885)",,,
160943005,,,unclassified,False,True,133.756,,"LINESTRING (131.490815 33.2874874, 131.4907429 33.2870158, 131.4903398 33.2871165, 131.4898903 33.2871126)",,,
160943097,,,unclassified,False,False,129.305,,"LINESTRING (131.490815 33.2874874, 131.4906873 33.2874999, 131.4899784 33.2875658, 131.4898903 33.2871126)",,,
160943097,,,unclassified,False,True,53.788,,"LINESTRING (131.490815 33.2874874, 131.4912387 33.2874457, 131.4913849 33.2874806)",,,
209132408,,,tertiary,False,False,47.309,,"LINESTRING (131.4927561 33.2874885, 131.4927073 33.287912)",,,
209132408,,,tertiary,False,True,5.831,,"LINESTRING (131.4927561 33.2874885, 131.4927621 33.2874363)",,,
160943097,,,unclassified,False,False,127.636,,"LINESTRING (131.4927561 33.2874885, 131.4914333 33.2874922, 131.4913849 33.2874806)",,,
160942948,,,residential,False,False,121.003,,"LINESTRING (131.4927073 33.287912, 131.4914055 33.2879143)",,,
209132408,,,tertiary,False,False,45.123,,"LINESTRING (131.4927073 33.287912, 131.492641 33.288314)",,,
209132408,,,tertiary,False,True,47.309,,"LINESTRING (131.4927073 33.287912, 131.4927561 33.2874885)",,,
160942948,,,residential,False,True,37.905,,"LINESTRING (131.4909977 33.2879143, 131.4914055 33.2879143)",,,
160942948,,,residential,False,False,37.905,,"LINESTRING (131.4914055 33.2879143, 131.4909977 33.2879143)",,,
160942948,,,residential,False,True,121.003,,"LINESTRING (131.4914055 33.2879143, 131.4927073 33.287912)",,,
160942964,,,residential,False,False,42.968,,"LINESTRING (131.4914055 33.2879143, 131.4914008 33.2883007)",,,
160942964,,,residential,False,True,48.263,,"LINESTRING (131.4914055 33.2879143, 131.4913849 33.2874806)",,,
48845447,,,tertiary,False,True,157.735,2,"LINESTRING (131.4884767 33.2881559, 131.4895276 33.2870421)",40,,
48845447,,,tertiary,False,False,85.378,2,"LINESTRING (131.4884767 33.2881559, 131.4881566 33.2884951, 131.4880846 33.2885715, 131.4879865 33.288667, 131.4878787 33.2887346)",40,,
"[160943026, 182451355, 182451342]",,,tertiary,False,False,58.596000000000004,,"LINESTRING (131.4884767 33.2881559, 131.4885683 33.2885448, 131.4885947 33.2886234, 131.4886089 33.2886709)",,yes,5
158827852,,,unclassified,False,True,70.508,,"LINESTRING (131.4914008 33.2883007, 131.4921593 33.2883088)",,,
160942964,,,residential,False,True,42.968,,"LINESTRING (131.4914008 33.2883007, 131.4914055 33.2879143)",,,
"[158827852, 216601934, 216601919]",,,unclassified,False,False,122.63499999999999,,"LINESTRING (131.4914008 33.2883007, 131.4913636 33.2883249, 131.4912301 33.2885059, 131.4911136 33.288689, 131.4903659 33.288842)",,yes,
