osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,tunnel
41834452,13,湯沢雄物川大曲線,primary,False,False,135.126,"LINESTRING (140.4788383 39.4489042, 140.4783689 39.4500641)",,
115608088,,,unclassified,False,False,70.381,"LINESTRING (140.4788383 39.4489042, 140.4780582 39.4487099)",,
41834452,13,湯沢雄物川大曲線,primary,False,True,135.126,"LINESTRING (140.4783689 39.4500641, 140.4788383 39.4489042)",,
115608125,,,tertiary,False,True,42.551,"LINESTRING (140.4783689 39.4500641, 140.4778799 39.4501262)",,
115608315,,,unclassified,False,True,34.754,"LINESTRING (140.4783689 39.4500641, 140.4782576 39.4503646)",,
115608765,13,湯沢雄物川大曲線,primary,False,True,148.031,"LINESTRING (140.4783689 39.4500641, 140.4794287 39.4499235, 140.4798785 39.4498888, 140.4800749 39.4498806)",,
115608784,13,湯沢雄物川大曲線,primary,False,False,64.344,"LINESTRING (140.4808242 39.4498894, 140.4800749 39.4498806)",,
585625204,,,tertiary,False,False,61.989,"LINESTRING (140.4808242 39.4498894, 140.4808572 39.4493325)",,
585625204,,,tertiary,False,True,61.252,"LINESTRING (140.4808242 39.4498894, 140.4808027 39.45044)",,
585625204,,,tertiary,False,True,74.293,"LINESTRING (140.48088 39.4486646, 140.4808572 39.4493325)",,
115608737,,,unclassified,False,False,42.51,"LINESTRING (140.471191 39.452358, 140.471677 39.452285)",,
115611601,,,unclassified,False,False,70.569,"LINESTRING (140.471191 39.452358, 140.4703831 39.4524747)",,
474105144,,,unclassified,False,False,94.878,"LINESTRING (140.471191 39.452358, 140.4710059 39.4515168)",,
474105144,,,unclassified,False,True,65.248,"LINESTRING (140.471191 39.452358, 140.4713413 39.4529332)",,
115608071,,,unclassified,False,False,96.45,"LINESTRING (140.4736772 39.4520029, 140.4738831 39.4528556)",,
115608071,,,unclassified,False,True,94.52,"LINESTRING (140.4736772 39.4520029, 140.473456 39.4511702)",,
115608279,,,unclassified,False,False,67.034,"LINESTRING (140.4736772 39.4520029, 140.4729081 39.4521066)",,
115608279,,,unclassified,False,True,52.513,"LINESTRING (140.4736772 39.4520029, 140.4742797 39.4519217)",,
115608071,,,unclassified,False,False,45.824,"LINESTRING (140.4733818 39.4507621, 140.473456 39.4511702)",,
115608125,,,tertiary,False,False,108.662,"LINESTRING (140.4733818 39.4507621, 140.4746285 39.4505941)",,
115608125,,,tertiary,False,True,66.596,"LINESTRING (140.4733818 39.4507621, 140.473164 39.4507702, 140.4726102 39.4508202)",,
115608279,,,unclassified,False,False,51.328,"LINESTRING (140.4748686 39.4518423, 140.4742797 39.4519217)",,
115608279,,,unclassified,False,True,44.121,"LINESTRING (140.4748686 39.4518423, 140.4753748 39.451774)",,
115608308,,,unclassified,False,False,96.219,"LINESTRING (140.4748686 39.4518423, 140.4750326 39.4526983)",,
115608308,,,unclassified,False,True,95.308,"LINESTRING (140.4748686 39.4518423, 140.4747053 39.4509945)",,
115608267,,,unclassified,False,True,52.29,"LINESTRING (140.4808572 39.4493325, 140.481466 39.4493442)",,
585625204,,,tertiary,False,False,74.293,"LINESTRING (140.4808572 39.4493325, 140.48088 39.4486646)",,
585625204,,,tertiary,False,True,61.989,"LINESTRING (140.4808572 39.4493325, 140.4808242 39.4498894)",,
115608181,,,unclassified,False,True,64.259,"LINESTRING (140.4800549 39.450417, 140.4808027 39.45044)",,
115608471,,,unclassified,False,False,59.67,"LINESTRING (140.4800549 39.450417, 140.4800749 39.4498806)",,
115608780,,,unclassified,False,True,154.43,"LINESTRING (140.4800549 39.450417, 140.4782576 39.4503646)",,
115608778,,,unclassified,False,False,69.613,"LINESTRING (140.4751777 39.4509267, 140.4759737 39.4508078)",,
115608778,,,unclassified,False,True,41.256,"LINESTRING (140.4751777 39.4509267, 140.4747053 39.4509945)",,
474106173,,,residential,False,False,95.723,"LINESTRING (140.4751777 39.4509267, 140.4753748 39.451774)",,
115608088,,,unclassified,False,True,70.381,"LINESTRING (140.4780582 39.4487099, 140.4788383 39.4489042)",,
115608928,,,unclassified,False,True,32.131,"LINESTRING (140.4780582 39.4487099, 140.4776958 39.4487819)",,
115608161,,,unclassified,False,False,64.753,"LINESTRING (140.4722262 39.4513516, 140.4714834 39.4514523)",,
115608161,,,unclassified,False,True,41.697,"LINESTRING (140.4722262 39.4513516, 140.4727032 39.4512812)",,
474105671,,,unclassified,False,False,45.88,"LINESTRING (140.4722262 39.4513516, 140.4721295 39.4509458)",,
474105671,,,unclassified,False,True,22.638,"LINESTRING (140.4722262 39.4513516, 140.4722734 39.4515519)",,
115608315,,,unclassified,False,False,101.756,"LINESTRING (140.4778301 39.4512181, 140.4782576 39.4503646)",,
115608509,,,unclassified,False,True,43.114,"LINESTRING (140.4778301 39.4512181, 140.4773365 39.4512893)",,
115608315,,,unclassified,False,True,54.092,"LINESTRING (140.4778301 39.4512181, 140.4778162 39.4512941, 140.4779378 39.4516929)",,
115608409,,,unclassified,False,True,253.031,"LINESTRING (140.4778301 39.4512181, 140.477936 39.4512188, 140.478495 39.451228, 140.479004 39.4512442, 140.480775 39.4513011)",,
115608315,,,unclassified,False,False,34.754,"LINESTRING (140.4782576 39.4503646, 140.4783689 39.4500641)",,
115608315,,,unclassified,False,True,101.756,"LINESTRING (140.4782576 39.4503646, 140.4778301 39.4512181)",,
115608780,,,unclassified,False,False,154.43,"LINESTRING (140.4782576 39.4503646, 140.4800549 39.450417)",,
115608125,,,tertiary,False,False,65.032,"LINESTRING (140.4771381 39.4502443, 140.4778799 39.4501262)",,
115608125,,,tertiary,False,True,11.456,"LINESTRING (140.4771381 39.4502443, 140.4770068 39.4502626)",,
115608420,,,unclassified,False,False,117.441,"LINESTRING (140.4771381 39.4502443, 140.4773365 39.4512893)",,
115608279,,,unclassified,False,True,67.034,"LINESTRING (140.4729081 39.4521066, 140.4736772 39.4520029)",,
115608520,,,unclassified,False,True,42.595,"LINESTRING (140.4729081 39.4521066, 140.4724214 39.4521808)",,
115608643,36,大曲大森羽後線,primary,False,False,96.609,"LINESTRING (140.4729081 39.4521066, 140.4731073 39.4529617)",,
115608643,36,大曲大森羽後線,primary,False,True,93.451,"LINESTRING (140.4729081 39.4521066, 140.4727032 39.4512812)",,
115608199,,,unclassified,False,True,50.849,"LINESTRING (140.4807764 39.451234, 140.4813685 39.4512434)",,
585625204,,,tertiary,False,False,88.318,"LINESTRING (140.4807764 39.451234, 140.4808027 39.45044)",,
585625204,,,tertiary,False,True,7.462,"LINESTRING (140.4807764 39.451234, 140.480775 39.4513011)",,
115608471,,,unclassified,False,True,59.67,"LINESTRING (140.4800749 39.4498806, 140.4800549 39.450417)",,
115608784,13,湯沢雄物川大曲線,primary,False,True,64.344,"LINESTRING (140.4800749 39.4498806, 140.4808242 39.4498894)",,
115608765,13,湯沢雄物川大曲線,primary,False,False,148.031,"LINESTRING (140.4800749 39.4498806, 140.4798785 39.4498888, 140.4794287 39.4499235, 140.4783689 39.4500641)",,
115608267,,,unclassified,False,False,52.29,"LINESTRING (140.481466 39.4493442, 140.4808572 39.4493325)",,
115612482,,,unclassified,False,False,28.045,"LINESTRING (140.4700429 39.4511747, 140.4702242 39.4509649)",,
115608865,,,unclassified,False,True,44.046,"LINESTRING (140.4762533 39.4489587, 140.4767617 39.4489059)",,
115608107,,,tertiary,False,True,153.001,"LINESTRING (140.4762533 39.4489587, 140.4763348 39.4493862, 140.4763519 39.4494759, 140.4765128 39.45032)",,
115608131,,,unclassified,False,False,52.08,"LINESTRING (140.4814091 39.4504507, 140.4808027 39.45044)",,
115608532,,,unclassified,False,False,88.213,"LINESTRING (140.4814091 39.4504507, 140.4813685 39.4512434)",,
115608131,,,unclassified,False,True,52.08,"LINESTRING (140.4808027 39.45044, 140.4814091 39.4504507)",,
115608181,,,unclassified,False,False,64.259,"LINESTRING (140.4808027 39.45044, 140.4800549 39.450417)",,
585625204,,,tertiary,False,False,61.252,"LINESTRING (140.4808027 39.45044, 140.4808242 39.4498894)",,
585625204,,,tertiary,False,True,88.318,"LINESTRING (140.4808027 39.45044, 140.4807764 39.451234)",,
115608125,,,tertiary,False,False,53.858,"LINESTRING (140.4758983 39.4504172, 140.4765128 39.45032)",,
115608125,,,tertiary,False,True,110.788,"LINESTRING (140.4758983 39.4504172, 140.4746285 39.4505941)",,
115608209,,,unclassified,False,True,43.913,"LINESTRING (140.4758983 39.4504172, 140.4759737 39.4508078)",,
585625204,,,tertiary,False,False,7.462,"LINESTRING (140.480775 39.4513011, 140.4807764 39.451234)",,
585625204,,,tertiary,False,True,29.007,"LINESTRING (140.480775 39.4513011, 140.4807628 39.4515618)",,
