osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge
142227627,unclassified,False,False,27.107,"LINESTRING (133.6360091 33.576718, 133.63602 33.5767673, 133.6360256 33.5767967, 133.6360318 33.5768516, 133.6360373 33.5769336, 133.6360382 33.5769602)",,,,,
142228604,unclassified,False,True,33.229,"LINESTRING (133.6360091 33.576718, 133.6360042 33.576655, 133.6359991 33.5766283, 133.6359372 33.5764261)",,,,,
705399799,trunk,False,False,121.788,"LINESTRING (133.6360091 33.576718, 133.6372144 33.5765848, 133.6373123 33.576574)",2,195,国道195号,,
142228580,unclassified,False,True,34.517,"LINESTRING (133.6444437 33.5768915, 133.6441108 33.5770309)",,,,,
568486718,trunk,False,False,37.249,"LINESTRING (133.6444437 33.5768915, 133.6442591 33.5765939)",2,195,国道195号,,
568486718,trunk,False,True,23.637,"LINESTRING (133.6444437 33.5768915, 133.64458 33.5770712)",2,195,国道195号,,
34381142,unclassified,False,False,144.293,"LINESTRING (133.6444437 33.5768915, 133.6448954 33.5766956, 133.6451934 33.5765511, 133.6455888 33.5763696, 133.6457196 33.5763096, 133.6458096 33.5762683)",,,,,
149578864,trunk,False,True,73.076,"LINESTRING (133.6428955 33.5758943, 133.6428438 33.5758996, 133.6421159 33.5759942)",2,195,国道195号,,
662006915,trunk,True,False,47.688,"LINESTRING (133.6428955 33.5758943, 133.6430396 33.5758771, 133.6431696 33.5758351, 133.6433955 33.5758002)",2,195,国道195号,,
975840484,residential,False,True,137.701,"LINESTRING (133.6428955 33.5758943, 133.6430664 33.5764363, 133.6430781 33.5764713, 133.6430641 33.5764947, 133.6430384 33.5765083, 133.642917 33.5765316, 133.642415 33.5765997, 133.6423409 33.57661)",,,,,
27747488,primary,True,False,54.58,"LINESTRING (133.6439733 33.5757384, 133.6440711 33.5757261, 133.6445558 33.5756649)",2,45,南国インター線,40,
568486718,trunk,False,True,99.41699999999999,"LINESTRING (133.6439733 33.5757384, 133.643989 33.5757879, 133.644 33.5758445, 133.6440675 33.5761615, 133.6441272 33.5763672, 133.6442188 33.576529, 133.6442428 33.5765677, 133.6442591 33.5765939)",2,195,国道195号,,
678824223,trunk,False,False,8.832,"LINESTRING (133.6439733 33.5757384, 133.6439676 33.5757129, 133.6439614 33.5756849, 133.6439559 33.5756603)",2,195,国道195号,,
25686408,secondary,False,False,20.648,"LINESTRING (133.6373123 33.576574, 133.6373237 33.5766331, 133.6373487 33.5767572)",2,249,後免中島高知線,40,
