osmid,ref,name,highway,oneway,reversed,length,bridge,maxspeed,geometry
"[124050242, 124050230, 124050271]",40;291,"['川本波多線;川本大橋', '川本波多線']",primary,False,"[False, True]",374.3630000000001,yes,30,"LINESTRING (132.4905396 34.990582, 132.4906334 34.9905777, 132.4926705 34.9904349, 132.4930364 34.9904112, 132.4931655 34.9904072, 132.493263 34.9904145, 132.493327 34.9904299, 132.493386 34.9904569, 132.4934346 34.9904948, 132.4934743 34.9905326, 132.493677 34.9908298, 132.4938738 34.9911175, 132.4939405 34.9911941, 132.4940022 34.991244, 132.494079 34.9912898)"
124049983,31;291,仁摩邑南線,primary,False,False,98.934,,,"LINESTRING (132.495521 34.9907744, 132.495245 34.9910449, 132.4948244 34.991457)"
124050681,,,tertiary,False,False,106.341,,,"LINESTRING (132.495521 34.9907744, 132.4956518 34.9908603, 132.4958441 34.991002, 132.4962296 34.9913046, 132.4963499 34.9914428)"
124050256,40,川本波多線,primary,False,False,61.099000000000004,,30,"LINESTRING (132.494079 34.9912898, 132.4942815 34.991401, 132.4945386 34.9915518, 132.4946273 34.9916061)"
124050268,40;291,川本波多線,primary,False,True,133.302,,,"LINESTRING (132.494079 34.9912898, 132.4940116 34.9915145, 132.4939717 34.9915923, 132.4937686 34.99196, 132.4937403 34.9920156, 132.4937136 34.9920804, 132.4936836 34.9921783, 132.4936688 34.9922758, 132.4936634 34.9923577, 132.493664 34.9924273)"
"[124050242, 124050230, 124050271]",40;291,"['川本波多線;川本大橋', '川本波多線']",primary,False,"[False, True]",374.363,yes,30,"LINESTRING (132.494079 34.9912898, 132.4940022 34.991244, 132.4939405 34.9911941, 132.4938738 34.9911175, 132.493677 34.9908298, 132.4934743 34.9905326, 132.4934346 34.9904948, 132.493386 34.9904569, 132.493327 34.9904299, 132.493263 34.9904145, 132.4931655 34.9904072, 132.4930364 34.9904112, 132.4926705 34.9904349, 132.4906334 34.9905777, 132.4905396 34.990582)"
124050873,,,tertiary,False,False,92.142,,,"LINESTRING (132.494079 34.9912898, 132.4938282 34.9913873, 132.4931122 34.9915192)"
124050499,,,residential,False,True,170.644,,,"LINESTRING (132.4963499 34.9914428, 132.4960678 34.9916853, 132.496042 34.9916958, 132.4957071 34.9916878, 132.4955685 34.9916014, 132.4955136 34.9915895, 132.4953092 34.9917204, 132.4952744 34.991734, 132.4952463 34.9917351, 132.4952249 34.9917303, 132.4948244 34.991457)"
124050681,,,tertiary,False,True,106.341,,,"LINESTRING (132.4963499 34.9914428, 132.4962296 34.9913046, 132.4958441 34.991002, 132.4956518 34.9908603, 132.495521 34.9907744)"
124050958,,,tertiary,False,False,39.545,,,"LINESTRING (132.4963499 34.9914428, 132.4964135 34.9915602, 132.4964586 34.9916657, 132.4964963 34.9917769)"
578868173,222,川本停車場線,secondary,False,True,15.424,,,"LINESTRING (132.4931122 34.9915192, 132.492946 34.9915457)"
124050180,222,川本停車場線,secondary,False,True,105.731,,,"LINESTRING (132.4931122 34.9915192, 132.4932598 34.9922283, 132.4932932 34.9924582)"
124050873,,,tertiary,False,True,92.142,,,"LINESTRING (132.4931122 34.9915192, 132.4938282 34.9913873, 132.494079 34.9912898)"
124049983,31;291,仁摩邑南線,primary,False,True,24.637,,,"LINESTRING (132.4946273 34.9916061, 132.4947123 34.9915603, 132.4948244 34.991457)"
124049985,31;40;291,仁摩邑南線,primary,False,True,88.92399999999999,,30,"LINESTRING (132.4946273 34.9916061, 132.4945915 34.9917281, 132.494635 34.9924014)"
124050256,40,川本波多線,primary,False,True,61.099,,30,"LINESTRING (132.4946273 34.9916061, 132.4945386 34.9915518, 132.4942815 34.991401, 132.494079 34.9912898)"
124050719,,,tertiary,False,False,45.998,,,"LINESTRING (132.4966314 34.9922325, 132.4967554 34.9926335)"
124050947,,,residential,False,True,25.358,,,"LINESTRING (132.4966314 34.9922325, 132.4963614 34.992288)"
124050958,,,tertiary,False,True,52.134,,,"LINESTRING (132.4966314 34.9922325, 132.4964963 34.9917769)"
124050864,,,unclassified,False,False,15.144,,,"LINESTRING (132.4980467 34.9922621, 132.49801 34.9923214, 132.497959 34.9923772)"
124050949,,,unclassified,False,True,28.682000000000002,,,"LINESTRING (132.4980467 34.9922621, 132.4981395 34.992281, 132.4982414 34.9923178, 132.4983346 34.9923623)"
124051183,,,unclassified,False,False,185.055,,,"LINESTRING (132.4980467 34.9922621, 132.4980619 34.9921793, 132.4980613 34.9921181, 132.4978743 34.9914691, 132.4978638 34.9914041, 132.4978921 34.99099, 132.4979328 34.9908146, 132.4980001 34.990629)"
124050949,,,unclassified,False,False,28.682000000000002,,,"LINESTRING (132.4983346 34.9923623, 132.4982414 34.9923178, 132.4981395 34.992281, 132.4980467 34.9922621)"
"[124050362, 124051038]",,,unclassified,False,True,369.27699999999993,,,"LINESTRING (132.4983346 34.9923623, 132.4981757 34.9927173, 132.4979461 34.9930178, 132.497923 34.9930817, 132.4979302 34.9933303, 132.49791 34.9933942, 132.497471 34.9939336, 132.4972599 34.9941929, 132.4971401 34.9942793, 132.4970462 34.994329, 132.4968006 34.9943775, 132.4962474 34.9943396, 132.4959917 34.9942627, 132.4958217 34.9942755)"
124051068,,,unclassified,False,False,31.380000000000003,,,"LINESTRING (132.4983346 34.9923623, 132.4984921 34.9922108, 132.4985707 34.9921581)"
124050702,,,tertiary,False,False,39.202,,,"LINESTRING (132.497959 34.9923772, 132.497544 34.9924705)"
124050864,,,unclassified,False,True,15.144,,,"LINESTRING (132.497959 34.9923772, 132.49801 34.9923214, 132.4980467 34.9922621)"
124050955,,,unclassified,False,True,131.257,,,"LINESTRING (132.497959 34.9923772, 132.4979584 34.9924541, 132.4979522 34.9925459, 132.4978164 34.9928305, 132.4976771 34.993155, 132.4976538 34.9931694, 132.4972508 34.9932424)"
124050594,222,川本停車場線,secondary,False,True,33.952,,,"LINESTRING (132.4932932 34.9924582, 132.493664 34.9924273)"
124050180,222,川本停車場線,secondary,False,False,105.731,,,"LINESTRING (132.4932932 34.9924582, 132.4932598 34.9922283, 132.4931122 34.9915192)"
124050181,,,unclassified,False,True,144.564,,,"LINESTRING (132.4932932 34.9924582, 132.49348 34.9934009, 132.4935233 34.9934645, 132.4935887 34.9937314)"
565089192,,,residential,False,True,225.81799999999998,,,"LINESTRING (132.4932932 34.9924582, 132.4929862 34.9925107, 132.4929272 34.9925568, 132.4929231 34.9926832, 132.4929593 34.9929721, 132.4930291 34.9936104, 132.4930841 34.9938302, 132.4935887 34.9937314)"
124050594,222,川本停車場線,secondary,False,False,33.952,,,"LINESTRING (132.493664 34.9924273, 132.4932932 34.9924582)"
124050250,40,川本波多線,primary,False,True,90.55799999999999,,,"LINESTRING (132.493664 34.9924273, 132.4936753 34.9925411, 132.4937119 34.9928783, 132.4937546 34.9932383)"
