osmid,name,highway,oneway,reversed,length,lanes,maxspeed,ref,geometry,bridge
281261080,ゆめみ通り,tertiary,False,True,43.876,,,,"LINESTRING (139.8188973 35.930385, 139.8189189 35.9299908)",
875740506,越谷野田線旧道,tertiary,False,True,34.576,2,40,,"LINESTRING (139.8188973 35.930385, 139.8191981 35.9305783)",
28185862,春日部松伏線,primary,False,False,87.14600000000002,2,40,10,"LINESTRING (139.8188973 35.930385, 139.8187879 35.9303113, 139.8184965 35.9301152, 139.818153 35.929884)",
472293297,春日部松伏線,primary,False,True,28.915000000000003,2,40,10,"LINESTRING (139.8188973 35.930385, 139.8188924 35.9304786, 139.818885 35.9306169, 139.8188835 35.9306448)",
281261080,ゆめみ通り,tertiary,False,False,43.876,,,,"LINESTRING (139.8189189 35.9299908, 139.8188973 35.930385)",
281261080,ゆめみ通り,tertiary,False,True,30.652,,,,"LINESTRING (139.8189189 35.9299908, 139.8189318 35.9298409, 139.8189468 35.9297161)",
472280130,,residential,False,True,45.241,,,,"LINESTRING (139.8189189 35.9299908, 139.8190599 35.929991, 139.8191623 35.9297103)",
28185862,春日部松伏線,primary,False,True,20.173,2,40,10,"LINESTRING (139.817993 35.929757, 139.818153 35.929884)",
28185862,春日部松伏線,primary,False,False,60.565,2,40,10,"LINESTRING (139.817993 35.929757, 139.8178717 35.9296352, 139.8175861 35.9293234)",
"[113387619, 472293223]",,unclassified,False,False,121.324,,,,"LINESTRING (139.817993 35.929757, 139.818044 35.9296552, 139.8179401 35.9293199, 139.8178929 35.9292622, 139.817504 35.9287915)",
28185862,春日部松伏線,primary,False,False,129.809,2,40,10,"LINESTRING (139.8175861 35.9293234, 139.8172444 35.9289577, 139.8168457 35.9285353, 139.8167006 35.9284027)",
28185862,春日部松伏線,primary,False,True,60.565,2,40,10,"LINESTRING (139.8175861 35.9293234, 139.8178717 35.9296352, 139.817993 35.929757)",
"[28185947, 123543316, 123543372]",堂面橋,tertiary,False,"[False, True]",100.783,,,,"LINESTRING (139.8175861 35.9293234, 139.8175273 35.9293599, 139.8168926 35.9297715, 139.8167108 35.9298883)",yes
28185862,春日部松伏線,primary,False,False,55.064,2,40,10,"LINESTRING (139.8156839 35.9275709, 139.8155506 35.927374, 139.8153942 35.9271348)",
28185862,春日部松伏線,primary,False,True,130.82,2,40,10,"LINESTRING (139.8156839 35.9275709, 139.8158838 35.9278022, 139.8160246 35.9279211, 139.8164694 35.9282235, 139.8167006 35.9284027)",
113387466,,tertiary,False,True,105.42099999999999,,,,"LINESTRING (139.8156839 35.9275709, 139.8155076 35.9275924, 139.8154306 35.9275791, 139.8147009 35.9271337)",
321225042,越谷野田線,primary,False,True,42.031,2,40,19,"LINESTRING (139.8140638 35.9238359, 139.8140301 35.9237236, 139.8139778 35.9235998, 139.8139188 35.9234772)",
472280173,,residential,False,False,17.692999999999998,,,,"LINESTRING (139.8140638 35.9238359, 139.8141521 35.9238257, 139.8142592 35.9238205)",
802059285,越谷野田線,primary,False,False,104.011,2,40,19,"LINESTRING (139.8140638 35.9238359, 139.8141696 35.9237627, 139.8142264 35.9237042, 139.8142607 35.9236226, 139.8142766 35.9235538, 139.8143436 35.9229642)",
844677082,春日部松伏線,primary,False,True,89.79299999999999,2,40,10,"LINESTRING (139.8140638 35.9238359, 139.8141146 35.9244903, 139.8141353 35.9246412)",
28185949,,tertiary,False,False,52.842,,,,"LINESTRING (139.8123384 35.9221589, 139.811948 35.9225137)",
28185950,,tertiary,False,False,13.61,,,,"LINESTRING (139.8123384 35.9221589, 139.8124179 35.9220548)",
321225042,越谷野田線,primary,False,False,123.59,2,40,19,"LINESTRING (139.8123384 35.9221589, 139.8129184 35.9226014, 139.8133433 35.9229159)",
321225042,越谷野田線,primary,False,True,50.501999999999995,2,40,19,"LINESTRING (139.8123384 35.9221589, 139.8121177 35.9219914, 139.811922 35.9218548)",
875665322,ゆめみ通り,tertiary,False,True,10.821,,,,"LINESTRING (139.8210423 35.9256498, 139.8210909 35.9255608)",
281261080,ゆめみ通り,tertiary,False,False,137.328,,,,"LINESTRING (139.8210423 35.9256498, 139.8208217 35.9260519, 139.8204263 35.9267796)",
54240391,,unclassified,False,True,15.934,,,,"LINESTRING (139.8151075 35.9221644, 139.815283 35.9221461)",
113387280,,tertiary,False,False,10.447,,,,"LINESTRING (139.8185818 35.924668, 139.818538 35.924755)",
113387280,,tertiary,False,True,34.244,,,,"LINESTRING (139.8185818 35.924668, 139.8187268 35.9243833)",
65596832,越谷野田線,primary,True,False,122.45500000000001,,50,19,"LINESTRING (139.8185818 35.924668, 139.8181475 35.9244537, 139.8177943 35.9242609, 139.8174516 35.9240568)",
875665322,ゆめみ通り,tertiary,False,False,10.821,,,,"LINESTRING (139.8210909 35.9255608, 139.8210423 35.9256498)",
65596832,越谷野田線,primary,True,False,246.997,,50,19,"LINESTRING (139.8210909 35.9255608, 139.8196622 35.9250906, 139.8192501 35.9249484, 139.818897 35.924809, 139.8185818 35.924668)",
113388085,,residential,False,False,22.644,,,,"LINESTRING (139.8173359 35.922883, 139.8175691 35.9229592)",
113388085,,residential,False,True,26.905,,,,"LINESTRING (139.8173359 35.922883, 139.8170588 35.9227925)",
281261073,,residential,False,False,72.091,,,,"LINESTRING (139.8173359 35.922883, 139.8176334 35.9222811)",
281261073,,residential,False,True,98.754,,,,"LINESTRING (139.8173359 35.922883, 139.8169283 35.9237075)",
113387280,,tertiary,False,False,23.823,,,,"LINESTRING (139.8183754 35.9250888, 139.8182799 35.9252886)",
113387280,,tertiary,False,True,26.688,,,,"LINESTRING (139.8183754 35.9250888, 139.8184853 35.9248659)",
472280159,,residential,False,False,35.68,,,,"LINESTRING (139.8183754 35.9250888, 139.8187423 35.92521)",
113387280,,tertiary,False,False,34.244,,,,"LINESTRING (139.8187268 35.9243833, 139.8185818 35.924668)",
113387280,,tertiary,False,True,107.846,,,,"LINESTRING (139.8187268 35.9243833, 139.8191744 35.9234837)",
113388155,,residential,False,True,56.033,,,,"LINESTRING (139.8187268 35.9243833, 139.8181461 35.9242022)",
113387733,,residential,False,False,21.186,,,,"LINESTRING (139.8187268 35.9243833, 139.8188143 35.9244194, 139.818939 35.9244655)",
113387757,,unclassified,False,True,50.84,,,,"LINESTRING (139.8125924 35.9250383, 139.8121053 35.9252695)",
113387757,,unclassified,False,False,86.88799999999999,,,,"LINESTRING (139.8125924 35.9250383, 139.8130543 35.9248264, 139.8131767 35.9247814, 139.8132999 35.9247379, 139.8134612 35.9247088)",
113389251,,unclassified,False,True,97.803,,,,"LINESTRING (139.8125924 35.9250383, 139.8122661 35.9246491, 139.8119836 35.9243099)",
113388160,,unclassified,False,True,45.711,,,,"LINESTRING (139.8122051 35.9239445, 139.8117918 35.9241832)",
550199000,,residential,False,False,71.303,,,,"LINESTRING (139.8122051 35.9239445, 139.8116699 35.9234719)",
113388160,,unclassified,False,False,57.949,,,,"LINESTRING (139.8122051 35.9239445, 139.8123185 35.923897, 139.8127341 35.9237231, 139.8127768 35.9237052)",
"[472280202, 113388132]",,unclassified,False,False,91.714,,,,"LINESTRING (139.817504 35.9287915, 139.8177302 35.9286279, 139.8177931 35.9285578, 139.8178441 35.9285113, 139.8180707 35.928122)",
