osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,access,bridge,geometry
140229645,unclassified,False,True,11.374,,,,,,,"LINESTRING (135.4152326 34.8658184, 135.4151115 34.8657941)"
512199604,trunk,True,False,42.514,2,173;477,国道173号,50,yes,,"LINESTRING (135.4152326 34.8658184, 135.4151694 34.8654396)"
512199604,trunk,True,False,24.416,2,173;477,国道173号,50,yes,,"LINESTRING (135.4172195 34.8695187, 135.4171378 34.8693096)"
677280144,tertiary,False,True,7.119,,,,,,,"LINESTRING (135.4172195 34.8695187, 135.417146 34.8695402)"
"[677280144, 110841000, 677280143]",tertiary,False,False,46.462,,,,,,yes,"LINESTRING (135.4172195 34.8695187, 135.4173331 34.8694876, 135.4173691 34.8694778, 135.4175166 34.8694448, 135.4175419 34.8694367, 135.4175795 34.86943, 135.4176036 34.8694257, 135.4177095 34.8694067)"
110841008,tertiary,False,True,79.345,,,,,,,"LINESTRING (135.4164795 34.8712436, 135.4166118 34.8711858, 135.4171965 34.8708413)"
"[261355977, 261356002, 160344932, 261356007]",unclassified,True,False,305.4009999999999,,,,,,,"LINESTRING (135.4164795 34.8712436, 135.4164282 34.8711326, 135.4163955 34.8710328, 135.4164092 34.870976, 135.4164488 34.8709132, 135.4165737 34.8707584, 135.4166826 34.8706233, 135.4167936 34.8704857, 135.4168289 34.8704419, 135.4168534 34.8703825, 135.4168632 34.8703262, 135.4168816 34.8701425, 135.416843 34.8700475, 135.4167541 34.870035, 135.4167026 34.8700696, 135.4166804 34.8701425, 135.4167049 34.8702183, 135.4167435 34.8703153, 135.4167424 34.8704266, 135.4167061 34.8705034, 135.4163941 34.8708854, 135.4163508 34.870975, 135.4163651 34.8710638, 135.4164336 34.8711809, 135.4164795 34.8712436)"
261355989,tertiary,False,False,150.11599999999999,,,,,,,"LINESTRING (135.4164795 34.8712436, 135.4158884 34.8714468, 135.4152692 34.871583, 135.4149069 34.8716075)"
110840994,residential,False,True,42.959,,,,,,,"LINESTRING (135.4195137 34.8700233, 135.4193359 34.869852, 135.4191482 34.8698039)"
110840994,residential,False,False,206.17,,,,,,,"LINESTRING (135.4177095 34.8694067, 135.4177348 34.8696053, 135.4177545 34.8697093, 135.4177939 34.869827, 135.4178267 34.8698892, 135.4178701 34.8698785, 135.41792 34.8697896, 135.4180057 34.8697044, 135.4181141 34.8696417, 135.4181573 34.8696031, 135.4183372 34.8693883, 135.4183513 34.8693444, 135.4185933 34.869409, 135.4187284 34.8694529, 135.418948 34.8696007, 135.4190192 34.8696632)"
110840994,residential,False,True,145.43900000000002,,,,,,,"LINESTRING (135.4177095 34.8694067, 135.4176673 34.869095, 135.4176276 34.8689959, 135.4176176 34.8689495, 135.4175635 34.8686972, 135.4175314 34.8684619, 135.4175371 34.8683397, 135.4175861 34.8681384, 135.4175924 34.8681166)"
"[110841000, 677280144, 677280143]",tertiary,False,True,46.462,,,,,,yes,"LINESTRING (135.4177095 34.8694067, 135.4176036 34.8694257, 135.4175795 34.86943, 135.4175419 34.8694367, 135.4175166 34.8694448, 135.4173691 34.8694778, 135.4173331 34.8694876, 135.4172195 34.8695187)"
677368524,residential,False,True,21.34,,,,,,,"LINESTRING (135.4191482 34.8698039, 135.4190392 34.8699737)"
110840994,residential,False,False,42.959,,,,,,,"LINESTRING (135.4191482 34.8698039, 135.4193359 34.869852, 135.4195137 34.8700233)"
110840994,residential,False,True,19.764000000000003,,,,,,,"LINESTRING (135.4191482 34.8698039, 135.4191112 34.8697439, 135.4190192 34.8696632)"
677360995,residential,False,True,69.119,,,,,,,"LINESTRING (135.4174145 34.8658803, 135.4172954 34.8658528, 135.4172283 34.8658154, 135.4171532 34.8657021, 135.4170755 34.8656371, 135.41694 34.8656426, 135.4167952 34.8656712)"
"[110840991, 111873295, 1005803495]",residential,False,"[False, True]",108.636,,,,,,,"LINESTRING (135.4174145 34.8658803, 135.4173905 34.8661145, 135.4170576 34.8662737, 135.4168279 34.8663908, 135.4167334 34.8664463, 135.4166944 34.8664692, 135.4166278 34.8665117)"
110840994,residential,False,False,109.00999999999999,,,,,,,"LINESTRING (135.4176084 34.8671703, 135.417539 34.8673584, 135.417522 34.8674528, 135.4175465 34.8675472, 135.4175579 34.8676354, 135.4176465 34.8677933, 135.4176541 34.8679016, 135.4175924 34.8681166)"
123726398,residential,False,False,117.318,,,,,,,"LINESTRING (135.4094498 34.8688074, 135.4100292 34.8697493)"
123726412,residential,False,False,33.467,,,,,,,"LINESTRING (135.4094498 34.8688074, 135.4097737 34.8686661)"
123726388,residential,False,False,72.29,,,,,,,"LINESTRING (135.4101257 34.8685125, 135.4105014 34.8690849)"
123726388,residential,False,True,104.9,,,,,,,"LINESTRING (135.4101257 34.8685125, 135.4092889 34.8678655)"
123726412,residential,False,False,37.652,,,,,,,"LINESTRING (135.4101257 34.8685125, 135.4104867 34.8683484)"
123726412,residential,False,True,36.373,,,,,,,"LINESTRING (135.4101257 34.8685125, 135.4097737 34.8686661)"
123726398,residential,False,False,37.135,,,,,,,"LINESTRING (135.4108349 34.8713629, 135.4107969 34.8716954)"
123726398,residential,False,True,38.783,,,,,,,"LINESTRING (135.4108349 34.8713629, 135.4108741 34.8710156)"
261355989,tertiary,False,False,87.741,,,,,,,"LINESTRING (135.4108349 34.8713629, 135.4103821 34.8713272, 135.4098767 34.8712954)"
261355989,tertiary,False,True,95.885,,,,,,,"LINESTRING (135.4108349 34.8713629, 135.4113319 34.8714026, 135.4114271 34.8714112, 135.4118803 34.871452)"
123726402,residential,False,False,40.351,,,,,,,"LINESTRING (135.4099205 34.8709343, 135.4098767 34.8712954)"
123726402,residential,False,True,44.918,,,,,,,"LINESTRING (135.4099205 34.8709343, 135.4104107 34.8709721)"
128245343,residential,False,True,111.003,,,,,,,"LINESTRING (135.4099205 34.8709343, 135.4093483 34.8700533)"
123726398,residential,False,False,38.783,,,,,,,"LINESTRING (135.4108741 34.8710156, 135.4108349 34.8713629)"
