osmid,lanes,highway,maxspeed,oneway,reversed,length,geometry,ref,name,bridge
142435319,2,tertiary,30,False,False,139.364,"LINESTRING (139.4449394 35.5631485, 139.4447412 35.5630848, 139.4445905 35.5630566, 139.4444089 35.5630348, 139.443914 35.5629723, 139.4437508 35.5629455, 139.4436375 35.5629186, 139.4434506 35.562852)",,,
235444044,2,primary,40,False,False,85.69800000000001,"LINESTRING (139.4449394 35.5631485, 139.4449861 35.5630848, 139.445122 35.5629252, 139.4452307 35.5628155, 139.4453575 35.562712, 139.4455591 35.5625724)",18,鎌倉街道,
235444044,2,primary,40,False,True,50.790000000000006,"LINESTRING (139.4449394 35.5631485, 139.4448861 35.5632284, 139.4448137 35.5633562, 139.4447165 35.563567)",18,鎌倉街道,
235444044,2,primary,40,False,False,129.863,"LINESTRING (139.4445369 35.5648762, 139.444557 35.5646802, 139.4446446 35.5638481, 139.4446729 35.563714)",18,鎌倉街道,
235444044,2,primary,40,False,True,223.79800000000003,"LINESTRING (139.4445369 35.5648762, 139.444522 35.5650191, 139.4444907 35.5653175, 139.4444402 35.5657472, 139.4444239 35.565876, 139.4443915 35.5660007, 139.4443544 35.5661247, 139.4442615 35.5663373, 139.4441588 35.5665045, 139.4440866 35.5666033, 139.443993 35.5667108, 139.4439248 35.5667871)",18,鎌倉街道,
309328380,,tertiary,,False,True,71.154,"LINESTRING (139.4445369 35.5648762, 139.444695 35.5649851, 139.4451544 35.5652724)",,,
1157624397,2,tertiary,40,False,True,37.459,"LINESTRING (139.4445369 35.5648762, 139.4443253 35.5646915, 139.4442536 35.5646305)",,,
1247575098,2,primary,40,False,True,7.468,"LINESTRING (139.4482456 35.5603076, 139.4482258 35.5603728)",18,鎌倉街道,
131221749,,residential,,False,False,20.337,"LINESTRING (139.441614 35.5667021, 139.4417353 35.5665481)",,,
131221742,,residential,,False,False,156.81599999999997,"LINESTRING (139.4412203 35.5672061, 139.4411344 35.567275, 139.441021 35.567377, 139.4407467 35.5676871, 139.4407078 35.5677684, 139.4406052 35.5681474, 139.4406065 35.5682013, 139.4407514 35.5684368)",,,
131221745,,residential,,False,False,19.282,"LINESTRING (139.4407514 35.5684368, 139.4405651 35.5685211)",,,
131221742,,residential,,False,True,156.816,"LINESTRING (139.4407514 35.5684368, 139.4406065 35.5682013, 139.4406052 35.5681474, 139.4407078 35.5677684, 139.4407467 35.5676871, 139.441021 35.567377, 139.4411344 35.567275, 139.4412203 35.5672061)",,,
222187487,,residential,,False,False,65.263,"LINESTRING (139.4407514 35.5684368, 139.4408588 35.5684635, 139.4409433 35.5684478, 139.4410203 35.5684026, 139.4412032 35.5680882)",,,
131221758,2,tertiary,40,False,False,8.58,"LINESTRING (139.4403174 35.5663361, 139.4403358 35.5662604)",,,
131221748,,residential,,False,False,135.34199999999998,"LINESTRING (139.4403174 35.5663361, 139.440761 35.56629, 139.4409292 35.5663401, 139.4410095 35.5663384, 139.441204 35.5663304, 139.4417353 35.5665481)",,,
