osmid,oneway,lanes,highway,reversed,length,ref,name,width,geometry,bridge,tunnel
375591929,False,2,tertiary,True,92.435,,,5,"LINESTRING (129.8731773 32.7526102, 129.8735619 32.7522575, 129.8738755 32.7520233)",,
90557120,False,2,tertiary,True,49.337,,,5,"LINESTRING (129.8742116 32.7523653, 129.8738755 32.7520233)",,
415486847,False,2,tertiary,False,61.576,,,5,"LINESTRING (129.8742116 32.7523653, 129.8746406 32.7527854)",,
415486848,True,1,unclassified,False,127.417,,,2.5,"LINESTRING (129.8742116 32.7523653, 129.873814 32.7526656, 129.8735551 32.7529104, 129.8732614 32.7531843)",,
375591929,False,2,tertiary,True,49.61,,,5,"LINESTRING (129.8728418 32.7529558, 129.8731773 32.7526102)",,
415486852,False,1,unclassified,True,46.872,,,4,"LINESTRING (129.8728418 32.7529558, 129.8732122 32.7531687, 129.8732614 32.7531843)",,
627067683,False,1,unclassified,True,41.521,,,4,"LINESTRING (129.8729042 32.7509924, 129.8729067 32.750619)",,
90557126,False,2,tertiary,True,57.651,,,5,"LINESTRING (129.8729042 32.7509924, 129.8729601 32.7510151, 129.8730083 32.751067, 129.8732588 32.7514075)",,
90564513,False,,unclassified,False,31.858,,,,"LINESTRING (129.882136 32.7484459, 129.8818768 32.7486318)",yes,
415269440,False,,unclassified,False,12.903,,,,"LINESTRING (129.882136 32.7484459, 129.8820495 32.7483555)",,
415269440,False,,unclassified,True,54.246,,,,"LINESTRING (129.882136 32.7484459, 129.8824843 32.748836)",,
376296661,False,2,tertiary,False,54.932,,,5,"LINESTRING (129.8788156 32.746351, 129.8792163 32.7459898)",,
376296664,False,2,tertiary,True,35.091,,,5,"LINESTRING (129.8788156 32.746351, 129.8785368 32.7465622)",yes,
415269449,True,,unclassified,False,48.332,,,,"LINESTRING (129.8788156 32.746351, 129.8792715 32.7465557)",,
415387187,False,,unclassified,False,85.799,,,,"LINESTRING (129.8788156 32.746351, 129.878756 32.7463224, 129.8779859 32.7460222)",,
90564515,False,2,tertiary,False,14.066,,,6,"LINESTRING (129.8780963 32.7468073, 129.8782261 32.7467434)",,
90564515,False,2,tertiary,True,58.576,,,6,"LINESTRING (129.8780963 32.7468073, 129.8775858 32.7471125)",,
667125489,True,2,tertiary,False,75.56700000000001,,,5.4,"LINESTRING (129.8780963 32.7468073, 129.8782267 32.7469073, 129.8786258 32.7472189, 129.8786877 32.7472703)",,
90564515,False,2,tertiary,False,22.471,,,6,"LINESTRING (129.8740985 32.7496095, 129.8741619 32.7494745, 129.8741681 32.7494178)",,
160182583,False,2,tertiary,False,34.274,,,5,"LINESTRING (129.8740985 32.7496095, 129.8739901 32.7495782, 129.8737383 32.7495729)",,
160182583,False,2,tertiary,True,19.905,,,5,"LINESTRING (129.8740985 32.7496095, 129.8741524 32.7496538, 129.8742594 32.7497264)",,
90564515,False,2,tertiary,False,69.861,,,6,"LINESTRING (129.8743128 32.7487056, 129.8743938 32.7486202, 129.8749194 32.7483482)",,
90564515,False,2,tertiary,True,31.683,,,6,"LINESTRING (129.8743128 32.7487056, 129.8742583 32.7488065, 129.874224 32.7489782)",,
173550497,False,1,unclassified,False,79.67599999999999,,,4,"LINESTRING (129.8743128 32.7487056, 129.8742919 32.7486172, 129.8742909 32.7485362, 129.8743377 32.7483854, 129.8745192 32.748027)",,
90963916,False,2,tertiary,False,65.032,,,5,"LINESTRING (129.8793537 32.7524702, 129.8791165 32.7528207, 129.8790085 32.7529779)",,
90963916,False,2,tertiary,True,65.37,,,5,"LINESTRING (129.8793537 32.7524702, 129.8795262 32.7522017, 129.8796609 32.7519928, 129.8796897 32.7519548)",,
"[90963915, 960633420, 960633421]",True,,unclassified,False,106.106,,,,"LINESTRING (129.8793537 32.7524702, 129.8790292 32.752377, 129.878979 32.7523619, 129.8782781 32.7521665)",yes,
420172535,False,,unclassified,False,50.585,,,,"LINESTRING (129.877448 32.7519464, 129.8776336 32.7515191)",,
420172534,True,1,unclassified,False,140.211,,,2.5,"LINESTRING (129.877448 32.7519464, 129.8768573 32.7517949, 129.8763843 32.7517054, 129.8760957 32.7516648, 129.8759914 32.7516635)",,
90963927,False,2,tertiary,False,54.308,,,5,"LINESTRING (129.8759914 32.7516635, 129.8760489 32.7511775)",,
90963927,False,2,tertiary,True,61.942,,,5,"LINESTRING (129.8759914 32.7516635, 129.8759756 32.7522204)",,
420172534,True,1,unclassified,False,66.565,,,2.5,"LINESTRING (129.8759914 32.7516635, 129.8758241 32.7516819, 129.8757407 32.7516968, 129.8756592 32.7517112, 129.8754965 32.7517592, 129.8753024 32.7518066)",,
414782262,False,2,tertiary,False,42.536,,,5,"LINESTRING (129.8753024 32.7518066, 129.8751384 32.7514498)",,
414782262,False,2,tertiary,True,65.087,,,5,"LINESTRING (129.8753024 32.7518066, 129.8755788 32.7523438)",,
420172534,True,1,unclassified,False,120.4,,,2.5,"LINESTRING (129.8753024 32.7518066, 129.8749863 32.7519194, 129.8748558 32.7519682, 129.8747258 32.7520282, 129.8745822 32.7521058, 129.8744521 32.7521932, 129.8742116 32.7523653)",,
415486847,False,2,tertiary,True,61.576,,,5,"LINESTRING (129.8746406 32.7527854, 129.8742116 32.7523653)",,
415486852,False,1,unclassified,False,175.617,,,4,"LINESTRING (129.8746406 32.7527854, 129.8738599 32.7534152, 129.873735 32.7535202, 129.8732614 32.7531843)",,
496831911,False,1,unclassified,True,101.169,,,4,"LINESTRING (129.8746406 32.7527854, 129.8749091 32.7526089, 129.8752116 32.7524727, 129.8755315 32.7523615, 129.8755788 32.7523438)",,
415486852,False,1,unclassified,False,46.872,,,4,"LINESTRING (129.8732614 32.7531843, 129.8732122 32.7531687, 129.8728418 32.7529558)",,
415486852,False,1,unclassified,True,175.617,,,4,"LINESTRING (129.8732614 32.7531843, 129.873735 32.7535202, 129.8738599 32.7534152, 129.8746406 32.7527854)",,
90963916,False,2,tertiary,True,65.032,,,5,"LINESTRING (129.8790085 32.7529779, 129.8791165 32.7528207, 129.8793537 32.7524702)",,
90963918,True,1,unclassified,False,296.984,,,2.5,"LINESTRING (129.8790085 32.7529779, 129.878104 32.7527312, 129.8772147 32.75248, 129.8770135 32.7524231, 129.876353 32.752238, 129.8760132 32.7522258, 129.8759756 32.7522204)",,
173411177,False,,unclassified,False,40.631,,,,"LINESTRING (129.8790085 32.7529779, 129.8789811 32.7531099, 129.8789796 32.7533413)",,
414782262,False,2,tertiary,False,54.308,,,5,"LINESTRING (129.8751384 32.7514498, 129.8749184 32.7509978)",,
414782262,False,2,tertiary,True,42.536,,,5,"LINESTRING (129.8751384 32.7514498, 129.8753024 32.7518066)",,
90963926,True,1,unclassified,False,90.62200000000001,,,2.5,"LINESTRING (129.8751384 32.7514498, 129.8755753 32.7512949, 129.8757765 32.7512317, 129.8759853 32.7511863, 129.8760489 32.7511775)",,
90963927,False,2,tertiary,False,61.942,,,5,"LINESTRING (129.8759756 32.7522204, 129.8759914 32.7516635)",,
496831911,False,1,unclassified,False,39.563,,,4,"LINESTRING (129.8759756 32.7522204, 129.8755788 32.7523438)",,
90963924,False,,unclassified,False,203.096,,,,"LINESTRING (129.8827997 32.753522, 129.8826031 32.7533379, 129.8821809 32.7530019, 129.8818758 32.7527843, 129.8817259 32.7526972, 129.8815419 32.7525739, 129.8812442 32.7524205, 129.8811446 32.7523507)",,
90963924,False,,unclassified,False,14.144,,,,"LINESTRING (129.8811446 32.7523507, 129.881007 32.7522979)",,
90963929,False,,tertiary,False,69.16,,,,"LINESTRING (129.8811446 32.7523507, 129.8815536 32.7518325)",,
90963924,False,,unclassified,True,203.096,,,,"LINESTRING (129.8811446 32.7523507, 129.8812442 32.7524205, 129.8815419 32.7525739, 129.8817259 32.7526972, 129.8818758 32.7527843, 129.8821809 32.7530019, 129.8826031 32.7533379, 129.8827997 32.753522)",,
90963916,False,2,tertiary,False,10.856,,,5,"LINESTRING (129.8799291 32.7516666, 129.8798596 32.7517448)",,
90963916,False,2,tertiary,True,68.68,,,5,"LINESTRING (129.8799291 32.7516666, 129.8803374 32.7511532)",,
90963924,False,,unclassified,True,122.836,,,,"LINESTRING (129.8799291 32.7516666, 129.881007 32.7522979)",,
90963916,False,2,tertiary,False,68.68,,,5,"LINESTRING (129.8803374 32.7511532, 129.8799291 32.7516666)",,
90963916,False,2,tertiary,True,5.91,,,5,"LINESTRING (129.8803374 32.7511532, 129.8803755 32.7511108)",,
176596072,True,2,trunk,False,136.543,34;57;251,市役所通り,4,"LINESTRING (129.8803374 32.7511532, 129.8804455 32.7512142, 129.8808566 32.7514388, 129.8813977 32.7517404, 129.8815536 32.7518325)",,
90963916,False,2,tertiary,True,28.244,,,5,"LINESTRING (129.8796897 32.7519548, 129.8798596 32.7517448)",,
90963916,False,2,tertiary,False,65.37,,,5,"LINESTRING (129.8796897 32.7519548, 129.8796609 32.7519928, 129.8795262 32.7522017, 129.8793537 32.7524702)",,
90963927,False,2,tertiary,True,54.308,,,5,"LINESTRING (129.8760489 32.7511775, 129.8759914 32.7516635)",,
90963926,True,1,unclassified,False,153.074,,,2.5,"LINESTRING (129.8760489 32.7511775, 129.8768818 32.7513333, 129.8776336 32.7515191)",,
90963927,False,2,tertiary,False,47.563,,,5,"LINESTRING (129.8760489 32.7511775, 129.8761262 32.750842, 129.8761446 32.7507574)",,
90963927,False,2,tertiary,False,10.532,,,5,"LINESTRING (129.8768804 32.7495975, 129.8769645 32.7495345)",,
90963927,False,2,tertiary,True,61.559000000000005,,,5,"LINESTRING (129.8768804 32.7495975, 129.8768239 32.7496526, 129.8765291 32.7500646)",,
255538622,True,2,trunk,False,50.068,34;57;251,市役所通り,5,"LINESTRING (129.8768804 32.7495975, 129.8770586 32.7496774, 129.8773552 32.7498055)",,
90963929,False,,tertiary,False,5.697,,,,"LINESTRING (129.8815536 32.7518325, 129.8816043 32.7518041)",,
90963929,False,,tertiary,True,69.16,,,,"LINESTRING (129.8815536 32.7518325, 129.8811446 32.7523507)",,
90564513,False,,unclassified,True,31.858,,,,"LINESTRING (129.8818768 32.7486318, 129.882136 32.7484459)",yes,
496841296,False,,unclassified,True,52.342,,,,"LINESTRING (129.8818768 32.7486318, 129.8822357 32.748993)",,
415269441,False,,tertiary,False,125.623,,,,"LINESTRING (129.8818768 32.7486318, 129.881844 32.7486889, 129.8808543 32.7493554)",,
415269442,True,,unclassified,False,81.408,,,,"LINESTRING (129.8818768 32.7486318, 129.8818092 32.7485653, 129.8812795 32.7480994)",,
90964487,False,,unclassified,False,33.964,,大井手橋,,"LINESTRING (129.8833914 32.750524, 129.8830992 32.7507054)",yes,
415269430,False,,unclassified,False,70.744,,,,"LINESTRING (129.8833914 32.750524, 129.8832469 32.7501348, 129.8831667 32.7499165)",,
116483492,False,,unclassified,False,52.841,,,,"LINESTRING (129.8810676 32.7474687, 129.8811129 32.7474536, 129.8815057 32.7471718)",,
"[175337744, 116483492, 116483487]",False,,unclassified,True,42.401,,魚市橋 (Uoichi-bashi),,"LINESTRING (129.8810676 32.7474687, 129.8810215 32.7475032, 129.8808379 32.7476154, 129.8807054 32.7476977)",yes,
415269446,True,,unclassified,False,70.689,,,,"LINESTRING (129.8810676 32.7474687, 129.8811456 32.7475062, 129.8816196 32.7478997)",,
175337744,False,,unclassified,True,104.886,,,,"LINESTRING (129.8807054 32.7476977, 129.8798216 32.7482784)",,
"[175337744, 116483492, 116483487]",False,,unclassified,False,42.401,,魚市橋 (Uoichi-bashi),,"LINESTRING (129.8807054 32.7476977, 129.8808379 32.7476154, 129.8810215 32.7475032, 129.8810676 32.7474687)",yes,
415269444,True,,unclassified,False,88.946,,,,"LINESTRING (129.8807054 32.7476977, 129.8806316 32.7476558, 129.8798621 32.747329)",,
173550484,False,,unclassified,True,40.15,,,,"LINESTRING (129.8790961 32.7495438, 129.8787719 32.7497805)",,
627067692,False,,unclassified,False,127.049,,,,"LINESTRING (129.8790961 32.7495438, 129.880162 32.7488354)",,
1252799079,False,,residential,True,48.683,,,,"LINESTRING (129.8790961 32.7495438, 129.8785876 32.7496375)",,
173550498,True,,unclassified,False,66.946,,,,"LINESTRING (129.8790961 32.7495438, 129.8790407 32.7495229, 129.878547 32.7491607)",,
174854218,False,,unclassified,False,69.1,,,,"LINESTRING (129.8815057 32.7471718, 129.8820303 32.7476094)",,
174854218,False,,unclassified,True,84.993,,,,"LINESTRING (129.8815057 32.7471718, 129.8808504 32.7466422)",,
116483492,False,,unclassified,False,129.942,,,,"LINESTRING (129.8815057 32.7471718, 129.8821279 32.7467764, 129.8826258 32.7464806)",,
116483492,False,,unclassified,True,52.841,,,,"LINESTRING (129.8815057 32.7471718, 129.8811129 32.7474536, 129.8810676 32.7474687)",,
90557121,True,2,tertiary,False,66.84,,,,"LINESTRING (129.8778465 32.7511194, 129.8780613 32.7512189, 129.8781684 32.7512363, 129.8782408 32.7512127, 129.8782987 32.7511616, 129.8783769 32.7510836, 129.8784261 32.7510332)",,
"[960633428, 960633429, 420172535]",False,,unclassified,True,48.729,,,,"LINESTRING (129.8778465 32.7511194, 129.8777238 32.7513315, 129.8777071 32.7513663, 129.8776336 32.7515191)",yes,
90963926,True,1,unclassified,False,94.266,,,2.5,"LINESTRING (129.8776336 32.7515191, 129.878611 32.7517264)",,
420172535,False,,unclassified,True,50.585,,,,"LINESTRING (129.8776336 32.7515191, 129.877448 32.7519464)",,
"[960633428, 960633429, 420172535]",False,,unclassified,False,48.729,,,,"LINESTRING (129.8776336 32.7515191, 129.8777071 32.7513663, 129.8777238 32.7513315, 129.8778465 32.7511194)",yes,
166765370,False,1,unclassified,False,43.133,,,4,"LINESTRING (129.8728434 32.7523426, 129.8731773 32.7526102)",,
160182583,False,2,tertiary,False,63.547,,,5,"LINESTRING (129.8748081 32.7500635, 129.8742594 32.7497264)",,
160182583,False,2,tertiary,True,38.37,,,5,"LINESTRING (129.8748081 32.7500635, 129.8748001 32.7504085)",,
166765366,False,1,unclassified,False,59.482000000000006,,,4,"LINESTRING (129.8748081 32.7500635, 129.8750878 32.7499963, 129.8753032 32.7499559, 129.8753661 32.7499504, 129.8754261 32.7499606)",,
792381103,True,2,tertiary,False,8.633,,,5,"LINESTRING (129.8748296 32.751019, 129.8749184 32.7509978)",,
960633417,False,2,tertiary,False,14.071,,,5,"LINESTRING (129.8748296 32.751019, 129.874817 32.7509725, 129.8748095 32.7509446, 129.8747963 32.7508956)",,
160182583,False,2,tertiary,True,74.437,,,5,"LINESTRING (129.8729426 32.7495561, 129.8737383 32.7495729)",,
163050112,False,1,unclassified,False,91.005,,,4,"LINESTRING (129.8729426 32.7495561, 129.8729199 32.7503743)",,
415382382,False,1,unclassified,False,73.915,,,4,"LINESTRING (129.8729426 32.7495561, 129.8729636 32.7488916)",,
166763628,False,1,unclassified,False,43.64,,,4,"LINESTRING (129.8737624 32.7489207, 129.874224 32.7489782)",,
166763628,False,1,unclassified,True,44.836,,,4,"LINESTRING (129.8737624 32.7489207, 129.8732848 32.7488856)",,
166765367,False,1,unclassified,False,72.556,,,4,"LINESTRING (129.8737624 32.7489207, 129.8737383 32.7495729)",,
173550486,False,1,unclassified,False,135.776,,,4,"LINESTRING (129.8737624 32.7489207, 129.8737885 32.7486932, 129.8738319 32.7484412, 129.8739072 32.7482188, 129.8741285 32.7477476)",,
166763619,False,1,unclassified,True,72.317,,,4,"LINESTRING (129.8762258 32.7487713, 129.8755375 32.7490677)",,
255538622,True,2,trunk,False,111.54599999999999,34;57;251,市役所通り,5,"LINESTRING (129.8762258 32.7487713, 129.8765557 32.7493018, 129.8766361 32.7493932, 129.8767276 32.7494868, 129.8768804 32.7495975)",,
166763642,False,1,unclassified,False,44.327,,,4,"LINESTRING (129.8736853 32.7476063, 129.8741285 32.7477476)",,
166763642,False,1,unclassified,True,53.812,,,4,"LINESTRING (129.8736853 32.7476063, 129.8731557 32.7474171)",,
173550509,False,,unclassified,True,36.37,,,,"LINESTRING (129.8736853 32.7476063, 129.873855 32.747312)",,
166765369,False,1,unclassified,True,148.025,,,4,"LINESTRING (129.8736853 32.7476063, 129.8735516 32.7478761, 129.8734778 32.7480431, 129.8734153 32.7481888, 129.8733732 32.7483442, 129.8732848 32.7488856)",,
166763642,False,1,unclassified,False,47.962,,,4,"LINESTRING (129.8741285 32.7477476, 129.8745192 32.748027)",,
166763642,False,1,unclassified,True,44.327,,,4,"LINESTRING (129.8741285 32.7477476, 129.8736853 32.7476063)",,
173550486,False,1,unclassified,True,135.776,,,4,"LINESTRING (129.8741285 32.7477476, 129.8739072 32.7482188, 129.8738319 32.7484412, 129.8737885 32.7486932, 129.8737624 32.7489207)",,
415382376,False,,unclassified,True,51.296,,,,"LINESTRING (129.8741285 32.7477476, 129.8742151 32.747681, 129.8742982 32.747563, 129.8743739 32.7473467)",,
166763619,False,1,unclassified,False,72.317,,,4,"LINESTRING (129.8755375 32.7490677, 129.8762258 32.7487713)",,
166763619,False,1,unclassified,True,66.326,,,4,"LINESTRING (129.8755375 32.7490677, 129.8749503 32.7494022)",,
166763642,False,1,unclassified,True,98.703,,,4,"LINESTRING (129.8755375 32.7490677, 129.8749194 32.7483482)",,
166763642,False,1,unclassified,False,146.302,,,4,"LINESTRING (129.8755375 32.7490677, 129.8759253 32.7495376, 129.8760956 32.7497485, 129.8761868 32.7498511, 129.8762807 32.7499279, 129.8763773 32.7499933, 129.8765291 32.7500646)",,
90564515,False,2,tertiary,True,49.16,,,6,"LINESTRING (129.874224 32.7489782, 129.8741681 32.7494178)",,
166763628,False,1,unclassified,True,43.64,,,4,"LINESTRING (129.874224 32.7489782, 129.8737624 32.7489207)",,
90564515,False,2,tertiary,False,31.683,,,6,"LINESTRING (129.874224 32.7489782, 129.8742583 32.7488065, 129.8743128 32.7487056)",,
166763628,False,1,unclassified,False,84.90100000000001,,,4,"LINESTRING (129.874224 32.7489782, 129.8744456 32.749039, 129.87454 32.7490695, 129.8746352 32.7491169, 129.8749503 32.7494022)",,
90963927,False,2,tertiary,True,40.227,,,5,"LINESTRING (129.8765291 32.7500646, 129.8763321 32.7503862)",,
173550483,False,1,unclassified,True,48.564,,,4,"LINESTRING (129.8765291 32.7500646, 129.8769841 32.7502751)",,
90963927,False,2,tertiary,False,61.559000000000005,,,5,"LINESTRING (129.8765291 32.7500646, 129.8768239 32.7496526, 129.8768804 32.7495975)",,
166763642,False,1,unclassified,True,146.30200000000002,,,4,"LINESTRING (129.8765291 32.7500646, 129.8763773 32.7499933, 129.8762807 32.7499279, 129.8761868 32.7498511, 129.8760956 32.7497485, 129.8759253 32.7495376, 129.8755375 32.7490677)",,
166763628,False,1,unclassified,False,44.836,,,4,"LINESTRING (129.8732848 32.7488856, 129.8737624 32.7489207)",,
166763628,False,1,unclassified,True,30.046,,,4,"LINESTRING (129.8732848 32.7488856, 129.8729636 32.7488916)",,
166765369,False,1,unclassified,False,148.025,,,4,"LINESTRING (129.8732848 32.7488856, 129.8733732 32.7483442, 129.8734153 32.7481888, 129.8734778 32.7480431, 129.8735516 32.7478761, 129.8736853 32.7476063)",,
166763642,False,1,unclassified,False,34.921,,,4,"LINESTRING (129.872804 32.7473116, 129.8731557 32.7474171)",,
166763628,False,1,unclassified,False,30.046,,,4,"LINESTRING (129.8729636 32.7488916, 129.8732848 32.7488856)",,
415382382,False,1,unclassified,True,73.915,,,4,"LINESTRING (129.8729636 32.7488916, 129.8729426 32.7495561)",,
166763619,False,1,unclassified,False,66.326,,,4,"LINESTRING (129.8749503 32.7494022, 129.8755375 32.7490677)",,
166763619,False,1,unclassified,True,41.949,,,4,"LINESTRING (129.8749503 32.7494022, 129.8747051 32.7497181)",,
166763628,False,1,unclassified,False,77.11099999999999,,,4,"LINESTRING (129.8749503 32.7494022, 129.8750856 32.7495459, 129.8753862 32.7498602, 129.8754144 32.7499087, 129.8754261 32.7499606)",,
166763628,False,1,unclassified,True,84.901,,,4,"LINESTRING (129.8749503 32.7494022, 129.8746352 32.7491169, 129.87454 32.7490695, 129.8744456 32.749039, 129.874224 32.7489782)",,
166763619,False,1,unclassified,False,41.949,,,4,"LINESTRING (129.8747051 32.7497181, 129.8749503 32.7494022)",,
415387351,False,1,unclassified,True,33.461,,,4,"LINESTRING (129.8747051 32.7497181, 129.8749873 32.7499031)",,
415387351,False,1,unclassified,False,60.872,,,4,"LINESTRING (129.8747051 32.7497181, 129.8742664 32.7494406, 129.8741681 32.7494178)",,
166763642,False,1,unclassified,False,51.734,,,4,"LINESTRING (129.8745192 32.748027, 129.8749194 32.7483482)",,
166763642,False,1,unclassified,True,47.962,,,4,"LINESTRING (129.8745192 32.748027, 129.8741285 32.7477476)",,
173550489,False,1,unclassified,False,73.295,,,4,"LINESTRING (129.8745192 32.748027, 129.8748202 32.7474184)",,
173550497,False,1,unclassified,True,79.676,,,4,"LINESTRING (129.8745192 32.748027, 129.8743377 32.7483854, 129.8742909 32.7485362, 129.8742919 32.7486172, 129.8743128 32.7487056)",,
90564515,False,2,tertiary,False,87.585,,,6,"LINESTRING (129.8749194 32.7483482, 129.875722 32.7479423)",,
166763642,False,1,unclassified,False,98.703,,,4,"LINESTRING (129.8749194 32.7483482, 129.8755375 32.7490677)",,
166763642,False,1,unclassified,True,51.734,,,4,"LINESTRING (129.8749194 32.7483482, 129.8745192 32.748027)",,
90564515,False,2,tertiary,True,69.861,,,6,"LINESTRING (129.8749194 32.7483482, 129.8743938 32.7486202, 129.8743128 32.7487056)",,
166763642,False,1,unclassified,False,53.812,,,4,"LINESTRING (129.8731557 32.7474171, 129.8736853 32.7476063)",,
166763642,False,1,unclassified,True,34.921,,,4,"LINESTRING (129.8731557 32.7474171, 129.872804 32.7473116)",,
173550495,False,,unclassified,True,70.971,,,,"LINESTRING (129.8731557 32.7474171, 129.8732287 32.7472087, 129.8732786 32.7470345, 129.8732875 32.7467928)",,
173550502,False,1,unclassified,False,20.592,,,4,"LINESTRING (129.8754261 32.7499606, 129.8756321 32.750026)",,
166763628,False,1,unclassified,True,77.111,,,4,"LINESTRING (129.8754261 32.7499606, 129.8754144 32.7499087, 129.8753862 32.7498602, 129.8750856 32.7495459, 129.8749503 32.7494022)",,
166765366,False,1,unclassified,True,59.482,,,4,"LINESTRING (129.8754261 32.7499606, 129.8753661 32.7499504, 129.8753032 32.7499559, 129.8750878 32.7499963, 129.8748081 32.7500635)",,
166765367,False,1,unclassified,True,96.344,,,4,"LINESTRING (129.8737094 32.750439, 129.8737383 32.7495729)",,
627067687,False,,unclassified,False,13.352,,,,"LINESTRING (129.8737094 32.750439, 129.8737245 32.7505584)",yes,
627067688,True,1,unclassified,False,47.580999999999996,,,2.5,"LINESTRING (129.8737094 32.750439, 129.8737407 32.7504241, 129.8742132 32.7504097)",,
90963927,False,2,tertiary,False,29.276,,,5,"LINESTRING (129.8761877 32.7506198, 129.8763321 32.7503862)",,
90963927,False,2,tertiary,True,15.841,,,5,"LINESTRING (129.8761877 32.7506198, 129.8761654 32.7506775, 129.8761571 32.7507078, 129.8761446 32.7507574)",,
549402923,True,2,tertiary,False,63.075,,,5,"LINESTRING (129.8761877 32.7506198, 129.8759139 32.7506452, 129.8755231 32.7507129)",,
173550493,False,1,unclassified,False,76.102,,,4,"LINESTRING (129.8742132 32.7504097, 129.8742594 32.7497264)",,
627067688,True,1,unclassified,False,54.886,,,2.5,"LINESTRING (129.8742132 32.7504097, 129.8748001 32.7504085)",,
627067685,False,,unclassified,False,15.285,,,,"LINESTRING (129.873929 32.7511069, 129.8739807 32.7512373)",,
549402923,True,2,tertiary,False,71.19,,,5,"LINESTRING (129.873929 32.7511069, 129.8736636 32.7512058, 129.8734435 32.7513055, 129.8732588 32.7514075)",,
627067685,False,,unclassified,True,63.93600000000001,,,,"LINESTRING (129.873929 32.7511069, 129.873817 32.7507844, 129.8737245 32.7505584)",,
173550492,True,1,unclassified,False,61.415,,,2.5,"LINESTRING (129.874798 32.7505228, 129.8754521 32.7504736)",,
960633417,False,2,tertiary,True,41.454,,,5,"LINESTRING (129.874798 32.7505228, 129.8747963 32.7508956)",,
627067681,True,1,unclassified,False,100.483,,,2.5,"LINESTRING (129.874798 32.7505228, 129.8742102 32.7505494, 129.8737245 32.7505584)",,
"[960633417, 960633418, 160182583]",False,2,tertiary,False,12.736,,船津橋,5,"LINESTRING (129.874798 32.7505228, 129.8747955 32.75051, 129.8747999 32.7504134, 129.8748001 32.7504085)",yes,
549402923,True,2,tertiary,False,84.443,,,5,"LINESTRING (129.8747963 32.7508956, 129.873929 32.7511069)",,
960633417,False,2,tertiary,False,41.454,,,5,"LINESTRING (129.8747963 32.7508956, 129.874798 32.7505228)",,
960633417,False,2,tertiary,True,14.071000000000002,,,5,"LINESTRING (129.8747963 32.7508956, 129.8748095 32.7509446, 129.874817 32.7509725, 129.8748296 32.751019)",,
