osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,tunnel,width
676278357,,,,unclassified,True,False,51.303,"LINESTRING (138.8529035 37.4472593, 138.852967 37.4473233, 138.8530552 37.4473343, 138.8532728 37.4472804, 138.8532949 37.4472508, 138.8532977 37.447198, 138.8532848 37.4471585)",,,
24010658,,,,unclassified,True,False,93.579,"LINESTRING (138.8532848 37.4471585, 138.8531611 37.4468468, 138.8531088 37.446818, 138.8530437 37.4468146, 138.8527 37.4469011, 138.8525646 37.4469379, 138.8525509 37.4469442)",,,
546855233,,,城内通り,tertiary,False,False,10.96,"LINESTRING (138.8525509 37.4469442, 138.8525898 37.4470378)",,,
24010639,,36,長岡停車場線,primary,True,False,185.227,"LINESTRING (138.8525509 37.4469442, 138.8523745 37.44699, 138.8507704 37.4474311, 138.8505608 37.4474691)",,,
198708532,,,,tertiary,False,True,113.272,"LINESTRING (138.8525509 37.4469442, 138.852482 37.4467547, 138.8521868 37.4459674)",,,
196152238,,,,unclassified,False,True,100.919,"LINESTRING (138.8564743 37.4505699, 138.8567454 37.4514516)",,,
198708531,,,,unclassified,False,False,45.027,"LINESTRING (138.8564743 37.4505699, 138.8559882 37.4506926)",,,
196152238,,,,unclassified,False,False,154.87900000000002,"LINESTRING (138.8564743 37.4505699, 138.8562726 37.4499873, 138.8560213 37.4492243)",,,
198708533,,,殿町通り,unclassified,False,False,60.589,"LINESTRING (138.8542942 37.4444039, 138.8536449 37.4445804)",,,
198708533,,,殿町通り,unclassified,False,True,64.68,"LINESTRING (138.8542942 37.4444039, 138.854996 37.4442369)",,,
625014396,2,,,tertiary,False,False,81.717,"LINESTRING (138.8542942 37.4444039, 138.8539978 37.4437077)",,,
625014396,2,,,tertiary,False,True,111.033,"LINESTRING (138.8542942 37.4444039, 138.8543787 37.4446279, 138.8545807 37.4453756)",,,
198708533,,,殿町通り,unclassified,False,True,34.514,"LINESTRING (138.8531334 37.444696, 138.8535109 37.4446153)",,,
196149715,,,,unclassified,False,False,95.454,"LINESTRING (138.8531334 37.444696, 138.8531264 37.4446343, 138.8531181 37.4445892, 138.8528887 37.444099, 138.8531567 37.4440172)",,,
198708533,,,殿町通り,unclassified,False,False,45.313,"LINESTRING (138.8531334 37.444696, 138.8530356 37.4447006, 138.8529921 37.4447048, 138.8529224 37.4447091, 138.8528675 37.4447125, 138.8528286 37.4447149, 138.8526242 37.4447432)",,,
198708533,,,殿町通り,unclassified,False,False,77.359,"LINESTRING (138.8526242 37.4447432, 138.8517776 37.4449227)",,,
196146220,,,,unclassified,False,False,49.035,"LINESTRING (138.8526242 37.4447432, 138.8525489 37.4445227, 138.8524726 37.444319)",,,
198708533,,,殿町通り,unclassified,False,True,45.313,"LINESTRING (138.8526242 37.4447432, 138.8528286 37.4447149, 138.8528675 37.4447125, 138.8529224 37.4447091, 138.8529921 37.4447048, 138.8530356 37.4447006, 138.8531334 37.444696)",,,
198708533,,,殿町通り,unclassified,False,True,77.359,"LINESTRING (138.8517776 37.4449227, 138.8526242 37.4447432)",,,
198708532,,,,tertiary,False,False,121.668,"LINESTRING (138.8517776 37.4449227, 138.8518524 37.445092, 138.8521868 37.4459674)",,,
198708532,,,,tertiary,False,True,49.028999999999996,"LINESTRING (138.8517776 37.4449227, 138.8516379 37.4446258, 138.8515811 37.4445103)",,,
198708533,,,殿町通り,unclassified,False,False,70.64500000000001,"LINESTRING (138.8517776 37.4449227, 138.8516326 37.4449556, 138.8513791 37.4450284, 138.8510234 37.4451342)",,,
28027411,2,,東口通り,tertiary,True,False,58.064,"LINESTRING (138.8550752 37.4463807, 138.8551093 37.4463789, 138.8551588 37.4463685, 138.855706 37.4462353)",,,
625014396,2,,,tertiary,False,False,19.101,"LINESTRING (138.8550752 37.4463807, 138.854982 37.4463672, 138.8549102 37.4463504, 138.8548823 37.4463206)",,,
23678874,2,352;404,国道352号,trunk,False,False,88.987,"LINESTRING (138.8494344 37.4442611, 138.8499808 37.4435886)",,,
23678874,2,352;404,国道352号,trunk,False,True,78.281,"LINESTRING (138.8494344 37.4442611, 138.8488667 37.4448019)",,,
196141191,,,,unclassified,False,False,63.98,"LINESTRING (138.8494344 37.4442611, 138.8495132 37.4443439, 138.8498839 37.4447124)",,,
129408617,,,,unclassified,False,False,12.201,"LINESTRING (138.8500461 37.4501879, 138.8499892 37.4500879)",,,
129408617,,,,unclassified,False,True,114.43100000000001,"LINESTRING (138.8500461 37.4501879, 138.8501756 37.4505111, 138.8504781 37.4511579)",,,
196150919,,,,unclassified,True,False,100.939,"LINESTRING (138.8525193 37.4494434, 138.8514518 37.4497687)",,,
42239648,,,,unclassified,True,False,113.33000000000001,"LINESTRING (138.8525193 37.4494434, 138.8527018 37.4499928, 138.8528363 37.450431)",,,
42239648,,,,unclassified,True,False,101.533,"LINESTRING (138.852234 37.4485589, 138.852374 37.4490151, 138.8525193 37.4494434)",,,
196142348,,,,unclassified,False,True,71.735,"LINESTRING (138.852234 37.4485589, 138.8522131 37.4484924, 138.8520162 37.4479374)",,,
196145918,2,,,unclassified,False,False,85.50399999999999,"LINESTRING (138.852234 37.4485589, 138.8530072 37.4483173, 138.8531317 37.4482707)",,,
198638740,,,,unclassified,False,True,105.637,"LINESTRING (138.852234 37.4485589, 138.8512661 37.4488598, 138.8511184 37.4489025)",,,
198708533,,,殿町通り,unclassified,False,False,12.45,"LINESTRING (138.8536449 37.4445804, 138.8535109 37.4446153)",,,
198708533,,,殿町通り,unclassified,False,True,60.589,"LINESTRING (138.8536449 37.4445804, 138.8542942 37.4444039)",,,
"[37582259, 35438052]",1,,,unclassified,False,True,180.59300000000002,"LINESTRING (138.8536449 37.4445804, 138.8539735 37.4452184, 138.8542305 37.4457623, 138.8546544 37.4456528)",,,
"[37582259, 35438052]",1,,,unclassified,False,False,180.59300000000002,"LINESTRING (138.8546544 37.4456528, 138.8542305 37.4457623, 138.8539735 37.4452184, 138.8536449 37.4445804)",,,
625014396,2,,,tertiary,False,False,21.294,"LINESTRING (138.8546544 37.4456528, 138.8546284 37.4455575, 138.8546019 37.4454659)",,,
625014396,2,,,tertiary,False,True,37.054,"LINESTRING (138.8546544 37.4456528, 138.854747 37.4459586, 138.8547497 37.4459772)",,,
198638739,,,,unclassified,False,False,84.269,"LINESTRING (138.8467292 37.4470773, 138.8474904 37.44662)",,,
198638739,,,,unclassified,False,True,114.089,"LINESTRING (138.8467292 37.4470773, 138.845688 37.4476851)",,,
48986018,2,351;404;403,国道351号,trunk,False,False,54.44500000000001,"LINESTRING (138.8467292 37.4470773, 138.8466754 37.4469764, 138.8465754 37.446762, 138.8465126 37.446619)",,,
48986018,2,351;404;403,国道351号,trunk,False,True,92.159,"LINESTRING (138.8467292 37.4470773, 138.8468734 37.447432, 138.8470674 37.4478613)",,,
41374580,,,,unclassified,False,False,48.635,"LINESTRING (138.8481761 37.4462232, 138.8483683 37.4466331)",,,
198638739,,,,unclassified,False,True,74.907,"LINESTRING (138.8481761 37.4462232, 138.8474904 37.44662)",,,
198638739,,,,unclassified,False,False,60.659000000000006,"LINESTRING (138.8481761 37.4462232, 138.8483028 37.4461579, 138.8485001 37.4460671, 138.8487691 37.445948)",,,
41374580,,,,unclassified,False,True,68.364,"LINESTRING (138.8486897 37.4473346, 138.8484196 37.4467584)",,,
196152011,,,,unclassified,True,False,70.967,"LINESTRING (138.8486897 37.4473346, 138.8479406 37.4475662)",,,
41374580,,,,unclassified,False,False,71.499,"LINESTRING (138.8486897 37.4473346, 138.8489363 37.4478197, 138.8489878 37.4479324)",,,
48986018,2,351;404;403,国道351号,trunk,False,True,67.137,"LINESTRING (138.8470674 37.4478613, 138.847312 37.448433)",,,
48986018,2,351;404;403,国道351号,trunk,False,False,92.159,"LINESTRING (138.8470674 37.4478613, 138.8468734 37.447432, 138.8467292 37.4470773)",,,
42239649,,,,unclassified,False,False,77.777,"LINESTRING (138.8479656 37.4498796, 138.8476692 37.4492209)",,,
42239649,,,,unclassified,False,True,85.322,"LINESTRING (138.8479656 37.4498796, 138.8482977 37.4506002)",,,
198638740,,,,unclassified,False,False,158.237,"LINESTRING (138.8479656 37.4498796, 138.8496348 37.4493609)",,,
198638740,,,,unclassified,False,True,101.328,"LINESTRING (138.8479656 37.4498796, 138.8468958 37.4502099)",,,
48986018,2,351;404;403,国道351号,trunk,False,False,67.137,"LINESTRING (138.847312 37.448433, 138.8470674 37.4478613)",,,
844713741,2,351;404;403,国道351号,trunk,False,False,9.337,"LINESTRING (138.847312 37.448433, 138.847353 37.4485104)",,,
48986160,2,351,国道351号,trunk,True,False,102.757,"LINESTRING (138.847312 37.448433, 138.8471871 37.4484801, 138.846242 37.4487966)",,,
546855236,2,351;352;404;403,すずらん通り,trunk,False,False,11.135,"LINESTRING (138.8506029 37.4475635, 138.8505608 37.4474691)",,,
41374618,,36,長岡停車場線,primary,True,False,106.73899999999999,"LINESTRING (138.8506029 37.4475635, 138.8508056 37.447506, 138.8517485 37.4472566)",,,
491788689,2,351;352;403,すずらん通り,trunk,False,True,80.011,"LINESTRING (138.8506029 37.4475635, 138.8506628 37.4477373, 138.8508639 37.4482525)",,,
117455775,,498,長岡中之島見附線,secondary,False,True,40.826,"LINESTRING (138.8479034 37.4437499, 138.8476298 37.4434539)",,,
117455775,,498,長岡中之島見附線,secondary,False,False,114.975,"LINESTRING (138.8479034 37.4437499, 138.8481139 37.4439589, 138.8486761 37.4445819)",,,
198708529,,,,unclassified,False,False,21.231,"LINESTRING (138.8472273 37.4436558, 138.8469911 37.4436199)",,,
41455029,,,,unclassified,True,False,60.6,"LINESTRING (138.8472273 37.4436558, 138.8473773 37.4436782, 138.8476279 37.4437127, 138.8479034 37.4437499)",,,
198708571,,,,unclassified,False,False,44.088,"LINESTRING (138.8472273 37.4436558, 138.847318 37.4436497, 138.8473805 37.4436384, 138.8474431 37.4436108, 138.8474952 37.4435773, 138.8475858 37.4434943, 138.8476298 37.4434539)",,,
62285673,,,,unclassified,False,False,9.364,"LINESTRING (138.8490235 37.4480117, 138.8489878 37.4479324)",,,
48986161,2,351;404;403,国道351号,trunk,True,False,148.075,"LINESTRING (138.8490235 37.4480117, 138.8491574 37.4479738, 138.8503813 37.4476211, 138.8506029 37.4475635)",,,
62285673,,,,unclassified,False,True,83.888,"LINESTRING (138.8490235 37.4480117, 138.8490879 37.4481408, 138.8491934 37.4483738, 138.8493508 37.4487199)",,,
62285673,,,,unclassified,False,True,75.557,"LINESTRING (138.8493508 37.4487199, 138.8496348 37.4493609)",,,
28296194,,,,unclassified,False,False,158.56,"LINESTRING (138.8493508 37.4487199, 138.8477512 37.4491942, 138.8476692 37.4492209)",,,
28296194,,,,unclassified,False,True,143.34400000000002,"LINESTRING (138.8493508 37.4487199, 138.8494198 37.4487028, 138.850749 37.4482888, 138.8508639 37.4482525)",,,
62285673,,,,unclassified,False,False,83.88799999999999,"LINESTRING (138.8493508 37.4487199, 138.8491934 37.4483738, 138.8490879 37.4481408, 138.8490235 37.4480117)",,,
42239649,,,,unclassified,False,False,85.322,"LINESTRING (138.8482977 37.4506002, 138.8479656 37.4498796)",,,
42239649,,,,unclassified,False,True,46.489,"LINESTRING (138.8482977 37.4506002, 138.8484845 37.4509911)",,,
61411800,,,,unclassified,True,False,72.013,"LINESTRING (138.8504781 37.4511579, 138.8512368 37.4509199)",,,
129408617,,,,unclassified,False,False,114.43100000000001,"LINESTRING (138.8504781 37.4511579, 138.8501756 37.4505111, 138.8500461 37.4501879)",,,
61411800,,,,unclassified,True,False,56.212,"LINESTRING (138.8512368 37.4509199, 138.8518318 37.4507398)",,,
61411800,,,,unclassified,True,False,95.089,"LINESTRING (138.8518318 37.4507398, 138.8528363 37.450431)",,,
62285508,2,351;352;403,国道351号,trunk,False,False,113.072,"LINESTRING (138.8518318 37.4507398, 138.8514518 37.4497687)",,,
62285508,2,351;352;403,国道351号,trunk,False,True,113.072,"LINESTRING (138.8514518 37.4497687, 138.8518318 37.4507398)",,,
196150919,,,,unclassified,True,False,132.556,"LINESTRING (138.8514518 37.4497687, 138.8500461 37.4501879)",,,
491788689,2,351;352;403,すずらん通り,trunk,False,False,100.715,"LINESTRING (138.8514518 37.4497687, 138.8511758 37.449047, 138.8511184 37.4489025)",,,
42239649,,,,unclassified,False,False,55.672,"LINESTRING (138.8476692 37.4492209, 138.8474458 37.4487527)",,,
42239649,,,,unclassified,False,True,77.777,"LINESTRING (138.8476692 37.4492209, 138.8479656 37.4498796)",,,
28296194,,,,unclassified,False,True,158.56,"LINESTRING (138.8476692 37.4492209, 138.8477512 37.4491942, 138.8493508 37.4487199)",,,
62285673,,,,unclassified,False,False,75.557,"LINESTRING (138.8496348 37.4493609, 138.8493508 37.4487199)",,,
129408617,,,,unclassified,False,True,86.681,"LINESTRING (138.8496348 37.4493609, 138.8499892 37.4500879)",,,
198638740,,,,unclassified,False,True,158.237,"LINESTRING (138.8496348 37.4493609, 138.8479656 37.4498796)",,,
198638740,,,,unclassified,False,False,140.54,"LINESTRING (138.8496348 37.4493609, 138.8509581 37.4489547, 138.8511184 37.4489025)",,,
28296194,,,,unclassified,False,False,143.344,"LINESTRING (138.8508639 37.4482525, 138.850749 37.4482888, 138.8494198 37.4487028, 138.8493508 37.4487199)",,,
491788689,2,351;352;403,すずらん通り,trunk,False,False,80.011,"LINESTRING (138.8508639 37.4482525, 138.8506628 37.4477373, 138.8506029 37.4475635)",,,
491788689,2,351;352;403,すずらん通り,trunk,False,True,75.697,"LINESTRING (138.8508639 37.4482525, 138.8510764 37.4488074, 138.8511184 37.4489025)",,,
198638740,,,,unclassified,False,False,105.637,"LINESTRING (138.8511184 37.4489025, 138.8512661 37.4488598, 138.852234 37.4485589)",,,
198638740,,,,unclassified,False,True,140.54,"LINESTRING (138.8511184 37.4489025, 138.8509581 37.4489547, 138.8496348 37.4493609)",,,
491788689,2,351;352;403,すずらん通り,trunk,False,False,75.697,"LINESTRING (138.8511184 37.4489025, 138.8510764 37.4488074, 138.8508639 37.4482525)",,,
491788689,2,351;352;403,すずらん通り,trunk,False,True,100.715,"LINESTRING (138.8511184 37.4489025, 138.8511758 37.449047, 138.8514518 37.4497687)",,,
42239649,,,,unclassified,False,True,28.16,"LINESTRING (138.847353 37.4485104, 138.8474458 37.4487527)",,,
844713741,2,351;404;403,国道351号,trunk,False,True,9.337,"LINESTRING (138.847353 37.4485104, 138.847312 37.448433)",,,
48986161,2,351;404;403,国道351号,trunk,True,False,157.82999999999998,"LINESTRING (138.847353 37.4485104, 138.8474528 37.4484587, 138.8477285 37.4483852, 138.8488679 37.4480532, 138.8490235 37.4480117)",,,
48162330,,,,unclassified,False,False,104.503,"LINESTRING (138.8460998 37.4499617, 138.8457147 37.449073)",,,
48162330,,,,unclassified,False,True,49.275,"LINESTRING (138.8460998 37.4499617, 138.8462925 37.4503776)",,,
48162325,,,,unclassified,False,True,55.652,"LINESTRING (138.8467873 37.451457, 138.8469535 37.4513975, 138.847377 37.4512812)",,,
196143941,,,,unclassified,False,False,127.74300000000001,"LINESTRING (138.8467873 37.451457, 138.8467599 37.4513831, 138.8462925 37.4503776)",,,
42239649,,,,unclassified,False,False,46.489,"LINESTRING (138.8484845 37.4509911, 138.8482977 37.4506002)",,,
198638742,,,,unclassified,False,False,103.036,"LINESTRING (138.8484845 37.4509911, 138.8475605 37.4512479, 138.847377 37.4512812)",,,
62285673,,,,unclassified,False,True,9.364,"LINESTRING (138.8489878 37.4479324, 138.8490235 37.4480117)",,,
41374580,,,,unclassified,False,True,71.499,"LINESTRING (138.8489878 37.4479324, 138.8489363 37.4478197, 138.8486897 37.4473346)",,,
48985998,2,351;404;403,国道351号,trunk,True,False,158.065,"LINESTRING (138.8489878 37.4479324, 138.848837 37.4479749, 138.847312 37.448433)",,,
198638739,,,,unclassified,False,True,85.166,"LINESTRING (138.8496057 37.4455666, 138.8487691 37.445948)",,,
198708533,,,殿町通り,unclassified,False,True,65.659,"LINESTRING (138.8496057 37.4455666, 138.8503002 37.4453553)",,,
491788690,2,352;404,国道352号,trunk,False,True,107.24600000000001,"LINESTRING (138.8496057 37.4455666, 138.8492988 37.4452705, 138.849067 37.4450042, 138.8488667 37.4448019)",,,
845943258,2,352;404,セントラル通り,trunk,False,False,31.163999999999998,"LINESTRING (138.8496057 37.4455666, 138.8496641 37.4456928, 138.8497377 37.4458264)",,,
61411800,,,,unclassified,True,False,102.818,"LINESTRING (138.8528363 37.450431, 138.8539251 37.4501026)",,,
546855234,,,,unclassified,False,False,115.718,"LINESTRING (138.8539251 37.4501026, 138.8541612 37.4506521, 138.8542842 37.4509771, 138.8543707 37.4510764)",,,
546855234,,,,unclassified,False,True,112.048,"LINESTRING (138.8539251 37.4501026, 138.8535895 37.4492587, 138.8535387 37.4491428)",,,
625014396,2,,,tertiary,False,False,40.159,"LINESTRING (138.8548823 37.4463206, 138.8548521 37.4462756, 138.8548222 37.446222, 138.854783 37.4461029, 138.8547497 37.4459772)",,,
625014396,2,,,tertiary,False,True,19.101,"LINESTRING (138.8548823 37.4463206, 138.8549102 37.4463504, 138.854982 37.4463672, 138.8550752 37.4463807)",,,
654418355,,,,residential,True,False,20.805,"LINESTRING (138.8548823 37.4463206, 138.854822 37.4462972, 138.8547785 37.4462819, 138.854733 37.44627, 138.8546613 37.4462588)",,,
48162324,,,,unclassified,False,True,126.47200000000001,"LINESTRING (138.847377 37.4512812, 138.8473259 37.4511728, 138.8468958 37.4502099)",,,
48162325,,,,unclassified,False,False,55.652,"LINESTRING (138.847377 37.4512812, 138.8469535 37.4513975, 138.8467873 37.451457)",,,
198638742,,,,unclassified,False,True,103.036,"LINESTRING (138.847377 37.4512812, 138.8475605 37.4512479, 138.8484845 37.4509911)",,,
48162324,,,,unclassified,False,True,143.418,"LINESTRING (138.8468958 37.4502099, 138.8463443 37.4489967)",,,
198638740,,,,unclassified,False,False,101.328,"LINESTRING (138.8468958 37.4502099, 138.8479656 37.4498796)",,,
198638740,,,,unclassified,False,True,56.427,"LINESTRING (138.8468958 37.4502099, 138.8462925 37.4503776)",,,
48162324,,,,unclassified,False,False,126.47200000000001,"LINESTRING (138.8468958 37.4502099, 138.8473259 37.4511728, 138.847377 37.4512812)",,,
48162330,,,,unclassified,False,False,49.275,"LINESTRING (138.8462925 37.4503776, 138.8460998 37.4499617)",,,
198638740,,,,unclassified,False,False,56.427,"LINESTRING (138.8462925 37.4503776, 138.8468958 37.4502099)",,,
196143941,,,,unclassified,False,True,127.74300000000001,"LINESTRING (138.8462925 37.4503776, 138.8467599 37.4513831, 138.8467873 37.451457)",,,
198638739,,,,unclassified,False,False,114.089,"LINESTRING (138.845688 37.4476851, 138.8467292 37.4470773)",,,
48162324,,,,unclassified,False,False,82.583,"LINESTRING (138.845688 37.4476851, 138.8457506 37.4477431, 138.8460374 37.4483693)",,,
48162324,,,,unclassified,False,False,9.041,"LINESTRING (138.846242 37.4487966, 138.8462797 37.4488722)",,,
48986160,2,351,国道351号,trunk,True,False,54.893,"LINESTRING (138.846242 37.4487966, 138.8456757 37.4490005)",,,
48162324,,,,unclassified,False,True,50.831999999999994,"LINESTRING (138.846242 37.4487966, 138.8461761 37.4486636, 138.8460374 37.4483693)",,,
42239647,,,,unclassified,True,False,159.815,"LINESTRING (138.8499892 37.4500879, 138.8482977 37.4506002)",,,
129408617,,,,unclassified,False,False,86.681,"LINESTRING (138.8499892 37.4500879, 138.8496348 37.4493609)",,,
129408617,,,,unclassified,False,True,12.201,"LINESTRING (138.8499892 37.4500879, 138.8500461 37.4501879)",,,
546855234,,,,unclassified,False,True,115.718,"LINESTRING (138.8543707 37.4510764, 138.8542842 37.4509771, 138.8541612 37.4506521, 138.8539251 37.4501026)",,,
"[198708531, 625014402, 625014403]",,,,unclassified,False,True,149.07600000000002,"LINESTRING (138.8543707 37.4510764, 138.8545537 37.451043, 138.8550268 37.4509222, 138.8554207 37.4508325, 138.8559882 37.4506926)",,yes,
129414332,,,,unclassified,False,True,47.339,"LINESTRING (138.8467675 37.4446338, 138.8465294 37.4443232, 138.8465073 37.4442636)",,,
196143964,,,,unclassified,False,False,74.943,"LINESTRING (138.8467675 37.4446338, 138.8462963 37.4449015, 138.846119 37.445, 138.8460758 37.4450245)",,,
196149833,,,,unclassified,False,False,79.723,"LINESTRING (138.8467675 37.4446338, 138.8469988 37.4444686, 138.8474629 37.4441769)",,,
"[117455768, 117455770, 117455775]",,498,"['長岡中之島見附線', '追廻橋']",secondary,False,False,29.833,"LINESTRING (138.8486761 37.4445819, 138.8487013 37.4446233, 138.8488055 37.4447218, 138.8488667 37.4448019)",yes,,
117455775,,498,長岡中之島見附線,secondary,False,True,114.975,"LINESTRING (138.8486761 37.4445819, 138.8481139 37.4439589, 138.8479034 37.4437499)",,,
129414334,,,,unclassified,False,True,69.135,"LINESTRING (138.8486761 37.4445819, 138.848422 37.4447708, 138.8482493 37.4449051, 138.8481191 37.4450185)",,,
196153526,,,,unclassified,False,True,79.457,"LINESTRING (138.8486761 37.4445819, 138.8488031 37.4445064, 138.8489253 37.4444076, 138.8490298 37.4443163, 138.8491063 37.4441726, 138.8492166 37.444026)",,,
129414334,,,,unclassified,False,False,58.205000000000005,"LINESTRING (138.8460758 37.4450245, 138.8461294 37.4450894, 138.8464922 37.4454297)",,,
196143964,,,,unclassified,False,True,74.943,"LINESTRING (138.8460758 37.4450245, 138.846119 37.445, 138.8462963 37.4449015, 138.8467675 37.4446338)",,,
196136639,,,,unclassified,False,True,42.417,"LINESTRING (138.8493994 37.442529, 138.8492001 37.4428761)",,,
196142287,,,,unclassified,False,False,77.564,"LINESTRING (138.8493994 37.442529, 138.8502637 37.4426542)",,,
196156707,,,,unclassified,False,True,98.148,"LINESTRING (138.8481774 37.44253, 138.8492001 37.4428761)",,,
196147930,,,,unclassified,False,True,48.878,"LINESTRING (138.8481774 37.44253, 138.8481683 37.4425628, 138.8481376 37.4426107, 138.8480752 37.4427074, 138.8480221 37.4427921, 138.8479511 37.44293)",,,
196141630,,,,unclassified,False,False,111.778,"LINESTRING (138.8502637 37.4426542, 138.8496075 37.4435139)",,,
196142287,,,,unclassified,False,True,77.564,"LINESTRING (138.8502637 37.4426542, 138.8493994 37.442529)",,,
196136639,,,,unclassified,False,False,42.417,"LINESTRING (138.8492001 37.4428761, 138.8493994 37.442529)",,,
196156707,,,,unclassified,False,False,98.148,"LINESTRING (138.8492001 37.4428761, 138.8481774 37.44253)",,,
196148452,,,,unclassified,False,False,40.407000000000004,"LINESTRING (138.8492001 37.4428761, 138.8490884 37.4430943, 138.8490264 37.4432123)",,,
196142962,,,,unclassified,False,True,64.868,"LINESTRING (138.8479511 37.44293, 138.847859 37.4430848, 138.8477126 37.4433446, 138.8476298 37.4434539)",,,
196147930,,,,unclassified,False,False,48.878,"LINESTRING (138.8479511 37.44293, 138.8480221 37.4427921, 138.8480752 37.4427074, 138.8481376 37.4426107, 138.8481683 37.4425628, 138.8481774 37.44253)",,,
196154387,,,,unclassified,False,True,110.164,"LINESTRING (138.8479511 37.44293, 138.8480525 37.4430191, 138.8481465 37.4431119, 138.8483979 37.4433496, 138.8487713 37.4436763)",,,
196154325,,,,unclassified,False,True,15.66,"LINESTRING (138.8567225 37.4430361, 138.8566609 37.4430206, 138.8565511 37.443041)",,,
196146400,,,,unclassified,False,True,40.95,"LINESTRING (138.8555338 37.4432103, 138.8559747 37.4430959)",,,
"[196144794, 196131366, 196133255]",,,東橋,unclassified,False,True,57.437999999999995,"LINESTRING (138.8555338 37.4432103, 138.8555066 37.4432148, 138.8553484 37.4432742, 138.8552304 37.4433165, 138.8550155 37.4433767, 138.854955 37.4434301)",yes,,
196132385,,,,unclassified,False,True,95.97999999999999,"LINESTRING (138.8555338 37.4432103, 138.8555577 37.4433486, 138.8557524 37.4438485, 138.8558461 37.4440345)",,,
196161506,,,,unclassified,False,False,70.416,"LINESTRING (138.8555338 37.4432103, 138.8555312 37.4429666, 138.8555009 37.4428417, 138.8554605 37.4427543, 138.8553418 37.4426137)",,,
196145018,,,,unclassified,False,False,61.291,"LINESTRING (138.8490264 37.4432123, 138.849199 37.4433015, 138.8496075 37.4435139)",,,
196148452,,,,unclassified,False,True,40.407000000000004,"LINESTRING (138.8490264 37.4432123, 138.8490884 37.4430943, 138.8492001 37.4428761)",,,
