osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,ref,bridge,tunnel,width
126938637,unclassified,False,True,125.28899999999999,"LINESTRING (139.7395296 35.6106728, 139.7394746 35.6106867, 139.7389532 35.6108358, 139.738691 35.6107828, 139.7384915 35.610745, 139.7384123 35.6107288, 139.7382 35.6106854)",,,,,,,
229855460,tertiary,False,False,27.259,"LINESTRING (139.7395296 35.6106728, 139.7394834 35.6106031, 139.7393891 35.6104559)",2,ゼームス坂通り,30,,,,
229855460,tertiary,False,True,10.727,"LINESTRING (139.7375149 35.6083611, 139.7375867 35.6084379)",2,ゼームス坂通り,30,,,,
126938732,unclassified,False,False,72.408,"LINESTRING (139.7375149 35.6083611, 139.7374577 35.6083687, 139.7374054 35.6083599, 139.7371426 35.6082701, 139.7367781 35.6081275)",,すずらん通り,,,,,
229855460,tertiary,False,False,50.583,"LINESTRING (139.7375149 35.6083611, 139.7374981 35.6083436, 139.7371785 35.6079976)",2,ゼームス坂通り,30,,,,
229855460,tertiary,False,True,109.579,"LINESTRING (139.7364416 35.6072152, 139.7364925 35.6072666, 139.7365951 35.6073754, 139.7371524 35.6079699, 139.7371785 35.6079976)",2,ゼームス坂通り,30,,,,
262007603,secondary,False,False,26.498,"LINESTRING (139.7364416 35.6072152, 139.7366762 35.6071787, 139.7367294 35.6071701)",2,鮫洲大山線,40,420,,,
386400208,secondary,False,True,51.751,"LINESTRING (139.7364416 35.6072152, 139.7363217 35.6072331, 139.735876 35.6072866)",2,鮫洲大山線,40,420,,,
225371234,unclassified,False,True,104.923,"LINESTRING (139.7354579 35.6083166, 139.7360234 35.6080606, 139.736069 35.6080282, 139.7364101 35.6077861)",,,,,,,
91549173,residential,False,True,113.39699999999999,"LINESTRING (139.7375023 35.6046118, 139.7378227 35.6044328, 139.7381248 35.604264, 139.7385331 35.6040308)",,,,,,,
225753960,unclassified,True,False,23.244,"LINESTRING (139.7375023 35.6046118, 139.7375766 35.6047089, 139.7376381 35.6047893)",,見晴らし通り,30,,,,
126905654,unclassified,True,False,34.908,"LINESTRING (139.7376381 35.6047893, 139.7378264 35.605021, 139.737851 35.6050512)",,見晴らし通り,,,,,
225753961,residential,True,False,54.102,"LINESTRING (139.7376381 35.6047893, 139.7374119 35.6049885, 139.7373293 35.6051475, 139.737321 35.6051898)",,,,,,,
647379508,tertiary,False,True,6.506,"LINESTRING (139.7366433 35.6058819, 139.7366865 35.6058351)",2,,30,,,,
262007585,secondary,True,False,76.58699999999999,"LINESTRING (139.7366433 35.6058819, 139.7367225 35.6059418, 139.7368331 35.6060201, 139.7369451 35.6060931, 139.7370288 35.6061397, 139.7370997 35.6061736, 139.737153 35.6061962, 139.7372425 35.6062288, 139.7373414 35.6062618)",1,池上通り,40,421,,,
642591826,tertiary,True,False,84.44800000000001,"LINESTRING (139.7366433 35.6058819, 139.7366134 35.6059193, 139.7365541 35.6059936, 139.7364016 35.6061994, 139.736271 35.606362, 139.7362541 35.6063782, 139.7362373 35.606391, 139.7361528 35.6064392, 139.7360799 35.6064724)",1,,40,,,,
386400208,secondary,False,False,45.275,"LINESTRING (139.735381 35.6073483, 139.7354816 35.6073369, 139.735876 35.6072866)",2,鮫洲大山線,40,420,,,
"[174323947, 646978461, 109007331]",secondary,False,True,69.10900000000001,"LINESTRING (139.735381 35.6073483, 139.7352549 35.6073698, 139.7352321 35.6073721, 139.7348466 35.6074091, 139.7348061 35.6074141, 139.7346237 35.6074303)","['1', '2']",鮫洲大山線,40,420,viaduct,,
647786635,tertiary,True,False,52.324999999999996,"LINESTRING (139.735381 35.6073483, 139.7353902 35.6072838, 139.7353303 35.6068811)",1,,40,,,,
238920785,tertiary,False,False,37.922000000000004,"LINESTRING (139.731166 35.6120807, 139.7311129 35.6120221, 139.7309186 35.6118222, 139.7309082 35.6118117)",,区役所通り,30,,,,
999982424,tertiary,False,True,24.77,"LINESTRING (139.7309082 35.6118117, 139.73072 35.6116498)",,区役所通り,30,,,,
238920785,tertiary,False,True,37.922,"LINESTRING (139.7309082 35.6118117, 139.7309186 35.6118222, 139.7311129 35.6120221, 139.731166 35.6120807)",,区役所通り,30,,,,
"[1004172672, 990641089, 990641090]",tertiary,True,False,54.941,"LINESTRING (139.7309082 35.6118117, 139.7309143 35.6117323, 139.7309153 35.6117146, 139.7309315 35.6115863, 139.7309354 35.611553, 139.7309107 35.611506, 139.73086 35.6114522, 139.7307531 35.6113761)",,区役所通り,,,,yes,
999982424,tertiary,False,False,24.77,"LINESTRING (139.73072 35.6116498, 139.7309082 35.6118117)",,区役所通り,30,,,,
91557432,residential,True,False,69.036,"LINESTRING (139.73072 35.6116498, 139.7306629 35.6116042, 139.7305422 35.6115077, 139.7304027 35.6114012, 139.7303203 35.6113474, 139.7302929 35.6113447, 139.7301964 35.6113535, 139.730106 35.6113698)",,,,,,,
417224398,residential,True,False,32.114,"LINESTRING (139.7289423 35.6068409, 139.7292329 35.607007)",,,,,,,
54920214,residential,False,False,26.369,"LINESTRING (139.7289423 35.6068409, 139.7291031 35.6066836, 139.7291287 35.6066585)",,,,,,,
54920216,residential,False,True,78.81700000000001,"LINESTRING (139.7292329 35.607007, 139.7291182 35.6071799, 139.7290003 35.6073574, 139.7288189 35.6076308)",,,,,,,
417224398,residential,True,False,37.897,"LINESTRING (139.7292329 35.607007, 139.7295547 35.6071728, 139.729587 35.6071894)",,,,,,,
232490981,tertiary,True,False,65.67999999999999,"LINESTRING (139.7297183 35.6070004, 139.7294369 35.606861, 139.7293002 35.6067827, 139.7291824 35.6066939, 139.7291287 35.6066585)",1,立会道路,30,,,,
54920201,tertiary,True,False,36.365,"LINESTRING (139.7288189 35.6076308, 139.7291757 35.6077818)",1,三間通り,30,,,,
54920216,residential,False,False,78.81700000000001,"LINESTRING (139.7288189 35.6076308, 139.7290003 35.6073574, 139.7291182 35.6071799, 139.7292329 35.607007)",,,,,,,
999947466,residential,False,False,33.208,"LINESTRING (139.7290612 35.6080562, 139.7290594 35.6079905, 139.7290567 35.6079636, 139.7291757 35.6077818)",,,,,,,
1167884430,secondary,False,False,46.328,"LINESTRING (139.7290612 35.6080562, 139.7295191 35.6080267, 139.7295721 35.6080239)",2,鮫洲大山線,,420,,,
54920217,residential,True,False,75.642,"LINESTRING (139.7291757 35.6077818, 139.7293487 35.6075326, 139.7294668 35.6073625, 139.729587 35.6071894)",,,,,,,
999947465,tertiary,True,False,46.763999999999996,"LINESTRING (139.7291757 35.6077818, 139.7292138 35.607798, 139.7294766 35.6079131, 139.7295466 35.6079549, 139.7295638 35.6079911, 139.7295721 35.6080239)",1,三間通り,30,,,,
999947466,residential,False,True,33.208,"LINESTRING (139.7291757 35.6077818, 139.7290567 35.6079636, 139.7290594 35.6079905, 139.7290612 35.6080562)",,,,,,,
174323965,tertiary_link,True,False,38.646,"LINESTRING (139.7332141 35.606755, 139.7332384 35.6066901, 139.7332491 35.6066481, 139.7332689 35.6065906, 139.7333228 35.606419)",,,,,,,
646700234,tertiary_link,True,False,18.12,"LINESTRING (139.7332141 35.606755, 139.7331913 35.6067097, 139.7331707 35.6066616, 139.7331302 35.6066078)",1,,,,,,
225753960,unclassified,True,False,16.516,"LINESTRING (139.7370325 35.6040344, 139.7371304 35.6041598)",,見晴らし通り,30,,,,
126938835,unclassified,False,True,168.28799999999998,"LINESTRING (139.7370325 35.6040344, 139.7369921 35.6040534, 139.7369533 35.6040735, 139.7368968 35.6040864, 139.736748 35.604102, 139.7365683 35.604141, 139.7364824 35.6041766, 139.7364106 35.6042346, 139.7362325 35.6044447, 139.7359158 35.6049019, 139.735818 35.6050216, 139.7357956 35.605049)",,,,,,,
91549173,residential,False,False,113.397,"LINESTRING (139.7385331 35.6040308, 139.7381248 35.604264, 139.7378227 35.6044328, 139.7375023 35.6046118)",,,,,,,
91549183,residential,False,False,65.24600000000001,"LINESTRING (139.7385331 35.6040308, 139.7385917 35.6041068, 139.7388888 35.6044992, 139.7389161 35.6045279)",,,,,,,
91549183,residential,False,True,88.59299999999999,"LINESTRING (139.7385331 35.6040308, 139.7384491 35.6039212, 139.7383157 35.6037471, 139.7381278 35.603502, 139.7380452 35.6033942, 139.7380149 35.6033546)",,,,,,,
91549187,residential,False,True,47.492999999999995,"LINESTRING (139.7380149 35.6038802, 139.737929 35.6037579, 139.7377544 35.6035093)",,,,,,,
91549177,residential,False,False,29.165,"LINESTRING (139.7380149 35.6033546, 139.7377544 35.6035093)",,,,,,,
91549183,residential,False,False,88.593,"LINESTRING (139.7380149 35.6033546, 139.7380452 35.6033942, 139.7381278 35.603502, 139.7383157 35.6037471, 139.7384491 35.6039212, 139.7385331 35.6040308)",,,,,,,
91549177,residential,False,True,29.165,"LINESTRING (139.7377544 35.6035093, 139.7380149 35.6033546)",,,,,,,
91549177,residential,False,False,85.44000000000001,"LINESTRING (139.7377544 35.6035093, 139.7376769 35.6035553, 139.7374677 35.6036752, 139.7372424 35.6037951, 139.737013 35.6039263, 139.7369775 35.6039466)",,,,,,,
91549187,residential,False,False,47.492999999999995,"LINESTRING (139.7377544 35.6035093, 139.737929 35.6037579, 139.7380149 35.6038802)",,,,,,,
225753960,unclassified,True,False,10.956,"LINESTRING (139.7369775 35.6039466, 139.7370325 35.6040344)",,見晴らし通り,30,,,,
91549177,residential,False,True,85.44,"LINESTRING (139.7369775 35.6039466, 139.737013 35.6039263, 139.7372424 35.6037951, 139.7374677 35.6036752, 139.7376769 35.6035553, 139.7377544 35.6035093)",,,,,,,
232344521,tertiary,False,False,72.386,"LINESTRING (139.7389161 35.6045279, 139.7395926 35.6041797)",2,木芽の坂,30,,,,
91549183,residential,False,True,65.246,"LINESTRING (139.7389161 35.6045279, 139.7388888 35.6044992, 139.7385917 35.6041068, 139.7385331 35.6040308)",,,,,,,
126905659,tertiary,False,True,8.404,"LINESTRING (139.7389161 35.6045279, 139.7388838 35.6045455, 139.7388389 35.60457)",2,,30,,,,
91557411,unclassified,False,False,52.06700000000001,"LINESTRING (139.7289438 35.6107734, 139.7290171 35.6107386, 139.7290627 35.6107155, 139.7291342 35.610684, 139.7294615 35.6105701)",,,,,,,
91557430,residential,False,False,110.906,"LINESTRING (139.7289438 35.6107734, 139.7292458 35.6108583, 139.7292768 35.61093, 139.7293061 35.6110028, 139.7294013 35.611257, 139.7294242 35.6113158, 139.7295161 35.6115479, 139.7295214 35.611561)",,,,,,,
91557432,residential,True,False,15.951,"LINESTRING (139.7295214 35.611561, 139.7293537 35.6116056)",,,,,,,
91557430,residential,False,True,110.906,"LINESTRING (139.7295214 35.611561, 139.7295161 35.6115479, 139.7294242 35.6113158, 139.7294013 35.611257, 139.7293061 35.6110028, 139.7292768 35.61093, 139.7292458 35.6108583, 139.7289438 35.6107734)",,,,,,,
91557432,residential,True,False,56.985,"LINESTRING (139.730106 35.6113698, 139.7298197 35.6114559, 139.7295214 35.611561)",,,,,,,
179221134,tertiary,False,False,212.71799999999996,"LINESTRING (139.7298649 35.609637, 139.7301044 35.6104454, 139.7301032 35.6104481, 139.7301622 35.6106105, 139.730238 35.6107505, 139.7303168 35.6108819, 139.7304054 35.6110029, 139.7304901 35.6111069, 139.7306152 35.611254, 139.7307531 35.6113761)",2,区役所通り,30,,,,
179221134,tertiary,False,True,48.271,"LINESTRING (139.7298649 35.609637, 139.7298344 35.6095398, 139.729773 35.6092606, 139.7297655 35.6092108)",2,区役所通り,30,,,,
