osmid,highway,maxspeed,oneway,reversed,length,lanes,geometry,name,ref,bridge,width
125656444,unclassified,40,False,True,23.111,,"LINESTRING (140.5615705 39.3135677, 140.5615946 39.3137747)",,,,
125639569,unclassified,,True,False,41.322,1,"LINESTRING (140.5615705 39.3135677, 140.5611763 39.3135697, 140.5610902 39.3135703)",,,,
125654431,unclassified,40,False,False,58.024,,"LINESTRING (140.5615705 39.3135677, 140.5615648 39.3135367, 140.5615617 39.313508, 140.5615228 39.3130961, 140.5615169 39.3130476)",,,,
125642701,residential,,False,True,103.71400000000001,,"LINESTRING (140.562415 39.3123937, 140.5624764 39.3123812, 140.5628725 39.3122899, 140.5634621 39.312154, 140.5635019 39.3121456, 140.5635722 39.3121326)",,,,
125652493,residential,,False,False,39.675000000000004,,"LINESTRING (140.562415 39.3123937, 140.5625126 39.3126811, 140.5625095 39.3127407)",,,,
125652493,residential,,False,True,52.461,,"LINESTRING (140.562415 39.3123937, 140.5623485 39.3122264, 140.5622524 39.3119848, 140.5622373 39.3119424)",,,,
588642213,unclassified,,False,False,7.625,4,"LINESTRING (140.5615808 39.3103559, 140.5614935 39.3103441)",,,,
"[589054548, 589280605, 589280604]",tertiary,40,False,True,118.492,4,"LINESTRING (140.5615808 39.3103559, 140.5617339 39.3103683, 140.5621661 39.3104087, 140.5623974 39.3104304, 140.5626843 39.3104573, 140.5629485 39.3104811)",阿桜大通り,,,
589054563,primary,40,False,False,70.205,2,"LINESTRING (140.5615808 39.3103559, 140.5615571 39.3105255, 140.5614851 39.3109829)",横手停車場線,31,,
125633390,residential,,False,False,36.001,,"LINESTRING (140.5661648 39.3104542, 140.5657643 39.310548)",,,,
125633390,residential,,False,True,86.007,,"LINESTRING (140.5661648 39.3104542, 140.567067 39.3102395, 140.5671203 39.3102268)",,,,
125648265,residential,,False,True,58.730000000000004,,"LINESTRING (140.5661648 39.3104542, 140.5661429 39.3103962, 140.5660142 39.3100434, 140.5660048 39.3100167, 140.5659784 39.3099461)",,,,
125636884,unclassified,,False,True,24.817,,"LINESTRING (140.5631244 39.3117378, 140.5632904 39.3116995, 140.563336 39.3116901, 140.563402 39.3116773)",,,,
125646823,unclassified,,False,False,79.639,,"LINESTRING (140.5631244 39.3117378, 140.5629734 39.3117726, 140.56279 39.3118149, 140.5625654 39.3118667, 140.5622373 39.3119424)",,,,
206102865,residential,,False,True,41.805,,"LINESTRING (140.5631244 39.3117378, 140.5634149 39.3119411, 140.5634306 39.3119521, 140.5635034 39.3119567)",,,,
589054565,tertiary,,False,True,61.765,2,"LINESTRING (140.5631244 39.3117378, 140.563041 39.3116725, 140.562591 39.3113663)",,,,
589448714,tertiary,40,False,False,43.153,4,"LINESTRING (140.5685792 39.3093816, 140.5680979 39.3094908)",阿桜大通り,,,
589054486,unclassified,30,False,False,87.22699999999999,,"LINESTRING (140.5685792 39.3093816, 140.5686247 39.3094521, 140.5689834 39.3100507, 140.5690104 39.3100915)",羽州街道,,,
125644610,residential,,False,False,37.256,,"LINESTRING (140.5690104 39.3100915, 140.5689473 39.3100897, 140.5685774 39.310089)",,,,
"[125655936, 589054485]",unclassified,30,False,False,78.799,,"LINESTRING (140.5690104 39.3100915, 140.5690357 39.3101451, 140.5690724 39.3102618, 140.5690741 39.3103571, 140.5690478 39.3105332, 140.5690023 39.3107897)",羽州街道,,,
589054486,unclassified,30,False,True,87.22699999999999,,"LINESTRING (140.5690104 39.3100915, 140.5689834 39.3100507, 140.5686247 39.3094521, 140.5685792 39.3093816)",羽州街道,,,
125642961,residential,,False,True,10.007000000000001,,"LINESTRING (140.5721914 39.3119764, 140.572251 39.3120054, 140.5722898 39.3120244)",,,,
"[125645624, 591416261]",secondary,40,False,False,116.598,2,"LINESTRING (140.5721914 39.3119764, 140.5719759 39.3121454, 140.5718556 39.3122799, 140.5717039 39.3124711, 140.5714475 39.312845)",御所野安田線,272,,
589054562,primary,40,False,False,10.943,2,"LINESTRING (140.5613202 39.3119861, 140.561302 39.3120835)",横手停車場線,31,,
589054563,primary,40,False,True,92.758,2,"LINESTRING (140.5613202 39.3119861, 140.5614585 39.3111588)",横手停車場線,31,,
125646823,unclassified,,False,True,80.68,,"LINESTRING (140.5613202 39.3119861, 140.5613911 39.311994, 140.5614276 39.3119973, 140.561749 39.3120305, 140.5617955 39.3120358, 140.5618332 39.3120289, 140.5619617 39.3120051, 140.5622373 39.3119424)",,,,
125633390,residential,,False,True,48.143,,"LINESTRING (140.5652402 39.3106995, 140.5652887 39.3106857, 140.5653115 39.3106774, 140.5657643 39.310548)",,,,
125646750,residential,,False,False,80.439,,"LINESTRING (140.5652402 39.3106995, 140.5651867 39.3107148, 140.5651586 39.3107241, 140.5648233 39.3108196, 140.5645967 39.3109015, 140.5643679 39.3109575)",,,,
589054547,tertiary,40,False,False,57.069,2,"LINESTRING (140.5652402 39.3106995, 140.5653276 39.3108881, 140.5654718 39.3111804)",ななかまど通り,,,
589054557,tertiary,40,False,True,63.213,2,"LINESTRING (140.5652402 39.3106995, 140.5651226 39.3104626, 140.565038 39.3102848, 140.564976 39.3101691)",ななかまど通り,,,
"[589054488, 589448718]",tertiary,40,False,False,55.533,4,"LINESTRING (140.5675621 39.3095994, 140.5673338 39.309647, 140.567185 39.3096771, 140.5669383 39.3097277)",阿桜大通り,,,
589054488,tertiary,40,False,True,47.653,4,"LINESTRING (140.5675621 39.3095994, 140.567906 39.3095303, 140.5680979 39.3094908)",阿桜大通り,,,
125633172,unclassified,,False,True,15.092,,"LINESTRING (140.5617259 39.3144977, 140.5617667 39.3146297)",,,,
125647088,unclassified,,False,False,81.32,,"LINESTRING (140.5617259 39.3144977, 140.561614 39.3140113, 140.5616025 39.3138135, 140.5615946 39.3137747)",,,,
125654231,unclassified,,False,False,69.86,,"LINESTRING (140.5617259 39.3144977, 140.5622101 39.314432, 140.5622154 39.3141841)",,,,
125642315,unclassified,30,False,True,26.736,,"LINESTRING (140.571352 39.311281, 140.5714991 39.3110692)",,,,
125647043,unclassified,30,False,False,20.412,,"LINESTRING (140.571352 39.311281, 140.5712075 39.3114266)",,,,
125637189,residential,,False,False,49.478,,"LINESTRING (140.571352 39.311281, 140.5713049 39.3112564, 140.5708316 39.311093)",,,,
