osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,tunnel
37813777,77,富里酒々井線,primary,False,False,60.915,"LINESTRING (140.2745565 35.7212223, 140.2743553 35.7206994)",,,,
104841146,,,tertiary,False,True,146.75,"LINESTRING (140.2745565 35.7212223, 140.2745003 35.7215254, 140.2744957 35.7216353, 140.2744399 35.7217284, 140.2742597 35.7218115, 140.2734906 35.7219058)",,,,
368460826,296,国道296号,trunk,False,False,216.971,"LINESTRING (140.2745565 35.7212223, 140.2738709 35.7214986, 140.2735775 35.7215789, 140.273416 35.7216011, 140.2732573 35.7216087, 140.2731412 35.721607, 140.2730482 35.7216005, 140.2728051 35.7215736, 140.2722649 35.7214863)",2,,,
37813075,137,宗吾酒々井線,secondary,False,False,96.59299999999999,"LINESTRING (140.2657631 35.7237588, 140.265884 35.7240303, 140.266119 35.724578)",2,,,
37813075,137,宗吾酒々井線,secondary,False,True,82.866,"LINESTRING (140.2657631 35.7237588, 140.2657364 35.723702, 140.2655989 35.7234754, 140.2653513 35.7230932)",2,,,
926268648,,,residential,False,False,62.479,"LINESTRING (140.2657631 35.7237588, 140.2660351 35.7236432, 140.2663414 35.7234537)",,,,
37813075,137,宗吾酒々井線,secondary,False,False,12.65,"LINESTRING (140.2680433 35.7288919, 140.2681051 35.728994)",2,,,
37813075,137,宗吾酒々井線,secondary,False,True,116.44200000000001,"LINESTRING (140.2680433 35.7288919, 140.2679397 35.7287411, 140.2678612 35.7286135, 140.2677449 35.7284604, 140.267372 35.7279988)",2,,,
168818842,,,residential,False,True,138.363,"LINESTRING (140.2680433 35.7288919, 140.2683426 35.7288839, 140.2688254 35.7290664, 140.2691895 35.7291771, 140.2695 35.7292017)",,,,
368460826,296,国道296号,trunk,False,True,42.888,"LINESTRING (140.2646009 35.7204678, 140.2650756 35.7204525)",2,,,
474184237,51,成田街道,trunk,False,False,77.959,"LINESTRING (140.2646009 35.7204678, 140.2652095 35.7209652)",,50,,
760899577,296,国道296号,trunk,False,False,48.804,"LINESTRING (140.2646009 35.7204678, 140.2640629 35.7205108)",2,,,
55682844,,,tertiary,False,False,75.69,"LINESTRING (140.2735558 35.7278821, 140.2740067 35.728456)",,,,
104841137,,,tertiary,False,False,38.161,"LINESTRING (140.2735558 35.7278821, 140.2733739 35.7275723)",,,,
"[168818536, 168818675]",,,residential,False,"[False, True]",176.57600000000002,"LINESTRING (140.2735558 35.7278821, 140.2731953 35.7280497, 140.273458 35.728375, 140.273983 35.729124)",,,,
55682841,,,residential,False,True,37.72,"LINESTRING (140.2741587 35.7286688, 140.2745367 35.7285242)",,,,
55682844,,,tertiary,False,False,36.031,"LINESTRING (140.2741587 35.7286688, 140.2743652 35.7289461)",,,,
55682844,,,tertiary,False,True,27.353,"LINESTRING (140.2741587 35.7286688, 140.2740067 35.728456)",,,,
55682827,,,residential,False,True,37.943,"LINESTRING (140.2740067 35.728456, 140.2743734 35.7282892)",,,,
55682844,,,tertiary,False,False,27.353,"LINESTRING (140.2740067 35.728456, 140.2741587 35.7286688)",,,,
55682844,,,tertiary,False,True,75.69,"LINESTRING (140.2740067 35.728456, 140.2735558 35.7278821)",,,,
55682831,,,residential,False,False,39.769,"LINESTRING (140.2743652 35.7289461, 140.273983 35.729124)",,,,
55682831,,,residential,False,True,36.88,"LINESTRING (140.2743652 35.7289461, 140.2747166 35.7287769)",,,,
55682844,,,tertiary,False,True,36.031,"LINESTRING (140.2743652 35.7289461, 140.2741587 35.7286688)",,,,
55682831,,,residential,False,True,39.769,"LINESTRING (140.273983 35.729124, 140.2743652 35.7289461)",,,,
"[168818536, 168818675]",,,residential,False,"[False, True]",176.576,"LINESTRING (140.273983 35.729124, 140.273458 35.728375, 140.2731953 35.7280497, 140.2735558 35.7278821)",,,,
55682829,,,tertiary,False,False,32.024,"LINESTRING (140.2736475 35.7261707, 140.273309 35.7262569)",,,,
472128345,,,residential,False,False,36.063,"LINESTRING (140.2736475 35.7261707, 140.2737857 35.726475)",,,,
104841086,,,unclassified,True,False,40.043,"LINESTRING (140.27141 35.7266153, 140.270984 35.7267157)",,,,
104841291,,,unclassified,False,True,98.28,"LINESTRING (140.27141 35.7266153, 140.2711155 35.7257644)",,,,
104841095,,,tertiary,False,False,43.391,"LINESTRING (140.2684266 35.7240165, 140.2687275 35.7237122)",,,,
104841236,,,unclassified,False,True,35.565,"LINESTRING (140.2684266 35.7240165, 140.2681818 35.7242671)",,,yes,
104841163,,,unclassified,False,True,107.091,"LINESTRING (140.2684266 35.7240165, 140.2686411 35.7246547, 140.2687353 35.7249464)",,,,
"[104841033, 104841214]",,,unclassified,True,False,143.246,"LINESTRING (140.2684266 35.7240165, 140.2684094 35.7238809, 140.2682128 35.7235533, 140.2679476 35.7231297, 140.2677703 35.7229281, 140.2677111 35.7228849)",,,,
104841094,,,tertiary,False,False,9.589,"LINESTRING (140.2705663 35.7269699, 140.2705338 35.7268878)",,,,
104841094,,,tertiary,False,True,67.372,"LINESTRING (140.2705663 35.7269699, 140.2707555 35.727556)",,,,
104841121,,,unclassified,True,False,44.716,"LINESTRING (140.2705663 35.7269699, 140.2710435 35.726862)",,,,
104841236,,,unclassified,False,False,35.565,"LINESTRING (140.2681818 35.7242671, 140.2684266 35.7240165)",,,yes,
104841141,,,unclassified,False,True,207.404,"LINESTRING (140.2681818 35.7242671, 140.2676928 35.7248231, 140.267504 35.7250278, 140.267232 35.7251797, 140.2664949 35.7254541)",,,,
1108983388,,,unclassified,False,False,73.91999999999999,"LINESTRING (140.2681818 35.7242671, 140.2679952 35.7238476, 140.2678839 35.7236871, 140.2678613 35.7236578)",,,,
1108983388,,,unclassified,False,True,149.539,"LINESTRING (140.2681818 35.7242671, 140.2683207 35.7246564, 140.268365 35.7248171, 140.2686274 35.7255621)",,,,
104841279,,,unclassified,False,True,18.144,"LINESTRING (140.2713071 35.7226148, 140.2714297 35.7224855)",,,,
104841149,,,unclassified,False,False,75.26599999999999,"LINESTRING (140.2713071 35.7226148, 140.2708127 35.7223043, 140.2706373 35.7222125)",,,,
104841149,,,unclassified,False,True,57.717999999999996,"LINESTRING (140.2713071 35.7226148, 140.2714856 35.7227121, 140.2715166 35.7230557)",,,,
104841279,,,unclassified,False,False,52.794,"LINESTRING (140.2713071 35.7226148, 140.2712206 35.7227237, 140.2711602 35.7230654)",,,,
363583507,51,成田街道,trunk,True,False,300.825,"LINESTRING (140.2675419 35.7228893, 140.2673798 35.7227295, 140.2670796 35.7224552, 140.2658063 35.7213878, 140.2653984 35.7210645, 140.2652095 35.7209652)",2,50,,
55682831,,,residential,False,False,36.88,"LINESTRING (140.2747166 35.7287769, 140.2743652 35.7289461)",,,,
104841274,,,residential,False,True,32.454,"LINESTRING (140.2747166 35.7287769, 140.2745367 35.7285242)",,,,
104841245,,,unclassified,False,True,32.082,"LINESTRING (140.2711528 35.7235659, 140.2715074 35.7235467)",,,,
104841279,,,unclassified,False,True,55.657,"LINESTRING (140.2711528 35.7235659, 140.2711602 35.7230654)",,,,
104841245,,,unclassified,False,False,157.44,"LINESTRING (140.2711528 35.7235659, 140.2705569 35.7235983, 140.2702743 35.7238564, 140.2701115 35.7241262, 140.2702118 35.7243996)",,,,
104841094,,,tertiary,False,False,11.459,"LINESTRING (140.2702224 35.7260257, 140.2701898 35.7259261)",,,,
104841094,,,tertiary,False,True,92.842,"LINESTRING (140.2702224 35.7260257, 140.270511 35.7268271)",,,,
104841209,,,unclassified,False,True,53.877,"LINESTRING (140.2702224 35.7260257, 140.2706239 35.7256672)",,,,
104841086,,,unclassified,True,False,44.458,"LINESTRING (140.270984 35.7267157, 140.270511 35.7268271)",,,,
104841245,,,unclassified,False,True,75.479,"LINESTRING (140.270984 35.7267157, 140.2707641 35.7260608)",,,,
104841095,,,tertiary,False,True,43.391,"LINESTRING (140.2687275 35.7237122, 140.2684266 35.7240165)",,,,
104841094,,,tertiary,False,True,170.354,"LINESTRING (140.2687275 35.7237122, 140.2692157 35.7239627, 140.2694742 35.7241166, 140.2696006 35.7242472, 140.2696954 35.7244128, 140.2698572 35.7248476)",,,,
104841095,,,tertiary,False,False,112.256,"LINESTRING (140.2687275 35.7237122, 140.2690925 35.7233621, 140.2693935 35.7228684)",,,,
104841230,,,residential,False,False,31.782,"LINESTRING (140.2739074 35.7270698, 140.2740852 35.7273165)",,,,
104841230,,,residential,False,True,33.758,"LINESTRING (140.2739074 35.7270698, 140.2737058 35.7268141)",,,,
104841094,,,tertiary,False,True,123.625,"LINESTRING (140.2698572 35.7248476, 140.2701898 35.7259261)",,,,
104841266,,,unclassified,False,False,43.848,"LINESTRING (140.2698572 35.7248476, 140.2703286 35.7247525)",,,,
104841094,,,tertiary,False,False,170.354,"LINESTRING (140.2698572 35.7248476, 140.2696954 35.7244128, 140.2696006 35.7242472, 140.2694742 35.7241166, 140.2692157 35.7239627, 140.2687275 35.7237122)",,,,
104841172,,,unclassified,False,False,124.81899999999999,"LINESTRING (140.2726899 35.7229703, 140.2725295 35.7230099, 140.2723347 35.7229567, 140.2723014 35.7229677, 140.2721627 35.7231894, 140.272078 35.7234059, 140.2720017 35.7237143)",,,,
104841190,,,residential,False,False,33.535,"LINESTRING (140.2744964 35.7278504, 140.2741678 35.7279911)",,,,
104841230,,,residential,False,True,34.694,"LINESTRING (140.2744964 35.7278504, 140.2742896 35.7275874)",,,,
104841190,,,residential,False,True,243.69500000000005,"LINESTRING (140.2744964 35.7278504, 140.2749875 35.7276369, 140.2755102 35.7274454, 140.2754352 35.7272481, 140.2753907 35.7271744, 140.2750155 35.7272977, 140.2742896 35.7275874)",,,,
104841190,,,residential,False,True,33.535,"LINESTRING (140.2741678 35.7279911, 140.2744964 35.7278504)",,,,
104841274,,,residential,False,False,37.989,"LINESTRING (140.2741678 35.7279911, 140.2743734 35.7282892)",,,,
104841274,,,residential,False,True,72.908,"LINESTRING (140.2741678 35.7279911, 140.2737491 35.7274304)",,,,
104841245,,,unclassified,False,False,47.071,"LINESTRING (140.2703286 35.7247525, 140.2704612 35.7251619)",,,,
104841245,,,unclassified,False,True,40.633,"LINESTRING (140.2703286 35.7247525, 140.2702118 35.7243996)",,,,
104841266,,,unclassified,False,True,43.848,"LINESTRING (140.2703286 35.7247525, 140.2698572 35.7248476)",,,,
104841266,,,unclassified,False,False,121.53800000000001,"LINESTRING (140.2703286 35.7247525, 140.2709305 35.7242578, 140.2714171 35.7242121)",,,,
104841113,,,unclassified,False,True,39.095,"LINESTRING (140.2723126 35.7279768, 140.2718967 35.7280749)",,,,
104841194,,,unclassified,False,False,41.783,"LINESTRING (140.2723126 35.7279768, 140.2720979 35.7276439)",,,,
104841194,,,unclassified,False,True,51.126,"LINESTRING (140.2723126 35.7279768, 140.2726033 35.7283714)",,,,
104841137,,,tertiary,False,False,60.426,"LINESTRING (140.2735906 35.7232318, 140.2735422 35.7226898)",,,,
104841137,,,tertiary,False,True,127.457,"LINESTRING (140.2735906 35.7232318, 140.2735627 35.7233438, 140.2734623 35.7235706, 140.2734033 35.7236546, 140.2732811 35.7237928, 140.2730393 35.7240259, 140.2729016 35.7242147)",,,,
472128341,,,unclassified,False,True,26.429,"LINESTRING (140.2735906 35.7232318, 140.2736443 35.7232248, 140.2738594 35.7231414)",,,,
1196130216,,,unclassified,True,False,32.699,"LINESTRING (140.2722104 35.7266387, 140.2725558 35.7265501)",,,,
104841250,,,unclassified,False,False,257.781,"LINESTRING (140.2722104 35.7266387, 140.2723023 35.727058, 140.2723726 35.7272515, 140.2724631 35.7274288, 140.2725723 35.7276363, 140.272871 35.727522, 140.2725558 35.7265501)",,,,
1196130217,,,unclassified,False,False,24.367,"LINESTRING (140.2722104 35.7266387, 140.2721628 35.726423)",,,,
104841176,,,unclassified,False,False,34.6,"LINESTRING (140.2723819 35.7237537, 140.2720017 35.7237143)",,,,
363128091,,,unclassified,False,False,180.79399999999998,"LINESTRING (140.2723819 35.7237537, 140.2724979 35.723367, 140.2725299 35.7233362, 140.2728569 35.7233636, 140.2727664 35.7239179, 140.2727592 35.7241404, 140.2728058 35.7241768, 140.2729016 35.7242147)",,,,
363128091,,,unclassified,False,True,122.403,"LINESTRING (140.2723819 35.7237537, 140.2723095 35.7241866, 140.2722988 35.7243702, 140.2722929 35.7248503)",,,,
104841106,,,unclassified,False,True,39.841,"LINESTRING (140.2721022 35.7290849, 140.2724839 35.728905)",,,,
104841129,,,residential,False,False,115.943,"LINESTRING (140.2721022 35.7290849, 140.2717664 35.7286313, 140.2716628 35.7284533, 140.2714997 35.7281657)",,,,
104841137,,,tertiary,False,False,127.45700000000001,"LINESTRING (140.2729016 35.7242147, 140.2730393 35.7240259, 140.2732811 35.7237928, 140.2734033 35.7236546, 140.2734623 35.7235706, 140.2735627 35.7233438, 140.2735906 35.7232318)",,,,
104841137,,,tertiary,False,True,67.09400000000001,"LINESTRING (140.2729016 35.7242147, 140.2728219 35.724324, 140.2727447 35.7244966, 140.2727001 35.7246217, 140.2726801 35.7247834)",,,,
363128091,,,unclassified,False,True,180.79399999999998,"LINESTRING (140.2729016 35.7242147, 140.2728058 35.7241768, 140.2727592 35.7241404, 140.2727664 35.7239179, 140.2728569 35.7233636, 140.2725299 35.7233362, 140.2724979 35.723367, 140.2723819 35.7237537)",,,,
104841094,,,tertiary,False,False,67.372,"LINESTRING (140.2707555 35.727556, 140.2705663 35.7269699)",,,,
104841131,,,unclassified,False,False,44.43,"LINESTRING (140.2707555 35.727556, 140.2712308 35.7274522)",,,,
104841094,,,tertiary,False,True,83.144,"LINESTRING (140.2707555 35.727556, 140.270921 35.7280395, 140.2710272 35.7282698)",,,,
55682827,,,residential,False,False,37.943,"LINESTRING (140.2743734 35.7282892, 140.2740067 35.728456)",,,,
104841274,,,residential,False,False,30.002,"LINESTRING (140.2743734 35.7282892, 140.2745367 35.7285242)",,,,
104841274,,,residential,False,True,37.989,"LINESTRING (140.2743734 35.7282892, 140.2741678 35.7279911)",,,,
104841011,,,unclassified,False,True,38.523,"LINESTRING (140.2718747 35.7249193, 140.2722929 35.7248503)",,,,
104841172,,,unclassified,False,False,169.286,"LINESTRING (140.2718747 35.7249193, 140.2719301 35.7253279, 140.2720384 35.7258003, 140.2721628 35.726423)",,,,
