osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,maxspeed,bridge
91589360,tertiary,False,True,30.782,,,,"LINESTRING (140.4157789 36.5453864, 140.4154672 36.5452684)",,
307394651,secondary,False,False,13.856,2,168,南郷街道,"LINESTRING (140.4157789 36.5453864, 140.4157287 36.5455043)",,
307394651,secondary,False,True,97.049,2,168,南郷街道,"LINESTRING (140.4157789 36.5453864, 140.4158547 36.5452253, 140.4159124 36.5451121, 140.4159768 36.5450033, 140.4160613 36.5448773, 140.4162613 36.5446068)",,
307395011,tertiary,False,False,28.903000000000002,,,,"LINESTRING (140.4144864 36.5436033, 140.4146607 36.5437293, 140.4147319 36.5437723)",,
307395011,tertiary,False,True,181.692,,,,"LINESTRING (140.4144864 36.5436033, 140.4144193 36.5432547, 140.4143328 36.5428861, 140.4143152 36.542801, 140.4143126 36.5426892, 140.4143205 36.5425381, 140.4143446 36.5419816)",,
501315122,unclassified,False,True,109.576,,,,"LINESTRING (140.4144864 36.5436033, 140.4143717 36.5435456, 140.4141381 36.5434096, 140.4135484 36.5429858, 140.4135398 36.5429796)",,
307394501,secondary,False,False,38.603,2,168,静常陸大宮線,"LINESTRING (140.4140061 36.5410807, 140.4144131 36.5411973)",,
307394501,secondary,False,True,192.628,2,168,静常陸大宮線,"LINESTRING (140.4140061 36.5410807, 140.4131767 36.5408485, 140.4127032 36.5407107, 140.4124215 36.5406159, 140.4119971 36.5404558)",,
307395011,tertiary,False,False,104.828,,,,"LINESTRING (140.4140061 36.5410807, 140.4140845 36.541243, 140.4141999 36.5415193, 140.4143152 36.5418464, 140.4143446 36.5419816)",,
307395011,tertiary,False,True,156.846,,,,"LINESTRING (140.4140061 36.5410807, 140.4139561 36.5409266, 140.413937 36.5408077, 140.4139356 36.5407236, 140.4139477 36.5406353, 140.4139739 36.5405362, 140.4140697 36.5402383, 140.4142159 36.5397819, 140.4142367 36.5397055)",,
307394503,tertiary,False,False,8.627,,,,"LINESTRING (140.4088271 36.5440136, 140.4089196 36.5440359)",,
104489720,trunk,True,False,105.75999999999999,2,118;400,大宮バイパス,"LINESTRING (140.4088271 36.5440136, 140.4086959 36.5444495, 140.4085654 36.5449411)",50,
307394503,tertiary,False,True,122.932,,,,"LINESTRING (140.4088271 36.5440136, 140.4087456 36.5439797, 140.4086893 36.5439432, 140.4086624 36.5439, 140.4086619 36.5438397, 140.4087456 36.5429942, 140.4087415 36.5429776)",,
91589360,tertiary,False,False,24.887999999999998,,,,"LINESTRING (140.4138723 36.5446418, 140.4140599 36.5447156, 140.4141233 36.5447389)",,
91589360,tertiary,False,True,70.813,,,,"LINESTRING (140.4138723 36.5446418, 140.4136191 36.5445422, 140.4134274 36.5444571, 140.4132865 36.5443752, 140.4131965 36.5443141)",,
198940950,unclassified,False,True,189.97899999999998,,,,"LINESTRING (140.4138723 36.5446418, 140.4135481 36.5450922, 140.4133358 36.5454356, 140.4131786 36.5456812, 140.4128903 36.5461564)",,
198938304,residential,False,True,115.554,,,,"LINESTRING (140.409394 36.5406091, 140.409897 36.5396517)",,
659708311,tertiary,False,True,50.552,,,,"LINESTRING (140.409394 36.5406091, 140.4088897 36.5404029)",,
198938742,residential,False,False,119.28,,,,"LINESTRING (140.409394 36.5406091, 140.4092757 36.540801, 140.4092086 36.5409406, 140.4091358 36.5410943, 140.4091162 36.5411906, 140.4091224 36.5412969, 140.4091545 36.541413, 140.4092566 36.5416188)",,
659708311,tertiary,False,False,116.133,,,,"LINESTRING (140.409394 36.5406091, 140.4100183 36.5408616, 140.4102033 36.5409456, 140.4103267 36.5410189, 140.4105135 36.5411335)",,
659678130,secondary,False,False,63.732,2,318,小場常陸大宮停車場線,"LINESTRING (140.4081538 36.539157, 140.4088455 36.5392972)",,
307394503,tertiary,False,False,113.606,,,,"LINESTRING (140.4081538 36.539157, 140.4081756 36.5395125, 140.4081836 36.5396849, 140.4081836 36.539894, 140.4081728 36.540178)",,
198940077,residential,False,False,52.084,,,,"LINESTRING (140.408585 36.5423011, 140.4088498 36.5418838)",,
307394503,tertiary,False,True,56.491,,,,"LINESTRING (140.408585 36.5423011, 140.4085284 36.5417951)",,
198936885,unclassified,False,True,57.396,,,,"LINESTRING (140.408585 36.5423011, 140.4083679 36.542531, 140.4082034 36.5427163)",,
307394503,tertiary,False,False,38.732,,,,"LINESTRING (140.408585 36.5423011, 140.4086195 36.5424659, 140.4086584 36.5426444)",,
198936902,residential,False,False,9.506,,,,"LINESTRING (140.4085654 36.5449411, 140.4086372 36.5450042)",,
198936460,unclassified,False,True,139.987,,,,"LINESTRING (140.4085654 36.5449411, 140.40817 36.544845, 140.407695 36.544708, 140.407152 36.544536, 140.4070912 36.5445163)",,
198938304,residential,False,False,115.554,,,,"LINESTRING (140.409897 36.5396517, 140.409394 36.5406091)",,
659678130,secondary,False,False,49.662,2,318,小場常陸大宮停車場線,"LINESTRING (140.409897 36.5396517, 140.4103989 36.5398437)",,
659678130,secondary,False,True,101.976,2,318,小場常陸大宮停車場線,"LINESTRING (140.409897 36.5396517, 140.4092592 36.5394156, 140.4090774 36.5393611, 140.4088455 36.5392972)",,
198941055,tertiary,False,False,8.684,,,,"LINESTRING (140.4094035 36.5427771, 140.4094933 36.542807)",,
104489720,trunk,True,False,146.90800000000002,2,118;400,大宮バイパス,"LINESTRING (140.4094035 36.5427771, 140.4092109 36.5431372, 140.4090151 36.5435574, 140.4088271 36.5440136)",50,
307394503,tertiary,False,False,184.096,,,,"LINESTRING (140.4081728 36.540178, 140.4081514 36.5405211, 140.4081568 36.5406073, 140.4081751 36.5407085, 140.4082212 36.5408917, 140.4083146 36.541146, 140.4084501 36.5415463, 140.4085284 36.5417951)",,
307394503,tertiary,False,True,113.606,,,,"LINESTRING (140.4081728 36.540178, 140.4081836 36.539894, 140.4081836 36.5396849, 140.4081756 36.5395125, 140.4081538 36.539157)",,
659708311,tertiary,False,False,68.929,,,,"LINESTRING (140.4081728 36.540178, 140.4084469 36.5402434, 140.4086235 36.5402991, 140.4088897 36.5404029)",,
91589360,tertiary,False,False,70.813,,,,"LINESTRING (140.4131965 36.5443141, 140.4132865 36.5443752, 140.4134274 36.5444571, 140.4136191 36.5445422, 140.4138723 36.5446418)",,
91589360,tertiary,False,True,146.841,,,,"LINESTRING (140.4131965 36.5443141, 140.4131028 36.5442297, 140.4130197 36.5441338, 140.4128304 36.5439068, 140.4122711 36.543224)",,
198938361,unclassified,False,True,145.671,,,,"LINESTRING (140.4131965 36.5443141, 140.4125798 36.5449538, 140.4122678 36.5453875)",,
104489720,trunk,True,False,52.776,2,118;400,大宮バイパス,"LINESTRING (140.4105135 36.5411335, 140.4101959 36.5415337)",50,
660071916,tertiary,False,False,7.24,,,,"LINESTRING (140.4105135 36.5411335, 140.4105642 36.5411843)",,
659708311,tertiary,False,True,116.13300000000001,,,,"LINESTRING (140.4105135 36.5411335, 140.4103267 36.5410189, 140.4102033 36.5409456, 140.4100183 36.5408616, 140.409394 36.5406091)",,
659678130,secondary,False,True,58.101,2,318,小場常陸大宮停車場線,"LINESTRING (140.4113712 36.5402156, 140.410784 36.539991)",,
659691335,secondary,False,False,7.203,2,168,静常陸大宮線,"LINESTRING (140.4113712 36.5402156, 140.4114439 36.5402436)",,
660071918,trunk,True,False,127.66299999999998,2,118;400,大宮バイパス,"LINESTRING (140.4113712 36.5402156, 140.4110938 36.5404931, 140.4108631 36.5407417, 140.4105135 36.5411335)",50,
198938274,unclassified,False,True,35.405,,,,"LINESTRING (140.4136872 36.5464065, 140.4137327 36.5467228)",,
91589353,tertiary,False,True,133.41899999999998,2,,,"LINESTRING (140.4136872 36.5464065, 140.413591 36.5459297, 140.4135789 36.5458383, 140.4135762 36.5457607, 140.4135888 36.5456841, 140.4136084 36.5456121, 140.4136446 36.5455388, 140.4138135 36.5452518)",,
307395011,tertiary,False,False,6.171,,,,"LINESTRING (140.4142425 36.5396502, 140.4142367 36.5397055)",,
307395011,tertiary,False,True,129.374,,,,"LINESTRING (140.4142425 36.5396502, 140.414228 36.5395147, 140.4142106 36.5394048, 140.4141633 36.5391533, 140.414127 36.5389934, 140.414067 36.5387803, 140.4140107 36.5385923, 140.4139855 36.5385067)",,
91589353,tertiary,False,False,63.392,2,,,"LINESTRING (140.4141233 36.5447389, 140.4138135 36.5452518)",,
91589353,tertiary,False,True,120.484,2,,,"LINESTRING (140.4141233 36.5447389, 140.4146891 36.5438268, 140.4147319 36.5437723)",,
91589360,tertiary,False,False,133.723,,,,"LINESTRING (140.4141233 36.5447389, 140.4148581 36.5450361, 140.4154672 36.5452684)",,
91589360,tertiary,False,True,24.887999999999998,,,,"LINESTRING (140.4141233 36.5447389, 140.4140599 36.5447156, 140.4138723 36.5446418)",,
91589353,tertiary,False,False,178.413,2,,,"LINESTRING (140.4163305 36.5428203, 140.4159542 36.5430538, 140.4158512 36.543106, 140.4155815 36.5432155, 140.4154 36.5433295, 140.4148811 36.5436533, 140.4147817 36.5437299, 140.4147319 36.5437723)",,
"[198938492, 1205153556]",residential,False,"[False, True]",188.42399999999998,,,,"LINESTRING (140.4163305 36.5428203, 140.4161465 36.5427386, 140.4157528 36.5426157, 140.4154849 36.5424812, 140.4159988 36.5416451)",,
198940863,residential,False,False,176.076,,,,"LINESTRING (140.4110455 36.5384324, 140.4112362 36.5391718, 140.4114002 36.5393424, 140.412094 36.539597)",,
198941386,residential,False,False,171.60899999999998,,,,"LINESTRING (140.4110455 36.5384324, 140.4120617 36.5387065, 140.4126149 36.5389405, 140.4128129 36.5390242)",,
198941386,residential,False,True,171.60899999999998,,,,"LINESTRING (140.4128129 36.5390242, 140.4126149 36.5389405, 140.4120617 36.5387065, 140.4110455 36.5384324)",,
659691333,trunk,True,False,90.468,2,118;400,大宮バイパス,"LINESTRING (140.4128129 36.5390242, 140.4124966 36.5392658, 140.412094 36.539597)",50,
659678130,secondary,False,True,63.732,2,318,小場常陸大宮停車場線,"LINESTRING (140.4088455 36.5392972, 140.4081538 36.539157)",,
198940311,residential,False,False,127.604,,,,"LINESTRING (140.4088455 36.5392972, 140.409057 36.539874, 140.409034 36.539987, 140.4088897 36.5404029)",,
659678130,secondary,False,False,101.976,2,318,小場常陸大宮停車場線,"LINESTRING (140.4088455 36.5392972, 140.4090774 36.5393611, 140.4092592 36.5394156, 140.409897 36.5396517)",,
198940863,residential,False,True,176.076,,,,"LINESTRING (140.412094 36.539597, 140.4114002 36.5393424, 140.4112362 36.5391718, 140.4110455 36.5384324)",,
659691333,trunk,True,False,94.353,2,118;400,大宮バイパス,"LINESTRING (140.412094 36.539597, 140.4116651 36.5399565, 140.4113712 36.5402156)",50,
659708311,tertiary,False,False,50.552,,,,"LINESTRING (140.4088897 36.5404029, 140.409394 36.5406091)",,
198940311,residential,False,True,127.604,,,,"LINESTRING (140.4088897 36.5404029, 140.409034 36.539987, 140.409057 36.539874, 140.4088455 36.5392972)",,
659708311,tertiary,False,True,68.929,,,,"LINESTRING (140.4088897 36.5404029, 140.4086235 36.5402991, 140.4084469 36.5402434, 140.4081728 36.540178)",,
