osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,bridge,tunnel
120844895,2,42;311,国道42号,trunk,False,False,8.041,"LINESTRING (136.0976391 33.8841355, 136.0976159 33.8840658)",,
120844895,2,42;311,国道42号,trunk,False,True,54.087999999999994,"LINESTRING (136.0976391 33.8841355, 136.0977737 33.8844786, 136.0978314 33.8845947)",,
120848527,,,,tertiary,False,True,79.39500000000001,"LINESTRING (136.0976391 33.8841355, 136.0974356 33.8843374, 136.0972451 33.8844851, 136.0971037 33.8846018, 136.0970639 33.8846622)",,
120848527,,,,tertiary,False,False,79.395,"LINESTRING (136.0970639 33.8846622, 136.0971037 33.8846018, 136.0972451 33.8844851, 136.0974356 33.8843374, 136.0976391 33.8841355)",,
120848527,,,,tertiary,False,True,79.017,"LINESTRING (136.0970639 33.8846622, 136.097016 33.884821, 136.0970091 33.8848757, 136.0970067 33.8849127, 136.0970144 33.8849511, 136.0970382 33.884992, 136.0970822 33.8850487, 136.0971954 33.8851877, 136.0972784 33.8853041)",,
552601835,,,,residential,False,False,85.004,"LINESTRING (136.0970639 33.8846622, 136.0972678 33.8847699, 136.0972943 33.8847935, 136.0973234 33.884832, 136.0975537 33.8847507, 136.0978314 33.8845947)",,
120844895,2,42;311,国道42号,trunk,False,False,42.5,"LINESTRING (136.0980355 33.8849358, 136.097967 33.8848413, 136.0978936 33.8847335, 136.0978314 33.8845947)",,
120844895,2,42;311,国道42号,trunk,False,True,83.366,"LINESTRING (136.0980355 33.8849358, 136.0981217 33.8850465, 136.0981831 33.8851107, 136.098286 33.8852174, 136.0984061 33.8853169, 136.0985022 33.8853779, 136.0986472 33.8854802)",,
1078588781,,,,unclassified,False,True,34.872,"LINESTRING (136.0980355 33.8849358, 136.0977893 33.8850513, 136.0977636 33.8850771, 136.0977173 33.8851012)",,
120848527,,,,tertiary,False,False,1.377,"LINESTRING (136.0972859 33.8853148, 136.0972784 33.8853041)",,
1078588781,,,,unclassified,False,False,24.276,"LINESTRING (136.0972859 33.8853148, 136.0975104 33.8852011)",,
120847094,,,,tertiary,False,True,76.777,"LINESTRING (136.0972859 33.8853148, 136.0975482 33.885656, 136.0977148 33.885906)",,
120843853,2,34,七色峡線,primary,False,False,36.754,"LINESTRING (136.0986472 33.8854802, 136.0983142 33.8856614)",,
214691981,2,42;311,国道42号,trunk,False,True,33.522,"LINESTRING (136.0986472 33.8854802, 136.0989377 33.8856611)",,
120844895,2,42;311,国道42号,trunk,False,False,83.366,"LINESTRING (136.0986472 33.8854802, 136.0985022 33.8853779, 136.0984061 33.8853169, 136.098286 33.8852174, 136.0981831 33.8851107, 136.0981217 33.8850465, 136.0980355 33.8849358)",,
120843853,2,34,七色峡線,primary,False,False,20.541,"LINESTRING (136.0983142 33.8856614, 136.0981264 33.8857605)",,
120843853,2,34,七色峡線,primary,False,True,36.754,"LINESTRING (136.0983142 33.8856614, 136.0986472 33.8854802)",,
120846216,,,,unclassified,False,True,42.473,"LINESTRING (136.0983142 33.8856614, 136.0986683 33.8859053)",,
120846216,,,,unclassified,False,False,83.176,"LINESTRING (136.0983142 33.8856614, 136.0981018 33.8854715, 136.0977173 33.8851012)",,
120843853,2,34,七色峡線,primary,False,True,41.197,"LINESTRING (136.0977533 33.8859638, 136.0981264 33.8857605)",,
120846365,,,,tertiary,False,True,7.745,"LINESTRING (136.0977533 33.8859638, 136.0978003 33.8860215)",,
120847094,,,,tertiary,False,False,7.344,"LINESTRING (136.0977533 33.8859638, 136.0977148 33.885906)",,
"[120843858, 120843851, 120843853]",2,34,七色峡線,primary,False,False,275.776,"LINESTRING (136.0977533 33.8859638, 136.0974277 33.8861349, 136.0964849 33.8866592, 136.0952424 33.8873073)",yes,
120846216,,,,unclassified,False,False,42.473,"LINESTRING (136.0986683 33.8859053, 136.0983142 33.8856614)",,
120848145,,,,residential,False,False,22.727,"LINESTRING (136.0986683 33.8859053, 136.0984985 33.8860533)",,
552601837,,,,unclassified,False,False,66.245,"LINESTRING (136.0986683 33.8859053, 136.0992192 33.8862871)",,
1078588779,,,,unclassified,False,True,36.82,"LINESTRING (136.0986683 33.8859053, 136.0989377 33.8856611)",,
120846365,,,,tertiary,False,False,39.582,"LINESTRING (136.0980208 33.8863268, 136.0978003 33.8860215)",,
120847202,,,,tertiary,False,True,57.275,"LINESTRING (136.0980208 33.8863268, 136.0983546 33.886761)",,
120848145,,,,residential,False,False,45.673,"LINESTRING (136.0980208 33.8863268, 136.0976052 33.8865497)",,
120848145,,,,residential,False,True,53.566,"LINESTRING (136.0980208 33.8863268, 136.0984985 33.8860533)",,
120848145,,,,residential,False,True,45.673,"LINESTRING (136.0976052 33.8865497, 136.0980208 33.8863268)",,
552601840,,,,residential,False,False,52.249,"LINESTRING (136.0976052 33.8865497, 136.097914 33.8869435)",,
552601840,,,,residential,False,True,39.731,"LINESTRING (136.0976052 33.8865497, 136.0973727 33.886249)",,
120848145,,,,residential,False,False,51.892,"LINESTRING (136.0976052 33.8865497, 136.0972786 33.8867234, 136.0971961 33.8867673, 136.097139 33.8868093)",,
120848145,,,,residential,False,True,51.892,"LINESTRING (136.097139 33.8868093, 136.0971961 33.8867673, 136.0972786 33.8867234, 136.0976052 33.8865497)",,
120846414,,,,unclassified,False,True,91.368,"LINESTRING (136.1007675 33.8868354, 136.1002083 33.8875134)",,
"[120844908, 214691989, 214691981]",2,42;311,国道42号,trunk,False,False,64.953,"LINESTRING (136.1007675 33.8868354, 136.1005601 33.8867202, 136.1003216 33.8865485, 136.1002146 33.8864756)",yes,
120844908,2,42;311,国道42号,trunk,False,True,156.48399999999998,"LINESTRING (136.1007675 33.8868354, 136.1013045 33.887193, 136.101621 33.8873896, 136.1017719 33.8875009, 136.1020694 33.8877347)",,
120847202,,,,tertiary,False,False,4.597,"LINESTRING (136.0983795 33.8867968, 136.0983546 33.886761)",,
120847202,,,,tertiary,False,True,45.376000000000005,"LINESTRING (136.0983795 33.8867968, 136.0985122 33.8869653, 136.0985528 33.8870614, 136.0985899 33.8871617)",,
214691994,,,,residential,False,False,71.204,"LINESTRING (136.0983795 33.8867968, 136.0988912 33.8865242, 136.099027 33.8864488)",,
552601840,,,,residential,False,True,52.249,"LINESTRING (136.097914 33.8869435, 136.0976052 33.8865497)",,
120848060,,,,residential,False,False,45.577,"LINESTRING (136.097914 33.8869435, 136.0979925 33.8869041, 136.0982325 33.8868216, 136.0983546 33.886761)",,
120848060,,,,residential,False,True,36.863,"LINESTRING (136.097914 33.8869435, 136.0977027 33.8870878, 136.0976133 33.8871612)",,
214691990,,,,residential,False,False,67.092,"LINESTRING (136.0990896 33.8869606, 136.0991828 33.886867, 136.0992055 33.886837, 136.0992132 33.886811, 136.0992158 33.8867787, 136.0992146 33.8867186, 136.099211 33.8866817, 136.0991822 33.8865934, 136.0991631 33.8865559, 136.0991396 33.8865253, 136.0990671 33.8864669, 136.099027 33.8864488)",,
214691992,,,,unclassified,False,False,72.776,"LINESTRING (136.0990896 33.8869606, 136.0992486 33.8869084, 136.0998115 33.8866978)",,
214691992,,,,unclassified,False,True,51.724000000000004,"LINESTRING (136.0990896 33.8869606, 136.0990104 33.8870128, 136.0989362 33.8870546, 136.0985899 33.8871617)",,
"[120843858, 120843851, 120843853]",2,34,七色峡線,primary,False,True,275.776,"LINESTRING (136.0952424 33.8873073, 136.0964849 33.8866592, 136.0974277 33.8861349, 136.0977533 33.8859638)",yes,
120846290,,,,unclassified,False,False,34.597,"LINESTRING (136.0952424 33.8873073, 136.0953672 33.8873132, 136.0955782 33.8872022)",,
120846503,,,,unclassified,False,False,106.52000000000001,"LINESTRING (136.0952424 33.8873073, 136.0952533 33.8872116, 136.0961277 33.886747)",,
120846414,,,,unclassified,False,False,91.368,"LINESTRING (136.1002083 33.8875134, 136.1007675 33.8868354)",,
120848207,,,,unclassified,False,True,35.859,"LINESTRING (136.1002083 33.8875134, 136.0998241 33.8875611)",,
120846583,,,,unclassified,False,True,42.542,"LINESTRING (136.1002083 33.8875134, 136.1006253 33.8874546, 136.1006619 33.8874464)",,
120846700,,,,unclassified,False,True,44.679,"LINESTRING (136.1006619 33.8874464, 136.1005865 33.8878433)",,
120846583,,,,unclassified,False,False,42.542,"LINESTRING (136.1006619 33.8874464, 136.1006253 33.8874546, 136.1002083 33.8875134)",,
