osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,tunnel
106848101,247,角ノ浜玉川線,secondary,False,False,34.816,"LINESTRING (141.7174309 40.4095257, 141.7175233 40.4092206)",,
106849717,247,角ノ浜玉川線,secondary,False,True,42.618,"LINESTRING (141.7174309 40.4095257, 141.7173402 40.4099027)",,
106848210,,,unclassified,False,True,65.062,"LINESTRING (141.7174309 40.4095257, 141.7172874 40.4095108, 141.7171103 40.4094923, 141.7166655 40.4094869)",,
106848160,,,unclassified,False,True,26.877000000000002,"LINESTRING (141.7155848 40.4106872, 141.7156243 40.4104713, 141.7156286 40.4104478)",,
106848265,,,unclassified,False,True,79.462,"LINESTRING (141.7155848 40.4106872, 141.7155479 40.4108937, 141.7154879 40.4112293, 141.7154463 40.4113938)",,
106850247,150,種市停車場線,secondary,False,False,131.18699999999998,"LINESTRING (141.7155848 40.4106872, 141.7162269 40.4108847, 141.716948 40.4111273, 141.7170134 40.4111431)",,
106848135,,,unclassified,False,False,78.9,"LINESTRING (141.718588 40.410074, 141.7188493 40.4093929)",,
106849257,,,unclassified,False,True,59.184,"LINESTRING (141.718588 40.410074, 141.7178998 40.4099807)",,
"[106849496, 106849701]",,,unclassified,False,True,137.41500000000002,"LINESTRING (141.718588 40.410074, 141.7184512 40.4103987, 141.7183074 40.4107357, 141.7182163 40.4109712, 141.7180462 40.4112362)",,
106847815,,,unclassified,False,False,177.41699999999997,"LINESTRING (141.7166655 40.4094869, 141.7161762 40.4094698, 141.7159221 40.4094466, 141.7157497 40.4099171, 141.7156775 40.410159, 141.7156286 40.4104478)",,
106848210,,,unclassified,False,False,65.062,"LINESTRING (141.7166655 40.4094869, 141.7171103 40.4094923, 141.7172874 40.4095108, 141.7174309 40.4095257)",,
106848654,,,unclassified,False,False,168.983,"LINESTRING (141.7166655 40.4094869, 141.7167682 40.4091277, 141.7168419 40.4088546, 141.716918 40.4086163, 141.716983 40.4084574, 141.7175774 40.4083667)",,
106848697,,,unclassified,False,True,130.531,"LINESTRING (141.7166655 40.4094869, 141.7165719 40.409765, 141.7164308 40.4102352, 141.7163051 40.4106282)",,
106847957,,,unclassified,False,True,78.484,"LINESTRING (141.7178998 40.4099807, 141.7180659 40.4092863)",,
106848139,,,unclassified,False,True,48.167,"LINESTRING (141.7178998 40.4099807, 141.7173402 40.4099027)",,
106849257,,,unclassified,False,False,59.184,"LINESTRING (141.7178998 40.4099807, 141.718588 40.410074)",,
106847549,,,unclassified,False,True,121.554,"LINESTRING (141.7178998 40.4099807, 141.7176542 40.4109065, 141.7176042 40.4110502)",,
106849080,,,unclassified,False,True,44.931,"LINESTRING (141.7183274 40.4093197, 141.7188493 40.4093929)",,
106849796,,,unclassified,False,False,22.45,"LINESTRING (141.7183274 40.4093197, 141.7180659 40.4092863)",,
106847956,,,unclassified,False,False,156.71499999999997,"LINESTRING (141.7183274 40.4093197, 141.7183627 40.4089905, 141.7183493 40.4085138, 141.7191283 40.4086181)",,
106847579,,,unclassified,False,True,109.6,"LINESTRING (141.715417 40.4116471, 141.7153367 40.412165, 141.7151418 40.4125571, 141.7151209 40.4125991)",,
106848467,,,unclassified,False,False,28.583999999999996,"LINESTRING (141.715417 40.4116471, 141.7154477 40.4115337, 141.7154588 40.4114384, 141.7154463 40.4113938)",,
106849327,,,unclassified,False,False,115.106,"LINESTRING (141.715417 40.4116471, 141.7159256 40.4118087, 141.7166739 40.4120417)",,
654719632,45,種市バイパス,trunk,False,False,9.766,"LINESTRING (141.7133316 40.4038237, 141.7132861 40.4039044)",2,
106847629,,,unclassified,False,False,117.451,"LINESTRING (141.7133316 40.4038237, 141.7133975 40.4038307, 141.7144573 40.4039431, 141.7147078 40.4039455)",,
106848428,,,unclassified,False,True,19.488,"LINESTRING (141.7196768 40.4071581, 141.7194493 40.4071315)",,
106847896,,,unclassified,False,False,204.017,"LINESTRING (141.7196768 40.4071581, 141.720237 40.4072089, 141.7203373 40.407281, 141.7202809 40.4077851, 141.7201928 40.4085765)",,
"[361113826, 361113820, 106847629]",,,unclassified,False,False,339.542,"LINESTRING (141.7147078 40.4039455, 141.7149407 40.4040569, 141.7151204 40.4041858, 141.7152851 40.4043466, 141.7153821 40.404429, 141.7155633 40.4045889, 141.7160001 40.4048296, 141.7161764 40.4050215, 141.716249 40.405068, 141.7164173 40.4051658, 141.7164941 40.405226, 141.7166139 40.4053404, 141.716766 40.4055546, 141.7170339 40.4058002, 141.7172877 40.4059529, 141.7175252 40.406065)",,yes
106847629,,,unclassified,False,True,117.45100000000001,"LINESTRING (141.7147078 40.4039455, 141.7144573 40.4039431, 141.7133975 40.4038307, 141.7133316 40.4038237)",,
106849870,,,unclassified,False,False,60.688,"LINESTRING (141.7156286 40.4104478, 141.7163051 40.4106282)",,
