osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,bridge
38951000,tertiary,False,False,30.418,"LINESTRING (136.8081566 35.3009078, 136.8081422 35.3006345)",,,,
38859785,tertiary,False,False,39.480000000000004,"LINESTRING (136.8081566 35.3009078, 136.8082145 35.3010309, 136.808262 35.3012507)",,,,
248168326,tertiary,False,False,39.741,"LINESTRING (136.8081566 35.3009078, 136.8081287 35.3010493, 136.8081744 35.3012601)",,,,
666686877,tertiary,False,True,93.158,"LINESTRING (136.8081566 35.3009078, 136.8079271 35.3009358, 136.8075155 35.3009859, 136.8071404 35.3010262)",,,,
935050440,tertiary,False,True,107.91300000000001,"LINESTRING (136.8081566 35.3009078, 136.8083723 35.3008835, 136.8093346 35.3007753)",,,,
38859785,tertiary,False,True,49.614,"LINESTRING (136.8092257 35.3042082, 136.8090852 35.303777)",,,,
157652100,trunk,False,False,7.871,"LINESTRING (136.8092257 35.3042082, 136.8091435 35.3042308)",2,155,花祇通り,
157652100,trunk,False,True,69.38,"LINESTRING (136.8092257 35.3042082, 136.8099644 35.3040473)",2,155,花祇通り,
157651937,trunk,False,False,21.852,"LINESTRING (136.801652 35.3061092, 136.8014211 35.306165)",2,155,上本町通り,
157651937,trunk,False,True,17.715,"LINESTRING (136.801652 35.3061092, 136.8018392 35.306064)",2,155,上本町通り,
154326452,tertiary,False,False,104.86,"LINESTRING (136.8068534 35.3048876, 136.806604 35.3039668)",,,,
154326452,tertiary,False,True,36.922,"LINESTRING (136.8068534 35.3048876, 136.8069446 35.3052112)",,,,
157651961,trunk,False,False,32.373,"LINESTRING (136.8068534 35.3048876, 136.8065106 35.3049682)",2,155,花祇通り,
157651961,trunk,False,True,56.952,"LINESTRING (136.8068534 35.3048876, 136.8074487 35.3047254)",2,155,花祇通り,
38859785,tertiary,False,False,30.492,"LINESTRING (136.8085337 35.3021087, 136.8086168 35.3023744)",,,,
38859785,tertiary,False,True,29.437,"LINESTRING (136.8085337 35.3021087, 136.8084525 35.3018524)",,,,
38898776,unclassified,False,False,61.789,"LINESTRING (136.8085337 35.3021087, 136.8091909 35.3019634)",,,,
38898786,tertiary,False,False,8.039,"LINESTRING (136.8085337 35.3021087, 136.8084472 35.3021243)",,,花園通り,
38899187,tertiary,False,False,70.84,"LINESTRING (136.8062545 35.302531, 136.805485 35.3026382)",,,花園通り,
113454036,tertiary,False,True,47.926,"LINESTRING (136.8062545 35.302531, 136.8067739 35.302453)",,,花園通り,
