osmid,ref,name,highway,oneway,reversed,length,lanes,geometry,tunnel
455433630,62,成田松尾線旧道,primary,False,True,176.423,,"LINESTRING (140.4190867 35.6912062, 140.4194515 35.6896475)",
455433660,45,八日市場八街線,primary,False,True,51.916000000000004,2,"LINESTRING (140.4190867 35.6912062, 140.4187298 35.6911162, 140.418536 35.6910724)",
455433660,45,八日市場八街線,primary,False,False,4.506,2,"LINESTRING (140.4177394 35.6911269, 140.4177841 35.6911089)",
138328155,,,unclassified,False,False,48.352,,"LINESTRING (140.4177394 35.6911269, 140.4176749 35.6910164, 140.41772 35.690706)",
455433660,45,八日市場八街線,primary,False,True,118.498,2,"LINESTRING (140.4177394 35.6911269, 140.4172381 35.6913265, 140.4169395 35.691476, 140.4166105 35.6916651)",
37933925,290,大里小池線,secondary,False,True,32.224000000000004,,"LINESTRING (140.4137642 35.6959636, 140.4138666 35.6958766, 140.4140168 35.695759)",
38079066,,,tertiary,False,False,192.368,,"LINESTRING (140.4137642 35.6959636, 140.4136969 35.6960192, 140.4132534 35.696386, 140.4128888 35.6966876, 140.4124549 35.6970207, 140.412302 35.6972148)",
399143285,290,大里小池線,secondary,False,False,39.615,,"LINESTRING (140.4137642 35.6959636, 140.4138258 35.6959955, 140.4141342 35.696155)",
37933925,290,大里小池線,secondary,False,False,78.542,,"LINESTRING (140.4145618 35.6952105, 140.4144862 35.6952997, 140.4143546 35.6954548, 140.4141165 35.695664, 140.4140168 35.695759)",
455433660,45,八日市場八街線,primary,False,False,57.732000000000006,2,"LINESTRING (140.4145618 35.6952105, 140.4146255 35.6951387, 140.4147572 35.6949904, 140.4148526 35.6948499, 140.4148954 35.6947697)",
466842951,45,八日市場八街線,primary,False,True,126.20299999999999,2,"LINESTRING (140.4145618 35.6952105, 140.4144822 35.6951848, 140.4135655 35.6948886, 140.4132854 35.694829, 140.4132557 35.6948129)",
377074102,62,芝山はにわ道,primary,False,False,313.713,2,"LINESTRING (140.4116244 35.6936374, 140.4117 35.6935281, 140.4124159 35.6924924, 140.413052 35.6915723, 140.4133254 35.6911775)",
377074102,62,芝山はにわ道,primary,False,True,124.617,2,"LINESTRING (140.4116244 35.6936374, 140.4115611 35.6937344, 140.4114384 35.6939223, 140.4109543 35.694617)",
466842951,45,八日市場八街線,primary,False,False,100.745,2,"LINESTRING (140.4116244 35.6936374, 140.4117585 35.6936958, 140.4125109 35.6941845)",
466842951,45,八日市場八街線,primary,False,True,19.63,2,"LINESTRING (140.4116244 35.6936374, 140.4114989 35.6935675, 140.4114451 35.6935376)",
138327380,,,residential,False,True,44.715,,"LINESTRING (140.4099017 35.6886866, 140.410304 35.688921)",
138327380,,,residential,False,False,44.715,,"LINESTRING (140.410304 35.688921, 140.4099017 35.6886866)",
138329878,,,unclassified,False,True,267.681,,"LINESTRING (140.410304 35.688921, 140.410228 35.689036, 140.4102 35.689179, 140.410214 35.689343, 140.410242 35.689399, 140.410352 35.689529, 140.410408 35.689664, 140.410518 35.690255, 140.410703 35.691253)",
138328155,,,unclassified,False,True,48.352,,"LINESTRING (140.41772 35.690706, 140.4176749 35.6910164, 140.4177394 35.6911269)",
455433660,45,八日市場八街線,primary,False,True,4.506,2,"LINESTRING (140.4177841 35.6911089, 140.4177394 35.6911269)",
138326708,,,unclassified,False,False,175.817,,"LINESTRING (140.4177841 35.6911089, 140.41774 35.691754, 140.417642 35.692515, 140.4176447 35.6926849)",
455433660,45,八日市場八街線,primary,False,False,68.924,2,"LINESTRING (140.4177841 35.6911089, 140.4178834 35.6910728, 140.417955 35.6910697, 140.4181114 35.6910857, 140.418204 35.6910867, 140.418536 35.6910724)",
138329721,,,unclassified,False,True,58.87800000000001,,"LINESTRING (140.410703 35.691253, 140.410779 35.691399, 140.410862 35.691529, 140.410952 35.691579, 140.411034 35.691608, 140.4111117 35.6916136)",
138329878,,,unclassified,False,False,267.681,,"LINESTRING (140.410703 35.691253, 140.410518 35.690255, 140.410408 35.689664, 140.410352 35.689529, 140.410242 35.689399, 140.410214 35.689343, 140.4102 35.689179, 140.410228 35.689036, 140.410304 35.688921)",
138329525,,,residential,False,False,43.471,,"LINESTRING (140.4166105 35.6916651, 140.416249 35.691698, 140.4161346 35.6917201)",
455433660,45,八日市場八街線,primary,False,False,118.498,2,"LINESTRING (140.4166105 35.6916651, 140.4169395 35.691476, 140.4172381 35.6913265, 140.4177394 35.6911269)",
455433660,45,八日市場八街線,primary,False,True,196.223,2,"LINESTRING (140.4166105 35.6916651, 140.4165075 35.6917432, 140.4163914 35.6919528, 140.4161928 35.6923936, 140.4161314 35.6925227, 140.4160541 35.6926163, 140.4158911 35.6927539, 140.4157402 35.6929096, 140.4155541 35.6931812)",
"[138329721, 138327397, 138328527]",,,unclassified,False,"[False, True]",341.70500000000004,,"LINESTRING (140.414676 35.692377, 140.414534 35.692278, 140.414379 35.692212, 140.4130801 35.6917276, 140.4127488 35.6916307, 140.412375 35.691596, 140.4115115 35.6916127, 140.411186 35.691619, 140.4111117 35.6916136)",yes
138329061,,,tertiary,False,False,122.981,,"LINESTRING (140.414676 35.692377, 140.414792 35.692453, 140.414944 35.6926, 140.4151209 35.6927793, 140.4151424 35.6928461, 140.4151669 35.6929224, 140.4152426 35.6930117, 140.4153727 35.6931055, 140.4155541 35.6931812)",
138329525,,,residential,False,True,117.67499999999998,,"LINESTRING (140.414676 35.692377, 140.415094 35.692119, 140.415499 35.691926, 140.415738 35.691822, 140.4157729 35.6918113)",
138329801,,,residential,False,True,282.56399999999996,,"LINESTRING (140.414676 35.692377, 140.414096 35.692865, 140.413641 35.693226, 140.41341 35.693393, 140.4132503 35.6934554, 140.4129834 35.6936852, 140.412537 35.6942069)",
138329061,,,tertiary,False,True,122.981,,"LINESTRING (140.4155541 35.6931812, 140.4153727 35.6931055, 140.4152426 35.6930117, 140.4151669 35.6929224, 140.4151424 35.6928461, 140.4151209 35.6927793, 140.414944 35.6926, 140.414792 35.692453, 140.414676 35.692377)",
455433660,45,八日市場八街線,primary,False,False,196.22299999999998,2,"LINESTRING (140.4155541 35.6931812, 140.4157402 35.6929096, 140.4158911 35.6927539, 140.4160541 35.6926163, 140.4161314 35.6925227, 140.4161928 35.6923936, 140.4163914 35.6919528, 140.4165075 35.6917432, 140.4166105 35.6916651)",
455433660,45,八日市場八街線,primary,False,True,186.971,2,"LINESTRING (140.4155541 35.6931812, 140.4154726 35.6933501, 140.4152822 35.6938647, 140.4149936 35.6944241, 140.4149547 35.6944995, 140.4148954 35.6947697)",
466842951,45,八日市場八街線,primary,False,False,3.429,2,"LINESTRING (140.4125109 35.6941845, 140.412537 35.6942069)",
"[138329989, 138328439]",,,residential,False,"[False, True]",392.054,,"LINESTRING (140.4125109 35.6941845, 140.412182 35.694783, 140.412133 35.69486, 140.4121197 35.6949313, 140.4121748 35.6950095, 140.4123786 35.6951387, 140.4125865 35.695307, 140.4126211 35.6953385, 140.4127777 35.6954813, 140.4127851 35.6955252, 140.4125449 35.6958652, 140.4124222 35.6960874, 140.4123168 35.6963428, 140.4122041 35.6963559, 140.4120191 35.6963798, 140.4118716 35.696406, 140.4118179 35.6964321, 140.4117669 35.6964779, 140.4117079 35.6965726, 140.4116302 35.6967284, 140.4115219 35.696948)",
466842951,45,八日市場八街線,primary,False,True,100.745,2,"LINESTRING (140.4125109 35.6941845, 140.4117585 35.6936958, 140.4116244 35.6936374)",
138326708,,,unclassified,False,True,342.933,,"LINESTRING (140.418202 35.695721, 140.418181 35.69535, 140.418154 35.695113, 140.418113 35.69469, 140.418037 35.69429, 140.417968 35.694054, 140.417823 35.693642, 140.417802 35.693591, 140.417699 35.693304, 140.417678 35.693191, 140.41765 35.693011, 140.4176447 35.6926849)",
138326722,,,unclassified,False,False,181.164,,"LINESTRING (140.418202 35.695721, 140.418216 35.695908, 140.418264 35.696065, 140.418333 35.696172, 140.418389 35.696229, 140.418472 35.696291, 140.418616 35.696341, 140.418726 35.696364, 140.419092 35.696386, 140.419188 35.696415, 140.419278 35.696522, 140.41932 35.696634, 140.419339 35.696687, 140.419377 35.696774)",
138327971,,,unclassified,False,False,405.9709999999999,,"LINESTRING (140.418202 35.695721, 140.417933 35.695727, 140.417802 35.695772, 140.417733 35.695823, 140.417588 35.696048, 140.417581 35.696076, 140.417505 35.696194, 140.41738 35.696301, 140.417208 35.696385, 140.416863 35.696515, 140.416711 35.696595, 140.416545 35.696662, 140.416338 35.696707, 140.416179 35.696712, 140.416069 35.696702, 140.415937 35.696657, 140.415848 35.696612, 140.415551 35.69634, 140.415426 35.696273, 140.415171 35.6962, 140.415005 35.696188, 140.414853 35.6962, 140.414833 35.696212, 140.414723 35.696305, 140.414619 35.69633, 140.4144805 35.6963341)",
"[138328538, 138329333]",,,unclassified,False,True,146.852,,"LINESTRING (140.4098658 35.6962287, 140.4097982 35.6961876, 140.4096977 35.696156, 140.409647 35.696149, 140.4096103 35.6961476, 140.4095464 35.6961726, 140.4092959 35.6964064, 140.4091421 35.6965499, 140.4086446 35.6969009)",
138329857,,,unclassified,False,False,148.439,,"LINESTRING (140.4098658 35.6962287, 140.4101889 35.6963946, 140.4105713 35.6965682, 140.4109918 35.696738, 140.4113077 35.6968674)",
377074102,62,芝山はにわ道,primary,False,False,204.43999999999997,2,"LINESTRING (140.4098658 35.6962287, 140.4101752 35.6957393, 140.4104383 35.6953521, 140.4105666 35.6951632, 140.4106025 35.6951131, 140.4106293 35.6950742, 140.4109543 35.694617)",
399143285,290,大里小池線,secondary,False,True,37.075,,"LINESTRING (140.4144805 35.6963341, 140.4141342 35.696155)",
138327971,,,unclassified,False,True,405.9710000000001,,"LINESTRING (140.4144805 35.6963341, 140.414619 35.69633, 140.414723 35.696305, 140.414833 35.696212, 140.414853 35.6962, 140.415005 35.696188, 140.415171 35.6962, 140.415426 35.696273, 140.415551 35.69634, 140.415848 35.696612, 140.415937 35.696657, 140.416069 35.696702, 140.416179 35.696712, 140.416338 35.696707, 140.416545 35.696662, 140.416711 35.696595, 140.416863 35.696515, 140.417208 35.696385, 140.41738 35.696301, 140.417505 35.696194, 140.417581 35.696076, 140.417588 35.696048, 140.417733 35.695823, 140.417802 35.695772, 140.417933 35.695727, 140.418202 35.695721)",
