osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,est_width,bridge
857927292,2,北大通り,tertiary,40,False,False,53.939,,"LINESTRING (139.5078669 35.7055445, 139.5084634 35.7055708)",,
857927293,2,小金井街道,primary,40,False,False,80.4,15,"LINESTRING (139.5078669 35.7055445, 139.5079486 35.7062645)",,
857933449,2,北大通り,tertiary,40,False,True,65.632,,"LINESTRING (139.5078669 35.7055445, 139.5071415 35.7055069)",,
1053538105,2,小金井街道,primary,40,False,True,188.66500000000002,15,"LINESTRING (139.5078669 35.7055445, 139.5077905 35.7046637, 139.5077586 35.7043907, 139.5076365 35.7038604)",,
60437726,,上の原通り,unclassified,,True,False,31.58,,"LINESTRING (139.5072566 35.7020385, 139.5069076 35.7020569)",,
"[802154730, 146901620]",,,residential,,False,True,97.529,,"LINESTRING (139.5072566 35.7020385, 139.507587 35.7020234, 139.5076641 35.7020217, 139.5078588 35.7020166, 139.508336 35.702011)",,
1053538105,2,小金井街道,primary,40,False,False,84.217,15,"LINESTRING (139.5072566 35.7020385, 139.5072673 35.7020904, 139.5072864 35.7021833, 139.5074105 35.7027855)",,
"[1053538105, 161938268]",2,小金井街道,primary,40,False,True,50.037000000000006,15,"LINESTRING (139.5072566 35.7020385, 139.5072475 35.7019836, 139.5072055 35.701731, 139.5071985 35.7016395, 139.5071968 35.7015915)",,
398437561,,,residential,,False,True,171.049,,"LINESTRING (139.5148166 35.7054053, 139.514352 35.703914)",3.0m〜5.5m,
857927292,2,北大通り,tertiary,40,False,False,71.904,,"LINESTRING (139.5148166 35.7054053, 139.5155947 35.7052677)",,
857927292,2,北大通り,tertiary,40,False,True,45.557,,"LINESTRING (139.5148166 35.7054053, 139.5143259 35.7055006)",,
148052070,,,residential,,False,False,30.93,,"LINESTRING (139.5148166 35.7054053, 139.5148362 35.7054684, 139.5148572 35.7056808)",3.0m〜5.5m,
857927292,2,北大通り,tertiary,40,False,False,74.704,,"LINESTRING (139.5122944 35.7055689, 139.5131216 35.7055563)",,
857927292,2,北大通り,tertiary,40,False,True,48.509,,"LINESTRING (139.5122944 35.7055689, 139.5117573 35.7055789)",,
148052067,,,residential,,False,False,37.3,,"LINESTRING (139.5122944 35.7055689, 139.5122668 35.705397, 139.5122398 35.7052364)",3.0m〜5.5m,
857927292,2,北大通り,tertiary,40,False,False,12.863,,"LINESTRING (139.5084634 35.7055708, 139.5086057 35.7055762)",,
857927292,2,北大通り,tertiary,40,False,True,53.939,,"LINESTRING (139.5084634 35.7055708, 139.5078669 35.7055445)",,
148052400,,,residential,,False,False,108.07300000000001,,"LINESTRING (139.5084634 35.7055708, 139.5084895 35.7059493, 139.5084856 35.7062874, 139.5084827 35.7065421)",3.0m〜5.5m,
857927292,2,北大通り,tertiary,40,False,False,28.647,,"LINESTRING (139.5099043 35.7056118, 139.5102215 35.7056066)",,
857927292,2,北大通り,tertiary,40,False,True,25.348,,"LINESTRING (139.5099043 35.7056118, 139.5096236 35.705615)",,
259680996,,,residential,,False,False,110.08,,"LINESTRING (139.5099043 35.7056118, 139.5098775 35.7051836, 139.509188 35.7052221)",,
793172053,,競技場通り,unclassified,,False,False,31.594,,"LINESTRING (139.5058355 35.7053788, 139.5057854 35.70566)",,
857933449,2,北大通り,tertiary,40,False,False,53.198,,"LINESTRING (139.5058355 35.7053788, 139.5064198 35.7054402)",,
793172053,,競技場通り,unclassified,,False,True,133.363,,"LINESTRING (139.5058355 35.7053788, 139.5058646 35.7051388, 139.5058638 35.7049454, 139.5058172 35.7046279, 139.5057173 35.7041903)",,
793172053,,競技場通り,unclassified,,False,True,31.594,,"LINESTRING (139.5057854 35.70566, 139.5058355 35.7053788)",,
"[793646958, 793646959]",,競技場通り,unclassified,,False,False,178.93099999999998,,"LINESTRING (139.5057854 35.70566, 139.5057722 35.7057268, 139.5057054 35.7061325, 139.5056777 35.7063045, 139.5056617 35.7065923, 139.5056877 35.7066766, 139.5057525 35.7069614, 139.5058076 35.7072521)",,yes
1246841270,,,residential,,True,False,63.078,,"LINESTRING (139.5057854 35.70566, 139.5062437 35.7055406, 139.5063049 35.7055195, 139.5063452 35.705491, 139.5064198 35.7054402)",,
793646958,,競技場通り,unclassified,,False,False,37.032,,"LINESTRING (139.5058624 35.7075641, 139.5058687 35.7078971)",,
793646958,,競技場通り,unclassified,,False,True,6.175,,"LINESTRING (139.5058624 35.7075641, 139.5058646 35.7075086)",,
60501803,,,residential,,False,True,50.793,,"LINESTRING (139.5058624 35.7075641, 139.5054794 35.7075987, 139.5053033 35.7076146)",,
793646958,,競技場通り,unclassified,,False,False,6.175,,"LINESTRING (139.5058646 35.7075086, 139.5058624 35.7075641)",,
793646958,,競技場通り,unclassified,,False,True,28.982,,"LINESTRING (139.5058646 35.7075086, 139.5058076 35.7072521)",,
56249583,,,residential,,False,False,30.7,,"LINESTRING (139.5058646 35.7075086, 139.5061922 35.7075074, 139.5062046 35.7075073)",,
56249583,,,residential,,False,True,43.396,,"LINESTRING (139.5079662 35.7074815, 139.5074856 35.7074854)",,
857927293,2,小金井街道,primary,40,False,False,50.972,15,"LINESTRING (139.5079662 35.7074815, 139.507968 35.7079399)",,
857927293,2,小金井街道,primary,40,False,True,28.199,15,"LINESTRING (139.5079662 35.7074815, 139.5079657 35.7072279)",,
793646958,,競技場通り,unclassified,,False,True,6.796,,"LINESTRING (139.5058801 35.7082718, 139.5058783 35.7082107)",,
62224146,,,residential,,False,True,48.894999999999996,,"LINESTRING (139.5058801 35.7082718, 139.5054969 35.7082936, 139.5053399 35.7083026)",,
55794820,,,unclassified,,False,False,30.161,,"LINESTRING (139.5107059 35.7064604, 139.5107826 35.7067244)",3.0m〜5.5m,
55794820,,,unclassified,,False,True,39.374,,"LINESTRING (139.5107059 35.7064604, 139.5106015 35.7061166)",3.0m〜5.5m,
259680965,,,residential,,False,False,90.481,,"LINESTRING (139.5107059 35.7064604, 139.5104269 35.7065049, 139.5103242 35.7061617, 139.5106015 35.7061166)",,
55794820,,,unclassified,,False,False,39.374,,"LINESTRING (139.5106015 35.7061166, 139.5107059 35.7064604)",3.0m〜5.5m,
259680965,,,residential,,False,True,90.48100000000001,,"LINESTRING (139.5106015 35.7061166, 139.5103242 35.7061617, 139.5104269 35.7065049, 139.5107059 35.7064604)",,
55794820,,,unclassified,,False,True,59.93,,"LINESTRING (139.5106015 35.7061166, 139.5105961 35.7060873, 139.5103996 35.7056036)",3.0m〜5.5m,
857927292,2,北大通り,tertiary,40,False,True,16.085,,"LINESTRING (139.5103996 35.7056036, 139.5102215 35.7056066)",,
55794820,,,unclassified,,False,False,59.93,,"LINESTRING (139.5103996 35.7056036, 139.5105961 35.7060873, 139.5106015 35.7061166)",3.0m〜5.5m,
857927292,2,北大通り,tertiary,40,False,False,42.118,,"LINESTRING (139.5103996 35.7056036, 139.5106227 35.7055986, 139.5108659 35.7055938)",,
55794820,,,unclassified,,False,True,20.75,,"LINESTRING (139.5108741 35.7074273, 139.510848 35.7072419)",3.0m〜5.5m,
148051831,,,unclassified,,False,False,40.506,,"LINESTRING (139.5108741 35.7074273, 139.5113145 35.7073579)",3.0m〜5.5m,
"[55794820, 757118509, 757118510]",,上久保橋,unclassified,,False,False,49.507000000000005,,"LINESTRING (139.5108741 35.7074273, 139.5109037 35.7077254, 139.5109067 35.7077944, 139.5109087 35.7078715)",3.0m〜5.5m,yes
682193205,,,residential,,False,True,36.338,,"LINESTRING (139.5109322 35.7083058, 139.5105298 35.7083005)",,
742897409,,,residential,,False,True,11.241,,"LINESTRING (139.5109322 35.7083058, 139.5110567 35.7083062)",,
757118509,,,unclassified,,False,False,17.585,,"LINESTRING (139.5109322 35.7083058, 139.510937 35.7084639)",3.0m〜5.5m,
757118509,,,unclassified,,False,True,29.42,,"LINESTRING (139.5109322 35.7083058, 139.5109202 35.7080414)",3.0m〜5.5m,
154705246,,緑中央通り,tertiary,,False,False,119.923,,"LINESTRING (139.511963 35.700068, 139.5121035 35.7004072, 139.5121563 35.7005412, 139.5121785 35.7006107, 139.5122469 35.7007841, 139.5123811 35.7010914)",,
259680949,,,residential,,False,True,73.064,,"LINESTRING (139.511963 35.700068, 139.5123695 35.699966, 139.5127292 35.6998576)",3.0m〜5.5m,
154705246,,緑中央通り,tertiary,,False,False,23.177,,"LINESTRING (139.5124666 35.7012972, 139.5125546 35.701493)",,
154705246,,緑中央通り,tertiary,,False,True,24.151,,"LINESTRING (139.5124666 35.7012972, 139.5123811 35.7010914)",,
229841026,,,unclassified,,False,False,212.557,,"LINESTRING (139.5124666 35.7012972, 139.5129794 35.7013079, 139.5148195 35.7013541)",,
148052154,,,residential,,False,False,18.865,,"LINESTRING (139.5136492 35.7040412, 139.5138531 35.7040042)",3.0m〜5.5m,
154705246,,緑中央通り,tertiary,,False,True,22.424,,"LINESTRING (139.5136492 35.7040412, 139.5135873 35.7038459)",,
154705246,,緑中央通り,tertiary,,False,False,70.71799999999999,,"LINESTRING (139.5136492 35.7040412, 139.5137156 35.7043672, 139.5137523 35.7046713)",,
857927292,2,北大通り,tertiary,40,False,False,25.003,,"LINESTRING (139.5138786 35.705542, 139.5141547 35.7055248)",,
154705246,,緑中央通り,tertiary,,False,True,97.489,,"LINESTRING (139.5138786 35.705542, 139.513867 35.7054619, 139.5137946 35.7049851, 139.5137593 35.7047293, 139.5137523 35.7046713)",,
857927292,2,北大通り,tertiary,40,False,True,58.132999999999996,,"LINESTRING (139.5138786 35.705542, 139.513735 35.7055457, 139.5132349 35.7055513)",,
58703642,,緑中央通り,unclassified,,False,False,74.62,,"LINESTRING (139.5131216 35.7055563, 139.5133036 35.7062109)",,
857927292,2,北大通り,tertiary,40,False,False,10.245,,"LINESTRING (139.5131216 35.7055563, 139.5132349 35.7055513)",,
857927292,2,北大通り,tertiary,40,False,True,74.704,,"LINESTRING (139.5131216 35.7055563, 139.5122944 35.7055689)",,
58703642,,緑中央通り,unclassified,,False,False,35.279,,"LINESTRING (139.5133165 35.7062683, 139.5133956 35.706579)",,
58703642,,緑中央通り,unclassified,,False,True,6.488,,"LINESTRING (139.5133165 35.7062683, 139.5133036 35.7062109)",,
682194182,,,residential,,False,False,37.172,,"LINESTRING (139.5133165 35.7062683, 139.5137198 35.7062012)",,
58703642,,緑中央通り,unclassified,,False,False,32.971,,"LINESTRING (139.5138657 35.7077925, 139.5139441 35.7080821)",,
682193209,,,residential,,False,True,43.228,,"LINESTRING (139.5138657 35.7077925, 139.5134006 35.7078847)",,
