osmid,highway,oneway,reversed,length,geometry,ref,name,lanes,bridge,maxspeed,tunnel
138720435,residential,False,False,268.806,"LINESTRING (140.5947703 43.2943042, 140.594706 43.2943664, 140.5946786 43.2944131, 140.5946793 43.2944631, 140.5948723 43.2946832, 140.5950118 43.2948423, 140.5953688 43.2952494, 140.5963438 43.2963458)",,,,,,
138720944,unclassified,False,False,30.121,"LINESTRING (140.6017115 43.2942026, 140.6019481 43.2944117)",,,,,,
138721671,unclassified,False,False,153.32500000000002,"LINESTRING (140.5995191 43.294314, 140.6000504 43.2951495, 140.6000962 43.2953662, 140.6003044 43.295551)",,,,,,
138722631,unclassified,False,False,185.69299999999998,"LINESTRING (140.5995191 43.294314, 140.5990348 43.2945174, 140.5986645 43.2946729, 140.5984428 43.294766, 140.5983237 43.2948392, 140.5979745 43.2951489, 140.5977562 43.2953438)",,,,,,
138720944,unclassified,False,True,30.121,"LINESTRING (140.6019481 43.2944117, 140.6017115 43.2942026)",,,,,,
138721350,unclassified,False,True,183.702,"LINESTRING (140.6019481 43.2944117, 140.601486 43.294738, 140.6012742 43.2948837, 140.6003044 43.295551)",,,,,,
138722416,unclassified,False,True,98.33099999999999,"LINESTRING (140.6019481 43.2944117, 140.6021695 43.2946498, 140.6023115 43.2948308, 140.6024278 43.2950022, 140.6025097 43.2951902)",,,,,,
138720391,secondary,False,False,18.518,"LINESTRING (140.5966059 43.2944581, 140.5967594 43.2945816)",568,船澗美国港線,,,,
138720482,unclassified,False,True,3.656,"LINESTRING (140.6035638 43.2947252, 140.6035607 43.294758)",,,,,,
1046061602,residential,False,False,29.53,"LINESTRING (140.6035638 43.2947252, 140.6038674 43.2945779)",,,,,,
"[138720328, 138720385, 57700838]",trunk,False,False,74.953,"LINESTRING (140.603432 43.2951796, 140.6032361 43.2951581, 140.6025581 43.2951917, 140.6025097 43.2951902)",229,国道229号,2,yes,40,
138720482,unclassified,False,False,48.259,"LINESTRING (140.603432 43.2951796, 140.6035489 43.2948869, 140.6035607 43.294758)",,,,,,
138720385,trunk,False,False,147.879,"LINESTRING (140.6025097 43.2951902, 140.6023586 43.2952166, 140.6022331 43.2952525, 140.6020886 43.2953348, 140.60188 43.2954582, 140.6015245 43.2955644, 140.6011576 43.2957128, 140.6009411 43.2958428)",229,国道229号,2,,,
"[138720328, 138720385, 57700838]",trunk,False,True,74.953,"LINESTRING (140.6025097 43.2951902, 140.6025581 43.2951917, 140.6032361 43.2951581, 140.603432 43.2951796)",229,国道229号,2,yes,40,
138722416,unclassified,False,False,98.33099999999999,"LINESTRING (140.6025097 43.2951902, 140.6024278 43.2950022, 140.6023115 43.2948308, 140.6021695 43.2946498, 140.6019481 43.2944117)",,,,,,
1066101892,unclassified,False,True,121.08600000000001,"LINESTRING (140.6025097 43.2951902, 140.6025665 43.2955126, 140.602689 43.2960783, 140.6027084 43.296269)",,,,,,
138720391,secondary,False,True,37.744,"LINESTRING (140.5977562 43.2953438, 140.5974347 43.2950979)",568,船澗美国港線,,,,
657614863,unclassified,False,False,106.503,"LINESTRING (140.5977562 43.2953438, 140.5968151 43.2960133)",,,,,,
138720391,secondary,False,False,56.059000000000005,"LINESTRING (140.5977562 43.2953438, 140.5978522 43.2954149, 140.5981289 43.2956202, 140.5982414 43.2957036)",568,船澗美国港線,,,,
138722631,unclassified,False,True,185.69299999999998,"LINESTRING (140.5977562 43.2953438, 140.5979745 43.2951489, 140.5983237 43.2948392, 140.5984428 43.294766, 140.5986645 43.2946729, 140.5990348 43.2945174, 140.5995191 43.294314)",,,,,,
138721337,unclassified,False,False,60.893,"LINESTRING (140.6003044 43.295551, 140.6009411 43.2958428)",,,,,,
138721317,unclassified,False,True,124.602,"LINESTRING (140.6003044 43.295551, 140.5997331 43.2959547, 140.5995886 43.2960502, 140.5992553 43.296289, 140.5991969 43.2963293)",,,,,,
138721350,unclassified,False,False,183.702,"LINESTRING (140.6003044 43.295551, 140.6012742 43.2948837, 140.601486 43.294738, 140.6019481 43.2944117)",,,,,,
138721671,unclassified,False,True,153.325,"LINESTRING (140.6003044 43.295551, 140.6000962 43.2953662, 140.6000504 43.2951495, 140.5995191 43.294314)",,,,,,
138720385,trunk,False,False,22.746,"LINESTRING (140.6009411 43.2958428, 140.6007458 43.2959899)",229,国道229号,2,,,
138721337,unclassified,False,True,60.893,"LINESTRING (140.6009411 43.2958428, 140.6003044 43.295551)",,,,,,
138720385,trunk,False,True,147.879,"LINESTRING (140.6009411 43.2958428, 140.6011576 43.2957128, 140.6015245 43.2955644, 140.60188 43.2954582, 140.6020886 43.2953348, 140.6022331 43.2952525, 140.6023586 43.2952166, 140.6025097 43.2951902)",229,国道229号,2,,,
138722037,unclassified,False,True,39.854,"LINESTRING (140.5991969 43.2963293, 140.5988372 43.2965741)",,,,,,
138720391,secondary,False,False,65.122,"LINESTRING (140.5991969 43.2963293, 140.5997246 43.296678, 140.599793 43.2967227)",568,船澗美国港線,,,,
138720391,secondary,False,True,104.02100000000002,"LINESTRING (140.5991969 43.2963293, 140.5985871 43.29593, 140.5982414 43.2957036)",568,船澗美国港線,,,,
138721317,unclassified,False,False,124.60199999999999,"LINESTRING (140.5991969 43.2963293, 140.5992553 43.296289, 140.5995886 43.2960502, 140.5997331 43.2959547, 140.6003044 43.295551)",,,,,,
138720385,trunk,False,True,49.82,"LINESTRING (140.599793 43.2967227, 140.5998759 43.2966597, 140.6001558 43.296444, 140.6002163 43.2963974)",229,国道229号,2,,,
138720391,secondary,False,False,203.298,"LINESTRING (140.599793 43.2967227, 140.599894 43.2967878, 140.6016619 43.2979444)",568,船澗美国港線,,,,
