osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,tunnel
376386638,2,48,佐賀外環状線,primary,False,True,72.741,"LINESTRING (130.3701203 33.3073373, 130.3699826 33.3073397, 130.3693377 33.3073505)",,,
376386639,2,34,国道34号,trunk,False,True,223.10099999999997,"LINESTRING (130.3701203 33.3073373, 130.3701469 33.3074485, 130.3703445 33.3082703, 130.3704526 33.3086864, 130.3705881 33.3090212, 130.3707156 33.3092753)",50,,
672854666,2,48,佐賀外環状線,primary,False,False,99.664,"LINESTRING (130.3701203 33.3073373, 130.3702762 33.3073197, 130.370986 33.3072396, 130.3711843 33.3072266)",,,
62215516,1.5,,,unclassified,False,True,117.58500000000001,"LINESTRING (130.3732576 33.3117552, 130.3732888 33.3116745, 130.373509 33.3111061, 130.3736472 33.3107491)",,,
62367786,2,21,三瀬神埼線,primary,False,True,102.93799999999999,"LINESTRING (130.3732576 33.3117552, 130.3732254 33.3118838, 130.3730306 33.3126613)",,,
"[376386640, 172111166, 376386639]",2,34,国道34号,trunk,False,False,230.64000000000001,"LINESTRING (130.3732576 33.3117552, 130.3731932 33.3117115, 130.3731771 33.3116992, 130.373032 33.3115887, 130.3729653 33.3115348, 130.3725557 33.3112034, 130.3722685 33.3109782, 130.3719759 33.3107499, 130.37167 33.3105042, 130.3714745 33.3103145)",50,yes,
172111166,2,34,国道34号,trunk,False,True,101.589,"LINESTRING (130.3732576 33.3117552, 130.3733815 33.311853, 130.3740523 33.3123826)",50,,
62216639,1.5,48,佐賀外環状線,primary,False,False,55.365,"LINESTRING (130.3726757 33.3092135, 130.3727106 33.3092306, 130.3732545 33.3093243)",,,
62216639,1.5,48,佐賀外環状線,primary,False,True,20.956000000000003,"LINESTRING (130.3726757 33.3092135, 130.3726641 33.3091825, 130.3726701 33.3090266)",,,
"[62215540, 890991028, 890991029]",,,,unclassified,False,True,63.854,"LINESTRING (130.3726757 33.3092135, 130.3726195 33.3092079, 130.3721327 33.3092081, 130.3720616 33.3092113, 130.3719894 33.3092171)",,yes,
62215516,1.5,,,unclassified,False,False,21.132,"LINESTRING (130.3738378 33.3099826, 130.3737947 33.3101692)",,,
890991637,1.5,48,佐賀外環状線,primary,False,True,62.396,"LINESTRING (130.3738378 33.3099826, 130.3739431 33.3094284)",,,
890991637,1.5,48,佐賀外環状線,primary,False,False,85.985,"LINESTRING (130.3738378 33.3099826, 130.3738718 33.3100063, 130.3747392 33.3101353)",,,
1110039995,2,385,国道385号,trunk,False,False,57.594,"LINESTRING (130.3758784 33.3103469, 130.3760238 33.3098434)",,,
62215514,2,222,肥前神埼停車場線,secondary,False,True,92.09,"LINESTRING (130.3758784 33.3103469, 130.3758597 33.310428, 130.3757371 33.3109592, 130.3756908 33.3111601)",,,
890991637,1.5,48,佐賀外環状線,primary,False,True,108.446,"LINESTRING (130.3758784 33.3103469, 130.3757609 33.3103251, 130.3747392 33.3101353)",,,
376386638,2,48,佐賀外環状線,primary,False,False,89.491,"LINESTRING (130.3683749 33.3073666, 130.3693377 33.3073505)",,,
176748519,,,,residential,False,False,375.636,"LINESTRING (130.3683749 33.3073666, 130.3683025 33.3075177, 130.3682354 33.3077083, 130.3681992 33.3079952, 130.3682086 33.3082384, 130.3683105 33.3093211, 130.3683078 33.3095946, 130.3682153 33.3100137, 130.3680222 33.310694)",,,
"[568049342, 376386637, 376386638]",2,48,佐賀外環状線,primary,False,True,77.007,"LINESTRING (130.3683749 33.3073666, 130.3683373 33.3073674, 130.3676028 33.3073826, 130.3675465 33.3073838)",,yes,
62215514,2,222,肥前神埼停車場線,secondary,False,True,45.406,"LINESTRING (130.3756908 33.3111601, 130.3755931 33.3115602)",,,
62215514,2,222,肥前神埼停車場線,secondary,False,False,92.09,"LINESTRING (130.3756908 33.3111601, 130.3757371 33.3109592, 130.3758597 33.310428, 130.3758784 33.3103469)",,,
176747575,,,,residential,False,True,51.681000000000004,"LINESTRING (130.3756908 33.3111601, 130.3756149 33.3111454, 130.375149 33.3110552)",,,
62217240,2,385,国道385号,trunk,False,False,58.556,"LINESTRING (130.3766221 33.3078699, 130.3767772 33.3073595)",,,
62218255,2,335,神埼北茂安線,secondary,False,True,129.358,"LINESTRING (130.3766221 33.3078699, 130.3764649 33.3078366, 130.3752729 33.3075836)",,,
164622259,2,,,tertiary,False,False,66.313,"LINESTRING (130.3766221 33.3078699, 130.3767885 33.3078937, 130.3773179 33.3080011)",,,
1110039995,2,385,国道385号,trunk,False,True,142.036,"LINESTRING (130.3766221 33.3078699, 130.3764343 33.3084778, 130.37624 33.3091067)",,,
176747575,,,,residential,False,False,60.327,"LINESTRING (130.3745143 33.3109412, 130.375149 33.3110552)",,,
176747733,,,,residential,False,False,92.22,"LINESTRING (130.3745143 33.3109412, 130.3746419 33.3104766, 130.37467 33.3104318, 130.3747392 33.3101353)",,,
176748573,,,,unclassified,False,True,120.14300000000001,"LINESTRING (130.3745143 33.3109412, 130.374493 33.3109832, 130.3743951 33.3113654, 130.3743528 33.3115885, 130.3743383 33.3116578, 130.3742462 33.311891, 130.3742141 33.3119896)",,,
636357518,,,,residential,False,True,84.147,"LINESTRING (130.3745143 33.3109412, 130.3744555 33.3109126, 130.3742999 33.3108498, 130.374147 33.3108285, 130.3739767 33.3108139, 130.3736472 33.3107491)",,,
62218255,2,335,神埼北茂安線,secondary,False,False,129.358,"LINESTRING (130.3752729 33.3075836, 130.3764649 33.3078366, 130.3766221 33.3078699)",,,
62218255,2,335,神埼北茂安線,secondary,False,True,75.424,"LINESTRING (130.3752729 33.3075836, 130.3748817 33.307513, 130.3744746 33.3074634)",,,
63083730,,,,residential,False,True,55.519,"LINESTRING (130.3752729 33.3075836, 130.3752843 33.3076354, 130.3752076 33.3080774)",,,
62215516,1.5,,,unclassified,False,True,21.132,"LINESTRING (130.3737947 33.3101692, 130.3738378 33.3099826)",,,
62215516,1.5,,,unclassified,False,False,65.957,"LINESTRING (130.3737947 33.3101692, 130.373695 33.310601, 130.3736472 33.3107491)",,,
"[868722755, 868722756, 62216638]",,,,residential,False,True,149.419,"LINESTRING (130.3737947 33.3101692, 130.3736313 33.310152, 130.3735275 33.310141, 130.3731283 33.3100996, 130.3732196 33.3095733, 130.3732545 33.3093243)",,yes,
62215540,,,,unclassified,False,False,110.953,"LINESTRING (130.3711843 33.3072266, 130.3712557 33.307278, 130.3713535 33.3074079, 130.3715582 33.3078138, 130.37167 33.3081252)",,,
672854666,2,48,佐賀外環状線,primary,False,False,156.34699999999998,"LINESTRING (130.3711843 33.3072266, 130.3718314 33.307241, 130.37278 33.3073222, 130.3728611 33.3073291)",,,
672854666,2,48,佐賀外環状線,primary,False,True,99.664,"LINESTRING (130.3711843 33.3072266, 130.370986 33.3072396, 130.3702762 33.3073197, 130.3701203 33.3073373)",,,
420883940,2,335,神埼北茂安線,secondary,False,True,125.956,"LINESTRING (130.3742107 33.3074337, 130.3728611 33.3073291)",,,
62215541,,,,residential,False,True,198.477,"LINESTRING (130.3742107 33.3074337, 130.3741785 33.3074718, 130.3741845 33.3075368, 130.3741765 33.3075799, 130.3741349 33.3077301, 130.3740813 33.3078327, 130.3740089 33.3080512, 130.3739727 33.3083359, 130.3739144 33.3085252, 130.3737511 33.3091657)",,,
"[420883939, 420883940]",2,335,"['船喜橋', '神埼北茂安線']",secondary,False,False,24.746,"LINESTRING (130.3742107 33.3074337, 130.3742518 33.3074385, 130.3744746 33.3074634)",,yes,
176746393,,,,unclassified,False,False,15.6,"LINESTRING (130.3719894 33.3092171, 130.3718306 33.3092626)",,,
"[890991028, 62215540, 890991029]",,,,unclassified,False,False,63.854,"LINESTRING (130.3719894 33.3092171, 130.3720616 33.3092113, 130.3721327 33.3092081, 130.3726195 33.3092079, 130.3726757 33.3092135)",,yes,
62215540,,,,unclassified,False,True,127.03800000000001,"LINESTRING (130.3719894 33.3092171, 130.3720133 33.3091485, 130.3720157 33.3090179, 130.3719556 33.3088481, 130.3718269 33.3086071, 130.37167 33.3081252)",,,
890991637,1.5,48,佐賀外環状線,primary,False,False,62.396,"LINESTRING (130.3739431 33.3094284, 130.3738378 33.3099826)",,,
62215542,,335,神埼北茂安線,secondary,False,False,224.40499999999997,"LINESTRING (130.3739431 33.3094284, 130.3741451 33.3087049, 130.374316 33.3080423, 130.3744763 33.3075653, 130.3744746 33.3074634)",,,
"[890991637, 890991638]",1.5,48,佐賀外環状線,primary,False,True,23.805,"LINESTRING (130.3739431 33.3094284, 130.3738186 33.3094068, 130.3736923 33.3093848)",,yes,
62216639,1.5,48,佐賀外環状線,primary,False,False,41.236,"LINESTRING (130.3732545 33.3093243, 130.3736923 33.3093848)",,,
"[868722755, 868722756, 62216638]",,,,residential,False,False,149.419,"LINESTRING (130.3732545 33.3093243, 130.3732196 33.3095733, 130.3731283 33.3100996, 130.3735275 33.310141, 130.3736313 33.310152, 130.3737947 33.3101692)",,yes,
62216639,1.5,48,佐賀外環状線,primary,False,True,55.365,"LINESTRING (130.3732545 33.3093243, 130.3727106 33.3092306, 130.3726757 33.3092135)",,,
420883940,2,335,神埼北茂安線,secondary,False,False,125.956,"LINESTRING (130.3728611 33.3073291, 130.3742107 33.3074337)",,,
62216639,1.5,48,佐賀外環状線,primary,False,False,100.934,"LINESTRING (130.3728611 33.3073291, 130.3728575 33.3073915, 130.3728624 33.3074517, 130.3727575 33.3082317)",,,
672854666,2,48,佐賀外環状線,primary,False,True,156.34699999999998,"LINESTRING (130.3728611 33.3073291, 130.37278 33.3073222, 130.3718314 33.307241, 130.3711843 33.3072266)",,,
62215541,,,,residential,False,False,24.968,"LINESTRING (130.3736923 33.3093848, 130.3737511 33.3091657)",,,
62216639,1.5,48,佐賀外環状線,primary,False,True,41.236,"LINESTRING (130.3736923 33.3093848, 130.3732545 33.3093243)",,,
"[890991637, 890991638]",1.5,48,佐賀外環状線,primary,False,False,23.805,"LINESTRING (130.3736923 33.3093848, 130.3738186 33.3094068, 130.3739431 33.3094284)",,yes,
62215514,2,222,肥前神埼停車場線,secondary,False,False,59.93,"LINESTRING (130.3751711 33.3132403, 130.3752058 33.3131039, 130.3753051 33.3127131)",,,
172111166,2,34,国道34号,trunk,False,False,141.083,"LINESTRING (130.3751711 33.3132403, 130.3750524 33.3131492, 130.3746377 33.3128313, 130.3740523 33.3123826)",50,,
172111166,2,34,国道34号,trunk,False,True,48.978,"LINESTRING (130.3751711 33.3132403, 130.375264 33.3133103, 130.3755625 33.3135353)",50,,
761192238,2,222,駅前通り,secondary,False,True,58.69,"LINESTRING (130.3751711 33.3132403, 130.3751434 33.3133715, 130.3750495 33.3137582)",,,
176748560,,,,unclassified,False,True,98.685,"LINESTRING (130.3713908 33.3102214, 130.370331 33.3101647)",,,
376386639,2,34,国道34号,trunk,False,True,12.949,"LINESTRING (130.3713908 33.3102214, 130.3714745 33.3103145)",50,,
376386639,2,34,国道34号,trunk,False,False,122.877,"LINESTRING (130.3713908 33.3102214, 130.371094 33.3098745, 130.3708319 33.3094986, 130.3707156 33.3092753)",50,,
63083730,,,,residential,False,False,61.266000000000005,"LINESTRING (130.3747392 33.3101353, 130.3747411 33.3100675, 130.3748189 33.3097145, 130.3748582 33.3095947)",,,
176747733,,,,residential,False,True,92.22,"LINESTRING (130.3747392 33.3101353, 130.37467 33.3104318, 130.3746419 33.3104766, 130.3745143 33.3109412)",,,
890991637,1.5,48,佐賀外環状線,primary,False,False,108.446,"LINESTRING (130.3747392 33.3101353, 130.3757609 33.3103251, 130.3758784 33.3103469)",,,
890991637,1.5,48,佐賀外環状線,primary,False,True,85.985,"LINESTRING (130.3747392 33.3101353, 130.3738718 33.3100063, 130.3738378 33.3099826)",,,
568049342,2,48,佐賀外環状線,primary,False,False,89.142,"LINESTRING (130.3665909 33.3073318, 130.3670426 33.3073796, 130.3675465 33.3073838)",,,
176748038,,,,residential,False,False,32.291,"LINESTRING (130.3675465 33.3073838, 130.367478 33.3076685)",,,
"[376386638, 376386637, 568049342]",2,48,佐賀外環状線,primary,False,False,77.007,"LINESTRING (130.3675465 33.3073838, 130.3676028 33.3073826, 130.3683373 33.3073674, 130.3683749 33.3073666)",,yes,
568049342,2,48,佐賀外環状線,primary,False,True,89.142,"LINESTRING (130.3675465 33.3073838, 130.3670426 33.3073796, 130.3665909 33.3073318)",,,
176748038,,,,residential,False,True,32.291,"LINESTRING (130.367478 33.3076685, 130.3675465 33.3073838)",,,
890991377,,,,unclassified,False,False,10.177,"LINESTRING (130.367478 33.3076685, 130.3674227 33.3077475)",,,
176750237,,,,residential,False,False,331.3980000000001,"LINESTRING (130.367478 33.3076685, 130.367475 33.3077968, 130.3675702 33.308522, 130.3676279 33.3089949, 130.3676384 33.3093541, 130.3676067 33.3096612, 130.3674903 33.3100661, 130.3672848 33.3106024)",,,
176746393,,,,unclassified,False,True,15.6,"LINESTRING (130.3718306 33.3092626, 130.3719894 33.3092171)",,,
176749780,,,,unclassified,False,False,104.188,"LINESTRING (130.3718306 33.3092626, 130.3717359 33.309269, 130.3707798 33.3092523, 130.3707156 33.3092753)",,,
