osmid,highway,oneway,reversed,length,lanes,geometry,ref,name
22749102,unclassified,False,False,22.328,,"LINESTRING (139.8981602 35.8519391, 139.8980949 35.8517454)",,
456352438,tertiary,False,True,34.986000000000004,2,"LINESTRING (139.8981602 35.8519391, 139.8979696 35.8519818, 139.8978538 35.8520032, 139.8977848 35.8520189)",,
22749102,unclassified,False,True,22.328,,"LINESTRING (139.8980949 35.8517454, 139.8981602 35.8519391)",,
22749152,tertiary,False,False,389.058,2,"LINESTRING (139.8992195 35.8567067, 139.8990823 35.8565061, 139.8989191 35.8562984, 139.8987924 35.8561409, 139.8985702 35.8558562, 139.898478 35.8557405, 139.898416 35.8556627, 139.8982671 35.8554514, 139.8981946 35.8553432, 139.8980549 35.8550912, 139.8978994 35.8548004, 139.8976594 35.8543635, 139.897614 35.8542781, 139.8975821 35.8542101, 139.897518 35.8540027, 139.8974512 35.853816, 139.8973665 35.8535692)",,
22749152,tertiary,False,True,147.20200000000003,2,"LINESTRING (139.8992195 35.8567067, 139.8993495 35.8568931, 139.8996353 35.8573028, 139.8996387 35.8573075, 139.8997041 35.8574012, 139.8997827 35.8574952, 139.8998609 35.8575639, 139.8999941 35.8576326, 139.900078 35.8576668, 139.9001979 35.857728)",,
"[22749153, 915337877]","['unclassified', 'tertiary']",False,False,149.001,2,"LINESTRING (139.8992195 35.8567067, 139.8992932 35.8566763, 139.8997414 35.8565127, 139.9000331 35.8564038, 139.9002765 35.8563165, 139.90059 35.8562131, 139.9007307 35.8561638)",,
267207355,unclassified,False,False,1.268,,"LINESTRING (139.9007262 35.856153, 139.9007307 35.8561638)",,
267207355,unclassified,False,True,93.944,,"LINESTRING (139.9007262 35.856153, 139.9006848 35.8560669, 139.9006282 35.8559509, 139.9005742 35.8558659, 139.9005515 35.8558296, 139.9004497 35.855667, 139.9003766 35.8555483, 139.9003145 35.8554792, 139.9002631 35.855428, 139.900242 35.8554099)",,
915337876,unclassified,False,False,38.408,,"LINESTRING (139.9007262 35.856153, 139.9010508 35.8560274, 139.9011105 35.8560037)",,
30665908,primary,False,False,174.234,2,"LINESTRING (139.9011105 35.8560037, 139.9011394 35.8560621, 139.9012699 35.856332, 139.9013409 35.8565145, 139.9014093 35.8568173, 139.901464 35.8571105, 139.9015311 35.8574311, 139.9015503 35.857523)",5,松戸野田線
