osmid,highway,oneway,reversed,length,bridge,geometry,ref,name,lanes
136466109,unclassified,False,False,58.253,,"LINESTRING (130.4571772 33.3232898, 130.4570629 33.3238049)",,,
"[1203548392, 1203548393, 1203548394]",residential,False,False,158.11100000000002,yes,"LINESTRING (130.4571772 33.3232898, 130.4583764 33.323499, 130.4583576 33.3237937, 130.4583831 33.323796, 130.4584637 33.3238006, 130.4584807 33.3238015)",,,
136464082,secondary,False,False,96.625,,"LINESTRING (130.4541042 33.3233012, 130.4539172 33.324156)",277,江口東尾線,
136464649,residential,False,False,280.548,,"LINESTRING (130.4541042 33.3233012, 130.4568364 33.3237663, 130.4570629 33.3238049)",,,
136466109,unclassified,False,True,58.253,,"LINESTRING (130.4570629 33.3238049, 130.4571772 33.3232898)",,,
136466294,unclassified,False,False,97.696,,"LINESTRING (130.4570629 33.3238049, 130.4568786 33.3246699)",,,
136464649,residential,False,True,280.548,,"LINESTRING (130.4570629 33.3238049, 130.4568364 33.3237663, 130.4541042 33.3233012)",,,
136466239,residential,False,False,80.026,,"LINESTRING (130.4584445 33.3240981, 130.4582563 33.3248004)",,,
136466239,residential,False,True,33.183,,"LINESTRING (130.4584445 33.3240981, 130.4584636 33.3240021, 130.4584807 33.3238015)",,,
136465462,residential,False,False,104.781,,"LINESTRING (130.451584 33.3239785, 130.4513789 33.3249051)",,,
731064858,residential,False,False,216.796,,"LINESTRING (130.451584 33.3239785, 130.4538707 33.3243664)",,,
136464082,secondary,False,True,23.791,,"LINESTRING (130.4538707 33.3243664, 130.4539172 33.324156)",277,江口東尾線,
731064858,residential,False,True,216.796,,"LINESTRING (130.4538707 33.3243664, 130.451584 33.3239785)",,,
136464082,secondary,False,False,113.875,,"LINESTRING (130.4538707 33.3243664, 130.4537824 33.3249231, 130.4536986 33.3253803)",277,江口東尾線,
136466239,residential,False,True,80.026,,"LINESTRING (130.4582563 33.3248004, 130.4584445 33.3240981)",,,
136466239,residential,False,False,82.897,,"LINESTRING (130.4582563 33.3248004, 130.4581538 33.325246, 130.4581229 33.3254443, 130.458076 33.3255273)",,,
374963251,primary,False,False,137.065,,"LINESTRING (130.4498997 33.3249892, 130.4504105 33.3249439, 130.4513712 33.3249778)",22,佐賀県道22号北茂安三田川線,2
"[136466821, 954973126, 954973127]",residential,False,False,74.504,yes,"LINESTRING (130.4498997 33.3249892, 130.4502639 33.3251095, 130.4503861 33.3251466, 130.4506494 33.3252268)",,,
136465291,residential,False,False,8.115,,"LINESTRING (130.4513789 33.3249051, 130.4513712 33.3249778)",,,
136465462,residential,False,True,104.781,,"LINESTRING (130.4513789 33.3249051, 130.451584 33.3239785)",,,
136465291,residential,False,True,8.115,,"LINESTRING (130.4513712 33.3249778, 130.4513789 33.3249051)",,,
374963251,primary,False,False,79.313,,"LINESTRING (130.4513712 33.3249778, 130.4522068 33.3251237)",22,佐賀県道22号北茂安三田川線,2
"[136466432, 136466261]",residential,False,False,91.63399999999999,yes,"LINESTRING (130.4513712 33.3249778, 130.4513484 33.3250664, 130.4512379 33.3254345, 130.4511448 33.3257798)",,,
374963251,primary,False,True,137.065,,"LINESTRING (130.4513712 33.3249778, 130.4504105 33.3249439, 130.4498997 33.3249892)",22,佐賀県道22号北茂安三田川線,2
374963251,primary,False,True,79.313,,"LINESTRING (130.4522068 33.3251237, 130.4513712 33.3249778)",22,佐賀県道22号北茂安三田川線,2
"[954973129, 136466487]",unclassified,False,True,77.776,yes,"LINESTRING (130.4522068 33.3251237, 130.4522079 33.3252158, 130.4522312 33.3254761, 130.4522492 33.325636, 130.4522639 33.3258213)",,,
374963251,primary,False,False,141.94400000000002,,"LINESTRING (130.4522068 33.3251237, 130.4531532 33.3253353, 130.4536986 33.3253803)",22,佐賀県道22号北茂安三田川線,2
954973128,residential,False,False,63.472,,"LINESTRING (130.4506494 33.3252268, 130.4503271 33.3257301)",,,
136466821,residential,False,False,80.61500000000001,,"LINESTRING (130.4506494 33.3252268, 130.4508127 33.3252825, 130.4508835 33.3253349, 130.4509676 33.3254325, 130.4511003 33.3257167, 130.4511448 33.3257798)",,,
"[136466821, 954973126, 954973127]",residential,False,True,74.504,yes,"LINESTRING (130.4506494 33.3252268, 130.4503861 33.3251466, 130.4502639 33.3251095, 130.4498997 33.3249892)",,,
136465518,unclassified,False,True,54.839,,"LINESTRING (130.4536986 33.3253803, 130.4536133 33.3258683)",,,
136464082,secondary,False,True,113.875,,"LINESTRING (130.4536986 33.3253803, 130.4537824 33.3249231, 130.4538707 33.3243664)",277,江口東尾線,
374963251,primary,False,False,55.355000000000004,,"LINESTRING (130.4536986 33.3253803, 130.4540943 33.325372, 130.4542942 33.3253678)",22,佐賀県道22号北茂安三田川線,2
374963251,primary,False,True,141.94400000000002,,"LINESTRING (130.4536986 33.3253803, 130.4531532 33.3253353, 130.4522068 33.3251237)",22,佐賀県道22号北茂安三田川線,2
374963251,primary,False,True,14.577,,"LINESTRING (130.4560761 33.3256308, 130.4559223 33.3256049)",22,佐賀県道22号北茂安三田川線,2
374963251,primary,False,False,46.283,,"LINESTRING (130.4560761 33.3256308, 130.4563393 33.3256595, 130.4565713 33.3256748)",22,佐賀県道22号北茂安三田川線,2
"[1189960299, 1189960300, 1189960301]",residential,False,True,16.164,yes,"LINESTRING (130.4560761 33.3256308, 130.4560612 33.3256948, 130.4560501 33.3257563, 130.456055 33.3257738)",,,
374963251,primary,False,False,16.962,,"LINESTRING (130.456759 33.3256819, 130.4569414 33.3256883)",22,佐賀県道22号北茂安三田川線,2
374963251,primary,False,True,17.457,,"LINESTRING (130.456759 33.3256819, 130.4565713 33.3256748)",22,佐賀県道22号北茂安三田川線,2
"[1189960304, 1189960305]",residential,False,True,16.476,yes,"LINESTRING (130.456759 33.3256819, 130.4567527 33.3257581, 130.4567571 33.3258298)",,,
374963251,primary,False,False,17.069,,"LINESTRING (130.4569414 33.3256883, 130.4571251 33.3256899)",22,佐賀県道22号北茂安三田川線,2
374963251,primary,False,True,16.962,,"LINESTRING (130.4569414 33.3256883, 130.456759 33.3256819)",22,佐賀県道22号北茂安三田川線,2
136466294,unclassified,False,True,123.079,,"LINESTRING (130.4569414 33.3256883, 130.456932 33.3255934, 130.456992 33.3252946, 130.4567835 33.3251368, 130.4568786 33.3246699)",,,
136465286,unclassified,False,False,100.055,,"LINESTRING (130.45807 33.3256983, 130.457909 33.326588)",,,
374963251,primary,False,False,93.85,,"LINESTRING (130.45807 33.3256983, 130.4590799 33.3257158)",22,佐賀県道22号北茂安三田川線,2
374963251,primary,False,True,87.796,,"LINESTRING (130.45807 33.3256983, 130.4571251 33.3256899)",22,佐賀県道22号北茂安三田川線,2
1203548398,residential,False,True,18.677,,"LINESTRING (130.45807 33.3256983, 130.4580943 33.3256066, 130.4581028 33.3255329)",,,
136466432,residential,False,False,202.033,,"LINESTRING (130.4511448 33.3257798, 130.4511072 33.3259702, 130.4510985 33.326174, 130.4511194 33.3264463, 130.4511707 33.3266716, 130.4511881 33.3267095, 130.4512444 33.3267139, 130.4513651 33.3266691, 130.4515421 33.3266736, 130.4518452 33.3268327, 130.4521714 33.3268317)",,,
"[136466432, 136466261]",residential,False,True,91.63399999999999,yes,"LINESTRING (130.4511448 33.3257798, 130.4512379 33.3254345, 130.4513484 33.3250664, 130.4513712 33.3249778)",,,
136466503,residential,False,False,104.23,,"LINESTRING (130.4511448 33.3257798, 130.4513024 33.3258004, 130.451469 33.325797, 130.451743 33.3257976, 130.4522639 33.3258213)",,,
