osmid,highway,maxspeed,oneway,reversed,length,bridge,geometry,lanes,ref,name
"[60795348, 60795405, 60795366]",tertiary,40,False,True,11.475,yes,"LINESTRING (134.1336568 34.2693169, 134.1336114 34.2693282, 134.1335564 34.2693428, 134.1335379 34.2693484)",,,
60795389,primary,,False,False,21.455,,"LINESTRING (134.1336568 34.2693169, 134.1336758 34.2694258, 134.1337102 34.2695037)",2,38,三木牟礼線
60795414,primary,40,False,True,311.256,,"LINESTRING (134.1336568 34.2693169, 134.1338567 34.2692499, 134.1342026 34.269146, 134.1347517 34.2690155, 134.1369346 34.2686304)",2,38,三木牟礼線
44091817,tertiary,40,False,False,155.916,,"LINESTRING (134.1369346 34.2686304, 134.1385943 34.2683391)",,,
189007597,tertiary,50,False,True,65.391,,"LINESTRING (134.1369346 34.2686304, 134.1370757 34.2692068)",,,学園通り
42941176,primary,,False,True,204.454,,"LINESTRING (134.1369346 34.2686304, 134.1367281 34.2677552, 134.1365119 34.2668252)",2,38,三木牟礼線
60795414,primary,40,False,False,311.256,,"LINESTRING (134.1369346 34.2686304, 134.1347517 34.2690155, 134.1342026 34.269146, 134.1338567 34.2692499, 134.1336568 34.2693169)",2,38,三木牟礼線
"[60795389, 44091814, 44091813]",primary,,False,False,78.77499999999999,yes,"LINESTRING (134.1350849 34.2720942, 134.1350625 34.2721994, 134.1349976 34.2723046, 134.1349351 34.2723686, 134.1348602 34.2724305, 134.134675 34.2725733, 134.1346359 34.2726088, 134.134595 34.272654)",2,38,三木牟礼線
60795389,primary,,False,True,16.680999999999997,,"LINESTRING (134.1350849 34.2720942, 134.1350824 34.2720157, 134.1350681 34.2719452)",2,38,三木牟礼線
189007608,unclassified,,False,False,108.212,,"LINESTRING (134.1350849 34.2720942, 134.1351002 34.2722235, 134.1352558 34.2730569)",,,
59377663,tertiary,40,False,True,156.733,,"LINESTRING (134.133107 34.2694633, 134.1314829 34.2698939)",,,
"[60795348, 60795399, 59377663]",tertiary,40,False,False,41.606,yes,"LINESTRING (134.133107 34.2694633, 134.1332328 34.2694294, 134.133484 34.2693627, 134.1335379 34.2693484)",,,
87455447,unclassified,,False,True,17.031,,"LINESTRING (134.133107 34.2694633, 134.1330717 34.2693851, 134.1330074 34.26934)",,,
196315544,unclassified,,False,False,38.899,,"LINESTRING (134.133107 34.2694633, 134.1331058 34.2695331, 134.133227 34.2697946)",,,
189007597,tertiary,50,False,False,32.879,,"LINESTRING (134.1371613 34.2694939, 134.1370757 34.2692068)",,,学園通り
189007597,tertiary,50,False,True,2.717,,"LINESTRING (134.1371613 34.2694939, 134.1371662 34.269518)",,,学園通り
196316175,unclassified,,False,False,52.288,,"LINESTRING (134.1371613 34.2694939, 134.1377197 34.2694035)",,,
59377663,tertiary,40,False,False,110.232,,"LINESTRING (134.1303394 34.2701935, 134.1314829 34.2698939)",,,
87455445,unclassified,,False,False,61.147,,"LINESTRING (134.1303394 34.2701935, 134.13011 34.2696773)",,,
87455445,unclassified,,False,True,23.124,,"LINESTRING (134.1303394 34.2701935, 134.1304343 34.2703861)",,,
59377663,tertiary,40,False,True,102.927,,"LINESTRING (134.1303394 34.2701935, 134.1294853 34.2704216, 134.1292834 34.2704989)",,,
87455453,unclassified,,False,True,131.422,,"LINESTRING (134.1297393 34.272015, 134.1308925 34.2713159)",,,
87455419,residential,,False,False,174.108,,"LINESTRING (134.1297393 34.272015, 134.1296619 34.2718359, 134.1296062 34.2716748, 134.129581 34.2714529, 134.1292834 34.2704989)",,,
87455419,residential,,False,True,152.105,,"LINESTRING (134.1297393 34.272015, 134.1297703 34.2720688, 134.1298013 34.2721148, 134.1299251 34.2721916, 134.1299716 34.2722248, 134.1300056 34.272276, 134.130114 34.272479, 134.1304401 34.2732287)",,,
189007597,tertiary,50,False,False,2.717,,"LINESTRING (134.1371662 34.269518, 134.1371613 34.2694939)",,,学園通り
87455456,residential,,False,True,193.07000000000002,,"LINESTRING (134.1371662 34.269518, 134.136764 34.269644, 134.1365782 34.2696808, 134.1362389 34.2697075, 134.135803 34.2697382, 134.1356024 34.2697709, 134.135481 34.2698057, 134.1353745 34.2698221, 134.1351986 34.2698221, 134.1351144 34.2698262)",,,
189007597,tertiary,50,False,True,132.99,,"LINESTRING (134.1371662 34.269518, 134.1373719 34.2704507, 134.137435 34.2706931)",,,学園通り
87455432,unclassified,,False,True,123.114,,"LINESTRING (134.1376525 34.2716271, 134.1363273 34.2717902)",,,
189007597,tertiary,50,False,False,105.762,,"LINESTRING (134.1376525 34.2716271, 134.137435 34.2706931)",,,学園通り
189007597,tertiary,50,False,True,93.498,,"LINESTRING (134.1376525 34.2716271, 134.1378435 34.272453)",,,学園通り
87455432,unclassified,,False,False,155.364,,"LINESTRING (134.1376525 34.2716271, 134.1377963 34.2716111, 134.1379798 34.2716184, 134.1380877 34.2716135, 134.1389304 34.271461, 134.1390715 34.2714283, 134.1392944 34.2713449)",,,
87455419,residential,,False,True,74.758,,"LINESTRING (134.1290923 34.2698454, 134.1292834 34.2704989)",,,
87455447,unclassified,,False,False,95.449,,"LINESTRING (134.1290923 34.2698454, 134.1297042 34.2697269, 134.1299248 34.2696981, 134.13011 34.2696773)",,,
87455463,unclassified,,False,False,23.949,,"LINESTRING (134.1334761 34.265261, 134.1334831 34.2650457)",,,
"[87455459, 87455460, 87455446]",unclassified,,False,True,67.75200000000001,yes,"LINESTRING (134.1334761 34.265261, 134.1333858 34.2652649, 134.1330021 34.2652662, 134.1329308 34.2652702, 134.1327406 34.2652898)",,,
87455463,unclassified,,False,True,83.387,,"LINESTRING (134.1334761 34.265261, 134.1334736 34.265362, 134.1334604 34.2655818, 134.1334403 34.2660103)",,,
87455395,residential,,False,True,10.569,,"LINESTRING (134.1327008 34.272965, 134.1327262 34.2730577)",,,
87455442,residential,,False,True,40.718,,"LINESTRING (134.1327008 34.272965, 134.1322643 34.2730281)",,,
87455395,residential,,False,False,100.69,,"LINESTRING (134.1327008 34.272965, 134.1326678 34.2728445, 134.1325595 34.2724576, 134.1321111 34.2725616)",,,
87455395,residential,,False,False,10.569,,"LINESTRING (134.1327262 34.2730577, 134.1327008 34.272965)",,,
87455464,residential,,False,True,76.592,,"LINESTRING (134.1327262 34.2730577, 134.1335322 34.2728821)",,,
"[87455395, 293514423]",residential,,False,True,40.941,,"LINESTRING (134.1327262 34.2730577, 134.1327646 34.2732283, 134.1325338 34.2732673)",,,
87455445,unclassified,,False,False,60.234,,"LINESTRING (134.1311397 34.2718176, 134.1308925 34.2713159)",,,
87455445,unclassified,,False,True,18.764,,"LINESTRING (134.1311397 34.2718176, 134.1312193 34.271973)",,,
87455458,residential,,False,False,88.128,,"LINESTRING (134.1311397 34.2718176, 134.131521 34.2717031, 134.1316835 34.2716327, 134.131972 34.2714414)",,,
87455402,unclassified,,False,False,103.878,,"LINESTRING (134.1342643 34.2714219, 134.134188 34.2713279, 134.1340104 34.2710775, 134.1336805 34.2706221)",,,
87455402,unclassified,,False,True,140.799,,"LINESTRING (134.1342643 34.2714219, 134.1342925 34.2714744, 134.1343258 34.2715517, 134.134516 34.2721726, 134.1345385 34.2722624, 134.1345598 34.2723663, 134.134595 34.272654)",,,
1231359713,residential,,False,False,49.174,,"LINESTRING (134.1342643 34.2714219, 134.133963 34.2714898, 134.1339856 34.271673)",,,
"[87455402, 196315883]",unclassified,,False,False,101.048,,"LINESTRING (134.1336805 34.2706221, 134.133638 34.2705488, 134.1332972 34.2699454, 134.133227 34.2697946)",,,
87455402,unclassified,,False,True,103.878,,"LINESTRING (134.1336805 34.2706221, 134.1340104 34.2710775, 134.134188 34.2713279, 134.1342643 34.2714219)",,,
87455458,residential,,False,True,79.514,,"LINESTRING (134.1336805 34.2706221, 134.1333477 34.2707117, 134.13286 34.2708492)",,,
87455456,residential,,False,False,193.07,,"LINESTRING (134.1351144 34.2698262, 134.1351986 34.2698221, 134.1353745 34.2698221, 134.135481 34.2698057, 134.1356024 34.2697709, 134.135803 34.2697382, 134.1362389 34.2697075, 134.1365782 34.2696808, 134.136764 34.269644, 134.1371662 34.269518)",,,
87455456,residential,,False,True,96.192,,"LINESTRING (134.1351144 34.2698262, 134.1350153 34.2698466, 134.1348865 34.2698876, 134.1347999 34.2699326, 134.1346215 34.2699838, 134.1344754 34.2700268, 134.1343342 34.2700513, 134.1341189 34.270067)",,,
527713221,residential,,False,True,50.968,,"LINESTRING (134.1351144 34.2698262, 134.1350533 34.2696246, 134.135064 34.2696024, 134.1353296 34.2695459)",,,
87455448,residential,,False,True,48.131,,"LINESTRING (134.130941 34.2731021, 134.1304401 34.2732287)",,,
293514423,residential,,False,False,16.374,,"LINESTRING (134.130941 34.2731021, 134.1310099 34.2732379)",,,
"[87455395, 293514423]",residential,,False,True,96.039,,"LINESTRING (134.130941 34.2731021, 134.1308807 34.2729619, 134.1317222 34.272796)",,,
87455436,residential,,False,True,42.464,,"LINESTRING (134.1347746 34.2647769, 134.1343234 34.2648593)",,,
87455436,residential,,False,False,114.064,,"LINESTRING (134.1347746 34.2647769, 134.1351479 34.2647114, 134.1354156 34.264687, 134.1360019 34.2646305)",,,
1231697663,residential,,False,False,73.83500000000001,,"LINESTRING (134.1347746 34.2647769, 134.1347006 34.2645009, 134.13425 34.2645829)",,,
87455445,unclassified,,False,False,17.422,,"LINESTRING (134.1296171 34.2664957, 134.1295741 34.2663431)",,,
87455445,unclassified,,False,True,106.46,,"LINESTRING (134.1296171 34.2664957, 134.1298602 34.2674318)",,,
1231359728,residential,,False,False,45.375,,"LINESTRING (134.1296171 34.2664957, 134.1300979 34.2664028)",,,
87455445,unclassified,,False,False,114.554,,"LINESTRING (134.13011 34.2696773, 134.1296745 34.268712)",,,
87455445,unclassified,,False,True,61.147,,"LINESTRING (134.13011 34.2696773, 134.1303394 34.2701935)",,,
87455447,unclassified,,False,False,186.12,,"LINESTRING (134.13011 34.2696773, 134.1304588 34.2696522, 134.1307176 34.2696539, 134.1309656 34.2696331, 134.1321099 34.2694428)",,,
87455447,unclassified,,False,True,95.449,,"LINESTRING (134.13011 34.2696773, 134.1299248 34.2696981, 134.1297042 34.2697269, 134.1290923 34.2698454)",,,
87455463,unclassified,,False,True,23.949,,"LINESTRING (134.1334831 34.2650457, 134.1334761 34.265261)",,,
87455436,residential,,False,False,80.013,,"LINESTRING (134.1334831 34.2650457, 134.1339635 34.264925, 134.1343234 34.2648593)",,,
87455442,residential,,False,False,76.365,,"LINESTRING (134.1310099 34.2732379, 134.131822 34.273092)",,,
293514423,residential,,False,True,16.374,,"LINESTRING (134.1310099 34.2732379, 134.130941 34.2731021)",,,
87455445,unclassified,,False,True,46.301,,"LINESTRING (134.1301717 34.2686445, 134.1296745 34.268712)",,,
196315290,residential,,False,True,6.526,,"LINESTRING (134.1301717 34.2686445, 134.1302382 34.2686651)",,,
87455445,unclassified,,False,False,77.01299999999999,,"LINESTRING (134.1301717 34.2686445, 134.1301776 34.2685801, 134.1299994 34.2679696)",,,
87455445,unclassified,,False,False,46.301,,"LINESTRING (134.1296745 34.268712, 134.1301717 34.2686445)",,,
87455445,unclassified,,False,True,114.554,,"LINESTRING (134.1296745 34.268712, 134.13011 34.2696773)",,,
60795389,primary,,False,False,73.044,,"LINESTRING (134.1337102 34.2695037, 134.133998 34.2698899, 134.1341189 34.270067)",2,38,三木牟礼線
60795389,primary,,False,True,21.455,,"LINESTRING (134.1337102 34.2695037, 134.1336758 34.2694258, 134.1336568 34.2693169)",2,38,三木牟礼線
"[87455457, 87455426, 87455453]",unclassified,,False,False,54.94499999999999,yes,"LINESTRING (134.1337102 34.2695037, 134.1336723 34.2695297, 134.1333614 34.2697153, 134.133227 34.2697946)",,,平木橋
42941176,primary,,False,False,131.66,,"LINESTRING (134.1360019 34.2646305, 134.1362721 34.2657933)",2,38,三木牟礼線
87455436,residential,,False,True,114.064,,"LINESTRING (134.1360019 34.2646305, 134.1354156 34.264687, 134.1351479 34.2647114, 134.1347746 34.2647769)",,,
196315486,unclassified,,False,False,80.033,,"LINESTRING (134.13286 34.2708492, 134.1326188 34.2701576)",,,
87455458,residential,,False,False,79.514,,"LINESTRING (134.13286 34.2708492, 134.1333477 34.2707117, 134.1336805 34.2706221)",,,
87455458,residential,,False,True,79.971,,"LINESTRING (134.13286 34.2708492, 134.132771 34.2708908, 134.1321844 34.2713005)",,,
151800850,residential,,False,False,34.167,,"LINESTRING (134.1317222 34.272796, 134.131822 34.273092)",,,
"[87455395, 293514423]",residential,,False,False,96.039,,"LINESTRING (134.1317222 34.272796, 134.1308807 34.2729619, 134.130941 34.2731021)",,,
87455395,residential,,False,True,56.863,,"LINESTRING (134.1317222 34.272796, 134.1316771 34.2726622, 134.1321111 34.2725616)",,,
60795389,primary,,False,False,228.769,,"LINESTRING (134.1341189 34.270067, 134.1344779 34.2705928, 134.1348419 34.2711436, 134.1349344 34.2713408, 134.1349851 34.2715342, 134.1350681 34.2719452)",2,38,三木牟礼線
60795389,primary,,False,True,73.044,,"LINESTRING (134.1341189 34.270067, 134.133998 34.2698899, 134.1337102 34.2695037)",2,38,三木牟礼線
87455456,residential,,False,False,96.192,,"LINESTRING (134.1341189 34.270067, 134.1343342 34.2700513, 134.1344754 34.2700268, 134.1346215 34.2699838, 134.1347999 34.2699326, 134.1348865 34.2698876, 134.1350153 34.2698466, 134.1351144 34.2698262)",,,
87455445,unclassified,,False,False,111.634,,"LINESTRING (134.1308925 34.2713159, 134.1304343 34.2703861)",,,
87455445,unclassified,,False,True,60.234,,"LINESTRING (134.1308925 34.2713159, 134.1311397 34.2718176)",,,
87455453,unclassified,,False,False,131.422,,"LINESTRING (134.1308925 34.2713159, 134.1297393 34.272015)",,,
87455453,unclassified,,False,True,90.179,,"LINESTRING (134.1308925 34.2713159, 134.131652 34.2708023)",,,
87455459,unclassified,,False,True,15.721,,"LINESTRING (134.1327406 34.2652898, 134.1327319 34.2651486)",,,
"[87455459, 87455460, 87455446]",unclassified,,False,False,67.75200000000001,yes,"LINESTRING (134.1327406 34.2652898, 134.1329308 34.2652702, 134.1330021 34.2652662, 134.1333858 34.2652649, 134.1334761 34.265261)",,,
181207289,unclassified,,False,False,174.037,,"LINESTRING (134.1327406 34.2652898, 134.1326853 34.2664958, 134.1326314 34.2668513)",,,
87455432,unclassified,,False,False,69.408,,"LINESTRING (134.1350681 34.2719452, 134.1358152 34.2718532)",,,
60795389,primary,,False,False,16.680999999999997,,"LINESTRING (134.1350681 34.2719452, 134.1350824 34.2720157, 134.1350849 34.2720942)",2,38,三木牟礼線
60795389,primary,,False,True,228.769,,"LINESTRING (134.1350681 34.2719452, 134.1349851 34.2715342, 134.1349344 34.2713408, 134.1348419 34.2711436, 134.1344779 34.2705928, 134.1341189 34.270067)",2,38,三木牟礼線
87455419,residential,,False,False,74.758,,"LINESTRING (134.1292834 34.2704989, 134.1290923 34.2698454)",,,
59377663,tertiary,40,False,False,102.927,,"LINESTRING (134.1292834 34.2704989, 134.1294853 34.2704216, 134.1303394 34.2701935)",,,
87455419,residential,,False,True,174.108,,"LINESTRING (134.1292834 34.2704989, 134.129581 34.2714529, 134.1296062 34.2716748, 134.1296619 34.2718359, 134.1297393 34.272015)",,,
87455459,unclassified,,False,False,15.721,,"LINESTRING (134.1327319 34.2651486, 134.1327406 34.2652898)",,,
181207315,unclassified,,False,True,21.027,,"LINESTRING (134.1327319 34.2651486, 134.1327311 34.2649595)",,,
