osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,access,bridge,width
144775072,False,,区役所通り,tertiary,,False,89.85300000000001,2,"LINESTRING (139.7034817 35.6931411, 139.7035289 35.6932457, 139.7035471 35.6932846, 139.7035613 35.6933153, 139.7036294 35.6934617, 139.7036658 35.69354, 139.7038321 35.6938974)",,,
886386616,True,20,甲州街道,trunk,,False,9.822,2,"LINESTRING (139.7041258 35.689825, 139.7042333 35.6898384)",yes,,
886386615,True,305,明治通り,primary,50,False,62.882,,"LINESTRING (139.7041258 35.689825, 139.7042226 35.6899817, 139.7044482 35.6903262)",,,
415221605,True,305,明治通り,primary,50,False,15.067,,"LINESTRING (139.7040507 35.689704, 139.7041258 35.689825)",,,
199152204,True,20,甲州街道,trunk,,False,24.64,2,"LINESTRING (139.7040507 35.689704, 139.7039179 35.6896921, 139.7037798 35.6896777)",yes,,
27085402,False,,小滝橋通り,tertiary,40,False,41.195,2,"LINESTRING (139.6981333 35.6962875, 139.6981444 35.6962536, 139.6981748 35.696169, 139.6982578 35.6959311)",,,
98726936,False,,,residential,,True,48.982,,"LINESTRING (139.6981333 35.6962875, 139.6982461 35.6962883, 139.6986757 35.6962891)",,,
275655298,True,414,四谷角筈線,secondary,,False,8.533,2,"LINESTRING (139.6984067 35.6902683, 139.6983598 35.6902879, 139.6983316 35.6903129)",,,
275655298,True,414,四谷角筈線,secondary,,False,81.92,2,"LINESTRING (139.6983316 35.6903129, 139.6983115 35.6903445, 139.6982995 35.6903784, 139.6982928 35.690412, 139.698279 35.6905699, 139.6982665 35.6907121, 139.6982486 35.6909169, 139.6982429 35.6909766, 139.6982367 35.6910422)",,,
27739902,True,414,四谷角筈線,secondary,50,False,34.936,1,"LINESTRING (139.6982367 35.6910422, 139.6982045 35.6913553)",,,
"[251455100, 381689877]",True,414,四谷角筈線,secondary,,False,79.324,"['1', '3']","LINESTRING (139.6984335 35.6921972, 139.6987115 35.6921472, 139.6988472 35.6921238, 139.6992923 35.6920475)",,,
"[381689878, 381689879, 381689880, 381689881, 258834782]",True,414,四谷角筈線,secondary,,False,136.51700000000002,3,"LINESTRING (139.6992923 35.6920475, 139.6992685 35.6919518, 139.699246 35.6918612, 139.6992225 35.6917665, 139.6991993 35.691673, 139.6991579 35.6915064, 139.6990625 35.6911222, 139.6990344 35.6910678, 139.6989995 35.6910254, 139.6989529 35.6909932, 139.6988192 35.6909331)",,,
381689882,False,414,四谷角筈線,secondary,,True,71.72,2,"LINESTRING (139.6992923 35.6920475, 139.6993186 35.6922409, 139.6993252 35.6922896, 139.6992699 35.6926885)",,,
251304143,True,414,四谷角筈線,secondary_link,,False,42.445,1,"LINESTRING (139.6987149 35.6904805, 139.6987018 35.6904241, 139.6986816 35.6903701, 139.6986615 35.6903347, 139.6986347 35.6903086, 139.6985975 35.6902865, 139.6985502 35.6902737, 139.6984899 35.6902672, 139.6984067 35.6902683)",,,
"[116596181, 116596179, 236957437]",True,,,secondary_link,,False,116.06700000000001,,"LINESTRING (139.6986243 35.6910011, 139.6984565 35.6910246, 139.6984061 35.6910363, 139.6983673 35.6910541, 139.6983459 35.6910704, 139.6983337 35.6910881, 139.6983308 35.6911099, 139.6983343 35.6911312, 139.6983471 35.6911535, 139.6983679 35.6911693, 139.6984075 35.6911826, 139.6984751 35.6911867, 139.6987078 35.6911982, 139.698791 35.6911867, 139.698852 35.6911677, 139.6988902 35.6911432, 139.698918 35.6911133, 139.6989272 35.6910768, 139.6989272 35.6910474, 139.6989116 35.691012, 139.698879 35.6909765, 139.6988192 35.6909331)",,yes,
254801235,True,,文化センター通り,unclassified,,False,42.805,,"LINESTRING (139.7079582 35.6949822, 139.7074854 35.6949548)",,,
478539636,False,,,primary_link,,True,15.324,,"LINESTRING (139.7068207 35.693067, 139.7069893 35.6930826)",,,
217090090,True,305,御苑通り,primary,40,False,58.035,,"LINESTRING (139.7068207 35.693067, 139.7068084 35.6932261, 139.7067866 35.6934625, 139.7067807 35.6935073, 139.7067698 35.6935872)",,,
39433557,True,,中央通り,residential,,False,55.439,,"LINESTRING (139.6981208 35.6894142, 139.6986209 35.6894299, 139.6987342 35.6894335)",,,
144763035,True,414,四谷角筈線,secondary,,False,104.76400000000001,2,"LINESTRING (139.6987342 35.6894335, 139.6986638 35.6899418, 139.6986574 35.6899879, 139.6986444 35.690082, 139.6986368 35.6901307, 139.6986267 35.690154, 139.6986055 35.6901775, 139.6985763 35.6902008, 139.6984067 35.6902683)",,,
415221584,False,,新宿通り,tertiary,,True,7.456,4,"LINESTRING (139.7048386 35.6908879, 139.7049077 35.6908512)",,,
199152193,True,305;4;5,明治通り,primary,50,False,122.188,2,"LINESTRING (139.7048386 35.6908879, 139.7049426 35.6910523, 139.7051194 35.6913541, 139.7052414 35.691536, 139.7053765 35.691766, 139.7054024 35.6918101, 139.7054399 35.691872)",,,
245926142,False,,新宿通り,tertiary,,False,112.887,4,"LINESTRING (139.7048386 35.6908879, 139.7046884 35.6909532, 139.7039198 35.6912971, 139.7038511 35.6913278, 139.7037427 35.6913762)",,,
27085402,False,,小滝橋通り,tertiary,40,True,8.006,2,"LINESTRING (139.698424 35.6954987, 139.6983991 35.6955678)",,,
27085402,False,,小滝橋通り,tertiary,40,False,79.279,2,"LINESTRING (139.698424 35.6954987, 139.6986605 35.6948925, 139.698692 35.6948198)",,,
27085402,False,,小滝橋通り,tertiary,40,False,73.29,2,"LINESTRING (139.698692 35.6948198, 139.6987141 35.6947689, 139.6989254 35.6941886)",,,
27085402,False,,小滝橋通り,tertiary,40,True,79.279,2,"LINESTRING (139.698692 35.6948198, 139.6986605 35.6948925, 139.698424 35.6954987)",,,
149672906,False,,,unclassified,,False,11.309999999999999,,"LINESTRING (139.698692 35.6948198, 139.6985973 35.6948218, 139.6985668 35.6948223)",,,
149672906,False,,,unclassified,,True,41.311,,"LINESTRING (139.698692 35.6948198, 139.6987879 35.6948437, 139.6991294 35.6949286)",,,
149672908,True,,,unclassified,30,False,71.875,,"LINESTRING (139.6985668 35.6948223, 139.6981167 35.6942892)",,,
149672906,False,,,unclassified,,True,11.309999999999999,,"LINESTRING (139.6985668 35.6948223, 139.6985973 35.6948218, 139.698692 35.6948198)",,,
27085402,False,,小滝橋通り,tertiary,40,False,56.558,2,"LINESTRING (139.6989254 35.6941886, 139.6990398 35.6938773, 139.6990536 35.6938396, 139.6990983 35.6936998)",,,
27085402,False,,小滝橋通り,tertiary,40,True,73.29,2,"LINESTRING (139.6989254 35.6941886, 139.6987141 35.6947689, 139.698692 35.6948198)",,,
39433593,True,,,unclassified,,False,34.303,,"LINESTRING (139.6989254 35.6941886, 139.6988519 35.6941738, 139.6988191 35.6941672, 139.6986552 35.6939926)",,,
18570435,True,4;5,青梅街道,primary,,False,47.515,4,"LINESTRING (139.6985739 35.6936651, 139.6988581 35.693683, 139.6989303 35.6936873, 139.6990983 35.6936998)",,,
39433594,False,,,unclassified,,False,58.759,,"LINESTRING (139.6986552 35.6939926, 139.6981167 35.6942892)",,,
39433593,True,,,unclassified,,False,45.256,,"LINESTRING (139.6986552 35.6939926, 139.6984898 35.6937951, 139.6984858 35.6937594, 139.6984871 35.6937332, 139.6985007 35.6937003, 139.6985246 35.6936795, 139.69855 35.6936691, 139.6985739 35.6936651)",,,
39433594,False,,,unclassified,,True,58.759,,"LINESTRING (139.6981167 35.6942892, 139.6986552 35.6939926)",,,
39433591,True,,西新宿歩道橋通り,unclassified,30,False,31.894,,"LINESTRING (139.6982304 35.6952588, 139.6983662 35.695427, 139.698424 35.6954987)",,,
39433592,True,,,unclassified,30,False,91.688,,"LINESTRING (139.6991294 35.6949286, 139.6990837 35.6951843, 139.6990869 35.6954802, 139.6991216 35.695749)",,,
149672906,False,,,unclassified,,False,41.311,,"LINESTRING (139.6991294 35.6949286, 139.6987879 35.6948437, 139.698692 35.6948198)",,,
39433600,False,,,unclassified,,True,29.625,,"LINESTRING (139.6991216 35.695749, 139.6988067 35.6956743)",,,
39433592,True,,,unclassified,30,False,60.08,,"LINESTRING (139.6991216 35.695749, 139.6991799 35.6960267, 139.6991776 35.6962853)",,,
154000095,False,,,unclassified,,False,45.325,,"LINESTRING (139.6991776 35.6962853, 139.6986757 35.6962891)",,,
39433592,True,,,unclassified,30,False,189.87400000000002,,"LINESTRING (139.6991776 35.6962853, 139.6991753 35.6964688, 139.6990822 35.6969348, 139.6989395 35.6974361, 139.69877 35.6979328, 139.6987618 35.6979538)",,,
27085402,False,,小滝橋通り,tertiary,40,False,8.006,2,"LINESTRING (139.6983991 35.6955678, 139.698424 35.6954987)",,,
27085402,False,,小滝橋通り,tertiary,40,True,42.364,2,"LINESTRING (139.6983991 35.6955678, 139.6982578 35.6959311)",,,
39433600,False,,,unclassified,,False,38.667,,"LINESTRING (139.6983991 35.6955678, 139.6984863 35.6955897, 139.6988067 35.6956743)",,,
39433600,False,,,unclassified,,False,29.625,,"LINESTRING (139.6988067 35.6956743, 139.6991216 35.695749)",,,
39433601,False,,,unclassified,,False,69.379,,"LINESTRING (139.6988067 35.6956743, 139.6986757 35.6962891)",,,
39433600,False,,,unclassified,,True,38.667,,"LINESTRING (139.6988067 35.6956743, 139.6984863 35.6955897, 139.6983991 35.6955678)",,,
39433601,False,,,unclassified,,True,69.379,,"LINESTRING (139.6986757 35.6962891, 139.6988067 35.6956743)",,,
154000095,False,,,unclassified,,True,45.325,,"LINESTRING (139.6986757 35.6962891, 139.6991776 35.6962853)",,,
98726936,False,,,residential,,False,48.982,,"LINESTRING (139.6986757 35.6962891, 139.6982461 35.6962883, 139.6981333 35.6962875)",,,
27085402,False,,小滝橋通り,tertiary,40,False,42.364,2,"LINESTRING (139.6982578 35.6959311, 139.6983991 35.6955678)",,,
27085402,False,,小滝橋通り,tertiary,40,True,41.19499999999999,2,"LINESTRING (139.6982578 35.6959311, 139.6981748 35.696169, 139.6981444 35.6962536, 139.6981333 35.6962875)",,,
39436499,False,,,residential,30,False,74.785,,"LINESTRING (139.7033009 35.6981791, 139.7032859 35.698103, 139.70317 35.697515)",,,
39655490,True,302,職安通り,primary,40,False,59.364000000000004,2,"LINESTRING (139.7033009 35.6981791, 139.7027446 35.6981261, 139.7026477 35.6981191)",,,
381689882,False,414,四谷角筈線,secondary,,False,36.771,2,"LINESTRING (139.6992181 35.6930165, 139.6992699 35.6926885)",,,
39436436,True,,,residential,,False,59.911,,"LINESTRING (139.6992181 35.6930165, 139.6991166 35.693033, 139.6985676 35.6931223)",,,
381689882,False,414,四谷角筈線,secondary,,True,62.278000000000006,2,"LINESTRING (139.6992181 35.6930165, 139.6991886 35.6931983, 139.6991638 35.6933654, 139.6991571 35.6934108, 139.6991341 35.6935724)",,,
170232048,True,,旧青梅街道,residential,,False,70.449,,"LINESTRING (139.6992699 35.6926885, 139.6985046 35.6928113)",,,
381689882,False,414,四谷角筈線,secondary,,True,36.771,2,"LINESTRING (139.6992699 35.6926885, 139.6992181 35.6930165)",,,
39436437,False,,,residential,,True,46.298,,"LINESTRING (139.6992699 35.6926885, 139.6993926 35.69267, 139.6995888 35.6926405, 139.6997734 35.6926102)",,,
381689882,False,414,四谷角筈線,secondary,,False,71.72,2,"LINESTRING (139.6992699 35.6926885, 139.6993252 35.6922896, 139.6993186 35.6922409, 139.6992923 35.6920475)",,,
39436439,False,,,residential,,False,35.047,,"LINESTRING (139.6985046 35.6928113, 139.6985094 35.692835, 139.6985676 35.6931223)",,,
39436439,False,,,residential,,False,46.272999999999996,,"LINESTRING (139.6985676 35.6931223, 139.6985188 35.6934431, 139.6985048 35.6935353)",,,
39436439,False,,,residential,,True,35.047,,"LINESTRING (139.6985676 35.6931223, 139.6985094 35.692835, 139.6985046 35.6928113)",,,
39436554,False,,3番通り,residential,,False,8.978,,"LINESTRING (139.7026477 35.6981191, 139.7026554 35.6981996)",,,
39436554,False,,3番通り,residential,,True,62.010000000000005,,"LINESTRING (139.7026477 35.6981191, 139.7026404 35.6980442, 139.7025821 35.697564)",,,
39655490,True,302,職安通り,primary,40,False,63.908,2,"LINESTRING (139.7026477 35.6981191, 139.7020051 35.6980638, 139.7019439 35.6980587)",,,
39655490,True,302,職安通り,primary,40,False,91.925,2,"LINESTRING (139.7050852 35.6982094, 139.7048726 35.6982278, 139.7046471 35.6982495, 139.7043427 35.6982641, 139.7040708 35.6982544)",,,
196467150,False,,区役所通り,tertiary,,True,50.751000000000005,2,"LINESTRING (139.7050852 35.6982094, 139.7050289 35.6980623, 139.7049637 35.6977646)",,,
39436499,False,,,residential,30,False,39.809,,"LINESTRING (139.7030807 35.6970339, 139.7029897 35.6966836)",,,
39436499,False,,,residential,30,True,54.1,,"LINESTRING (139.7030807 35.6970339, 139.70317 35.697515)",,,
39436501,False,,,residential,,False,51.625,,"LINESTRING (139.7030807 35.6970339, 139.7025147 35.6970992)",,,
39436501,False,,,residential,,True,65.733,,"LINESTRING (139.7030807 35.6970339, 139.7037845 35.696883)",,,
196467143,False,,,residential,30,True,25.107999999999997,,"LINESTRING (139.7026812 35.6955583, 139.7027091 35.6955885, 139.7027339 35.6956153, 139.7027707 35.6957669)",,,
196467159,True,,花道通り,unclassified,,False,51.202,,"LINESTRING (139.7026812 35.6955583, 139.7025905 35.6956227, 139.7025073 35.6956818, 139.7022511 35.69577, 139.7021997 35.6957913)",,,
39436500,False,,,residential,,False,51.754,,"LINESTRING (139.7017592 35.6962436, 139.702322 35.6961557)",,,
39436553,False,,2番通り,residential,,True,53.78,,"LINESTRING (139.7017592 35.6962436, 139.7018238 35.6967244)",,,
39436553,False,,2番通り,residential,,False,24.202,,"LINESTRING (139.7017592 35.6962436, 139.7017353 35.6960661, 139.701724 35.6960281)",,,
39436499,False,,,residential,30,True,68.628,,"LINESTRING (139.7028425 35.6960781, 139.7029897 35.6966836)",,,
39436500,False,,,residential,,True,47.789,,"LINESTRING (139.7028425 35.6960781, 139.702322 35.6961557)",,,
196467145,False,,,residential,30,False,35.206,,"LINESTRING (139.7028425 35.6960781, 139.7027707 35.6957669)",,,
196467149,False,,,residential,,False,67.025,,"LINESTRING (139.7028425 35.6960781, 139.7035705 35.6959607)",,,
39436541,True,,,residential,,False,82.886,,"LINESTRING (139.7051373 35.6956948, 139.7049859 35.6949596)",,,
144775074,False,,,residential,,True,56.297999999999995,,"LINESTRING (139.7051373 35.6956948, 139.7046068 35.695807, 139.704534 35.6958224)",,,
196467150,False,,区役所通り,tertiary,,True,22.131,2,"LINESTRING (139.7047187 35.6966589, 139.7046775 35.6964627)",,,
39436501,False,,,residential,,False,87.965,,"LINESTRING (139.7047187 35.6966589, 139.7046553 35.6966741, 139.7037845 35.696883)",,,
196467150,False,,区役所通り,tertiary,,False,44.768,2,"LINESTRING (139.7047187 35.6966589, 139.7047674 35.6968915, 139.7048019 35.6970558)",,,
39436501,False,,,residential,,True,59.359,,"LINESTRING (139.7018677 35.6971935, 139.7025147 35.6970992)",,,
39436553,False,,2番通り,residential,,False,52.312,,"LINESTRING (139.7018677 35.6971935, 139.7018238 35.6967244)",,,
39436553,False,,2番通り,residential,,True,46.375,,"LINESTRING (139.7018677 35.6971935, 139.7019135 35.6976089)",,,
39436501,False,,,residential,,False,99.648,,"LINESTRING (139.7018677 35.6971935, 139.7013728 35.697226, 139.7007678 35.6972657)",,,
39436501,False,,,residential,,True,38.768,,"LINESTRING (139.7003403 35.6972977, 139.7004143 35.6972922, 139.7007678 35.6972657)",,,
"[389215483, 1184938636]",False,,西武新宿駅前通り,unclassified,,False,109.73700000000001,,"LINESTRING (139.7003403 35.6972977, 139.7003368 35.6972385, 139.7002814 35.6963737, 139.7002762 35.6963122)",,,
389215483,False,,西武新宿駅前通り,unclassified,,True,81.791,,"LINESTRING (139.7003403 35.6972977, 139.7003459 35.6973709, 139.700383 35.6978543, 139.7003864 35.697899, 139.7003853 35.6980321)",,,
147237364,False,,花道通り,unclassified,,False,44.04,,"LINESTRING (139.7002762 35.6963122, 139.7003391 35.6963035, 139.7007544 35.6962346)",,,
231774696,True,,西武新宿駅前通り,unclassified,,False,282.80400000000003,,"LINESTRING (139.7002762 35.6963122, 139.7002666 35.6962415, 139.7002315 35.6959411, 139.7002054 35.6956952, 139.7002023 35.6955631, 139.7002419 35.6951802, 139.7002468 35.6951607, 139.7002849 35.695009, 139.7002997 35.69495, 139.7003341 35.6948131, 139.7003516 35.6947472, 139.7003678 35.6946862, 139.700408 35.6945491, 139.7005218 35.6941312, 139.7005303 35.6941011, 139.7005583 35.6939726, 139.7005777 35.6938935, 139.7005808 35.6938564, 139.7005735 35.6938021)",,,
"[389215483, 1184938636]",False,,西武新宿駅前通り,unclassified,,True,109.73700000000001,,"LINESTRING (139.7002762 35.6963122, 139.7002814 35.6963737, 139.7003368 35.6972385, 139.7003403 35.6972977)",,,
1190006014,False,,花道通り,unclassified,,False,10.523,,"LINESTRING (139.701724 35.6960281, 139.7018278 35.6959851)",,,
39436553,False,,2番通り,residential,,True,24.202,,"LINESTRING (139.701724 35.6960281, 139.7017353 35.6960661, 139.7017592 35.6962436)",,,
"[1190006014, 1190006015]",False,,花道通り,unclassified,,True,90.612,,"LINESTRING (139.701724 35.6960281, 139.7016464 35.6960468, 139.7011535 35.6961683, 139.7009543 35.6962014, 139.7007544 35.6962346)",,,
196467159,True,,花道通り,unclassified,,False,39.903,,"LINESTRING (139.7021997 35.6957913, 139.7018278 35.6959851)",,,
39436554,False,,3番通り,residential,,False,42.152,,"LINESTRING (139.7021997 35.6957913, 139.7022143 35.6958172, 139.7022417 35.6958658, 139.702322 35.6961557)",,,
144775072,False,,区役所通り,tertiary,,True,127.287,2,"LINESTRING (139.7043157 35.6949726, 139.7042655 35.6948625, 139.7039619 35.6941974, 139.7038321 35.6938974)",,,
196467150,False,,区役所通り,tertiary,,False,92.281,2,"LINESTRING (139.7043157 35.6949726, 139.7043322 35.6950368, 139.704525 35.6957849)",,,
196467159,True,,花道通り,unclassified,,False,34.589,,"LINESTRING (139.7043157 35.6949726, 139.7042174 35.6949749, 139.7040583 35.6950112, 139.7039435 35.6950379)",,,
817778879,False,,花道通り,unclassified,,True,60.54,2,"LINESTRING (139.7043157 35.6949726, 139.7043979 35.694971, 139.7049859 35.6949596)",,,
39436538,False,,,unclassified,,True,59.272999999999996,,"LINESTRING (139.7055191 35.694914, 139.7055821 35.6948947, 139.7057552 35.6948417, 139.7058308 35.694831, 139.7059759 35.6948259, 139.7061565 35.6948445)",,,
144775070,True,,,unclassified,,False,50.497,,"LINESTRING (139.7055191 35.694914, 139.70554 35.6949935, 139.7056354 35.6953582)",,,
817778879,False,,花道通り,unclassified,,False,49.251999999999995,2,"LINESTRING (139.7055191 35.694914, 139.705466 35.6949432, 139.7054212 35.6949511, 139.7049859 35.6949596)",,,
39436504,True,,,unclassified,,False,63.896,,"LINESTRING (139.7068732 35.6952304, 139.7067949 35.6952512, 139.7067727 35.6952571, 139.7065719 35.6953692, 139.7064782 35.6954506, 139.7063272 35.6955816)",,,
688686080,True,305,明治通り,primary,50,False,144.892,,"LINESTRING (139.7068732 35.6952304, 139.7070271 35.6958745, 139.707159 35.6965125)",,,
39436572,True,,,residential,,False,115.344,,"LINESTRING (139.7063272 35.6955816, 139.7065379 35.6966047)",,,
39436504,True,,,unclassified,,False,72.843,,"LINESTRING (139.7063272 35.6955816, 139.7061191 35.695731, 139.7060882 35.6957533, 139.7059305 35.6958665, 139.7058204 35.6959862, 139.7057754 35.6960524)",,,
144775070,True,,,unclassified,,False,73.151,,"LINESTRING (139.7057754 35.6960524, 139.7059079 35.6967014)",,,
39436504,True,,,unclassified,,False,69.412,,"LINESTRING (139.7057754 35.6960524, 139.7057535 35.696112, 139.7056005 35.6962615, 139.7055054 35.6963544, 139.7053111 35.6965442)",,,
39436505,False,,,unclassified,30,False,34.459,,"LINESTRING (139.7040708 35.6982544, 139.7040563 35.69817, 139.7040114 35.6979483)",,,7.6
39655490,True,302,職安通り,primary,40,False,70.027,2,"LINESTRING (139.7040708 35.6982544, 139.7039861 35.6982473, 139.7033009 35.6981791)",,,
39436501,False,,,residential,,False,65.733,,"LINESTRING (139.7037845 35.696883, 139.7030807 35.6970339)",,,
39436505,False,,,unclassified,30,False,36.367,,"LINESTRING (139.7037845 35.696883, 139.7037099 35.6965616)",,,7.6
39436505,False,,,unclassified,30,True,60.438,,"LINESTRING (139.7037845 35.696883, 139.703904 35.6974178)",,,7.6
39436501,False,,,residential,,True,87.965,,"LINESTRING (139.7037845 35.696883, 139.7046553 35.6966741, 139.7047187 35.6966589)",,,
39436505,False,,,unclassified,30,True,40.95,,"LINESTRING (139.7035705 35.6959607, 139.7036545 35.6963226)",,,7.6
196467141,False,,,residential,,False,58.455,,"LINESTRING (139.7035705 35.6959607, 139.7042018 35.6958445)",,,
196467144,False,,,residential,30,False,36.257,,"LINESTRING (139.7035705 35.6959607, 139.703496 35.6956403)",,,
196467149,False,,,residential,,True,67.025,,"LINESTRING (139.7035705 35.6959607, 139.7028425 35.6960781)",,,
196467147,False,,,residential,30,True,52.2,,"LINESTRING (139.7033643 35.6951832, 139.7033748 35.6952196, 139.7033951 35.6952899, 139.703496 35.6956403)",,,
196467159,True,,花道通り,unclassified,,False,75.292,,"LINESTRING (139.7033643 35.6951832, 139.7031287 35.6952609, 139.7028536 35.6954242, 139.7026812 35.6955583)",,,
39436504,True,,,unclassified,,False,82.95100000000001,,"LINESTRING (139.7048019 35.6970558, 139.7047537 35.6971199, 139.7042833 35.6976714)",,,
39436558,False,,,residential,,True,57.468,,"LINESTRING (139.7048019 35.6970558, 139.7048816 35.6970437, 139.7054274 35.6969606)",,,
196467150,False,,区役所通り,tertiary,,False,54.503,2,"LINESTRING (139.7048019 35.6970558, 139.704835 35.69719, 139.7049205 35.6975364)",,,
196467150,False,,区役所通り,tertiary,,True,44.768,2,"LINESTRING (139.7048019 35.6970558, 139.7047674 35.6968915, 139.7047187 35.6966589)",,,
196467150,False,,区役所通り,tertiary,,False,38.817,2,"LINESTRING (139.704534 35.6958224, 139.7046152 35.6961652)",,,
196467150,False,,区役所通り,tertiary,,True,4.248,2,"LINESTRING (139.704534 35.6958224, 139.704525 35.6957849)",,,
144775074,False,,,residential,,False,56.297999999999995,,"LINESTRING (139.704534 35.6958224, 139.7046068 35.695807, 139.7051373 35.6956948)",,,
39655490,True,302,職安通り,primary,40,False,55.172,2,"LINESTRING (139.7061962 35.6980621, 139.705593 35.698141)",,,
144775070,True,,,unclassified,,False,9.298,,"LINESTRING (139.7061962 35.6980621, 139.7062137 35.6981445)",,,
18570688,True,4;5;302;430,靖国通り,primary,,False,116.922,4,"LINESTRING (139.704588 35.6928371, 139.7048701 35.692762, 139.7051775 35.6926663, 139.7054879 35.6925846, 139.7055626 35.692565, 139.7056035 35.6925543, 139.7058166 35.6925072)",,,
1216718049,False,,,unclassified,,False,81.88799999999999,,"LINESTRING (139.704588 35.6928371, 139.7046242 35.6929203, 139.7046423 35.6929624, 139.7048236 35.693381, 139.7048503 35.6934712, 139.7048766 35.6935348)",,,
39436502,False,,,secondary_link,,True,33.791,,"LINESTRING (139.7005735 35.6938021, 139.7003664 35.693549)",,,
856432645,True,4;5;302;430,靖国通り,primary,,False,273.25000000000006,4,"LINESTRING (139.7005735 35.6938021, 139.7006678 35.6938029, 139.700727 35.693796, 139.7008701 35.6937654, 139.7009321 35.6937512, 139.7009856 35.693739, 139.7012838 35.6936701, 139.7013651 35.6936519, 139.7014891 35.6936241, 139.7015316 35.6936145, 139.7015739 35.6936051, 139.702213 35.6934658, 139.7022976 35.6934469, 139.7023684 35.6934312, 139.7024431 35.6934146, 139.7028035 35.6933343, 139.7028614 35.6933191, 139.7032938 35.6931931, 139.7033623 35.693174, 139.7034817 35.6931411)",,,
1190006014,False,,花道通り,unclassified,,True,10.523,,"LINESTRING (139.7018278 35.6959851, 139.701724 35.6960281)",,,
39436535,False,,,residential,,False,55.099999999999994,,"LINESTRING (139.7054725 35.6930627, 139.7059828 35.6929301, 139.7060519 35.6929078)",,,
144776666,True,,,residential,,False,52.479,,"LINESTRING (139.7065932 35.6927805, 139.7066058 35.6925694, 139.706555 35.6924239, 139.7065182 35.6923187)",,,
1123377388,False,,,residential,,True,43.900999999999996,,"LINESTRING (139.7065932 35.6927805, 139.7061903 35.6928921, 139.7061336 35.6929091)",,,
39436538,False,,,unclassified,,True,14.767,,"LINESTRING (139.7067952 35.6948913, 139.7069568 35.6949116)",,,
39436538,False,,,unclassified,,False,57.949,,"LINESTRING (139.7067952 35.6948913, 139.7066664 35.6948764, 139.7064361 35.6948565, 139.7061565 35.6948445)",,,
688686080,True,305,明治通り,primary,50,False,38.358999999999995,,"LINESTRING (139.7067952 35.6948913, 139.7068304 35.6950417, 139.7068732 35.6952304)",,,
39655490,True,302,職安通り,primary,40,False,74.882,2,"LINESTRING (139.7070166 35.697964, 139.7061962 35.6980621)",,,
39436539,False,,,residential,,False,113.09,,"LINESTRING (139.7070166 35.697964, 139.7070014 35.6978836, 139.7068537 35.6971024, 139.7066773 35.6971269)",,,
817778879,False,,花道通り,unclassified,,False,60.54,2,"LINESTRING (139.7049859 35.6949596, 139.7043979 35.694971, 139.7043157 35.6949726)",,,
817778879,False,,花道通り,unclassified,,True,49.251999999999995,2,"LINESTRING (139.7049859 35.6949596, 139.7054212 35.6949511, 139.705466 35.6949432, 139.7055191 35.694914)",,,
39436541,True,,,residential,,False,21.045,,"LINESTRING (139.7053111 35.6965442, 139.7052729 35.6963575)",,,
39436504,True,,,unclassified,,False,73.917,,"LINESTRING (139.7053111 35.6965442, 139.704859 35.6969393, 139.7048019 35.6970558)",,,
