osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,width,geometry
958818075,True,2,120,柳町通り,secondary,False,12.906,,,"LINESTRING (140.7451218 40.8228944, 140.7451301 40.8230103)"
958818076,True,3,4;45,国道4号,trunk,False,122.27199999999999,50,50,"LINESTRING (140.7451218 40.8228944, 140.7449879 40.8229006, 140.7448374 40.8229129, 140.7443831 40.8229862, 140.7441108 40.823032, 140.7436955 40.8230972)"
34169993,False,4,103,観光通り,trunk,True,13.199,,,"LINESTRING (140.7503634 40.8232978, 140.7503626 40.8234165)"
25339355,True,3,4;45,国道4号,trunk,False,91.15,50,50,"LINESTRING (140.7503634 40.8232978, 140.7501111 40.8232759, 140.7492869 40.8232064)"
34169993,False,4,103,観光通り,trunk,False,48.495,,,"LINESTRING (140.7503634 40.8232978, 140.7503631 40.8231987, 140.750357 40.8228617)"
225889055,True,,,旧線路通り,tertiary,False,8.609,,,"LINESTRING (140.7439996 40.8195219, 140.7438975 40.819517)"
100001875,True,2,120,柳町通り,secondary,False,37.146,,,"LINESTRING (140.7439996 40.8195219, 140.74403 40.8196055, 140.7441167 40.819844)"
102404824,True,,,,tertiary,False,154.756,,,"LINESTRING (140.7429065 40.8247691, 140.7428897 40.8246914, 140.7427582 40.8241051, 140.7426035 40.8234883, 140.7425709 40.8234012)"
109247149,False,,,,tertiary,True,49.190999999999995,,,"LINESTRING (140.7429065 40.8247691, 140.7433661 40.8247057, 140.7434817 40.82469)"
109247149,False,,,,tertiary,True,17.345,,,"LINESTRING (140.7452802 40.824372, 140.7454822 40.8243409)"
109247149,False,,,,tertiary,False,49.309,,,"LINESTRING (140.7452802 40.824372, 140.7451187 40.8243982, 140.7447096 40.8244729)"
958818075,True,2,120,柳町通り,secondary,False,132.944,,,"LINESTRING (140.7452802 40.824372, 140.7452957 40.8244402, 140.7453968 40.8248829, 140.745403 40.8249104, 140.7454524 40.8251482, 140.7454835 40.8253447, 140.7454845 40.8254338, 140.7454835 40.8255553)"
109247148,False,,,,tertiary,False,55.834999999999994,,,"LINESTRING (140.7421452 40.8196118, 140.7421606 40.8196746, 140.7422663 40.8201055)"
109247148,False,,,,tertiary,True,82.923,,,"LINESTRING (140.7421452 40.8196118, 140.7421327 40.8195569, 140.7419778 40.8188769)"
225889055,True,,,旧線路通り,tertiary,False,13.678,,,"LINESTRING (140.7421452 40.8196118, 140.7420597 40.8196241, 140.7419855 40.8196347)"
225889055,True,,,旧線路通り,tertiary,False,17.327,,,"LINESTRING (140.7442051 40.8195317, 140.7439996 40.8195219)"
39121846,True,,,,tertiary,False,28.285,,,"LINESTRING (140.7447986 40.8217972, 140.7451293 40.8217516)"
100001875,True,2,120,柳町通り,secondary,False,125.54399999999998,,,"LINESTRING (140.7447986 40.8217972, 140.744825 40.8218641, 140.7449835 40.8222299, 140.7450013 40.8222734, 140.7450268 40.8223505, 140.7450627 40.8224833, 140.7450895 40.8226214, 140.7451049 40.8227552, 140.7451218 40.8228944)"
39121846,True,,,,tertiary,False,36.748000000000005,,,"LINESTRING (140.7451293 40.8217516, 140.7452428 40.8217356, 140.7455552 40.8216789)"
1123398579,True,2,120,柳町通り,secondary,False,51.346,,,"LINESTRING (140.7451293 40.8217516, 140.7451079 40.821696, 140.7449589 40.8213082)"
109257289,False,,,,residential,True,60.917,,,"LINESTRING (140.7413623 40.8197364, 140.7413793 40.8197803, 140.7415651 40.8202623)"
109247151,False,,,,tertiary,True,42.019,,,"LINESTRING (140.7438472 40.82579, 140.7438849 40.8258886, 140.7439448 40.8260529, 140.7439808 40.8261541)"
109247152,False,,,,unclassified,False,45.202999999999996,,,"LINESTRING (140.7438472 40.82579, 140.7438091 40.825698, 140.7437105 40.825397)"
225654058,False,2,16,新町通り,primary,False,215.403,,,"LINESTRING (140.7438472 40.82579, 140.7437058 40.8258104, 140.7423267 40.8260817, 140.7415175 40.8262479, 140.7413704 40.8262788)"
225654058,False,2,16,新町通り,primary,True,140.138,,,"LINESTRING (140.7438472 40.82579, 140.7440143 40.8257627, 140.7446128 40.8256782, 140.7446425 40.825674, 140.7453207 40.8255783, 140.7454835 40.8255553)"
1123398580,True,3,4;45,国道4号,trunk,False,15.898,50,50,"LINESTRING (140.7453107 40.822897, 140.7451218 40.8228944)"
1123398579,True,2,120,柳町通り,secondary,False,128.396,,,"LINESTRING (140.7453107 40.822897, 140.7452983 40.8227546, 140.7452591 40.8224059, 140.7452428 40.822284, 140.7452256 40.8221727, 140.7452039 40.8220626, 140.7451772 40.8219389, 140.7451467 40.8218208, 140.7451293 40.8217516)"
958818106,False,2,16,新町通り,primary,False,15.82,,,"LINESTRING (140.7456699 40.8255367, 140.7454835 40.8255553)"
109377109,False,,,,tertiary,True,77.05499999999999,,,"LINESTRING (140.7456699 40.8255367, 140.7458134 40.8255277, 140.7465345 40.8255104, 140.7465848 40.8255092)"
958818077,True,2,120,柳町通り,secondary,False,134.045,,,"LINESTRING (140.7456699 40.8255367, 140.7456617 40.8254291, 140.7456496 40.8252013, 140.7455693 40.8247581, 140.745495 40.824409, 140.7454822 40.8243409)"
109247149,False,,,,tertiary,False,17.345,,,"LINESTRING (140.7454822 40.8243409, 140.7452802 40.824372)"
958818077,True,2,120,柳町通り,secondary,False,62.186,,,"LINESTRING (140.7454822 40.8243409, 140.745471 40.8242668, 140.7454091 40.8237844)"
225546782,False,,,県庁通り,tertiary,False,43.300000000000004,,,"LINESTRING (140.7413704 40.8262788, 140.7414013 40.8263683, 140.7414977 40.8266561)"
225654058,False,2,16,新町通り,primary,True,215.403,,,"LINESTRING (140.7413704 40.8262788, 140.7415175 40.8262479, 140.7423267 40.8260817, 140.7437058 40.8258104, 140.7438472 40.82579)"
100001875,True,2,120,柳町通り,secondary,False,48.965,,,"LINESTRING (140.7441496 40.8199381, 140.7442196 40.8201593, 140.7442492 40.8202485, 140.7442864 40.8203661)"
109257270,False,,,,residential,True,107.76599999999999,,,"LINESTRING (140.7441496 40.8199381, 140.7440742 40.8199501, 140.7439871 40.8199603, 140.7434926 40.8199867, 140.7428741 40.8200163)"
34169993,False,4,103,観光通り,trunk,False,46.403000000000006,,,"LINESTRING (140.7504423 40.821606, 140.7504576 40.8214889, 140.7504937 40.8211905)"
34169993,False,4,103,観光通り,trunk,True,31.145,,,"LINESTRING (140.7504423 40.821606, 140.7504292 40.8217049, 140.7504054 40.8218847)"
102381364,True,,,,unclassified,False,50.924,,,"LINESTRING (140.7432722 40.8179576, 140.7434333 40.8183507, 140.7434515 40.818395)"
109257286,False,,,,residential,True,124.89699999999999,,,"LINESTRING (140.7432722 40.8179576, 140.7432158 40.8179629, 140.7431934 40.817965, 140.7428509 40.8179918, 140.7418437 40.8180659, 140.7417954 40.8180694)"
39121846,True,,,,tertiary,False,36.556,,,"LINESTRING (140.7458901 40.8216189, 140.7463196 40.8215695)"
109388691,False,,,,unclassified,False,41.007999999999996,,,"LINESTRING (140.7458901 40.8216189, 140.745876 40.8215827, 140.7457562 40.8212643)"
34169993,False,4,103,観光通り,trunk,True,58.303000000000004,,,"LINESTRING (140.7508916 40.8182739, 140.7508854 40.8183428, 140.7508309 40.8187962)"
109391422,False,,,,tertiary,True,57.867999999999995,,,"LINESTRING (140.7508916 40.8182739, 140.7507566 40.8182674, 140.7502053 40.8182411)"
226346746,False,,,,tertiary,True,122.08,,,"LINESTRING (140.7508916 40.8182739, 140.7510332 40.8182829, 140.7523396 40.8183407)"
39121846,True,,,,tertiary,False,111.45599999999999,,,"LINESTRING (140.7468378 40.8215367, 140.747613 40.8215425, 140.7480747 40.8215603, 140.7481617 40.8215607)"
109388693,False,,,,unclassified,True,60.714999999999996,,,"LINESTRING (140.7468378 40.8215367, 140.7468419 40.821501, 140.746934 40.8209956)"
109388694,False,,,,tertiary,True,13.043,,,"LINESTRING (140.7480653 40.8231028, 140.7480497 40.8232195)"
25339355,True,3,4;45,国道4号,trunk,False,134.548,50,50,"LINESTRING (140.7480653 40.8231028, 140.7478786 40.8230887, 140.7468875 40.8230139, 140.7464742 40.8229827)"
109388694,False,,,,tertiary,False,77.07300000000001,,,"LINESTRING (140.7480653 40.8231028, 140.7480773 40.8230098, 140.7481651 40.8224138)"
39121846,True,,,,tertiary,False,59.803000000000004,,,"LINESTRING (140.7427084 40.8220367, 140.7427889 40.8220277, 140.7434115 40.8219582)"
109247148,False,,,,tertiary,False,132.513,,,"LINESTRING (140.7427084 40.8220367, 140.7427248 40.822098, 140.7428579 40.8225974, 140.7429078 40.8227922, 140.7429186 40.8228348, 140.7429365 40.8229037, 140.7429896 40.8231183, 140.7430109 40.8232062)"
109247148,False,,,,tertiary,True,48.027,,,"LINESTRING (140.7427084 40.8220367, 140.7426947 40.8219771, 140.7426104 40.8216112)"
34169993,False,4,103,観光通り,trunk,False,48.158,,,"LINESTRING (140.7505568 40.8206867, 140.7505784 40.8205483, 140.7505914 40.8204712, 140.7506251 40.8202567)"
34169993,False,4,103,観光通り,trunk,True,26.375,,,"LINESTRING (140.7505568 40.8206867, 140.7505389 40.820827, 140.7505267 40.8209228)"
109391416,False,,,,tertiary,False,75.218,,,"LINESTRING (140.7505568 40.8206867, 140.7506919 40.8207165, 140.7514183 40.8208671)"
225889055,True,,,旧線路通り,tertiary,False,50.105000000000004,,,"LINESTRING (140.7505568 40.8206867, 140.7504154 40.8206581, 140.7499816 40.8205702)"
39121846,True,,,,tertiary,False,55.852,,,"LINESTRING (140.7434115 40.8219582, 140.7440673 40.8218807)"
109257208,False,,,,residential,False,46.121,,,"LINESTRING (140.7434115 40.8219582, 140.7433996 40.8219181, 140.7432914 40.8215535)"
102381366,True,,,,unclassified,False,59.723,,,"LINESTRING (140.7444552 40.8200666, 140.7443654 40.8197182, 140.7443342 40.8196188, 140.7443097 40.819541)"
1123398579,True,2,120,柳町通り,secondary,False,63.091,,,"LINESTRING (140.7444552 40.8200666, 140.744244 40.8196149, 140.7442051 40.8195317)"
39121846,True,,,,tertiary,False,18.032,,,"LINESTRING (140.7456818 40.821657, 140.7458901 40.8216189)"
109388694,False,,,,tertiary,False,37.616,,,"LINESTRING (140.7481339 40.8201831, 140.7481394 40.8201259, 140.7481663 40.8198457)"
109388694,False,,,,tertiary,True,46.332,,,"LINESTRING (140.7481339 40.8201831, 140.7481302 40.8202415, 140.7481077 40.8205993)"
225889055,True,,,旧線路通り,tertiary,False,83.063,,,"LINESTRING (140.7481339 40.8201831, 140.7480738 40.8201704, 140.7471828 40.8199832)"
102381364,True,,,,unclassified,False,94.65899999999999,,,"LINESTRING (140.7435704 40.8187025, 140.7437358 40.8191187, 140.7438707 40.8194511, 140.7438975 40.819517)"
109257215,False,,,,residential,False,82.276,,,"LINESTRING (140.7435704 40.8187025, 140.7435006 40.8187174, 140.7434778 40.8187223, 140.7433658 40.8187376, 140.7429408 40.8187789, 140.7426045 40.8188124)"
225889055,True,,,旧線路通り,tertiary,False,8.863,,,"LINESTRING (140.7443097 40.819541, 140.7442051 40.8195317)"
"[102381365, 102381366]",True,,,,unclassified,False,142.82199999999997,,,"LINESTRING (140.7443097 40.819541, 140.7442848 40.8194754, 140.7442377 40.8193513, 140.7440888 40.8189739, 140.7439331 40.8185673, 140.7438759 40.8184178, 140.7438334 40.8183082)"
39121846,True,,,,tertiary,False,79.70499999999998,,,"LINESTRING (140.7417801 40.8221793, 140.7421421 40.8221235, 140.7426342 40.8220477, 140.7427084 40.8220367)"
109257293,True,,,,unclassified,False,136.553,,,"LINESTRING (140.7417801 40.8221793, 140.7418055 40.8222222, 140.7422846 40.8230348, 140.7423888 40.8232091, 140.7424511 40.8232972)"
1179758886,False,,,,unclassified,True,55.010999999999996,,,"LINESTRING (140.7417801 40.8221793, 140.7417565 40.8221366, 140.7415865 40.8218291, 140.7415321 40.8217216)"
34169993,False,4,103,観光通り,trunk,False,101.564,,,"LINESTRING (140.750357 40.8228617, 140.7503588 40.8225681, 140.7503595 40.8224499, 140.7503609 40.8222157, 140.7503968 40.8219497)"
34169993,False,4,103,観光通り,trunk,True,48.495,,,"LINESTRING (140.750357 40.8228617, 140.7503631 40.8231987, 140.7503634 40.8232978)"
109391495,False,,,,unclassified,False,73.492,,,"LINESTRING (140.750357 40.8228617, 140.7504824 40.8228477, 140.751221 40.822765)"
102381364,True,,,,unclassified,False,40.843,,,"LINESTRING (140.7438975 40.819517, 140.7439441 40.8196017, 140.7439693 40.8196474, 140.7441167 40.819844)"
225889055,True,,,旧線路通り,tertiary,False,148.036,,,"LINESTRING (140.7438975 40.819517, 140.7437993 40.8195161, 140.7435332 40.8195166, 140.7433148 40.8195213, 140.7431353 40.8195283, 140.7430221 40.8195351, 140.7428074 40.8195491, 140.7426023 40.8195631, 140.7423776 40.8195838, 140.7422436 40.8195999, 140.7421452 40.8196118)"
109391511,False,,,,residential,False,31.071,,,"LINESTRING (140.7447918 40.8195651, 140.7447873 40.8195208, 140.7447782 40.8192859)"
109391511,False,,,,residential,True,80.15,,,"LINESTRING (140.7447918 40.8195651, 140.7447994 40.81961, 140.7449489 40.820276)"
225889055,True,,,旧線路通り,tertiary,False,40.657,,,"LINESTRING (140.7447918 40.8195651, 140.7443853 40.8195448, 140.7443097 40.819541)"
109377132,False,,,,tertiary,False,15.077,,,"LINESTRING (140.745682 40.8262664, 140.7455037 40.8262799)"
109377132,False,,,,tertiary,True,83.606,,,"LINESTRING (140.745682 40.8262664, 140.7458453 40.8262529, 140.7465767 40.8261965, 140.7466704 40.8261893)"
638692328,True,2,18,柳町通り,primary,False,81.147,,,"LINESTRING (140.745682 40.8262664, 140.7456786 40.8261684, 140.745671 40.825653, 140.7456699 40.8255367)"
109377132,False,,,,tertiary,True,15.077,,,"LINESTRING (140.7455037 40.8262799, 140.745682 40.8262664)"
109377132,False,,,,tertiary,False,122.571,,,"LINESTRING (140.7455037 40.8262799, 140.7453547 40.8262925, 140.744188 40.8263646, 140.744055 40.8263869)"
109247152,False,,,,unclassified,False,15.328,,,"LINESTRING (140.7437105 40.825397, 140.7436706 40.8252625)"
109247152,False,,,,unclassified,True,45.202999999999996,,,"LINESTRING (140.7437105 40.825397, 140.7438091 40.825698, 140.7438472 40.82579)"
105160842,True,,,,unclassified,False,144.505,,,"LINESTRING (140.7458955 40.822939, 140.7459035 40.8228555, 140.7459261 40.8226878, 140.7458958 40.8225451, 140.7456907 40.8216938, 140.7456818 40.821657)"
"[1123398578, 1123398581]",True,3,4;45,国道4号,trunk,False,49.43,50,50,"LINESTRING (140.7458955 40.822939, 140.7455541 40.8229133, 140.7453107 40.822897)"
109247148,False,,,,tertiary,False,13.402,,,"LINESTRING (140.7430109 40.8232062, 140.7430385 40.8233249)"
958818076,True,3,4;45,国道4号,trunk,False,48.179,50,50,"LINESTRING (140.7430109 40.8232062, 140.7424511 40.8232972)"
109247148,False,,,,tertiary,True,132.513,,,"LINESTRING (140.7430109 40.8232062, 140.7429896 40.8231183, 140.7429365 40.8229037, 140.7429186 40.8228348, 140.7429078 40.8227922, 140.7428579 40.8225974, 140.7427248 40.822098, 140.7427084 40.8220367)"
109098824,True,,,,unclassified,False,104.296,,,"LINESTRING (140.7523903 40.8240461, 140.7523103 40.8249821)"
678124579,False,,,,residential,True,67.849,,,"LINESTRING (140.7523903 40.8240461, 140.7515883 40.8239828)"
25339355,True,3,4;45,国道4号,trunk,False,92.84700000000001,50,50,"LINESTRING (140.7528088 40.8234881, 140.7518809 40.8234132, 140.7517116 40.8233996)"
109098788,True,,,,unclassified,False,100.048,,,"LINESTRING (140.7528088 40.8234881, 140.7528105 40.8233926, 140.7528184 40.8230603, 140.7528142 40.8229843, 140.7527564 40.8225909)"
