osmid,highway,oneway,reversed,length,geometry,est_width
310187496,tertiary,False,False,129.991,"LINESTRING (141.463706 38.6836269, 141.4638027 38.6839958, 141.4638711 38.6842537, 141.4639384 38.6845336, 141.463975 38.684673, 141.4639961 38.6847737)",
614172614,tertiary,False,True,225.752,"LINESTRING (141.463706 38.6836269, 141.4636034 38.6833134, 141.4634934 38.6830559, 141.4632276 38.6825592, 141.4627603 38.6817398)",
614172615,tertiary,False,False,169.702,"LINESTRING (141.463706 38.6836269, 141.4635405 38.6836625, 141.4618512 38.6841088)",
310187499,tertiary,False,True,99.7,"LINESTRING (141.4625381 38.6813502, 141.4626608 38.6813104, 141.463062 38.6811737, 141.4634065 38.6810558, 141.4635268 38.6810146, 141.4635913 38.6809925)",
310187500,tertiary,False,True,153.039,"LINESTRING (141.4625381 38.6813502, 141.4624901 38.6812648, 141.4622318 38.6808053, 141.4620745 38.6804899, 141.4619427 38.680168, 141.4619044 38.6800675)",
614172614,tertiary,False,False,47.421,"LINESTRING (141.4625381 38.6813502, 141.4625969 38.6814533, 141.4627603 38.6817398)",
768044413,tertiary,False,False,178.72199999999998,"LINESTRING (141.4625381 38.6813502, 141.4624113 38.6813946, 141.4610663 38.6818656, 141.460663 38.682014)",
105652213,tertiary,False,False,170.54699999999997,"LINESTRING (141.460663 38.682014, 141.4606179 38.6819353, 141.4604673 38.6816722, 141.46006 38.6809605, 141.4600314 38.6809106, 141.4599004 38.6806821, 141.4598614 38.6806137)",
105652213,tertiary,False,True,26.522,"LINESTRING (141.460663 38.682014, 141.460699 38.6820775, 141.4607867 38.6822321)",
768044413,tertiary,False,False,48.482,"LINESTRING (141.460663 38.682014, 141.4605705 38.6820454, 141.4601508 38.6821879)",
768044413,tertiary,False,True,178.72199999999998,"LINESTRING (141.460663 38.682014, 141.4610663 38.6818656, 141.4624113 38.6813946, 141.4625381 38.6813502)",
105652213,tertiary,False,False,41.113,"LINESTRING (141.4618512 38.6841088, 141.4618156 38.6840461, 141.4616595 38.6837707)",
614172615,tertiary,False,True,169.702,"LINESTRING (141.4618512 38.6841088, 141.4635405 38.6836625, 141.463706 38.6836269)",
888550504,tertiary,False,True,97.79,"LINESTRING (141.4618512 38.6841088, 141.4618867 38.6841808, 141.4619163 38.684241, 141.4619203 38.6843341, 141.4618975 38.6844336, 141.4618385 38.6845351, 141.4617205 38.6846283, 141.4615488 38.6846775, 141.4613463 38.6846859)",
107176260,residential,False,True,190.703,"LINESTRING (141.4659731 38.6847309, 141.4657505 38.6847466, 141.4656647 38.6847518, 141.4652114 38.684844, 141.4651389 38.6848879, 141.4650477 38.6849664, 141.4649646 38.6849958, 141.4646387 38.6850366, 141.4645542 38.6850366, 141.4644791 38.6850041, 141.4642122 38.6848021, 141.4641371 38.6847696, 141.464048 38.6847654, 141.464009 38.684771, 141.4639961 38.6847737)",
107176359,residential,False,True,25.372,"LINESTRING (141.4631336 38.6830068, 141.4630205 38.6827964)",
107176458,residential,False,False,151.323,"LINESTRING (141.4631336 38.6830068, 141.4615462 38.6835694)",
107176359,residential,False,False,173.75799999999998,"LINESTRING (141.4631336 38.6830068, 141.4632133 38.6832353, 141.4618282 38.6837126, 141.4616595 38.6837707)",
105652213,tertiary,False,False,17.952,"LINESTRING (141.4616595 38.6837707, 141.4615757 38.6836231)",
