osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,est_width,bridge
104812613,unclassified,False,False,67.548,"LINESTRING (141.7109064 39.0791912, 141.711029 39.0792273, 141.7116382 39.0794064)",,,,,,
111142922,trunk,False,False,48.721000000000004,"LINESTRING (141.7109064 39.0791912, 141.7107247 39.0795333, 141.7106913 39.0795963)",4,45,盛バイパス,,,
111142922,trunk,False,True,154.835,"LINESTRING (141.7109064 39.0791912, 141.7111915 39.0785742, 141.711492 39.0779959, 141.7115558 39.0778939)",4,45,盛バイパス,,,
1075778712,residential,False,True,50.487,"LINESTRING (141.7109064 39.0791912, 141.7107842 39.0791612, 141.7105934 39.0791647, 141.7104702 39.079174, 141.710333 39.0792027)",,,,,,
104812553,residential,False,False,51.072,"LINESTRING (141.7083615 39.0832483, 141.708953 39.0832603)",,,,,,
107055908,unclassified,False,True,59.58299999999999,"LINESTRING (141.7083615 39.0832483, 141.7082134 39.0832589, 141.707982 39.0832313, 141.7077818 39.0831627, 141.7077032 39.0831309)",,,,,,
111142922,trunk,False,False,99.405,"LINESTRING (141.7083615 39.0832483, 141.7082817 39.083379, 141.7081935 39.0835524, 141.70814 39.0836998, 141.7080272 39.0841001)",4,45,盛バイパス,,,
111142922,trunk,False,True,154.71699999999998,"LINESTRING (141.7083615 39.0832483, 141.7084258 39.0831435, 141.7085506 39.0829729, 141.7086814 39.0828186, 141.7092211 39.0822833, 141.7093793 39.0821072)",4,45,盛バイパス,,,
104791176,tertiary,False,True,30.049,"LINESTRING (141.7078035 39.0849787, 141.7079198 39.0850096, 141.7081328 39.0850664)",2,,,,,
111142922,trunk,False,False,127.057,"LINESTRING (141.7078035 39.0849787, 141.7077798 39.0850719, 141.7076524 39.0855465, 141.7076085 39.0857158, 141.707521 39.0861)",4,45,盛バイパス,,,
111142922,trunk,False,True,99.587,"LINESTRING (141.7078035 39.0849787, 141.7078246 39.0848956, 141.7078386 39.0848342, 141.7080272 39.0841001)",4,45,盛バイパス,,,
111142922,trunk,False,False,154.835,"LINESTRING (141.7115558 39.0778939, 141.711492 39.0779959, 141.7111915 39.0785742, 141.7109064 39.0791912)",4,45,盛バイパス,,,
654719638,trunk,False,True,40.799,"LINESTRING (141.7115558 39.0778939, 141.7116137 39.0778022, 141.711755 39.0775612)",2,45,大船渡バイパス,,,
654719638,trunk,False,False,40.799,"LINESTRING (141.711755 39.0775612, 141.7116137 39.0778022, 141.7115558 39.0778939)",2,45,大船渡バイパス,,,
1075778770,unclassified,True,False,31.811999999999998,"LINESTRING (141.711755 39.0775612, 141.7118706 39.0774929, 141.7119319 39.0774698, 141.7119984 39.0774572, 141.712085 39.0774598)",1,,,,,
104812602,residential,False,False,70.038,"LINESTRING (141.7097209 39.0815636, 141.7103798 39.0819312)",,,,,,
111142922,trunk,False,True,30.775,"LINESTRING (141.7097209 39.0815636, 141.7098493 39.0813054)",4,45,盛バイパス,,,
111142922,trunk,False,False,67.34100000000001,"LINESTRING (141.7097209 39.0815636, 141.7095086 39.0819345, 141.7093793 39.0821072)",4,45,盛バイパス,,,
53456964,secondary,False,False,135.0,"LINESTRING (141.711656 39.0825019, 141.7122817 39.0813892)",2,230,丸森権現堂線,40,,
104812602,residential,False,True,59.251,"LINESTRING (141.711656 39.0825019, 141.7110379 39.0822701)",,,,,,
53456964,secondary,False,True,172.14,"LINESTRING (141.711656 39.0825019, 141.7113289 39.0830616, 141.7109365 39.083944)",2,230,丸森権現堂線,40,,
53456964,secondary,False,False,10.636,"LINESTRING (141.7101493 39.0856375, 141.7101892 39.085547)",2,230,丸森権現堂線,40,,
53456964,secondary,False,True,19.733,"LINESTRING (141.7101493 39.0856375, 141.7101181 39.0858133)",2,230,丸森権現堂線,40,,
104791176,tertiary,False,False,44.02,"LINESTRING (141.7101493 39.0856375, 141.7100722 39.0856167, 141.7096677 39.0855072)",2,,,,,
104791176,tertiary,False,False,53.596000000000004,"LINESTRING (141.7087138 39.0852365, 141.708639 39.0852152, 141.7081328 39.0850664)",2,,,,,
104791176,tertiary,False,True,56.773,"LINESTRING (141.7087138 39.0852365, 141.7088011 39.0852613, 141.7093334 39.0854079)",2,,,,,
104812599,unclassified,False,False,99.52,"LINESTRING (141.7087138 39.0852365, 141.70875 39.0851633, 141.7091021 39.0843938)",,,,,,
53456964,secondary,False,False,19.733,"LINESTRING (141.7101181 39.0858133, 141.7101493 39.0856375)",2,230,丸森権現堂線,40,,
111142899,unclassified,False,False,83.49499999999999,"LINESTRING (141.7101181 39.0858133, 141.7104408 39.0858365, 141.7104934 39.0855786, 141.7101892 39.085547)",,,,,,
104812599,unclassified,False,False,33.171,"LINESTRING (141.7094965 39.0835519, 141.7096591 39.0832816)",,,,,,
104812599,unclassified,False,True,99.612,"LINESTRING (141.7094965 39.0835519, 141.7091021 39.0843938)",,,,,,
104812622,residential,False,False,63.602,"LINESTRING (141.7094965 39.0835519, 141.7101754 39.0837743)",,,,,,
104812549,residential,False,False,59.95,"LINESTRING (141.7122796 39.0837837, 141.7127369 39.0833779)",,,,,,
104812557,residential,False,False,48.065,"LINESTRING (141.7122796 39.0837837, 141.7128011 39.0839353)",,,,,,
104812549,residential,False,True,57.537000000000006,"LINESTRING (141.7122796 39.0837837, 141.7121096 39.0839116, 141.7119379 39.0842175)",,,,,,
104812585,residential,False,False,57.984,"LINESTRING (141.7141947 39.0858143, 141.713566 39.0856305)",,,,,,
104812623,residential,False,True,146.335,"LINESTRING (141.7124358 39.0843642, 141.7118494 39.085599)",,,,,,
111142910,unclassified,False,False,45.966,"LINESTRING (141.7124358 39.0843642, 141.7119379 39.0842175)",,,,,3.0m〜5.5m,
111142910,unclassified,False,True,13.665,"LINESTRING (141.7124358 39.0843642, 141.7125845 39.0844064)",,,,,3.0m〜5.5m,
104812613,unclassified,False,False,59.239999999999995,"LINESTRING (141.7124421 39.0798757, 141.7127561 39.0799246, 141.7129178 39.0799058, 141.7130572 39.0799103, 141.7131194 39.0799182)",,,,,,
104812613,unclassified,False,True,88.16399999999999,"LINESTRING (141.7124421 39.0798757, 141.712119 39.0797615, 141.7120708 39.0797367, 141.7117074 39.079442, 141.7116382 39.0794064)",,,,,,
111103590,unclassified,False,False,41.963,"LINESTRING (141.7124421 39.0798757, 141.7124142 39.0799323, 141.7123129 39.0801377, 141.7122536 39.0802229)",,,,,3.0m〜5.5m,
"[1075778773, 1075778774, 111103590]",unclassified,False,True,158.878,"LINESTRING (141.7124421 39.0798757, 141.7124579 39.0798373, 141.7124751 39.0797956, 141.7126666 39.0793308, 141.7130824 39.0786781, 141.7131565 39.0785631)",,,,,3.0m〜5.5m,yes
104812622,residential,False,False,68.349,"LINESTRING (141.7101754 39.0837743, 141.7109365 39.083944)",,,,,,
104812622,residential,False,True,63.602,"LINESTRING (141.7101754 39.0837743, 141.7094965 39.0835519)",,,,,,
104812575,unclassified,False,False,97.117,"LINESTRING (141.7101754 39.0837743, 141.7100478 39.0840138, 141.7098841 39.0845989, 141.7098792 39.0846139)",,,,,,
111142710,unclassified,False,False,53.08200000000001,"LINESTRING (141.7101754 39.0837743, 141.7103354 39.0835008, 141.710364 39.0833252)",,,,,3.0m〜5.5m,
104812546,residential,False,False,15.958,"LINESTRING (141.7118494 39.085599, 141.7120228 39.0856488)",,,,,,
104812623,residential,False,False,146.335,"LINESTRING (141.7118494 39.085599, 141.7124358 39.0843642)",,,,,,
"[104812546, 104812549]",residential,False,"[False, True]",181.151,"LINESTRING (141.7118494 39.085599, 141.7114896 39.0854956, 141.7117343 39.0845682, 141.7119379 39.0842175)",,,,,,
104812546,residential,False,False,29.368,"LINESTRING (141.7120228 39.0856488, 141.7123419 39.0857405)",,,,,,
