osmid,lanes,highway,oneway,reversed,length,ref,name,geometry,maxspeed,tunnel,junction
26369932,2,tertiary,False,False,16.508,,,"LINESTRING (136.513304 34.7331629, 136.5131469 34.7332362)",,,
601551199,3,trunk,True,False,56.07,23,国道23号,"LINESTRING (136.513304 34.7331629, 136.5132132 34.7326642)",,,
1009009851,,unclassified,False,False,16.437,,,"LINESTRING (136.513304 34.7331629, 136.5131318 34.7331202)",,,
26369932,2,tertiary,False,True,68.89699999999999,,,"LINESTRING (136.513304 34.7331629, 136.513427 34.733145, 136.5140464 34.7330549)",,,
26369932,2,tertiary,False,True,16.508,,,"LINESTRING (136.5131469 34.7332362, 136.513304 34.7331629)",,,
601551201,3,trunk,True,False,129.073,23,国道23号,"LINESTRING (136.5131469 34.7332362, 136.5135048 34.7343591)",,,
26369909,2,secondary,False,True,48.948,114,上浜高茶屋久居線,"LINESTRING (136.5191697 34.7323746, 136.5190908 34.7319392)",,,
26369932,2,tertiary,False,False,46.416,,,"LINESTRING (136.5191697 34.7323746, 136.5186675 34.7324371)",,,
26369914,2,secondary,True,False,92.497,114,上浜高茶屋久居線,"LINESTRING (136.5191697 34.7323746, 136.5191153 34.7324504, 136.5191133 34.7325058, 136.5191154 34.7326558, 136.5191173 34.7328577, 136.5191641 34.733192)",,,
29372685,2,tertiary,False,False,74.462,,,"LINESTRING (136.5191697 34.7323746, 136.5198966 34.7322753, 136.5199735 34.7322647)",,,
29372699,,secondary_link,False,True,8.943,,,"LINESTRING (136.5198015 34.7358016, 136.5197048 34.735814)",,,
144561118,,unclassified,False,True,86.958,,,"LINESTRING (136.5198015 34.7358016, 136.5199265 34.7357798, 136.5205142 34.7356989, 136.5205556 34.7356925, 136.5207382 34.7356642)",,,
600493917,2,secondary,True,False,122.726,114,上浜高茶屋久居線,"LINESTRING (136.5198015 34.7358016, 136.5197777 34.7356732, 136.519689 34.7352332, 136.519603 34.7348216, 136.5195803 34.734713)",,,
218399824,2,tertiary,False,False,53.497,,桜橋通り,"LINESTRING (136.5157558 34.738084, 136.5156598 34.7376094)",,,
218399824,2,tertiary,False,True,62.666,,桜橋通り,"LINESTRING (136.5157558 34.738084, 136.5158656 34.7386403)",,,
1009003955,,unclassified,False,True,42.805,,,"LINESTRING (136.5157558 34.738084, 136.5152942 34.7381496)",,,
218399824,2,tertiary,False,False,121.871,,桜橋通り,"LINESTRING (136.5156507 34.7375642, 136.5154389 34.7364821)",,,
218399824,2,tertiary,False,True,5.094,,桜橋通り,"LINESTRING (136.5156507 34.7375642, 136.5156598 34.7376094)",,,
1007147846,2,tertiary,False,False,47.917,,,"LINESTRING (136.5156507 34.7375642, 136.5151432 34.7376727)",,,
218399824,2,tertiary,False,False,81.999,,桜橋通り,"LINESTRING (136.5154389 34.7364821, 136.5152921 34.7357546)",,,
218399824,2,tertiary,False,True,121.871,,桜橋通り,"LINESTRING (136.5154389 34.7364821, 136.5156507 34.7375642)",,,
600493915,,residential,False,True,53.692,,,"LINESTRING (136.5154389 34.7364821, 136.5148634 34.7365795)",,,
"[29372690, 29337620]",2,tertiary,False,"[False, True]",331.076,,,"LINESTRING (136.5154389 34.7364821, 136.5155464 34.7364575, 136.5176249 34.7361703, 136.5177206 34.7366709, 136.517851 34.7373089)",,,
26369932,2,tertiary,False,False,32.92,,,"LINESTRING (136.5147623 34.7329712, 136.514406 34.7330149)",,,
218399820,2,tertiary,False,False,88.466,,桜橋通り,"LINESTRING (136.5147623 34.7329712, 136.5146041 34.7321863)",,,
26369932,2,tertiary,False,True,86.15700000000001,,,"LINESTRING (136.5147623 34.7329712, 136.515206 34.732906, 136.5156904 34.7328348)",,,
218399824,2,tertiary,False,True,88.07700000000001,,桜橋通り,"LINESTRING (136.5147623 34.7329712, 136.5147521 34.7330065, 136.5149028 34.7337521)",,,
26369933,,primary,True,False,20.988,19,,"LINESTRING (136.5114343 34.7334189, 136.5112211 34.7334891)",,,
26369933,,primary,True,False,16.374,19,,"LINESTRING (136.5112211 34.7334891, 136.5110494 34.7335312)",,,
"[373171608, 144562429]",,unclassified,False,"[False, True]",55.112,,,"LINESTRING (136.5112211 34.7334891, 136.5112181 34.7333729, 136.5111601 34.7329965)",,,
"[26369933, 1011343839]",,primary,True,False,77.729,19,,"LINESTRING (136.5110494 34.7335312, 136.5110168 34.733574, 136.5110078 34.7337226, 136.5110266 34.7337728, 136.511087 34.7338059, 136.5112606 34.7338059, 136.5114418 34.7338121, 136.5115583 34.7338168)",,,
184516281,,unclassified,False,True,100.036,,,"LINESTRING (136.5110494 34.7335312, 136.5110021 34.7334861, 136.510971 34.733445, 136.5109496 34.7334168, 136.5109384 34.7333984, 136.5108978 34.7332395, 136.5107824 34.7330484, 136.5107664 34.7329506, 136.5107358 34.7326883)",,,
29395729,2,tertiary,False,False,17.678,,,"LINESTRING (136.5115583 34.7338168, 136.511549 34.7339756)",,,
1011343840,,primary,False,False,31.957,19,,"LINESTRING (136.5115583 34.7338168, 136.5115766 34.7335298)",,,
26369933,,primary,True,False,17.921,19,,"LINESTRING (136.5115766 34.7335298, 136.5114343 34.7334189)",,,
1011343840,,primary,False,True,31.957,19,,"LINESTRING (136.5115766 34.7335298, 136.5115583 34.7338168)",,,
26369934,2,primary,True,False,100.625,19,津停車場線,"LINESTRING (136.5115766 34.7335298, 136.5124854 34.7333532, 136.512649 34.7333245)",,,
26369931,2,tertiary,False,False,202.995,,,"LINESTRING (136.517851 34.7373089, 136.517377 34.7373733, 136.5156598 34.7376094)",,,
26369931,2,tertiary,False,True,156.07500000000002,,,"LINESTRING (136.517851 34.7373089, 136.518159 34.737267, 136.5193659 34.7371029, 136.5194471 34.7371135, 136.5195278 34.7371468)",,,
"[29372690, 29337620]",2,tertiary,False,"[False, True]",331.076,,,"LINESTRING (136.517851 34.7373089, 136.5177206 34.7366709, 136.5176249 34.7361703, 136.5155464 34.7364575, 136.5154389 34.7364821)",,,
26369931,2,tertiary,False,False,156.075,,,"LINESTRING (136.5195278 34.7371468, 136.5194471 34.7371135, 136.5193659 34.7371029, 136.518159 34.737267, 136.517851 34.7373089)",,,
29372682,,unclassified,False,False,37.913,,,"LINESTRING (136.5164688 34.7319445, 136.5165364 34.7322809)",,,
29372682,,unclassified,False,True,39.312,,,"LINESTRING (136.5164688 34.7319445, 136.516395 34.7315962)",,,
218401225,,unclassified,False,True,86.035,,,"LINESTRING (136.5164688 34.7319445, 136.5155386 34.7320639)",,,
26369932,2,tertiary,False,False,86.574,,,"LINESTRING (136.5166253 34.7327088, 136.5164885 34.7327272, 136.5156904 34.7328348)",,,
26369932,2,tertiary,False,True,113.444,,,"LINESTRING (136.5166253 34.7327088, 136.5167472 34.7326926, 136.5178509 34.7325464)",,,
29372682,,unclassified,False,False,90.476,,,"LINESTRING (136.5166253 34.7327088, 136.516639 34.7327815, 136.5167767 34.7335129)",,,
29372682,,unclassified,False,True,48.354,,,"LINESTRING (136.5166253 34.7327088, 136.5166029 34.7326496, 136.5165991 34.7326395, 136.5165364 34.7322809)",,,
29372684,,residential,False,False,3.531,,,"LINESTRING (136.5168149 34.7335081, 136.5167767 34.7335129)",,,
29372684,,residential,False,True,46.161,,,"LINESTRING (136.5168149 34.7335081, 136.517313 34.733439)",,,
1008836537,,residential,False,False,36.599999999999994,,,"LINESTRING (136.5168149 34.7335081, 136.5168501 34.7336796, 136.5168827 34.7338325)",,,
29372699,,secondary_link,False,False,8.943,,,"LINESTRING (136.5197048 34.735814, 136.5198015 34.7358016)",,,
26369914,2,secondary,True,False,152.797,114,上浜高茶屋久居線,"LINESTRING (136.5197048 34.735814, 136.5197269 34.7359697, 136.5197684 34.7362522, 136.5197794 34.7363787, 136.5197715 34.7365304, 136.5197581 34.736621, 136.5197306 34.7367439, 136.5196874 34.736876, 136.5195816 34.7370688, 136.5195278 34.7371468)",,,
144561588,,tertiary,False,True,46.328,,,"LINESTRING (136.5130997 34.7368711, 136.5135925 34.7367732)",,,
1018629851,,tertiary,False,False,81.364,,上浜通り,"LINESTRING (136.5130997 34.7368711, 136.5130352 34.7361413)",,,
1018629851,,tertiary,False,True,50.828,,上浜通り,"LINESTRING (136.5130997 34.7368711, 136.513181 34.7373233)",,,
144562645,,tertiary,False,False,98.299,,,"LINESTRING (136.5130997 34.7368711, 136.5127215 34.7369341, 136.5120449 34.7370447)",,,
600493912,2,tertiary,False,True,38.006,,,"LINESTRING (136.5128765 34.7345637, 136.5132606 34.7344326)",,,
218399817,,unclassified,False,False,40.935,,上浜通り,"LINESTRING (136.5128765 34.7345637, 136.5128627 34.7344921, 136.5128064 34.7342001)",,,
600493912,2,tertiary,False,False,69.94900000000001,,,"LINESTRING (136.5128765 34.7345637, 136.512625 34.7346394, 136.512408 34.7347198, 136.5121855 34.7348297)",,,
1011343838,,unclassified,False,True,57.908,,上浜通り,"LINESTRING (136.5128765 34.7345637, 136.5128817 34.7346179, 136.5129259 34.7350829)",,,
144569900,,unclassified,False,True,31.786,,,"LINESTRING (136.5123001 34.7313201, 136.5119567 34.7313656)",,,
218399822,,unclassified,False,True,46.43,,上浜通り,"LINESTRING (136.5123001 34.7313201, 136.5123716 34.7317335)",,,
218399822,,unclassified,False,False,77.307,,上浜通り,"LINESTRING (136.5123001 34.7313201, 136.512293 34.7312644, 136.512238 34.7308333, 136.512161 34.7306375)",,,
29395731,,unclassified,False,False,62.772000000000006,,,"LINESTRING (136.5110276 34.7351396, 136.5116348 34.7351036, 136.5117121 34.7350941)",,,
29395729,2,tertiary,False,False,28.543,,,"LINESTRING (136.511549 34.7339756, 136.511534 34.734232)",,,
29395737,,unclassified,True,False,114.08500000000001,,,"LINESTRING (136.511549 34.7339756, 136.5111112 34.7339954, 136.5110271 34.7340377, 136.5110164 34.7341769, 136.5110704 34.7342231, 136.511534 34.734232)",,,
29395729,2,tertiary,False,True,17.678,,,"LINESTRING (136.511549 34.7339756, 136.5115583 34.7338168)",,,
144561353,,unclassified,False,False,47.107,,,"LINESTRING (136.511549 34.7339756, 136.5116348 34.7339798, 136.5120539 34.7339024)",,,
29395729,2,tertiary,False,False,97.233,,,"LINESTRING (136.511534 34.734232, 136.5117121 34.7350941)",,,
29395729,2,tertiary,False,True,28.543,,,"LINESTRING (136.511534 34.734232, 136.511549 34.7339756)",,,
144564053,,tertiary,False,False,58.851,,,"LINESTRING (136.5144556 34.7314384, 136.5150902 34.7313483)",,,
