osmid,oneway,lanes,ref,name,highway,reversed,length,maxspeed,geometry,bridge
673254280,False,2,849,日東東雲線,secondary,True,38.238,,"LINESTRING (142.7672359 43.8432884, 142.7671042 43.8429579)",
206278104,False,2,300,上川停車場線,secondary,False,59.510999999999996,40,"LINESTRING (142.7672359 43.8432884, 142.7672981 43.8434255, 142.7674937 43.8437901)",
488413282,False,2,39,国道39号,trunk,True,130.418,,"LINESTRING (142.7672359 43.8432884, 142.76635 43.8435086, 142.7662083 43.8435483, 142.7657099 43.8436928)",
673266344,False,2,39,国道39号,trunk,False,173.561,,"LINESTRING (142.7672359 43.8432884, 142.7674155 43.8432365, 142.7685761 43.843147, 142.7693772 43.8431026)",
673266344,False,2,39,国道39号,trunk,False,109.793,,"LINESTRING (142.7693772 43.8431026, 142.7707462 43.8430979)",
206279536,False,,,,unclassified,False,99.156,,"LINESTRING (142.7693772 43.8431026, 142.7693197 43.8433664, 142.7692718 43.8434357, 142.769059 43.843489, 142.7689383 43.8435255, 142.768567 43.8436378)",
673266344,False,2,39,国道39号,trunk,True,173.561,,"LINESTRING (142.7693772 43.8431026, 142.7685761 43.843147, 142.7674155 43.8432365, 142.7672359 43.8432884)",
206277064,False,2,,,tertiary,False,89.062,40,"LINESTRING (142.7707462 43.8430979, 142.7711613 43.8438408)",
673266344,False,2,39,国道39号,trunk,True,109.793,,"LINESTRING (142.7707462 43.8430979, 142.7693772 43.8431026)",
206277889,False,,,,unclassified,True,84.918,,"LINESTRING (142.7674937 43.8437901, 142.7665129 43.8440779)",
206278104,False,2,300,上川停車場線,secondary,False,22.429,40,"LINESTRING (142.7674937 43.8437901, 142.7676045 43.8439753)",
206278104,False,2,300,上川停車場線,secondary,True,59.510999999999996,40,"LINESTRING (142.7674937 43.8437901, 142.7672981 43.8434255, 142.7672359 43.8432884)",
206277891,False,,,,unclassified,True,62.544,,"LINESTRING (142.7657099 43.8436928, 142.7659955 43.8442162)",
488413282,False,2,39,国道39号,trunk,False,130.418,,"LINESTRING (142.7657099 43.8436928, 142.7662083 43.8435483, 142.76635 43.8435086, 142.7672359 43.8432884)",
206277064,False,2,,,tertiary,False,58.306,40,"LINESTRING (142.7711613 43.8438408, 142.7714443 43.8443238)",
206277064,False,2,,,tertiary,True,89.062,40,"LINESTRING (142.7711613 43.8438408, 142.7707462 43.8430979)",
206278067,False,,,,unclassified,True,185.165,,"LINESTRING (142.7711613 43.8438408, 142.7693881 43.84433, 142.7690091 43.8444435)",
