osmid,lanes,highway,oneway,reversed,length,geometry,ref,name,access
"[783532929, 1090607319]","['1', '2']","['unclassified', 'tertiary']",False,False,313.245,"LINESTRING (139.4837258 35.9903589, 139.4834915 35.9910093, 139.483321 35.9915079, 139.4830535 35.9922872, 139.4828048 35.9930754)",,,
783532929,2,tertiary,False,True,97.758,"LINESTRING (139.4837258 35.9903589, 139.4837563 35.9902113, 139.4838411 35.9897262, 139.4838827 35.989489)",,,
783532930,1,unclassified,False,False,67.867,"LINESTRING (139.4828048 35.9930754, 139.4825872 35.9936598)",,,
"[783532931, 120725964]",2,tertiary,False,True,211.85700000000003,"LINESTRING (139.4828048 35.9930754, 139.4837326 35.9930567, 139.4838763 35.9930597, 139.4851593 35.9930582)",,,
"[783532929, 1090607319]","['1', '2']","['unclassified', 'tertiary']",False,True,313.245,"LINESTRING (139.4828048 35.9930754, 139.4830535 35.9922872, 139.483321 35.9915079, 139.4834915 35.9910093, 139.4837258 35.9903589)",,,
783532929,2,tertiary,False,True,62.417,"LINESTRING (139.4838827 35.989489, 139.483989 35.9889343)",,,
120725939,1,unclassified,False,True,181.03300000000002,"LINESTRING (139.4838827 35.989489, 139.4840081 35.9894888, 139.4852502 35.9894964, 139.4852866 35.9895034, 139.485336 35.9895246, 139.4853477 35.9895552, 139.4853433 35.9899353, 139.4853578 35.9899671)",,,
783532929,2,tertiary,False,False,97.758,"LINESTRING (139.4838827 35.989489, 139.4838411 35.9897262, 139.4837563 35.9902113, 139.4837258 35.9903589)",,,
128250869,1,unclassified,False,True,323.498,"LINESTRING (139.4853578 35.9899671, 139.4889534 35.9899578)",,,
120725939,1,unclassified,False,False,181.03300000000002,"LINESTRING (139.4853578 35.9899671, 139.4853433 35.9899353, 139.4853477 35.9895552, 139.485336 35.9895246, 139.4852866 35.9895034, 139.4852502 35.9894964, 139.4840081 35.9894888, 139.4838827 35.989489)",,,
120725939,1,unclassified,False,True,351.383,"LINESTRING (139.4853578 35.9899671, 139.4854015 35.9899989, 139.4855301 35.9900447, 139.4873694 35.9906624, 139.4889468 35.9912067)",,,
120725967,2,tertiary,False,True,37.42,"LINESTRING (139.4889468 35.9912067, 139.4889517 35.9915432)",,,
128250870,1,unclassified,False,True,138.873,"LINESTRING (139.4889468 35.9912067, 139.4889534 35.9899578)",,,
120725939,1,unclassified,False,False,351.383,"LINESTRING (139.4889468 35.9912067, 139.4873694 35.9906624, 139.4855301 35.9900447, 139.4854015 35.9899989, 139.4853578 35.9899671)",,,
120725967,2,tertiary,False,False,167.038,"LINESTRING (139.4889734 35.9930453, 139.4889517 35.9915432)",,,
120725964,2,tertiary,False,False,115.365,"LINESTRING (139.4889734 35.9930453, 139.4879123 35.9930463, 139.4876911 35.9930465)",,,
120725967,2,tertiary,False,True,420.358,"LINESTRING (139.4889734 35.9930453, 139.4889759 35.9931954, 139.4889896 35.9947349, 139.4889996 35.9968256)",,,
"[783532931, 120725964]",2,tertiary,False,False,211.85700000000003,"LINESTRING (139.4851593 35.9930582, 139.4838763 35.9930597, 139.4837326 35.9930567, 139.4828048 35.9930754)",,,
120725964,2,tertiary,False,True,114.091,"LINESTRING (139.4851593 35.9930582, 139.4854503 35.9930512, 139.4863508 35.993048, 139.4864273 35.9930477)",,,
120725943,1,residential,False,True,56.947,"LINESTRING (139.4834615 35.9957542, 139.4828285 35.9957524)",,,
120725977,1,residential,False,False,63.53,"LINESTRING (139.4834615 35.9957542, 139.4834151 35.9963243)",,,
120725943,1,residential,False,False,107.723,"LINESTRING (139.4834615 35.9957542, 139.4838346 35.9957521, 139.4838856 35.9957653, 139.4839667 35.9958364, 139.4840303 35.9959586, 139.4840469 35.9960967, 139.4840645 35.9963518)",,,
120725943,1,residential,False,False,56.947,"LINESTRING (139.4828285 35.9957524, 139.4834615 35.9957542)",,,
120725943,1,residential,False,True,18.604,"LINESTRING (139.4828285 35.9957524, 139.4826219 35.9957597)",,,
120725943,1,residential,False,False,66.402,"LINESTRING (139.4818838 35.9957599, 139.4826219 35.9957597)",,,
783532930,1,unclassified,False,True,241.943,"LINESTRING (139.4818838 35.9957599, 139.4825872 35.9936598)",,,
120725947,1,residential,False,False,58.502,"LINESTRING (139.4834151 35.9963243, 139.4840645 35.9963518)",,,
120725977,1,residential,False,True,63.53,"LINESTRING (139.4834151 35.9963243, 139.4834615 35.9957542)",,,
120725947,1,residential,False,True,58.502,"LINESTRING (139.4840645 35.9963518, 139.4834151 35.9963243)",,,
120725943,1,residential,False,True,107.72300000000001,"LINESTRING (139.4840645 35.9963518, 139.4840469 35.9960967, 139.4840303 35.9959586, 139.4839667 35.9958364, 139.4838856 35.9957653, 139.4838346 35.9957521, 139.4834615 35.9957542)",,,
227756567,2,primary,False,False,26.938000000000002,"LINESTRING (139.489283 35.9967474, 139.4890604 35.9968081, 139.4889996 35.9968256)",74,日高川島線,
120725967,2,tertiary,False,False,420.358,"LINESTRING (139.4889996 35.9968256, 139.4889896 35.9947349, 139.4889759 35.9931954, 139.4889734 35.9930453)",,,
227756567,2,primary,False,True,26.938000000000002,"LINESTRING (139.4889996 35.9968256, 139.4890604 35.9968081, 139.489283 35.9967474)",74,日高川島線,
783532930,1,unclassified,False,False,241.943,"LINESTRING (139.4825872 35.9936598, 139.4818838 35.9957599)",,,
783532930,1,unclassified,False,True,67.867,"LINESTRING (139.4825872 35.9936598, 139.4828048 35.9930754)",,,
376758909,1,unclassified,False,False,233.656,"LINESTRING (139.4825872 35.9936598, 139.4826147 35.9938353, 139.4826219 35.9957597)",,,yes
120725964,2,tertiary,False,False,113.7,"LINESTRING (139.4876911 35.9930465, 139.4864273 35.9930477)",,,
120725964,2,tertiary,False,True,115.365,"LINESTRING (139.4876911 35.9930465, 139.4879123 35.9930463, 139.4889734 35.9930453)",,,
120725964,2,tertiary,False,True,113.7,"LINESTRING (139.4864273 35.9930477, 139.4876911 35.9930465)",,,
120725964,2,tertiary,False,False,114.09100000000001,"LINESTRING (139.4864273 35.9930477, 139.4863508 35.993048, 139.4854503 35.9930512, 139.4851593 35.9930582)",,,
120725943,1,residential,False,False,18.604,"LINESTRING (139.4826219 35.9957597, 139.4828285 35.9957524)",,,
120725943,1,residential,False,True,66.402,"LINESTRING (139.4826219 35.9957597, 139.4818838 35.9957599)",,,
376758909,1,unclassified,False,True,233.656,"LINESTRING (139.4826219 35.9957597, 139.4826147 35.9938353, 139.4825872 35.9936598)",,,yes
128250870,1,unclassified,False,False,114.955,"LINESTRING (139.4889598 35.988924, 139.4889534 35.9899578)",,,
128250871,1,unclassified,False,False,447.23400000000004,"LINESTRING (139.4889598 35.988924, 139.4870843 35.9889337, 139.4852885 35.9889347, 139.483989 35.9889343)",,,
783532929,2,tertiary,False,False,62.417,"LINESTRING (139.483989 35.9889343, 139.4838827 35.989489)",,,
128250871,1,unclassified,False,True,447.23400000000004,"LINESTRING (139.483989 35.9889343, 139.4852885 35.9889347, 139.4870843 35.9889337, 139.4889598 35.988924)",,,
128250869,1,unclassified,False,False,323.498,"LINESTRING (139.4889534 35.9899578, 139.4853578 35.9899671)",,,
128250870,1,unclassified,False,False,138.873,"LINESTRING (139.4889534 35.9899578, 139.4889468 35.9912067)",,,
128250870,1,unclassified,False,True,114.955,"LINESTRING (139.4889534 35.9899578, 139.4889598 35.988924)",,,
120725967,2,tertiary,False,False,37.42,"LINESTRING (139.4889517 35.9915432, 139.4889468 35.9912067)",,,
120725967,2,tertiary,False,True,167.038,"LINESTRING (139.4889517 35.9915432, 139.4889734 35.9930453)",,,
