osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,name
37562755,tertiary,40,False,True,35.55,"LINESTRING (139.5784596 35.6339956, 139.5783613 35.6339253, 139.5782976 35.6338783, 139.5781667 35.6337822)",,,
152465149,primary,40,False,True,36.589,"LINESTRING (139.5784596 35.6339956, 139.578358 35.6340712, 139.5781696 35.6342251)",2,11,狛江通り
255677332,tertiary,30,False,True,33.324,"LINESTRING (139.5784596 35.6339956, 139.5785879 35.6340438, 139.5787112 35.6340923, 139.5787935 35.6341227)",,,いちょう通り
"[952289000, 952288997]",primary,40,False,False,62.294,"LINESTRING (139.5784596 35.6339956, 139.5785835 35.6339073, 139.578655 35.6338578, 139.5789778 35.6336262)",2,11,狛江通り
30601721,unclassified,20,True,False,44.77,"LINESTRING (139.5800975 35.6346063, 139.5800402 35.6347004, 139.5798138 35.6347986, 139.5798113 35.6348002, 139.5797292 35.6348552)",,,
255677332,tertiary,30,False,False,104.17399999999999,"LINESTRING (139.5800975 35.6346063, 139.5800251 35.6345943, 139.5799452 35.634569, 139.5798572 35.6345387, 139.579673 35.6344697, 139.5794623 35.6343825, 139.5790512 35.634218)",,,いちょう通り
255677332,tertiary,30,False,True,37.802,"LINESTRING (139.5800975 35.6346063, 139.5801974 35.6346047, 139.5802514 35.6345956, 139.5803104 35.6345791, 139.5803587 35.6345643, 139.580407 35.6345396, 139.5804346 35.6345244, 139.5804832 35.6344975)",,,いちょう通り
255677332,tertiary,30,False,True,21.691,"LINESTRING (139.5804832 35.6344975, 139.580631 35.6343438)",,,いちょう通り
263927504,unclassified,,True,False,70.615,"LINESTRING (139.5804832 35.6344975, 139.5811454 35.6348346)",,,ふれあい側道
255677332,tertiary,30,False,False,37.802,"LINESTRING (139.5804832 35.6344975, 139.5804346 35.6345244, 139.580407 35.6345396, 139.5803587 35.6345643, 139.5803104 35.6345791, 139.5802514 35.6345956, 139.5801974 35.6346047, 139.5800975 35.6346063)",,,いちょう通り
35940970,unclassified,,False,False,40.120000000000005,"LINESTRING (139.5800113 35.6328965, 139.580067 35.6329426, 139.5803225 35.6331538)",,,
35940970,unclassified,,False,True,32.958,"LINESTRING (139.5800113 35.6328965, 139.5799716 35.6328578, 139.5797777 35.6326689)",,,
252721124,primary,40,False,False,91.247,"LINESTRING (139.5800113 35.6328965, 139.5803895 35.632634, 139.5807794 35.6323639)",2,11,狛江通り
252721124,primary,40,False,True,68.239,"LINESTRING (139.5800113 35.6328965, 139.5799114 35.6329715, 139.5794495 35.6333065)",2,11,狛江通り
26354764,secondary,40,False,False,84.57499999999999,"LINESTRING (139.5744472 35.6378842, 139.5743578 35.6376659, 139.5741434 35.6371648)",2,114,松原通り
249108985,primary,40,False,False,83.643,"LINESTRING (139.5744472 35.6378842, 139.5746207 35.6377635, 139.5751305 35.637377)",2,11,狛江通り
