osmid,highway,oneway,reversed,length,geometry,ref,name,bridge
110096861,unclassified,False,True,73.84,"LINESTRING (140.3007715 38.7674159, 140.2999872 38.7676748)",,,
110097233,unclassified,False,False,59.631,"LINESTRING (140.3007715 38.7674159, 140.3014036 38.7672045)",,,
110087654,unclassified,False,True,183.487,"LINESTRING (140.3007715 38.7674159, 140.3006788 38.7672298, 140.3002243 38.7663606, 140.2999827 38.7658847)",,,
110093893,unclassified,False,False,127.723,"LINESTRING (140.3007715 38.7674159, 140.300881 38.7676413, 140.3013184 38.7684824)",,,
110086941,primary,False,False,66.663,"LINESTRING (140.2985882 38.7661977, 140.2982843 38.765647)",32,新庄停車場線,
110089021,tertiary,False,False,88.321,"LINESTRING (140.2985882 38.7661977, 140.2995204 38.7658774)",,,
110096941,primary,False,True,196.924,"LINESTRING (140.2985882 38.7661977, 140.298874 38.7667446, 140.2990252 38.7670338, 140.2992732 38.7675141, 140.299441 38.7678391)",32,新庄停車場線,
110091143,unclassified,False,False,51.258,"LINESTRING (140.3025062 38.7613358, 140.3020958 38.7616676)",,,
110091565,tertiary,False,True,70.298,"LINESTRING (140.3025062 38.7613358, 140.3019441 38.7608802)",,,
110097165,tertiary,False,False,51.333,"LINESTRING (140.3025062 38.7613358, 140.3029223 38.7616642)",,,
110092531,unclassified,False,True,122.82499999999999,"LINESTRING (140.3025062 38.7613358, 140.3033531 38.7606848, 140.3034427 38.7606276, 140.3035417 38.7605875)",,,
110091184,primary,False,True,39.224,"LINESTRING (140.3003107 38.7636457, 140.3007458 38.7635491)",32,新庄停車場線,
110092229,unclassified,False,True,71.914,"LINESTRING (140.3003107 38.7636457, 140.3000102 38.7630429)",,,
110095918,unclassified,False,False,93.531,"LINESTRING (140.3003107 38.7636457, 140.3007708 38.7644065)",,,
110092411,primary,False,False,57.627,"LINESTRING (140.3003107 38.7636457, 140.2999396 38.7637486, 140.2996839 38.7638181)",32,新庄停車場線,
110086034,unclassified,False,True,85.14699999999999,"LINESTRING (140.3024961 38.7671007, 140.3025989 38.7672653, 140.3029417 38.7672838, 140.3030886 38.7673669, 140.30321 38.767512)",,,
"[110086203, 110087053]",unclassified,False,True,76.268,"LINESTRING (140.3024961 38.7671007, 140.3021853 38.7671988, 140.3020521 38.7669871, 140.3019456 38.7668177)",,,
110093171,unclassified,False,False,132.428,"LINESTRING (140.3024961 38.7671007, 140.3031398 38.7669093, 140.3039371 38.7667068)",,,
110094831,primary,False,False,11.293,"LINESTRING (140.29948 38.767936, 140.299441 38.7678391)",32,新庄停車場線,
110087176,primary,False,True,100.099,"LINESTRING (140.29948 38.767936, 140.2994783 38.7679988, 140.2994383 38.7680294, 140.2985571 38.7683054, 140.2984937 38.7683253)",32,新庄停車場線,
110094632,unclassified,False,True,111.245,"LINESTRING (140.29948 38.767936, 140.299521 38.768013, 140.2995452 38.7680594, 140.2999638 38.7688626)",,,
110088343,tertiary,False,False,98.631,"LINESTRING (140.2999638 38.7688626, 140.2988985 38.7691739)",,,
110095108,tertiary,False,True,12.987,"LINESTRING (140.2999638 38.7688626, 140.3001054 38.7688245)",,,
110094632,unclassified,False,False,111.24499999999999,"LINESTRING (140.2999638 38.7688626, 140.2995452 38.7680594, 140.299521 38.768013, 140.29948 38.767936)",,,
110095819,unclassified,False,False,64.496,"LINESTRING (140.2991212 38.7611893, 140.2996112 38.7607529)",,,
110086247,unclassified,False,True,56.873000000000005,"LINESTRING (140.2991212 38.7611893, 140.2988599 38.761419, 140.2986617 38.7615528)",,,
110088242,unclassified,False,True,60.941,"LINESTRING (140.2991212 38.7611893, 140.299525 38.761574, 140.2995494 38.761604, 140.29956 38.761617)",,,
110094305,unclassified,False,False,82.93799999999999,"LINESTRING (140.2991212 38.7611893, 140.2987024 38.7608317, 140.2984762 38.7606385)",,,
