osmid,oneway,highway,est_width,reversed,length,lanes,ref,name,maxspeed,access,geometry,bridge
136693452,True,unclassified,3.0m〜5.5m,False,44.048,,,,,,"LINESTRING (138.9492577 34.6753501, 138.9487865 34.6754323)",
378491643,True,trunk,,False,31.936999999999998,2,135,国道135号,50,yes,"LINESTRING (138.9492577 34.6753501, 138.9490428 34.6754284, 138.9489445 34.6754762)",
635517148,False,trunk,,True,82.913,2,136,国道136号,,yes,"LINESTRING (138.9451841 34.6778993, 138.9459404 34.677488)",
136694321,False,trunk,,True,104.93,2,414,国道414号,,,"LINESTRING (138.9451841 34.6778993, 138.9452871 34.6780316, 138.9453839 34.6782202, 138.9454307 34.6783383, 138.9454675 34.6784723, 138.9455494 34.6787854)",
"[136694318, 297640271]",False,trunk,,True,92.711,2,136,国道136号,,yes,"LINESTRING (138.9451841 34.6778993, 138.9449281 34.6780897, 138.9445471 34.6783526, 138.9444211 34.6784481)",
"[697326112, 136693494, 697326111]",False,tertiary,5.5m〜13.0m,False,67.342,,,マイマイ通り,,,"LINESTRING (138.9451841 34.6778993, 138.9451077 34.6778357, 138.9450514 34.6777883, 138.9446546 34.6774785)",yes
344896880,False,unclassified,,False,68.689,,,,,,"LINESTRING (138.9457534 34.6798146, 138.9464968 34.6797259)",
136694321,False,trunk,,False,104.479,2,414,国道414号,,,"LINESTRING (138.9457534 34.6798146, 138.9457208 34.6796605, 138.9455677 34.6788875)",
136694321,False,trunk,,True,75.14699999999999,2,414,国道414号,,,"LINESTRING (138.9457534 34.6798146, 138.9458272 34.6801473, 138.9458783 34.6804823)",
344896880,False,unclassified,,True,84.951,,,,,,"LINESTRING (138.9457534 34.6798146, 138.9453479 34.6798516, 138.9448328 34.6799161)",
136694321,False,trunk,,False,88.196,2,414,国道414号,,,"LINESTRING (138.9458055 34.6812732, 138.9458783 34.6804823)",
136694321,False,trunk,,True,110.006,2,414,国道414号,,,"LINESTRING (138.9458055 34.6812732, 138.9457166 34.6822598)",
344896878,False,unclassified,,False,59.006,,,,,,"LINESTRING (138.9458055 34.6812732, 138.9464491 34.6813117)",
344896878,False,unclassified,,True,54.84,,,,,,"LINESTRING (138.9458055 34.6812732, 138.9452082 34.6812287)",
