osmid,ref,name,highway,oneway,reversed,length,bridge,lanes,maxspeed,geometry
"[198396361, 372763802, 1239847402]",162,"['内灘大橋(サンセットブリッジ内灘)', '高松内灘線']",secondary,False,False,465.95500000000004,yes,2,60,"LINESTRING (136.6494073 36.6584983, 136.649635 36.6587929, 136.6498727 36.6590972, 136.6519549 36.6617147, 136.6521094 36.6619109, 136.6522078 36.6620356)"
40477123,,,tertiary,False,False,411.40999999999997,,,,"LINESTRING (136.6522078 36.6620356, 136.6523407 36.6619649, 136.6524174 36.6619257, 136.652456 36.6619031, 136.6524879 36.6618773, 136.6525036 36.6618501, 136.6525093 36.6618231, 136.65251 36.6617926, 136.6525025 36.6617665, 136.6524885 36.6617412, 136.652465 36.6617186, 136.6524029 36.6616805, 136.6523772 36.6616626, 136.652348 36.6616318, 136.6523287 36.6616036, 136.6523163 36.6615689, 136.6523128 36.661536, 136.6523163 36.6615035, 136.6523327 36.6614629, 136.6523574 36.6614289, 136.6523871 36.6614012, 136.6524198 36.6613827, 136.6524607 36.6613673, 136.6525121 36.6613575, 136.652578 36.6613594, 136.6526411 36.6613763, 136.6527158 36.6614149, 136.6527995 36.6614477, 136.6528619 36.6614592, 136.6529142 36.6614594, 136.6529445 36.6614558, 136.6529723 36.661446, 136.6529931 36.6614365, 136.6530128 36.6614211, 136.6530313 36.6614002, 136.6530458 36.6613754, 136.6530491 36.661345, 136.6530471 36.6613165, 136.653036 36.6612813, 136.6530159 36.6612489, 136.6528805 36.6610642, 136.6528583 36.6610242, 136.6528444 36.6609796, 136.6528416 36.6609432, 136.6528449 36.6609054, 136.652864 36.6608717, 136.6528943 36.6608465, 136.6529321 36.6608249, 136.6529698 36.6608145, 136.6530203 36.6608128, 136.6530614 36.6608144, 136.6531263 36.6608253, 136.6532117 36.6608604, 136.653471 36.6609798, 136.6536981 36.6610751, 136.654022 36.6611887, 136.6542636 36.6612639, 136.6543289 36.6612711, 136.6543959 36.6612739, 136.6544492 36.6612746, 136.6545032 36.6612689, 136.6548452 36.6611849)"
198396470,,,tertiary,False,False,260.747,,,,"LINESTRING (136.6522078 36.6620356, 136.6524729 36.6623813, 136.6525109 36.6624284, 136.6527281 36.6627056, 136.6537615 36.6640219)"
"[198396361, 1239847402, 372763802]",162,"['内灘大橋(サンセットブリッジ内灘)', '高松内灘線']",secondary,False,True,465.955,yes,2,60,"LINESTRING (136.6522078 36.6620356, 136.6521094 36.6619109, 136.6519549 36.6617147, 136.6498727 36.6590972, 136.649635 36.6587929, 136.6494073 36.6584983)"
198396470,,,tertiary,False,False,181.616,,,,"LINESTRING (136.6537615 36.6640219, 136.6543204 36.6647577, 136.6548183 36.665418)"
198396470,,,tertiary,False,True,260.747,,,,"LINESTRING (136.6537615 36.6640219, 136.6527281 36.6627056, 136.6525109 36.6624284, 136.6524729 36.6623813, 136.6522078 36.6620356)"
"[201201024, 201201333]",,,unclassified,False,"[False, True]",355.287,,,,"LINESTRING (136.6537615 36.6640219, 136.6535889 36.6640996, 136.6531636 36.6642753, 136.6529184 36.6644371, 136.6528113 36.664531, 136.6525992 36.6646176, 136.6524001 36.6646798, 136.6522684 36.664743, 136.6532428 36.6660935, 136.6533693 36.6661698, 136.653486 36.6661409)"
198396470,,,tertiary,False,True,181.616,,,,"LINESTRING (136.6548183 36.665418, 136.6543204 36.6647577, 136.6537615 36.6640219)"
198447754,,,tertiary,False,False,143.684,,,,"LINESTRING (136.6548183 36.665418, 136.6547466 36.6654508, 136.653636 36.6660384, 136.6535444 36.6660911, 136.653486 36.6661409)"
201201298,,,residential,False,True,27.436,,,,"LINESTRING (136.6583099 36.6657693, 136.6582826 36.6657285, 136.658175 36.6655476)"
372760168,,,tertiary,False,False,35.457,,,,"LINESTRING (136.6583099 36.6657693, 136.6585346 36.6656961, 136.6585616 36.6656889, 136.6586817 36.6656569)"
372760168,,,tertiary,False,True,84.926,,,,"LINESTRING (136.6583099 36.6657693, 136.6574933 36.6660249, 136.6574323 36.6660607)"
1239847400,8;162,松任宇ノ気線,primary,False,False,19.619,,2,,"LINESTRING (136.6586817 36.6656569, 136.6585671 36.6655063)"
372760168,,,tertiary,False,True,35.457,,,,"LINESTRING (136.6586817 36.6656569, 136.6585616 36.6656889, 136.6585346 36.6656961, 136.6583099 36.6657693)"
1239847400,8;162,松任宇ノ気線,primary,False,True,30.427,,2,,"LINESTRING (136.6586817 36.6656569, 136.6588207 36.665852, 136.6588452 36.6658968)"
"[1239847400, 198397905, 198397902]",8;162,松任宇ノ気線,primary,False,"[False, True]",127.684,yes,2,,"LINESTRING (136.654251 36.6602571, 136.6546726 36.6607166, 136.6547369 36.6607831, 136.6549022 36.660925, 136.6550001 36.6610043, 136.6550868 36.6610649, 136.6551814 36.6611229)"
"[724470681, 724470682, 40477119]",,,"['unclassified', 'tertiary']",False,False,495.949,yes,,,"LINESTRING (136.6551814 36.6611229, 136.6552918 36.6610952, 136.6553849 36.6610543, 136.6554896 36.6610147, 136.6556008 36.6609823, 136.6556623 36.6609609, 136.6558276 36.6609532, 136.6559802 36.6609908, 136.656224 36.661087, 136.656515 36.6612325, 136.6567554 36.6613464, 136.6570063 36.6614507, 136.6572838 36.6615353, 136.6575407 36.6615899, 136.6582089 36.6617307, 136.6589043 36.6618588, 136.6590654 36.6618999, 136.6591971 36.6619351, 136.6592947 36.6619748, 136.6594068 36.6620367, 136.6594751 36.6621, 136.6595385 36.6621751, 136.6599361 36.6627299)"
40477123,,,tertiary,False,True,21.847,,,,"LINESTRING (136.6551814 36.6611229, 136.6550222 36.6611414, 136.6549417 36.6611608)"
"[1239847400, 198397905, 198397902]",8;162,松任宇ノ気線,primary,False,"[False, True]",127.684,yes,2,,"LINESTRING (136.6551814 36.6611229, 136.6550868 36.6610649, 136.6550001 36.6610043, 136.6549022 36.660925, 136.6547369 36.6607831, 136.6546726 36.6607166, 136.654251 36.6602571)"
1239847400,8;162,松任宇ノ気線,primary,False,True,387.60699999999997,,2,,"LINESTRING (136.6551814 36.6611229, 136.6554299 36.6612886, 136.6560003 36.6616688, 136.6562591 36.6618571, 136.6563318 36.6619287, 136.6565723 36.6622124, 136.6566617 36.6623485, 136.6567275 36.6624783, 136.6569003 36.6630985, 136.6570087 36.6635116, 136.6570432 36.6636349, 136.65708 36.6637369, 136.6571913 36.6639162, 136.6572917 36.6640202)"
"[724470681, 724470682, 40477119]",,,"['unclassified', 'tertiary']",False,True,495.94900000000007,yes,,,"LINESTRING (136.6599361 36.6627299, 136.6595385 36.6621751, 136.6594751 36.6621, 136.6594068 36.6620367, 136.6592947 36.6619748, 136.6591971 36.6619351, 136.6590654 36.6618999, 136.6589043 36.6618588, 136.6582089 36.6617307, 136.6575407 36.6615899, 136.6572838 36.6615353, 136.6570063 36.6614507, 136.6567554 36.6613464, 136.656515 36.6612325, 136.656224 36.661087, 136.6559802 36.6609908, 136.6558276 36.6609532, 136.6556623 36.6609609, 136.6556008 36.6609823, 136.6554896 36.6610147, 136.6553849 36.6610543, 136.6552918 36.6610952, 136.6551814 36.6611229)"
198447754,,,tertiary,False,False,100.68299999999999,,,,"LINESTRING (136.653486 36.6661409, 136.6534701 36.6661773, 136.6534773 36.6662236, 136.6535116 36.6662862, 136.6540431 36.6669055)"
198447754,,,tertiary,False,True,143.684,,,,"LINESTRING (136.653486 36.6661409, 136.6535444 36.6660911, 136.653636 36.6660384, 136.6547466 36.6654508, 136.6548183 36.665418)"
"[201201024, 201201333]",,,unclassified,False,"[False, True]",355.287,,,,"LINESTRING (136.653486 36.6661409, 136.6533693 36.6661698, 136.6532428 36.6660935, 136.6522684 36.664743, 136.6524001 36.6646798, 136.6525992 36.6646176, 136.6528113 36.664531, 136.6529184 36.6644371, 136.6531636 36.6642753, 136.6535889 36.6640996, 136.6537615 36.6640219)"
198447754,,,tertiary,False,True,100.68299999999999,,,,"LINESTRING (136.6540431 36.6669055, 136.6535116 36.6662862, 136.6534773 36.6662236, 136.6534701 36.6661773, 136.653486 36.6661409)"
198448323,,,residential,False,False,40.116,,,,"LINESTRING (136.6540431 36.6669055, 136.6541022 36.666877, 136.6544185 36.6667069)"
198448323,,,residential,False,False,36.117,,,,"LINESTRING (136.6544185 36.6667069, 136.6547522 36.6665229)"
198448323,,,residential,False,True,40.116,,,,"LINESTRING (136.6544185 36.6667069, 136.6541022 36.666877, 136.6540431 36.6669055)"
198448323,,,residential,False,True,36.117,,,,"LINESTRING (136.6547522 36.6665229, 136.6544185 36.6667069)"
201201326,,,residential,False,False,143.146,,,,"LINESTRING (136.6535637 36.6606881, 136.6536623 36.6607875, 136.6537824 36.6608832, 136.6538681 36.6609352, 136.6539721 36.6609887, 136.6540981 36.6610274, 136.6542714 36.6610614, 136.6544689 36.6610772, 136.6546427 36.6610758, 136.6547978 36.6610651, 136.65488 36.6610812, 136.6549201 36.6611115, 136.6549417 36.6611608)"
40477123,,,tertiary,False,False,9.015,,,,"LINESTRING (136.6548452 36.6611849, 136.6549417 36.6611608)"
40477123,,,tertiary,False,True,411.4100000000001,,,,"LINESTRING (136.6548452 36.6611849, 136.6545032 36.6612689, 136.6544492 36.6612746, 136.6543959 36.6612739, 136.6543289 36.6612711, 136.6542636 36.6612639, 136.654022 36.6611887, 136.6536981 36.6610751, 136.653471 36.6609798, 136.6532117 36.6608604, 136.6531263 36.6608253, 136.6530614 36.6608144, 136.6530203 36.6608128, 136.6529698 36.6608145, 136.6529321 36.6608249, 136.6528943 36.6608465, 136.652864 36.6608717, 136.6528449 36.6609054, 136.6528416 36.6609432, 136.6528444 36.6609796, 136.6528583 36.6610242, 136.6528805 36.6610642, 136.6530159 36.6612489, 136.653036 36.6612813, 136.6530471 36.6613165, 136.6530491 36.661345, 136.6530458 36.6613754, 136.6530313 36.6614002, 136.6530128 36.6614211, 136.6529931 36.6614365, 136.6529723 36.661446, 136.6529445 36.6614558, 136.6529142 36.6614594, 136.6528619 36.6614592, 136.6527995 36.6614477, 136.6527158 36.6614149, 136.6526411 36.6613763, 136.652578 36.6613594, 136.6525121 36.6613575, 136.6524607 36.6613673, 136.6524198 36.6613827, 136.6523871 36.6614012, 136.6523574 36.6614289, 136.6523327 36.6614629, 136.6523163 36.6615035, 136.6523128 36.661536, 136.6523163 36.6615689, 136.6523287 36.6616036, 136.652348 36.6616318, 136.6523772 36.6616626, 136.6524029 36.6616805, 136.652465 36.6617186, 136.6524885 36.6617412, 136.6525025 36.6617665, 136.65251 36.6617926, 136.6525093 36.6618231, 136.6525036 36.6618501, 136.6524879 36.6618773, 136.652456 36.6619031, 136.6524174 36.6619257, 136.6523407 36.6619649, 136.6522078 36.6620356)"
"[201200981, 1239628686]",,,residential,False,True,597.051,,,,"LINESTRING (136.6548452 36.6611849, 136.654887 36.6614885, 136.6549206 36.6616571, 136.6549683 36.6617745, 136.6550328 36.6618578, 136.655109 36.6619356, 136.6555228 36.6623044, 136.6556629 36.6624443, 136.6557304 36.6625299, 136.6557803 36.6626305, 136.6558271 36.662735, 136.6560017 36.6632517, 136.6561248 36.663598, 136.6562396 36.6638953, 136.6564479 36.6643256, 136.6568334 36.6650799, 136.6569545 36.6652974, 136.6571847 36.665629, 136.6573404 36.6658936, 136.6574323 36.6660607)"
1239847400,8;162,松任宇ノ気線,primary,False,False,53.973,,2,,"LINESTRING (136.6576804 36.6643922, 136.6572917 36.6640202)"
201201298,,,residential,False,False,139.061,,,,"LINESTRING (136.6576804 36.6643922, 136.6576409 36.6644255, 136.657641 36.6644413, 136.6576872 36.6645275, 136.6577738 36.6647114, 136.657999 36.6652685, 136.658175 36.6655476)"
1239847400,8;162,松任宇ノ気線,primary,False,True,147.19,,2,,"LINESTRING (136.6576804 36.6643922, 136.6577818 36.6644867, 136.6579191 36.6646405, 136.6579941 36.6647422, 136.6581767 36.6649898, 136.6581786 36.6649924, 136.6583309 36.6651942, 136.6584082 36.6652968, 136.6584494 36.6653503, 136.6585671 36.6655063)"
201201298,,,residential,False,False,27.436,,,,"LINESTRING (136.658175 36.6655476, 136.6582826 36.6657285, 136.6583099 36.6657693)"
201201298,,,residential,False,True,139.061,,,,"LINESTRING (136.658175 36.6655476, 136.657999 36.6652685, 136.6577738 36.6647114, 136.6576872 36.6645275, 136.657641 36.6644413, 136.6576409 36.6644255, 136.6576804 36.6643922)"
1241648957,,,residential,False,True,39.412000000000006,,,,"LINESTRING (136.658175 36.6655476, 136.6579288 36.6656025, 136.6577911 36.6656308, 136.6577699 36.6655997)"
372760168,,,tertiary,False,False,84.926,,,,"LINESTRING (136.6574323 36.6660607, 136.6574933 36.6660249, 136.6583099 36.6657693)"
"[201200981, 1239628686]",,,residential,False,False,597.0509999999999,,,,"LINESTRING (136.6574323 36.6660607, 136.6573404 36.6658936, 136.6571847 36.665629, 136.6569545 36.6652974, 136.6568334 36.6650799, 136.6564479 36.6643256, 136.6562396 36.6638953, 136.6561248 36.663598, 136.6560017 36.6632517, 136.6558271 36.662735, 136.6557803 36.6626305, 136.6557304 36.6625299, 136.6556629 36.6624443, 136.6555228 36.6623044, 136.655109 36.6619356, 136.6550328 36.6618578, 136.6549683 36.6617745, 136.6549206 36.6616571, 136.654887 36.6614885, 136.6548452 36.6611849)"
384702912,,,residential,False,False,232.021,,,,"LINESTRING (136.6595137 36.6629603, 136.658563 36.6634042, 136.6575697 36.6638601, 136.6575518 36.6639066, 136.6572917 36.6640202)"
1239847400,8;162,松任宇ノ気線,primary,False,True,53.973,,2,,"LINESTRING (136.6572917 36.6640202, 136.6576804 36.6643922)"
384702912,,,residential,False,True,232.021,,,,"LINESTRING (136.6572917 36.6640202, 136.6575518 36.6639066, 136.6575697 36.6638601, 136.658563 36.6634042, 136.6595137 36.6629603)"
1239847400,8;162,松任宇ノ気線,primary,False,False,387.607,,2,,"LINESTRING (136.6572917 36.6640202, 136.6571913 36.6639162, 136.65708 36.6637369, 136.6570432 36.6636349, 136.6570087 36.6635116, 136.6569003 36.6630985, 136.6567275 36.6624783, 136.6566617 36.6623485, 136.6565723 36.6622124, 136.6563318 36.6619287, 136.6562591 36.6618571, 136.6560003 36.6616688, 136.6554299 36.6612886, 136.6551814 36.6611229)"
40477123,,,tertiary,False,True,9.015,,,,"LINESTRING (136.6549417 36.6611608, 136.6548452 36.6611849)"
40477123,,,tertiary,False,False,21.847,,,,"LINESTRING (136.6549417 36.6611608, 136.6550222 36.6611414, 136.6551814 36.6611229)"
201201326,,,residential,False,True,143.146,,,,"LINESTRING (136.6549417 36.6611608, 136.6549201 36.6611115, 136.65488 36.6610812, 136.6547978 36.6610651, 136.6546427 36.6610758, 136.6544689 36.6610772, 136.6542714 36.6610614, 136.6540981 36.6610274, 136.6539721 36.6609887, 136.6538681 36.6609352, 136.6537824 36.6608832, 136.6536623 36.6607875, 136.6535637 36.6606881)"
1241648957,,,residential,False,False,39.412000000000006,,,,"LINESTRING (136.6577699 36.6655997, 136.6577911 36.6656308, 136.6579288 36.6656025, 136.658175 36.6655476)"
1239847400,8;162,松任宇ノ気線,primary,False,True,19.619,,2,,"LINESTRING (136.6585671 36.6655063, 136.6586817 36.6656569)"
1239847400,8;162,松任宇ノ気線,primary,False,False,147.19,,2,,"LINESTRING (136.6585671 36.6655063, 136.6584494 36.6653503, 136.6584082 36.6652968, 136.6583309 36.6651942, 136.6581786 36.6649924, 136.6581767 36.6649898, 136.6579941 36.6647422, 136.6579191 36.6646405, 136.6577818 36.6644867, 136.6576804 36.6643922)"
1241675272,,,residential,False,False,14.187,,,,"LINESTRING (136.6585671 36.6655063, 136.6586759 36.6654653, 136.6587129 36.6654558)"
1241675275,,,residential,False,False,8.168,,,,"LINESTRING (136.6587129 36.6654558, 136.6586652 36.6653931)"
1241675272,,,residential,False,False,65.267,,,,"LINESTRING (136.6587129 36.6654558, 136.6590029 36.6658381, 136.6588452 36.6658968)"
1241675272,,,residential,False,True,14.187,,,,"LINESTRING (136.6587129 36.6654558, 136.6586759 36.6654653, 136.6585671 36.6655063)"
1239847400,8;162,松任宇ノ気線,primary,False,False,30.427,,2,,"LINESTRING (136.6588452 36.6658968, 136.6588207 36.665852, 136.6586817 36.6656569)"
1241675272,,,residential,False,True,65.267,,,,"LINESTRING (136.6588452 36.6658968, 136.6590029 36.6658381, 136.6587129 36.6654558)"
1241675275,,,residential,False,True,8.168,,,,"LINESTRING (136.6586652 36.6653931, 136.6587129 36.6654558)"
