osmid,highway,oneway,reversed,length,bridge,geometry,lanes,ref,name,maxspeed
"[159675496, 159675226, 159675548]",unclassified,False,True,62.45200000000001,yes,"LINESTRING (135.4944201 34.9223981, 135.4943296 34.9221826, 135.4943087 34.9220965, 135.4942641 34.9219078, 135.4942661 34.9218541)",,,,
251718275,trunk,False,False,119.369,,"LINESTRING (135.4944201 34.9223981, 135.4941515 34.9226099, 135.4935149 34.9231732)",2,423,国道423号,40
379747880,secondary,False,False,76.056,,"LINESTRING (135.4944201 34.9223981, 135.4945859 34.9226165, 135.4948469 34.9229857)",,109,余野車作線,
"[251718273, 379757188, 379757189]",trunk,False,True,297.803,yes,"LINESTRING (135.4944201 34.9223981, 135.4946684 34.9221897, 135.4947874 34.9220588, 135.4949065 34.9218991, 135.4950181 34.921704, 135.4950742 34.9215831, 135.4951134 34.9214332, 135.495129 34.9211582, 135.4951108 34.9209452, 135.4950599 34.9207633, 135.4949789 34.9205728, 135.4945624 34.9200068)",2,423,国道423号,40
159675360,unclassified,False,False,61.894999999999996,,"LINESTRING (135.4945624 34.9200068, 135.4942545 34.9201152, 135.4940549 34.9203447)",,,,
159681319,secondary,False,True,61.63,,"LINESTRING (135.4945624 34.9200068, 135.4946943 34.9199466, 135.4949697 34.9198808, 135.495206 34.9198565)",,110,余野茨木線,
"[251718273, 379757188, 379757189]",trunk,False,False,297.803,yes,"LINESTRING (135.4945624 34.9200068, 135.4949789 34.9205728, 135.4950599 34.9207633, 135.4951108 34.9209452, 135.495129 34.9211582, 135.4951134 34.9214332, 135.4950742 34.9215831, 135.4950181 34.921704, 135.4949065 34.9218991, 135.4947874 34.9220588, 135.4946684 34.9221897, 135.4944201 34.9223981)",2,423,国道423号,40
685529891,residential,False,True,113.63499999999999,,"LINESTRING (135.4926339 34.9205485, 135.492864 34.9206273, 135.4931281 34.9206317, 135.4933186 34.9205987, 135.4934326 34.9205767, 135.4938536 34.9205798)",,,,
159674975,unclassified,False,False,17.065,,"LINESTRING (135.4938536 34.9205798, 135.493869 34.92065, 135.4938993 34.9207283)",,,,
"[159675360, 159675346, 159675214, 159674975]",unclassified,False,True,32.31,yes,"LINESTRING (135.4938536 34.9205798, 135.493884 34.9205178, 135.4939446 34.9204721, 135.4940437 34.9203576, 135.4940549 34.9203447)",,,,
685529891,residential,False,False,113.635,,"LINESTRING (135.4938536 34.9205798, 135.4934326 34.9205767, 135.4933186 34.9205987, 135.4931281 34.9206317, 135.492864 34.9206273, 135.4926339 34.9205485)",,,,
159674991,residential,False,False,32.349,,"LINESTRING (135.4967959 34.9228539, 135.496546 34.923017, 135.496533 34.923044)",,,,
"[685713987, 159675060]",residential,False,True,390.42699999999996,,"LINESTRING (135.4967959 34.9228539, 135.4967026 34.9226612, 135.496509 34.922507, 135.4963019 34.9222733, 135.4961805 34.9220879, 135.4961483 34.9219534, 135.4961101 34.9216139, 135.4960426 34.9214443, 135.4959773 34.9209503, 135.4958466 34.9209451, 135.4958358 34.9207329, 135.495683 34.9201457, 135.4955488 34.9201391, 135.4954442 34.9200335, 135.495206 34.9198565)",,,,
"[159675200, 159675682, 159675224]",residential,False,"[False, True]",218.28300000000002,,"LINESTRING (135.4967959 34.9228539, 135.4971816 34.9230207, 135.497296 34.923065, 135.497406 34.923155, 135.497495 34.923257, 135.497638 34.923476, 135.497748 34.923612, 135.497967 34.923786, 135.4985233 34.924156)",,,,
"[159675216, 159675357, 685713983]",residential,False,False,112.247,yes,"LINESTRING (135.4935149 34.9231732, 135.4933069 34.9230244, 135.4931976 34.9230283, 135.4930636 34.9230836, 135.4930436 34.9231836, 135.4927027 34.9232837, 135.4925879 34.9231395)",,,,
251718275,trunk,False,False,299.47499999999997,,"LINESTRING (135.4935149 34.9231732, 135.4934073 34.9233095, 135.4932798 34.9235432, 135.4932227 34.9237208, 135.4931993 34.9238917, 135.4931793 34.9242613, 135.4931271 34.9244144, 135.4930165 34.9246035, 135.4922621 34.9253973, 135.4922101 34.9254794, 135.4921711 34.9255546)",2,423,国道423号,40
251718275,trunk,False,True,119.369,,"LINESTRING (135.4935149 34.9231732, 135.4941515 34.9226099, 135.4944201 34.9223981)",2,423,国道423号,40
685713981,residential,False,False,123.70599999999999,,"LINESTRING (135.4935149 34.9231732, 135.4936068 34.9231763, 135.4942701 34.9230371, 135.4948469 34.9229857)",,,,
"[159675503, 159674991]",residential,False,"[False, True]",242.255,,"LINESTRING (135.496533 34.923044, 135.496614 34.923061, 135.496731 34.923081, 135.496848 34.923127, 135.496933 34.923177, 135.496993 34.923247, 135.497058 34.923346, 135.497118 34.923532, 135.497159 34.923662, 135.497187 34.923766, 135.4973481 34.9241205, 135.4977932 34.9245609, 135.4979924 34.9247347)",,,,
159674991,residential,False,True,32.349,,"LINESTRING (135.496533 34.923044, 135.496546 34.923017, 135.4967959 34.9228539)",,,,
