osmid,highway,oneway,reversed,length,ref,name,geometry,bridge,lanes
120377021,tertiary,False,False,22.24,,,"LINESTRING (134.2467477 35.4049503, 134.2465025 35.4049424)",,
120375912,primary,False,False,100.871,32,郡家鹿野気高線,"LINESTRING (134.2467477 35.4049503, 134.246806 35.405415, 134.246869 35.405619, 134.246882 35.405663, 134.246957 35.405804, 134.246975 35.405831)",,
120375525,residential,False,False,44.11,,,"LINESTRING (134.2479826 35.4085953, 134.2484009 35.4083925)",,
120375525,residential,False,True,130.344,,,"LINESTRING (134.2479826 35.4085953, 134.2483583 35.4090972, 134.248967 35.4088979, 134.2490235 35.4088794)",,
1019669895,residential,False,False,21.637,,,"LINESTRING (134.2479826 35.4085953, 134.2479043 35.4084837, 134.2479516 35.4084301)",,
"[120376292, 120375709]",residential,False,False,53.745999999999995,,,"LINESTRING (134.2502043 35.4084423, 134.2501967 35.4084108, 134.250192 35.408349, 134.2501383 35.4080619, 134.2501179 35.4079644)",,
120375709,residential,False,True,31.572,,,"LINESTRING (134.2502043 35.4084423, 134.2502092 35.4084681, 134.2502077 35.4084984, 134.2502033 35.4085318, 134.2501936 35.4085697, 134.2501774 35.4086071, 134.2501549 35.4086521, 134.2501432 35.4086764, 134.250116 35.4087107)",,
391171804,residential,False,False,25.397000000000002,,,"LINESTRING (134.2502043 35.4084423, 134.2502789 35.408402, 134.2503953 35.4083476, 134.250435 35.4083314, 134.2504392 35.4083221)",,
120375525,residential,False,True,44.11,,,"LINESTRING (134.2484009 35.4083925, 134.2479826 35.4085953)",,
120378053,secondary,False,False,5.924,173,郡家停車場線,"LINESTRING (134.2506384 35.411353, 134.2506703 35.4113995)",,
120378053,secondary,False,True,124.44500000000002,173,郡家停車場線,"LINESTRING (134.2506384 35.411353, 134.2505764 35.4112535, 134.2502496 35.410715, 134.2502002 35.4106355, 134.2501174 35.4104989, 134.2501056 35.4104818, 134.2500178 35.4103549)",,
1213782570,residential,False,False,29.799,,,"LINESTRING (134.2506384 35.411353, 134.2506744 35.4113414, 134.2509444 35.4112549)",,
120375912,primary,False,False,133.625,32,郡家鹿野気高線,"LINESTRING (134.2483088 35.4078283, 134.2490235 35.4088794)",,
120375912,primary,False,True,51.303,32,郡家鹿野気高線,"LINESTRING (134.2483088 35.4078283, 134.2480252 35.407429)",,
120376674,unclassified,False,True,57.628,,,"LINESTRING (134.2483088 35.4078283, 134.2483487 35.4078115, 134.2488734 35.4075899)",,
120377021,tertiary,False,True,22.24,,,"LINESTRING (134.2465025 35.4049424, 134.2467477 35.4049503)",,
"[391178569, 120376090, 398082497]",tertiary,False,"[False, True]",61.044000000000004,,,"LINESTRING (134.2465025 35.4049424, 134.2462816 35.4049403, 134.2461743 35.4049359, 134.2459966 35.4049275, 134.2458302 35.4049143)",yes,
120378505,unclassified,False,False,163.172,,,"LINESTRING (134.2465025 35.4049424, 134.2465635 35.4053369, 134.2466425 35.4057959, 134.2467907 35.4061878, 134.2468734 35.4063721)",,
120375912,primary,False,False,53.654,32,郡家鹿野気高線,"LINESTRING (134.246975 35.405831, 134.2472365 35.4062639)",,
120375912,primary,False,True,100.87100000000001,32,郡家鹿野気高線,"LINESTRING (134.246975 35.405831, 134.246957 35.405804, 134.246882 35.405663, 134.246869 35.405619, 134.246806 35.405415, 134.2467477 35.4049503)",,
120378124,tertiary,False,False,60.01,,,"LINESTRING (134.246975 35.405831, 134.2472794 35.4061322, 134.2474038 35.406242)",,
120376292,residential,False,False,13.775,,,"LINESTRING (134.2500743 35.4077564, 134.2500329 35.4076372)",,
120376292,residential,False,True,23.464,,,"LINESTRING (134.2500743 35.4077564, 134.2501179 35.4079644)",,
391170799,residential,False,True,74.747,,,"LINESTRING (134.2500743 35.4077564, 134.2500273 35.4077542, 134.2499553 35.4077517, 134.2498358 35.4077492, 134.2494416 35.4079709, 134.2493579 35.4080254)",,
120376292,residential,False,True,13.775,,,"LINESTRING (134.2500329 35.4076372, 134.2500743 35.4077564)",,
401844999,residential,False,True,33.714,,,"LINESTRING (134.2500329 35.4076372, 134.2503782 35.4075244)",,
120376340,residential,False,False,101.57,,,"LINESTRING (134.2500329 35.4076372, 134.2499888 35.4075518, 134.249822 35.4072681, 134.2497413 35.407167, 134.2497006 35.4070775, 134.2497551 35.4067908)",,
391165576,residential,False,False,30.34,,,"LINESTRING (134.253558 35.4134681, 134.2537877 35.4132696)",,
120375912,primary,False,True,53.654,32,郡家鹿野気高線,"LINESTRING (134.2472365 35.4062639, 134.246975 35.405831)",,
120377650,unclassified,False,False,35.039,,,"LINESTRING (134.2472365 35.4062639, 134.2468734 35.4063721)",,
120375912,primary,False,False,141.01600000000002,32,郡家鹿野気高線,"LINESTRING (134.2472365 35.4062639, 134.247288 35.406335, 134.2479878 35.4073744)",,
120375912,primary,False,False,84.518,32,郡家鹿野気高線,"LINESTRING (134.2490235 35.4088794, 134.2494616 35.4095504)",,
120375912,primary,False,True,133.625,32,郡家鹿野気高線,"LINESTRING (134.2490235 35.4088794, 134.2483088 35.4078283)",,
120375525,residential,False,False,130.344,,,"LINESTRING (134.2490235 35.4088794, 134.248967 35.4088979, 134.2483583 35.4090972, 134.2479826 35.4085953)",,
120375912,primary,False,True,61.737,32,郡家鹿野気高線,"LINESTRING (134.2500178 35.4103549, 134.2499495 35.4102515, 134.2496828 35.4098715)",,
120376040,primary,False,False,31.292,32,郡家鹿野気高線,"LINESTRING (134.2500178 35.4103549, 134.2500792 35.4103066, 134.2501385 35.4102564, 134.2502518 35.4101483)",,
120378053,secondary,False,False,124.44500000000001,173,郡家停車場線,"LINESTRING (134.2500178 35.4103549, 134.2501056 35.4104818, 134.2501174 35.4104989, 134.2502002 35.4106355, 134.2502496 35.410715, 134.2505764 35.4112535, 134.2506384 35.411353)",,
