osmid,highway,oneway,reversed,length,geometry,ref,name,tunnel,lanes
124068471,residential,False,False,126.396,"LINESTRING (136.262078 35.1197702, 136.262128 35.119865, 136.26234 35.12013, 136.2627907 35.1207447)",,,,
"[124068232, 124192930, 124071684]",secondary,False,"[False, True]",325.414,"LINESTRING (136.262078 35.1197702, 136.2633949 35.1195759, 136.2637596 35.1195233, 136.2655972 35.1192426)",229,百済寺甲上岸本線,yes,
124068486,residential,False,False,174.813,"LINESTRING (136.2627907 35.1207447, 136.2638347 35.1220647)",,,,
124068471,residential,False,True,126.396,"LINESTRING (136.2627907 35.1207447, 136.26234 35.12013, 136.262128 35.119865, 136.262078 35.1197702)",,,,
124068486,residential,False,True,174.813,"LINESTRING (136.2638347 35.1220647, 136.2627907 35.1207447)",,,,
"[124194133, 124068388, 124068437]","['unclassified', 'tertiary']",False,"[False, True]",421.996,"LINESTRING (136.2638347 35.1220647, 136.2653199 35.1210598, 136.2655934 35.1208817, 136.2662647 35.120446, 136.2665341 35.1202387, 136.266694 35.120113, 136.2669084 35.1199041, 136.267386 35.119634)",,,yes,
"[124193977, 124068372]",residential,False,False,340.24,"LINESTRING (136.267898 35.123051, 136.268343 35.122677, 136.268378 35.122624, 136.268353 35.12257, 136.268291 35.122508, 136.268805 35.122164, 136.270538 35.12106)",,,yes,
124193220,residential,False,False,45.371,"LINESTRING (136.2704915 35.1243063, 136.2708341 35.1246029)",,,,
124193755,residential,False,True,121.371,"LINESTRING (136.2704915 35.1243063, 136.2694885 35.1235863)",,,,
"[124068392, 124068369, 124068383]",residential,False,False,52.742999999999995,"LINESTRING (136.2704915 35.1243063, 136.2703695 35.1243714, 136.2701594 35.1245433, 136.2700773 35.1246331)",,,yes,
124068286,tertiary,False,False,309.506,"LINESTRING (136.2700773 35.1246331, 136.269819 35.124638, 136.26951 35.124644, 136.269223 35.124689, 136.2691 35.1247, 136.268853 35.124734, 136.268593 35.124784, 136.268353 35.124858, 136.26801 35.12501, 136.267537 35.125297, 136.267153 35.125544, 136.26708 35.125585, 136.267002 35.125621)",,,,2
"[124068392, 124068369, 124068383]",residential,False,True,52.743,"LINESTRING (136.2700773 35.1246331, 136.2701594 35.1245433, 136.2703695 35.1243714, 136.2704915 35.1243063)",,,yes,
124068565,tertiary,False,True,143.52800000000002,"LINESTRING (136.2700773 35.1246331, 136.27023 35.1247021, 136.2703727 35.1247794, 136.2705551 35.1249386, 136.2709328 35.1252329, 136.2712358 35.1254985)",,,,2
124068361,tertiary,False,True,63.728,"LINESTRING (136.262729 35.125532, 136.26311 35.126013)",,,,
"[124068478, 124068559]",residential,False,True,540.604,"LINESTRING (136.262729 35.125532, 136.262861 35.125465, 136.264308 35.1247, 136.26487 35.124401, 136.265569 35.124024, 136.265631 35.123984, 136.265681 35.123961, 136.266234 35.124644, 136.266714 35.12524, 136.267002 35.125621)",,,,
124068411,tertiary,False,True,93.55199999999999,"LINESTRING (136.2712358 35.1254985, 136.2717306 35.1259058, 136.2719333 35.1261153)",,,,2
124068538,residential,False,True,330.545,"LINESTRING (136.2712358 35.1254985, 136.270285 35.126012, 136.269915 35.126221, 136.269703 35.126328, 136.268449 35.12701, 136.268202 35.127135)",,,,
124068565,tertiary,False,False,143.52800000000002,"LINESTRING (136.2712358 35.1254985, 136.2709328 35.1252329, 136.2705551 35.1249386, 136.2703727 35.1247794, 136.27023 35.1247021, 136.2700773 35.1246331)",,,,2
124068326,residential,False,True,200.628,"LINESTRING (136.267002 35.125621, 136.268202 35.127135)",,,,
