osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,lanes
1179677467,24,多可北条線,primary,False,True,395.907,"LINESTRING (134.8618503 34.924683, 134.8616394 34.9261877, 134.8615328 34.9272346, 134.8615233 34.9282299)",,
176287753,,,tertiary,False,False,146.019,"LINESTRING (134.8582934 34.928134, 134.8575723 34.9280863, 134.8571863 34.9280589, 134.8569601 34.9280428, 134.8567224 34.9279491)",,
176289733,,,unclassified,False,False,311.416,"LINESTRING (134.8582934 34.928134, 134.8582026 34.9285122, 134.858154 34.9287145, 134.8581069 34.9291117, 134.8582624 34.9296338, 134.8583672 34.9300265, 134.8585802 34.9303884, 134.8586467 34.9304739, 134.8587022 34.9305576, 134.8587181 34.9305816, 134.8587603 34.9306263, 134.8588403 34.9307049, 134.858909 34.9307696)",,
176288568,,,residential,False,False,27.355,"LINESTRING (134.8627495 34.9281548, 134.8628736 34.9281208, 134.8630394 34.9280931)",,
176288568,,,residential,False,True,112.106,"LINESTRING (134.8627495 34.9281548, 134.862487 34.928166, 134.8615233 34.9282299)",,
"[291428392, 291428495]",,,residential,False,"[False, True]",259.37100000000004,"LINESTRING (134.8627495 34.9281548, 134.8627616 34.9283125, 134.8628268 34.9293115, 134.8628012 34.9293259, 134.8619727 34.9297917, 134.8617974 34.9300392, 134.8617576 34.9300603)",,
176288568,,,residential,False,False,112.106,"LINESTRING (134.8615233 34.9282299, 134.862487 34.928166, 134.8627495 34.9281548)",,
1179677467,24,多可北条線,primary,False,False,395.907,"LINESTRING (134.8615233 34.9282299, 134.8615328 34.9272346, 134.8616394 34.9261877, 134.8618503 34.924683)",,
1179677467,24,多可北条線,primary,False,True,204.87900000000002,"LINESTRING (134.8615233 34.9282299, 134.8615444 34.928658, 134.8615893 34.9291499, 134.8617576 34.9300603)",,
1179677467,24,多可北条線,primary,False,False,15.57,"LINESTRING (134.8617801 34.9301991, 134.8617576 34.9300603)",,
176289909,,,unclassified,False,True,228.917,"LINESTRING (134.8617801 34.9301991, 134.861678 34.9302263, 134.8613802 34.9306571, 134.8610533 34.9310784, 134.8607079 34.9315399, 134.8604686 34.9318684, 134.8604138 34.9318948)",,
1179677467,24,多可北条線,primary,False,True,157.187,"LINESTRING (134.8617801 34.9301991, 134.8619433 34.9308264, 134.8621477 34.9315802)",,
176289733,,,unclassified,False,True,4.141,"LINESTRING (134.8589431 34.9307942, 134.858909 34.9307696)",,
176289733,,,unclassified,False,False,198.128,"LINESTRING (134.8589431 34.9307942, 134.8589689 34.9308063, 134.8592308 34.9309347, 134.8599304 34.9311908, 134.8600537 34.9312349, 134.8602194 34.9313358, 134.86034 34.9314739, 134.8603963 34.9315979, 134.8604091 34.9317046, 134.8604138 34.9318948)",,
176291061,,,residential,False,False,67.298,"LINESTRING (134.8589431 34.9307942, 134.8589182 34.9308687, 134.859007 34.9310396, 134.8591869 34.9313484)",,
176289733,,,unclassified,False,False,78.026,"LINESTRING (134.8604138 34.9318948, 134.8604196 34.932101, 134.8603888 34.9325958)",,
176289733,,,unclassified,False,True,198.128,"LINESTRING (134.8604138 34.9318948, 134.8604091 34.9317046, 134.8603963 34.9315979, 134.86034 34.9314739, 134.8602194 34.9313358, 134.8600537 34.9312349, 134.8599304 34.9311908, 134.8592308 34.9309347, 134.8589689 34.9308063, 134.8589431 34.9307942)",,
176289909,,,unclassified,False,False,228.917,"LINESTRING (134.8604138 34.9318948, 134.8604686 34.9318684, 134.8607079 34.9315399, 134.8610533 34.9310784, 134.8613802 34.9306571, 134.861678 34.9302263, 134.8617801 34.9301991)",,
176285437,24,多可北条線,primary,False,True,88.154,"LINESTRING (134.8623096 34.93206, 134.8625739 34.9328226)",,
"[1179677467, 176285444, 176285446]",24,多可北条線,primary,False,False,55.374,"LINESTRING (134.8623096 34.93206, 134.8622982 34.932019, 134.8621721 34.931638, 134.8621477 34.9315802)",yes,
291428455,,,unclassified,False,False,149.31900000000002,"LINESTRING (134.8623096 34.93206, 134.8622179 34.9321083, 134.8620693 34.9321598, 134.8618606 34.932317, 134.8617406 34.9324456, 134.8615662 34.9326829, 134.861409 34.9328744, 134.861319 34.9330807)",,
284557660,,,residential,False,False,18.927,"LINESTRING (134.8603888 34.9325958, 134.8601818 34.9325826)",,
176289733,,,unclassified,False,False,65.293,"LINESTRING (134.8603888 34.9325958, 134.8604539 34.9329531, 134.8604826 34.9331778)",,
176289733,,,unclassified,False,True,78.026,"LINESTRING (134.8603888 34.9325958, 134.8604196 34.932101, 134.8604138 34.9318948)",,
176291061,,,residential,False,False,33.756,"LINESTRING (134.8597216 34.932501, 134.859962 34.9327319)",,
176291061,,,residential,False,True,139.324,"LINESTRING (134.8597216 34.932501, 134.8596362 34.932407, 134.8595521 34.9322694, 134.859453 34.9321117, 134.8593899 34.9320274, 134.8593737 34.9319883, 134.8593573 34.9319206, 134.859353 34.931828, 134.8593543 34.9317497, 134.8593132 34.9316374, 134.8592389 34.931462, 134.8591869 34.9313484)",,
284557643,,,residential,False,True,44.498000000000005,"LINESTRING (134.8597216 34.932501, 134.8597418 34.9324877, 134.8597969 34.9324687, 134.8599238 34.9324699, 134.8601368 34.9326132)",,
176291061,,,residential,False,True,33.756,"LINESTRING (134.859962 34.9327319, 134.8597216 34.932501)",,
284557660,,,residential,False,True,20.691,"LINESTRING (134.859962 34.9327319, 134.8601368 34.9326132)",,
176291061,,,residential,False,False,45.777,"LINESTRING (134.859962 34.9327319, 134.860116 34.9330236, 134.8601282 34.9331169)",,
284557660,,,residential,False,False,79.856,"LINESTRING (134.859962 34.9327319, 134.8598432 34.9327871, 134.8596177 34.9329355, 134.8596262 34.9331454, 134.8597457 34.9332708)",,
176289893,,,residential,False,False,12.788,"LINESTRING (134.8601282 34.9331169, 134.8601911 34.9332197)",,
176291061,,,residential,False,True,45.777,"LINESTRING (134.8601282 34.9331169, 134.860116 34.9330236, 134.859962 34.9327319)",,
176291119,,,residential,False,True,39.847,"LINESTRING (134.8601282 34.9331169, 134.8600587 34.933113, 134.8597457 34.9332708)",,
176288682,,,residential,False,False,39.846,"LINESTRING (134.8604826 34.9331778, 134.8607249 34.9330977, 134.8608497 34.9330768, 134.8608971 34.9330685)",,
176289733,,,unclassified,False,True,65.293,"LINESTRING (134.8604826 34.9331778, 134.8604539 34.9329531, 134.8603888 34.9325958)",,
176289893,,,residential,False,True,27.373,"LINESTRING (134.8604826 34.9331778, 134.8604417 34.9331951, 134.8602665 34.9332239, 134.8601911 34.9332197)",,
176289893,,,residential,False,True,12.788,"LINESTRING (134.8601911 34.9332197, 134.8601282 34.9331169)",,
176289893,,,residential,False,False,27.373,"LINESTRING (134.8601911 34.9332197, 134.8602665 34.9332239, 134.8604417 34.9331951, 134.8604826 34.9331778)",,
284557627,,,residential,False,False,31.289,"LINESTRING (134.8601911 34.9332197, 134.8601864 34.9333442, 134.8602398 34.9334948)",,
176291119,,,residential,False,False,4.713,"LINESTRING (134.8597145 34.9333046, 134.8597457 34.9332708)",,
"[176288000, 176288395]",,,residential,False,True,69.302,"LINESTRING (134.8621418 34.9333755, 134.862076 34.933351, 134.8618828 34.9333588, 134.8617049 34.9333786, 134.8615593 34.9331496)",,
"[176288000, 176288682, 176288795]",,,residential,False,False,38.538999999999994,"LINESTRING (134.8608971 34.9330685, 134.8609628 34.9330718, 134.8612701 34.9330737, 134.861319 34.9330807)",yes,
176288682,,,residential,False,True,39.846000000000004,"LINESTRING (134.8608971 34.9330685, 134.8608497 34.9330768, 134.8607249 34.9330977, 134.8604826 34.9331778)",,
284826455,,,unclassified,False,False,202.822,"LINESTRING (134.8608971 34.9330685, 134.8610686 34.9327102, 134.8616411 34.9320247, 134.8621477 34.9315802)",,
284826455,,,unclassified,False,True,202.82200000000003,"LINESTRING (134.8621477 34.9315802, 134.8616411 34.9320247, 134.8610686 34.9327102, 134.8608971 34.9330685)",,
1179677467,24,多可北条線,primary,False,False,157.187,"LINESTRING (134.8621477 34.9315802, 134.8619433 34.9308264, 134.8617801 34.9301991)",,
"[1179677467, 176285444, 176285446]",24,多可北条線,primary,False,True,55.374,"LINESTRING (134.8621477 34.9315802, 134.8621721 34.931638, 134.8622982 34.932019, 134.8623096 34.93206)",yes,
176287753,,,tertiary,False,True,146.019,"LINESTRING (134.8567224 34.9279491, 134.8569601 34.9280428, 134.8571863 34.9280589, 134.8575723 34.9280863, 134.8582934 34.928134)",,
176289733,,,unclassified,False,False,4.141,"LINESTRING (134.858909 34.9307696, 134.8589431 34.9307942)",,
176289733,,,unclassified,False,True,311.416,"LINESTRING (134.858909 34.9307696, 134.8588403 34.9307049, 134.8587603 34.9306263, 134.8587181 34.9305816, 134.8587022 34.9305576, 134.8586467 34.9304739, 134.8585802 34.9303884, 134.8583672 34.9300265, 134.8582624 34.9296338, 134.8581069 34.9291117, 134.858154 34.9287145, 134.8582026 34.9285122, 134.8582934 34.928134)",,
284557607,,,residential,False,False,79.396,"LINESTRING (134.858909 34.9307696, 134.8588599 34.9308195, 134.858633 34.9309885, 134.8582522 34.9312363)",,
284557607,,,residential,False,False,41.893,"LINESTRING (134.8582522 34.9312363, 134.8582359 34.9312469, 134.8578666 34.9314411)",,
284557607,,,residential,False,True,79.396,"LINESTRING (134.8582522 34.9312363, 134.858633 34.9309885, 134.8588599 34.9308195, 134.858909 34.9307696)",,
284557628,,,residential,False,False,61.414,"LINESTRING (134.8582522 34.9312363, 134.8583936 34.9314327, 134.8586937 34.9316439)",,
176291061,,,residential,False,False,139.324,"LINESTRING (134.8591869 34.9313484, 134.8592389 34.931462, 134.8593132 34.9316374, 134.8593543 34.9317497, 134.859353 34.931828, 134.8593573 34.9319206, 134.8593737 34.9319883, 134.8593899 34.9320274, 134.859453 34.9321117, 134.8595521 34.9322694, 134.8596362 34.932407, 134.8597216 34.932501)",,
176291061,,,residential,False,True,67.298,"LINESTRING (134.8591869 34.9313484, 134.859007 34.9310396, 134.8589182 34.9308687, 134.8589431 34.9307942)",,
284557607,,,residential,False,True,56.31,"LINESTRING (134.8591869 34.9313484, 134.8588911 34.9314992, 134.8588507 34.9315507, 134.8588053 34.9315862, 134.8586937 34.9316439)",,
284557645,,,residential,False,True,26.589000000000002,"LINESTRING (134.8576011 34.9313614, 134.8576905 34.9313659, 134.8577808 34.9313871, 134.8578666 34.9314411)",,
284557607,,,residential,False,False,91.245,"LINESTRING (134.8578666 34.9314411, 134.8579065 34.9315955, 134.8585257 34.9316807, 134.8586251 34.9316794, 134.8586937 34.9316439)",,
284557607,,,residential,False,True,41.893,"LINESTRING (134.8578666 34.9314411, 134.8582359 34.9312469, 134.8582522 34.9312363)",,
284557645,,,residential,False,False,26.589,"LINESTRING (134.8578666 34.9314411, 134.8577808 34.9313871, 134.8576905 34.9313659, 134.8576011 34.9313614)",,
284557607,,,residential,False,False,56.31,"LINESTRING (134.8586937 34.9316439, 134.8588053 34.9315862, 134.8588507 34.9315507, 134.8588911 34.9314992, 134.8591869 34.9313484)",,
284557607,,,residential,False,True,91.24499999999999,"LINESTRING (134.8586937 34.9316439, 134.8586251 34.9316794, 134.8585257 34.9316807, 134.8579065 34.9315955, 134.8578666 34.9314411)",,
284557628,,,residential,False,True,61.414,"LINESTRING (134.8586937 34.9316439, 134.8583936 34.9314327, 134.8582522 34.9312363)",,
284557632,,,residential,False,True,26.451999999999998,"LINESTRING (134.8599646 34.9324251, 134.8600837 34.9325173, 134.8601818 34.9325826)",,
284557660,,,residential,False,False,5.33,"LINESTRING (134.8601818 34.9325826, 134.8601368 34.9326132)",,
284557660,,,residential,False,True,18.927,"LINESTRING (134.8601818 34.9325826, 134.8603888 34.9325958)",,
284557632,,,residential,False,False,26.451999999999998,"LINESTRING (134.8601818 34.9325826, 134.8600837 34.9325173, 134.8599646 34.9324251)",,
284557660,,,residential,False,False,20.691,"LINESTRING (134.8601368 34.9326132, 134.859962 34.9327319)",,
284557660,,,residential,False,True,5.33,"LINESTRING (134.8601368 34.9326132, 134.8601818 34.9325826)",,
284557643,,,residential,False,False,44.498,"LINESTRING (134.8601368 34.9326132, 134.8599238 34.9324699, 134.8597969 34.9324687, 134.8597418 34.9324877, 134.8597216 34.932501)",,
"[176288000, 176288395]",,,residential,False,False,69.30199999999999,"LINESTRING (134.8615593 34.9331496, 134.8617049 34.9333786, 134.8618828 34.9333588, 134.862076 34.933351, 134.8621418 34.9333755)",,
176288000,,,residential,False,True,23.427,"LINESTRING (134.8615593 34.9331496, 134.8615174 34.933126, 134.8614443 34.9331058, 134.8613311 34.9330824, 134.861319 34.9330807)",,
291428517,,,residential,False,False,100.838,"LINESTRING (134.8615593 34.9331496, 134.8616077 34.9331249, 134.8617416 34.9330702, 134.861834 34.9330183, 134.8619556 34.9329438, 134.8625739 34.9328226)",,
176291119,,,residential,False,True,4.713,"LINESTRING (134.8597457 34.9332708, 134.8597145 34.9333046)",,
176291119,,,residential,False,False,39.847,"LINESTRING (134.8597457 34.9332708, 134.8600587 34.933113, 134.8601282 34.9331169)",,
284557660,,,residential,False,True,79.856,"LINESTRING (134.8597457 34.9332708, 134.8596262 34.9331454, 134.8596177 34.9329355, 134.8598432 34.9327871, 134.859962 34.9327319)",,
284557627,,,residential,False,True,31.289,"LINESTRING (134.8602398 34.9334948, 134.8601864 34.9333442, 134.8601911 34.9332197)",,
176285437,24,多可北条線,primary,False,False,88.154,"LINESTRING (134.8625739 34.9328226, 134.8623096 34.93206)",,
176285437,24,多可北条線,primary,False,True,48.555,"LINESTRING (134.8625739 34.9328226, 134.8626659 34.9332527)",,
291428517,,,residential,False,True,100.83800000000001,"LINESTRING (134.8625739 34.9328226, 134.8619556 34.9329438, 134.861834 34.9330183, 134.8617416 34.9330702, 134.8616077 34.9331249, 134.8615593 34.9331496)",,
176285437,24,多可北条線,primary,False,False,48.555,"LINESTRING (134.8626659 34.9332527, 134.8625739 34.9328226)",,
176285437,24,多可北条線,primary,False,True,20.923,"LINESTRING (134.8626659 34.9332527, 134.8627461 34.933429)",,
"[455503525, 176285359]",,,motorway_link,True,False,262.66499999999996,"LINESTRING (134.8626659 34.9332527, 134.8628845 34.93329, 134.8644203 34.9332758, 134.8651736 34.9333269, 134.8655221 34.9334194)",,1
291428410,,,residential,False,False,45.488,"LINESTRING (134.8633018 34.9274313, 134.863242 34.9274292, 134.8632249 34.9274484, 134.8632192 34.9274733, 134.8632107 34.9275395, 134.86319 34.9275644, 134.8631673 34.9275765, 134.8631103 34.9275978, 134.8631003 34.9276121, 134.8630816 34.9277353)",,
291428532,,,residential,False,True,16.163,"LINESTRING (134.8636788 34.9275207, 134.8636093 34.9275993, 134.8635694 34.9276348)",,
291428468,,,residential,False,False,51.435,"LINESTRING (134.8635694 34.9276348, 134.8635529 34.9279431, 134.8635439 34.9280969)",,
291428532,,,residential,False,False,16.163,"LINESTRING (134.8635694 34.9276348, 134.8636093 34.9275993, 134.8636788 34.9275207)",,
291428532,,,residential,False,True,46.345,"LINESTRING (134.8635694 34.9276348, 134.8634951 34.9276646, 134.8633651 34.9277051, 134.863258 34.9277236, 134.863175 34.9277318, 134.863112 34.927735, 134.8630816 34.9277353)",,
291428410,,,residential,False,False,40.009,"LINESTRING (134.8630816 34.9277353, 134.8630766 34.9277681, 134.8630379 34.9280592, 134.8630394 34.9280931)",,
291428410,,,residential,False,True,45.488,"LINESTRING (134.8630816 34.9277353, 134.8631003 34.9276121, 134.8631103 34.9275978, 134.8631673 34.9275765, 134.86319 34.9275644, 134.8632107 34.9275395, 134.8632192 34.9274733, 134.8632249 34.9274484, 134.863242 34.9274292, 134.8633018 34.9274313)",,
