osmid,highway,oneway,reversed,length,geometry,ref,name,lanes,maxspeed
109058918,tertiary,False,False,33.165,"LINESTRING (137.8655047 37.042132, 137.8656368 37.041853)",,,,
109059707,unclassified,False,False,50.434999999999995,"LINESTRING (137.8655047 37.042132, 137.865507 37.0421771, 137.8655102 37.0422399, 137.8654881 37.0423386, 137.8653882 37.0425706)",,,,
109056067,unclassified,False,False,83.813,"LINESTRING (137.8576208 37.0377357, 137.8585448 37.037891)",,,,
109048557,unclassified,False,False,130.091,"LINESTRING (137.8576208 37.0377357, 137.8575933 37.0381661, 137.8575907 37.0385929, 137.8575984 37.038905)",,,,
109056249,unclassified,False,True,101.50800000000001,"LINESTRING (137.8576208 37.0377357, 137.8575772 37.0372489, 137.8575438 37.0368249)",,,,
109056397,unclassified,False,True,48.198,"LINESTRING (137.8578769 37.0400758, 137.8579688 37.0396486)",,,,
109056877,unclassified,False,False,49.437,"LINESTRING (137.8578769 37.0400758, 137.8577636 37.0405111)",,,,
362259233,secondary,False,False,10.774,"LINESTRING (137.8658991 37.0412919, 137.8657834 37.0412626)",222,西中糸魚川線,,
109047351,tertiary,False,False,66.594,"LINESTRING (137.8658991 37.0412919, 137.8658525 37.0413916, 137.8658239 37.0414528, 137.8656368 37.041853)",,,,
109056333,tertiary,False,False,105.27799999999999,"LINESTRING (137.8658991 37.0412919, 137.8659431 37.0411991, 137.8659634 37.0411562, 137.8663186 37.0404063)",,,,
109046512,residential,False,True,44.864000000000004,"LINESTRING (137.8640425 37.0348915, 137.863977 37.034764, 137.863899 37.034662, 137.8637504 37.0345766)",,,,
109049498,residential,False,True,137.632,"LINESTRING (137.8640425 37.0348915, 137.8640592 37.0350293, 137.8640966 37.0352102, 137.8642229 37.0355351, 137.8642336 37.0358293, 137.8641704 37.0361062)",,,,
109051799,tertiary,False,True,32.777,"LINESTRING (137.859168 37.043426, 137.8592922 37.0431484)",,,,
109059932,tertiary,False,True,46.409,"LINESTRING (137.859168 37.043426, 137.858689 37.0432586)",,,,
109048148,tertiary,False,False,6.687,"LINESTRING (137.858689 37.0432586, 137.8586184 37.0432376)",,,,
109059932,tertiary,False,False,46.409,"LINESTRING (137.858689 37.0432586, 137.859168 37.043426)",,,,
109050925,unclassified,False,False,91.865,"LINESTRING (137.8645289 37.0429922, 137.8635608 37.0426999)",,,,
109046372,unclassified,False,True,76.37199999999999,"LINESTRING (137.8645289 37.0429922, 137.8648336 37.0430873, 137.8648474 37.0431279, 137.8648557 37.0431525, 137.8646957 37.0434871)",,,,
462683512,residential,False,True,40.828,"LINESTRING (137.8645289 37.0429922, 137.8643818 37.0433009, 137.8643627 37.0433345)",,,,
109049679,unclassified,False,True,34.22,"LINESTRING (137.8599492 37.0394872, 137.859813 37.0397751)",,,,
362259233,secondary,False,False,22.257,"LINESTRING (137.8599492 37.0394872, 137.8598773 37.0394696, 137.8597095 37.0394284)",222,西中糸魚川線,,
362259233,secondary,False,True,115.898,"LINESTRING (137.8599492 37.0394872, 137.8611044 37.0398247, 137.8611754 37.0398455)",222,西中糸魚川線,,
