osmid,highway,oneway,reversed,length,geometry,lanes,maxspeed,width
"[134626300, 134626421]",residential,False,False,878.5390000000002,"LINESTRING (129.8263786 32.8313968, 129.8262002 32.831289, 129.825955 32.831105, 129.8258535 32.8310268, 129.8258047 32.8308892, 129.8259452 32.8306545, 129.825894 32.8303866, 129.825987 32.8303134, 129.826867 32.8301464, 129.8270114 32.8300578, 129.8271501 32.8298696, 129.8272821 32.8298639, 129.827382 32.8299042, 129.8274464 32.8300006, 129.8273996 32.8302153, 129.8273204 32.8302613, 129.8270795 32.8303753, 129.8270026 32.8304633, 129.8269826 32.8305863, 129.8270178 32.8306836, 129.8272856 32.8308194, 129.8273121 32.8310328, 129.827567 32.831139, 129.8276907 32.8312283, 129.8279954 32.831252, 129.828266 32.8310801, 129.8284082 32.8310846, 129.8285074 32.8311303, 129.828615 32.831224, 129.828814 32.831619, 129.8288014 32.8317116, 129.8289115 32.8319975, 129.8288609 32.8321178, 129.8286742 32.8323115, 129.8286123 32.8325097, 129.8283748 32.8326628, 129.8282096 32.8328103, 129.8281725 32.8329412, 129.8282438 32.8331321, 129.8283185 32.8334204)",,,
"[134625834, 973372020]",residential,False,True,270.316,"LINESTRING (129.83131 32.832577, 129.83147 32.832713, 129.831617 32.832887, 129.831837 32.833147, 129.832124 32.833316, 129.832231 32.833389, 129.832358 32.833513, 129.832492 32.833695, 129.8327304 32.8340474, 129.8328974 32.834292, 129.8329791 32.8344214, 129.8330259 32.8344975)",,,
134626122,residential,False,True,375.38799999999986,"LINESTRING (129.83131 32.832577, 129.831197 32.83256, 129.831083 32.832526, 129.83091 32.832403, 129.83085 32.832341, 129.830696 32.832205, 129.83053 32.832109, 129.83041 32.832121, 129.83031 32.832166, 129.830189 32.832278, 129.829983 32.832521, 129.829916 32.832555, 129.829836 32.832577, 129.829456 32.832633, 129.829182 32.832724, 129.829055 32.832803, 129.828975 32.832881, 129.8288389 32.8330649, 129.828762 32.833225, 129.8287467 32.8333205, 129.8285587 32.8335158, 129.8283185 32.8334204)",,,
134626122,residential,False,False,375.388,"LINESTRING (129.8283185 32.8334204, 129.8285587 32.8335158, 129.8287467 32.8333205, 129.828762 32.833225, 129.8288389 32.8330649, 129.828975 32.832881, 129.829055 32.832803, 129.829182 32.832724, 129.829456 32.832633, 129.829836 32.832577, 129.829916 32.832555, 129.829983 32.832521, 129.830189 32.832278, 129.83031 32.832166, 129.83041 32.832121, 129.83053 32.832109, 129.830696 32.832205, 129.83085 32.832341, 129.83091 32.832403, 129.831083 32.832526, 129.831197 32.83256, 129.83131 32.832577)",,,
134626232,unclassified,False,True,135.897,"LINESTRING (129.8283185 32.8334204, 129.828585 32.8337307, 129.8286821 32.833895, 129.8286938 32.8340633, 129.828648 32.8342564, 129.8286192 32.8343443, 129.8285932 32.8344147, 129.8285327 32.8344508, 129.8284648 32.8344783)",,,
"[134626300, 134626421]",residential,False,True,878.539,"LINESTRING (129.8283185 32.8334204, 129.8282438 32.8331321, 129.8281725 32.8329412, 129.8282096 32.8328103, 129.8283748 32.8326628, 129.8286123 32.8325097, 129.8286742 32.8323115, 129.8288609 32.8321178, 129.8289115 32.8319975, 129.8288014 32.8317116, 129.828814 32.831619, 129.828615 32.831224, 129.8285074 32.8311303, 129.8284082 32.8310846, 129.828266 32.8310801, 129.8279954 32.831252, 129.8276907 32.8312283, 129.827567 32.831139, 129.8273121 32.8310328, 129.8272856 32.8308194, 129.8270178 32.8306836, 129.8269826 32.8305863, 129.8270026 32.8304633, 129.8270795 32.8303753, 129.8273204 32.8302613, 129.8273996 32.8302153, 129.8274464 32.8300006, 129.827382 32.8299042, 129.8272821 32.8298639, 129.8271501 32.8298696, 129.8270114 32.8300578, 129.826867 32.8301464, 129.825987 32.8303134, 129.825894 32.8303866, 129.8259452 32.8306545, 129.8258047 32.8308892, 129.8258535 32.8310268, 129.825955 32.831105, 129.8262002 32.831289, 129.8263786 32.8313968)",,,
134626143,residential,False,False,2.399,"LINESTRING (129.8356133 32.8338394, 129.8355978 32.8338566)",,,
134626143,residential,False,True,26.706,"LINESTRING (129.8356133 32.8338394, 129.8356332 32.8336074, 129.8356313 32.8336)",,,
134626143,residential,False,True,2.399,"LINESTRING (129.8355978 32.8338566, 129.8356133 32.8338394)",,,
134625919,residential,False,False,239.24599999999995,"LINESTRING (129.8355978 32.8338566, 129.8356855 32.8340025, 129.835874 32.8341853, 129.835896 32.8342226, 129.8358848 32.8342845, 129.835842 32.8345843, 129.8358569 32.8347565, 129.8358491 32.8348559, 129.8358478 32.8349033, 129.8358352 32.8349535, 129.8358142 32.8349647, 129.8357921 32.8349686, 129.8357549 32.8349572, 129.8356768 32.8349051, 129.8356084 32.8348351, 129.8355602 32.8348004, 129.8355098 32.8347838, 129.8354388 32.8347853, 129.835331 32.8347825, 129.8352959 32.8347754, 129.8352686 32.8347544, 129.8352597 32.8347134, 129.8352651 32.8346683, 129.8352905 32.8345776, 129.8352908 32.8344025, 129.8352877 32.8343549, 129.8352934 32.8343484)",,,
