osmid,highway,oneway,reversed,length,geometry,lanes,name,bridge,ref
127591492,tertiary,False,True,24.974,"LINESTRING (136.9738113 36.8602201, 136.974092 36.860218)",,,,
127591492,tertiary,False,False,291.937,"LINESTRING (136.9738113 36.8602201, 136.9734387 36.8602272, 136.9730572 36.8602827, 136.9706163 36.8607869)",,,,
127595016,residential,False,True,339.044,"LINESTRING (136.9738113 36.8602201, 136.9738432 36.8604606, 136.9738008 36.8606091, 136.973763 36.860696, 136.973741 36.860735, 136.9706894 36.8613593)",,,,
127591492,tertiary,False,False,24.974,"LINESTRING (136.974092 36.860218, 136.9738113 36.8602201)",,,,
127591492,tertiary,False,True,141.34799999999998,"LINESTRING (136.974092 36.860218, 136.9751359 36.8603923, 136.9754943 36.8604521, 136.9756465 36.8604804)",,,,
127591492,tertiary,False,True,12.042,"LINESTRING (136.9756465 36.8604804, 136.9757812 36.860491)",,,,
127591492,tertiary,False,False,141.348,"LINESTRING (136.9756465 36.8604804, 136.9754943 36.8604521, 136.9751359 36.8603923, 136.974092 36.860218)",,,,
428409466,trunk,True,False,65.359,"LINESTRING (136.9756465 36.8604804, 136.975641 36.8606416, 136.975628 36.861068)",2,国道160号,,
127591492,tertiary,False,False,12.042,"LINESTRING (136.9757812 36.860491, 136.9756465 36.8604804)",,,,
127591803,unclassified,False,False,46.985,"LINESTRING (136.9706163 36.8607869, 136.9705631 36.8603665)",,,,
127592603,tertiary,False,True,63.979,"LINESTRING (136.9706163 36.8607869, 136.9706894 36.8613593)",,,,
"[127592812, 372747017, 127591492]",tertiary,False,"[False, True]",142.261,"LINESTRING (136.9706163 36.8607869, 136.9704681 36.8608056, 136.9702278 36.8608115, 136.9700851 36.860815, 136.9690198 36.8608414)",,,yes,
127591492,tertiary,False,True,291.937,"LINESTRING (136.9706163 36.8607869, 136.9730572 36.8602827, 136.9734387 36.8602272, 136.9738113 36.8602201)",,,,
127593430,residential,False,True,72.542,"LINESTRING (136.9690198 36.8608414, 136.9691027 36.8614904)",,,,
"[372747017, 127592812, 127591492]",tertiary,False,"[False, True]",142.26100000000002,"LINESTRING (136.9690198 36.8608414, 136.9700851 36.860815, 136.9702278 36.8608115, 136.9704681 36.8608056, 136.9706163 36.8607869)",,,yes,
127592812,tertiary,False,True,187.02300000000002,"LINESTRING (136.9690198 36.8608414, 136.967646 36.860896, 136.9669197 36.8609148)",,,,
127592812,tertiary,False,False,162.381,"LINESTRING (136.9650951 36.860951, 136.9662357 36.8609325, 136.9669197 36.8609148)",,,,
127593815,unclassified,False,True,109.852,"LINESTRING (136.9650951 36.860951, 136.964962 36.861393, 136.964969 36.86149, 136.9650798 36.861917)",,,,
127592179,tertiary,False,True,66.577,"LINESTRING (136.9706894 36.8613593, 136.9707448 36.8619564)",,,,
127592603,tertiary,False,False,63.979,"LINESTRING (136.9706894 36.8613593, 136.9706163 36.8607869)",,,,
127592570,residential,False,False,141.936,"LINESTRING (136.9706894 36.8613593, 136.9700994 36.8613969, 136.9691027 36.8614904)",,,,
127595016,residential,False,False,339.044,"LINESTRING (136.9706894 36.8613593, 136.973741 36.860735, 136.973763 36.860696, 136.9738008 36.8606091, 136.9738432 36.8604606, 136.9738113 36.8602201)",,,,
127592570,residential,False,False,59.939,"LINESTRING (136.9691027 36.8614904, 136.9684339 36.8615555)",,,,
127593430,residential,False,False,72.542,"LINESTRING (136.9691027 36.8614904, 136.9690198 36.8608414)",,,,
127592570,residential,False,True,141.936,"LINESTRING (136.9691027 36.8614904, 136.9700994 36.8613969, 136.9706894 36.8613593)",,,,
